g6,n,edges,alpha,theta,gap,ratio,status
OoC?`DKa?DaiH_LAH@qAe,16,35,5,6.3385684977,1.3385684977,1.2677136995,Solved
Og?GoGB_KAI_USIJCR`go,16,35,5,6.3384548232,1.3384548232,1.2676909646,Solved
OqCGc?FDOQGGHbGNDOa@p,16,36,5,6.3383435344,1.3383435344,1.2676687069,Solved
O?`?OKgDHqEo_TOiiKDC`,16,36,5,6.3382405781,1.3382405781,1.2676481156,Solved
O??GpHHPcEUEeShgN@BgO,16,39,5,6.3382366580,1.3382366580,1.2676473316,Solved
O??OPL_ckXJGeW[aLaDKG,16,39,5,6.3382090766,1.3382090766,1.2676418153,Solved
Oo??GSPEa@PcGbHEIGZw?,16,34,5,6.3381680390,1.3381680390,1.2676336078,Solved
O@@KQD?EHQAtHgoErKDI_,16,38,5,6.3381258253,1.3381258253,1.2676251651,Solved
O?SpC@@CoL@Hc_GHgasOq,16,34,5,6.3380223175,1.3380223175,1.2676044635,Solved
O_ECA@A\?H@ZCqJGdX@j?,16,37,5,6.3380184135,1.3380184135,1.2676036827,Solved
Oi?GOGO_SGG\IKCqcu@oo,16,35,5,6.3379471297,1.3379471297,1.2675894259,Solved
OoCGGcdGaOP??VT?cPi`g,16,34,5,6.3376565199,1.3376565199,1.2675313040,Solved
O?D_GS`O@SsIckShPeEaO,16,37,5,6.3375026551,1.3375026551,1.2675005310,Solved
Oo??WGHfA?i_GJIRETAeC,16,35,5,6.3374977014,1.3374977014,1.2674995403,Solved
O_?GkAaOJ?N?@VAuBL@i_,16,36,5,6.3374977005,1.3374977005,1.2674995401,Solved
OKHC?ALOpKEGEQbDGOo`p,16,36,5,6.3374813405,1.3374813405,1.2674962681,Solved
O?D_GSQGKJPQWXSETOMa_,16,37,5,6.3374807077,1.3374807077,1.2674961415,Solved
Os??WO_HQFAgCcFGHCr?M,16,34,5,6.3374397814,1.3374397814,1.2674879563,Solved
Oo?O?K`GaWP_CjM_JIA@i,16,34,5,6.3374379200,1.3374379200,1.2674875840,Solved
O_GWOIAOOocdKcKWGOkAT,16,34,5,6.3373222046,1.3373222046,1.2674644409,Solved
OqGO??fErAQGQG`C`PgK[,16,36,5,6.3371797613,1.3371797613,1.2674359523,Solved
O@O]D@Og?HggaGEQ?QxC[,16,35,5,6.3371637894,1.3371637894,1.2674327579,Solved
OQcq@D?_Cb?uOSBG_RHOL,16,35,5,6.3371416851,1.3371416851,1.2674283370,Solved
OcY@Ia?G?FgaGWBCaSgo[,16,35,5,6.3369916688,1.3369916688,1.2673983338,Solved
OoCG`?e_?KaEAsQRIiB?[,16,35,5,6.3369622105,1.3369622105,1.2673924421,Solved
O??GlACa@DgiKHQomEAqO,16,36,5,6.3369024286,1.3369024286,1.2673804857,Solved
Op_HG`OOOTaaPO?wD?{?],16,35,5,6.3368514462,1.3368514462,1.2673702892,Solved
OpEA?QBBaWAoGROPCFG`e,16,36,5,6.3368382457,1.3368382457,1.2673676491,Solved
O_?GkQOQAaLC?tHIcV@i_,16,36,5,6.3368362177,1.3368362177,1.2673672435,Solved
OdH?GOTWSSGWB?_kaBp@[,16,36,5,6.3367653806,1.3367653806,1.2673530761,Solved
O?D_@?J`M@DPKeSTPwEe?,16,37,5,6.3367513318,1.3367513318,1.2673502664,Solved
O`IGaA@O_i`SAoGKi_l?[,16,35,5,6.3366965341,1.3366965341,1.2673393068,Solved
O_GWS?PKPIAP@cOmHCt@K,16,35,5,6.3366560854,1.3366560854,1.2673312171,Solved
O??I``CIIQCp`sawYAd`O,16,37,5,6.3365594243,1.3365594243,1.2673118849,Solved
O_C?_Os_{GGgWqRCE@hSW,16,35,5,6.3364757795,1.3364757795,1.2672951559,Solved
O_?G`KICOKF?ON_NLBDh?,16,35,5,6.3364567746,1.3364567746,1.2672913549,Solved
Oo??gT?c?JdUGWMAGaYwC,16,35,5,6.3364536861,1.3364536861,1.2672907372,Solved
O_C_hSA?WW`cgISDkDC_h,16,35,5,6.3364478828,1.3364478828,1.2672895766,Solved
OoU?`?FW_i`o_PSGc@gPd,16,36,5,6.3364076593,1.3364076593,1.2672815319,Solved
O??LIogDHGB?Oj_VKAc`P,16,35,5,6.3362775316,1.3362775316,1.2672555063,Solved
OoY?__[PcDCJAQKCgKGKL,16,36,5,6.3362408554,1.3362408554,1.2672481711,Solved
OoCQHQC__W`SKBKKGHiBc,16,36,5,6.3362336153,1.3362336153,1.2672467231,Solved
O?LSC@ACoR?pc?GXcbQOk,16,34,5,6.3362282728,1.3362282728,1.2672456546,Solved
O?EDCO@OOdkhJKQgEaIl?,16,37,5,6.3361893984,1.3361893984,1.2672378797,Solved
O_?GkAaQAGN??^GuBL@i_,16,36,5,6.3361377608,1.3361377608,1.2672275522,Solved
O?D_?T@DkIIPgTIIYOLT?,16,37,5,6.3361072040,1.3361072040,1.2672214408,Solved
OBAITAOW?P`KCqg_?ayGY,16,35,5,6.3360080380,1.3360080380,1.2672016076,Solved
OpEA?P`CpIAsAaQAOAwHe,16,36,5,6.3360035176,1.3360035176,1.2672007035,Solved
Oi?GH?T`CCGYAJEQCQXoo,16,35,5,6.3359472249,1.3359472249,1.2671894450,Solved
Oo?WP?aa?HaMQBKCgwIeO,16,35,5,6.3359113944,1.3359113944,1.2671822789,Solved
OL_KI?B@OaGPPIgDdF?pg,16,36,5,6.3358932856,1.3358932856,1.2671786571,Solved
OaIPCP??_pce@wQCaWd?R,16,35,5,6.3358907774,1.3358907774,1.2671781555,Solved
O?HOOLAa\BOooOKHb@rc_,16,37,5,6.3358897679,1.3358897679,1.2671779536,Solved
O??HGogDIEo[gSSgk_coP,16,36,5,6.3358760580,1.3358760580,1.2671752116,Solved
O?U`@@AA``wIoqD[AocR@,16,37,5,6.3358188295,1.3358188295,1.2671637659,Solved
O@?ACEIHWhDooFYQJgC{?,16,38,5,6.3358150303,1.3358150303,1.2671630061,Solved
OoSS@?RJBH?gCOAbgQs@k,16,36,5,6.3357926555,1.3357926555,1.2671585311,Solved
O?ECE?DP?TaUJPKsLSBgO,16,37,5,6.3357887510,1.3357887510,1.2671577502,Solved
O@@IAACEXRApGwq@rWDK_,16,38,5,6.3357779150,1.3357779150,1.2671555830,Solved
O_??`STg?PbaM?`_gpR?Y,16,34,5,6.3357621206,1.3357621206,1.2671524241,Solved
OgMC?a`L?EgIAhCg@`iGU,16,36,5,6.3357059929,1.3357059929,1.2671411986,Solved
Og?O[ACQIaDDMOKs?TOIh,16,36,5,6.3357046271,1.3357046271,1.2671409254,Solved
O`aCA@AP?eakEsJWDQ`XO,16,38,5,6.3356948142,1.3356948142,1.2671389628,Solved
OoCGGHO__RceSSKoH?hCT,16,35,5,6.3356850805,1.3356850805,1.2671370161,Solved
O??H?eDaagfCp`XSJSDQO,16,38,5,6.3356594527,1.3356594527,1.2671318905,Solved
O@U`?O`@sEGFD@SMPSUEC,16,37,5,6.3355880516,1.3355880516,1.2671176103,Solved
O_?WOcAAPIEOON_NKeDp?,16,35,5,6.3355459341,1.3355459341,1.2671091868,Solved
O?op?_CA|?kKc`owGhOtO,16,37,5,6.3355304453,1.3355304453,1.2671060891,Solved
Oo?OpD?_?LaEIBRPFEAIc,16,35,5,6.3355248988,1.3355248988,1.2671049798,Solved
OK?XP@GaCFGbEPC{CeUM?,16,38,5,6.3354976469,1.3354976469,1.2670995294,Solved
Os??OWWGAAaWDcHiHab@K,16,34,5,6.3354478336,1.3354478336,1.2670895667,Solved
O??_goiP[JHPgoV?uAfo?,16,39,5,6.3354048248,1.3354048248,1.2670809650,Solved
OkGYC?FA`GB?OV?rEEK@w,16,36,5,6.3354008217,1.3354008217,1.2670801643,Solved
O@U`?_CGGTOJShPUPYEF?,16,37,5,6.3353990992,1.3353990992,1.2670798198,Solved
O_CkA?I@XceKD_IOoAi@T,16,35,5,6.3353350850,1.3353350850,1.2670670170,Solved
OR`CA?J@oocdICDGOGyCU,16,36,5,6.3353178852,1.3353178852,1.2670635770,Solved
O@?gqH?_gDBC?VY?q`LAW,16,34,5,6.3352448176,1.3352448176,1.2670489635,Solved
O?G[?TCoSPIPSQHcsK`d_,16,37,5,6.3352287089,1.3352287089,1.2670457418,Solved
Oo??g_Je@HgIG`J@HgQ_U,16,35,5,6.3352210120,1.3352210120,1.2670442024,Solved
OA?gQCDKSPk@aPchESUK_,16,37,5,6.3351886363,1.3351886363,1.2670377273,Solved
O@?KAICCxKD[qET_JDDQA,16,38,5,6.3351798047,1.3351798047,1.2670359609,Solved
Og?Oo?F_KAHgSSJAcR`oo,16,35,5,6.3351427284,1.3351427284,1.2670285457,Solved
Os??OKPF@CGHI@D_hdB@a,16,33,5,6.3350948058,1.3350948058,1.2670189612,Solved
Os??GS[GaAhAHADPBOR@B,16,33,5,6.3350889629,1.3350889629,1.2670177926,Solved
Os?a?OrBaXBOGP@PIA[?u,16,36,5,6.3350880210,1.3350880210,1.2670176042,Solved
O@HCGCOAgiOBHXaIIIIRG,16,35,5,6.3350665123,1.3350665123,1.2670133025,Solved
OK_aOh?_?RosDcOSDCX_Y,16,35,5,6.3350544171,1.3350544171,1.2670108834,Solved
Os?GODGEOcAgGJHYGqR?w,16,35,5,6.3350468821,1.3350468821,1.2670093764,Solved
Oc_a@AEAoiDPCWKKH@YGk,16,36,5,6.3350206053,1.3350206053,1.2670041211,Solved
Oh?GKAGSi?CSHYEqAh_Qw,16,36,5,6.3349443390,1.3349443390,1.2669888678,Solved
O@`LAa?O?pceAp@qQAJ@D,16,35,5,6.3348591165,1.3348591165,1.2669718233,Solved
Oo??gWIe@HgQGXT?d?iaP,16,35,5,6.3348417163,1.3348417163,1.2669683433,Solved
Oh?OGS@_kaGcRGGadB_oi,16,35,5,6.3348203989,1.3348203989,1.2669640798,Solved
OoC?gT?c?BdeGgLAGIYWS,16,35,5,6.3347703304,1.3347703304,1.2669540661,Solved
OKaA@ABAqoEOBHHM?ha_d,16,36,5,6.3347647982,1.3347647982,1.2669529596,Solved
O`?GOMGGWbGcQE`?cPgci,16,34,5,6.3347522426,1.3347522426,1.2669504485,Solved
Oo??gSPe@HgaGPOadCiwC,16,35,5,6.3347082621,1.3347082621,1.2669416524,Solved
Oq?OS?REOYGGGfJHCoa@p,16,36,5,6.3346915596,1.3346915596,1.2669383119,Solved
O_GP_YAOPGbAHHEIGO[AX,16,34,5,6.3346572559,1.3346572559,1.2669314512,Solved
Oo?G_gJeAAcEHaP`D@I_L,16,35,5,6.3346506133,1.3346506133,1.2669301227,Solved
O_ECAD?X?TaUDQIgdg`j?,16,37,5,6.3344769064,1.3344769064,1.2668953813,Solved
Oc_`A?pRGebO_gIAG_wIM,16,36,5,6.3344640550,1.3344640550,1.2668928110,Solved
O_?P[A_OAXJ??|E[Ci`ao,16,36,5,6.3344235866,1.3344235866,1.2668847173,Solved
OoCOHHIa?E_eK_KBH@qAe,16,35,5,6.3344047422,1.3344047422,1.2668809484,Solved
Og?GgG@_KAJCUSIiCR`go,16,35,5,6.3341851684,1.3341851684,1.2668370337,Solved
OAIGCAAAorEEPKKogwfCO,16,37,5,6.3341461084,1.3341461084,1.2668292217,Solved
O?hP?cI@X`EAoXoeHGcKP,16,37,5,6.3340410433,1.3340410433,1.2668082087,Solved
OKa@AABQ_ibOIIPHEAGIL,16,36,5,6.3340292665,1.3340292665,1.2668058533,Solved
OoCOOGOIPcGKPg_wD_a?r,16,33,5,6.3338322158,1.3338322158,1.2667664432,Solved
O?hO`CDAi_e?oTgiOhaTG,16,37,5,6.3338053172,1.3338053172,1.2667610634,Solved
O?`Ad?I@XSAhMCLGOBI@L,16,35,5,6.3337262054,1.3337262054,1.2667452411,Solved
O_?GkAcOb_KWA]@UBChq_,16,36,5,6.3336303679,1.3336303679,1.2667260736,Solved
Og?O[ACSQoDEGyMO?UGIX,16,36,5,6.3336124567,1.3336124567,1.2667224913,Solved
O?GOOK`CiPOb[PkaXIEL?,16,37,5,6.3336040186,1.3336040186,1.2667208037,Solved
O??[RGHChGeOOJ_JHAL_D,16,35,5,6.3336023089,1.3336023089,1.2667204618,Solved
OoC?gS`GaWP_CJL?GIY@i,16,34,5,6.3335810924,1.3335810924,1.2667162185,Solved
O?hP?cI@X_eCodoYHGcKP,16,37,5,6.3335768347,1.3335768347,1.2667153669,Solved
O?D_?S`OGlDQoRdSTQEd?,16,37,5,6.3334490483,1.3334490483,1.2666898097,Solved
OM_K@ADHaK@HA_CUeCq@k,16,36,5,6.3334268048,1.3334268048,1.2666853610,Solved
O?U_`@?ADDkQcXD[GyCV?,16,37,5,6.3334117846,1.3334117846,1.2666823569,Solved
Oh??G_L_kgGGQoGFdP_wg,16,35,5,6.3333838009,1.3333838009,1.2666767602,Solved
O?ECD?CAiIeTJ_SWh[Bg_,16,37,5,6.3333816600,1.3333816600,1.2666763320,Solved
O_ECA@_Q`G`\CiD[DgPm?,16,37,5,6.3333761601,1.3333761601,1.2666752320,Solved
O@HC@@@AOI@TDcaIiRCgg,16,34,5,6.3333743276,1.3333743276,1.2666748655,Solved
O??[R_GChGe?Oj_ZHAdH@,16,35,5,6.3333643133,1.3333643133,1.2666728627,Solved
O??GhUAEHGkcUIcRWiFS?,16,38,5,6.3333520896,1.3333520896,1.2666704179,Solved
O@?AAPKDpIBoqEciSKd[?,16,38,5,6.3333345312,1.3333345312,1.2666669062,Solved
O??G`EIPXoecqPpaJGDK@,16,38,5,6.3332965460,1.3332965460,1.2666593092,Solved
O@GX?_FAt@iEPaaP{gEs?,16,39,5,6.3332650942,1.3332650942,1.2666530188,Solved
ORAKQ?dEPAH@CiPAOAwDi,16,36,5,6.3332638644,1.3332638644,1.2666527729,Solved
O@`Cb?H@hOadECHGOGyCU,16,35,5,6.3332310735,1.3332310735,1.2666462147,Solved
O@`?OKhDgqCo_FOJQGJCD,16,36,5,6.3332303484,1.3332303484,1.2666460697,Solved
Oo??gS[e@GgaGXOad?iaP,16,35,5,6.3331287954,1.3331287954,1.2666257591,Solved
O_CP[AGOAHM?@\?vEM@Qo,16,36,5,6.3330773083,1.3330773083,1.2666154617,Solved
Oo??gWIcOHcHOdJ?iCjoO,16,35,5,6.3330753061,1.3330753061,1.2666150612,Solved
O@GQcIGOG[CJAS?hk_K_T,16,34,5,6.3330302082,1.3330302082,1.2666060416,Solved
Oc_`A?hKO[bO_g@Pgaq`Q,16,36,5,6.3329228676,1.3329228676,1.2665845735,Solved
O?U_`?CA|?qGSYWhGpcV?,16,37,5,6.3328921492,1.3328921492,1.2665784298,Solved
O@GGqD?`GDAcGUa@i`LAW,16,34,5,6.3328331943,1.3328331943,1.2665666389,Solved
O_?GkA_OApN?@\A{CZ@i_,16,36,5,6.3328253642,1.3328253642,1.2665650728,Solved
O@U_`?G@GNGYSEgHpYEF?,16,37,5,6.3328197494,1.3328197494,1.2665639499,Solved
O_CP[ACOAPM?@V?|EJ@R_,16,36,5,6.3327188314,1.3327188314,1.2665437663,Solved
OK?PCU?PiABBEiJICke[?,16,38,5,6.3326976031,1.3326976031,1.2665395206,Solved
O_GGkAWOi_MG@HAUcXPIo,16,36,5,6.3326309141,1.3326309141,1.2665261828,Solved
O??XL?PAhOIJPIY?OTK_e,16,35,5,6.3326189562,1.3326189562,1.2665237912,Solved
O?G?kQOg_a_dUDRIKkBEG,16,36,5,6.3325902251,1.3325902251,1.2665180450,Solved
O@QGOLAGWOadcccYKHVCG,16,37,5,6.3325614944,1.3325614944,1.2665122989,Solved
O@?GGQCW[SqWgoSwI`RPG,16,37,5,6.3324174540,1.3324174540,1.2664834908,Solved
O??XQ?RHSMFGqKiGIBMKG,16,38,5,6.3324156442,1.3324156442,1.2664831288,Solved
O?e@?cG@icEAQSHIoLaJG,16,35,5,6.3323931576,1.3323931576,1.2664786315,Solved
O@OG_SS`aBcIOhHaPCkiC,16,36,5,6.3323529811,1.3323529811,1.2664705962,Solved
OG?WcEC@OqQAQ`I`GFH@s,16,34,5,6.3323479172,1.3323479172,1.2664695834,Solved
Oo??GWPf@Dc_QHU`EOQAX,16,35,5,6.3323049395,1.3323049395,1.2664609879,Solved
O?caG_C?i`EAQXIUO[cIo,16,35,5,6.3322272473,1.3322272473,1.2664454495,Solved
O_?_{AGOA`N?@VD[DJ@F_,16,36,5,6.3322145777,1.3322145777,1.2664429155,Solved
O?G\A__C?Q_tWDcIguCR_,16,35,5,6.3321881910,1.3321881910,1.2664376382,Solved
O@CPADCaG[@C@Tc`K@\AW,16,34,5,6.3321262725,1.3321262725,1.2664252545,Solved
OoCPIQG__W_kC[KDGTJ?[,16,36,5,6.3321019035,1.3321019035,1.2664203807,Solved
O_?O[AcOApM?A\?vDi@e_,16,36,5,6.3320773714,1.3320773714,1.2664154743,Solved
Oh?OWCH_S`GgPKGadB_oi,16,35,5,6.3320589802,1.3320589802,1.2664117960,Solved
Oo??GT[c_WeHHOI_I@Y?m,16,35,5,6.3318955090,1.3318955090,1.2663791018,Solved
O`?G`?W`XShWaoPwI`THG,16,38,5,6.3318397383,1.3318397383,1.2663679477,Solved
O@?DAaCQG{Dg@cAWk@K_L,16,34,5,6.3318378141,1.3318378141,1.2663675628,Solved
OKa@AAB@oiJAHHIIIAGST,16,36,5,6.3317999121,1.3317999121,1.2663599824,Solved
OoCGOG_c?F_qKoQXGeR_W,16,35,5,6.3317525006,1.3317525006,1.2663505001,Solved
OoCGc?TSOM@GWJHdCBaT@,16,36,5,6.3317241995,1.3317241995,1.2663448399,Solved
O??_oy`PkgL@``UGkXDo_,16,39,5,6.3316560093,1.3316560093,1.2663312019,Solved
O_?O[AaOJ?NGHSEI`j?eo,16,36,5,6.3316367603,1.3316367603,1.2663273521,Solved
Oh?W_GI_SGGLOoGMdR?ok,16,35,5,6.3315828906,1.3315828906,1.2663165781,Solved
O??IS_QHXQEo_JPIIATOB,16,35,5,6.3315441738,1.3315441738,1.2663088348,Solved
O_?@GsGB@Af?PJ`JMECd_,16,35,5,6.3314845200,1.3314845200,1.2662969040,Solved
O`II?E@S?T`IDOWGaol?[,16,35,5,6.3314058906,1.3314058906,1.2662811781,Solved
Og?OWCK_CBJ?S[HTCR`oo,16,35,5,6.3313585624,1.3313585624,1.2662717125,Solved
OoCO_WbHAOooADOoc@i`D,16,34,5,6.3312635317,1.3312635317,1.2662527063,Solved
Os?G?KPIACaoE_HIgIrPG,16,34,5,6.3312078094,1.3312078094,1.2662415619,Solved
O?D_AA?BhRISKwgTPwEcO,16,37,5,6.3311755890,1.3311755890,1.2662351178,Solved
OB`HAE_c?J`I`_AaACz?M,16,35,5,6.3311750298,1.3311750298,1.2662350060,Solved
Oi?GhGW_S@GH?lHAbAhSo,16,35,5,6.3311391457,1.3311391457,1.2662278291,Solved
O?N??_FC`IqPWLWoPEMU?,16,37,5,6.3311097973,1.3311097973,1.2662219595,Solved
OY_Gk?b`?S?gOUEHeBa@w,16,36,5,6.3310931235,1.3310931235,1.2662186247,Solved
O_?GkAWOBOKc?vG{Aj@q_,16,36,5,6.3310514959,1.3310514959,1.2662102992,Solved
OR?HIQOo?H_[EDp??XXOY,16,35,5,6.3310234074,1.3310234074,1.2662046815,Solved
O?CsAY?OHc_L@dIgI?lOD,16,34,5,6.3310033931,1.3310033931,1.2662006786,Solved
Oo??_SWGQLOkI_N?GAygc,16,34,5,6.3309508116,1.3309508116,1.2661901623,Solved
O_?GkQaQAGM_?^GsBDHao,16,36,5,6.3308623420,1.3308623420,1.2661724684,Solved
O?ECT?BBHCacQRWdIhBh?,16,37,5,6.3308537732,1.3308537732,1.2661707546,Solved
OYaQ?PDCOE@OKBHF@US@w,16,36,5,6.3308135390,1.3308135390,1.2661627078,Solved
OkGOGOraaIE?B?OToPo@{,16,36,5,6.3307652306,1.3307652306,1.2661530461,Solved
O?N??`?GPNAuScakSKUU?,16,37,5,6.3306407366,1.3306407366,1.2661281473,Solved
O??O[B?eAIcTSPWsDcPr?,16,36,5,6.3306087076,1.3306087076,1.2661217415,Solved
OqI?OaQGok@gAWPCcDi?{,16,36,5,6.3305917524,1.3305917524,1.2661183505,Solved
O_Gos?bBPA?pEASEGEs@M,16,35,5,6.3305815330,1.3305815330,1.2661163066,Solved
OK?PAYBOKEBBEcJECcu[?,16,38,5,6.3305588988,1.3305588988,1.2661117798,Solved
O_Ci?GEAqaQKWKgMQWPSW,16,37,5,6.3305237451,1.3305237451,1.2661047490,Solved
OK??@OS`QPaxIkowXo@{?,16,38,5,6.3305179504,1.3305179504,1.2661035901,Solved
O?D_GSQGCJpQScWXTCUa_,16,37,5,6.3305122963,1.3305122963,1.2661024593,Solved
O_CkACpKaOO`i?T??IoDR,16,33,5,6.3305095516,1.3305095516,1.2661019103,Solved
OG?[A?oAgMBWaI`SC@i_d,16,34,5,6.3304863196,1.3304863196,1.2660972639,Solved
O_?H?kAH?sDGON_NJEDh?,16,35,5,6.3304269662,1.3304269662,1.2660853932,Solved
OGCS?[ECcGDDcGQMCJQAk,16,35,5,6.3303916499,1.3303916499,1.2660783300,Solved
O@hOOK`CgaCO_TOihBcHW,16,36,5,6.3303322936,1.3303322936,1.2660664587,Solved
O?e@?cG@h_IAQU_ZCkaLO,16,35,5,6.3302637362,1.3302637362,1.2660527472,Solved
O??XSB?gAOgiCjHYIY@r?,16,36,5,6.3302214311,1.3302214311,1.2660442862,Solved
OhCGOCDaS`GSPOHaCBo_m,16,35,5,6.3301784231,1.3301784231,1.2660356846,Solved
OkC_GPDIaEOWKBBAAEk@e,16,36,5,6.3301693249,1.3301693249,1.2660338650,Solved
O?O_kQAp?PgCDRGrFAbb?,16,36,5,6.3301312075,1.3301312075,1.2660262415,Solved
O?HOP?FEU@e@aH`pIWVC_,16,37,5,6.3301115984,1.3301115984,1.2660223197,Solved
Oo?GhHAIA_oO@JEXF?QAh,16,34,5,6.3300772241,1.3300772241,1.2660154448,Solved
O`aCADAP@IBFDWIcbR@Z?,16,38,5,6.3299918711,1.3299918711,1.2659983742,Solved
O@?HOkWHABoUaSPgj?dGP,16,37,5,6.3298722933,1.3298722933,1.2659744587,Solved
Og?G?oF_KEI_U_IdCBpgo,16,35,5,6.3298474700,1.3298474700,1.2659694940,Solved
Os??WODCHEAgIGOdi`ROg,16,34,5,6.3297751104,1.3297751104,1.2659550221,Solved
OoSsC?PC_S?hPMILCJADH,16,36,5,6.3297597967,1.3297597967,1.2659519593,Solved
Oo?OG_KGIEO[JOMAGAys_,16,34,5,6.3297410598,1.3297410598,1.2659482120,Solved
O??GkB?gAEckTSIwJA`pO,16,36,5,6.3296770960,1.3296770960,1.2659354192,Solved
Oo?WPDC`?DaUI@MAGIYaS,16,35,5,6.3296625789,1.3296625789,1.2659325158,Solved
O@CaAX?c?hCEBc?rSC[SW,16,34,5,6.3296295760,1.3296295760,1.2659259152,Solved
OoCG`DC_?KaiQBKICUQQa,16,35,5,6.3295983427,1.3295983427,1.2659196685,Solved
Oo??`@E`?UbMI_N?I`QAe,16,35,5,6.3295674312,1.3295674312,1.2659134862,Solved
OqC?S?VBQAAGGNHbGQ`WP,16,36,5,6.3295626924,1.3295626924,1.2659125385,Solved
OoOP?_w_qEBOGP`JGeOWs,16,36,5,6.3295251671,1.3295251671,1.2659050334,Solved
O@CdQa?PGYCD?d@Wh?k_T,16,34,5,6.3294869776,1.3294869776,1.2658973955,Solved
O?D_?SaGSJIRQKbcUOUb?,16,37,5,6.3292525250,1.3292525250,1.2658505050,Solved
O@CQAHGc@QCE@eApSC[KW,16,34,5,6.3291119862,1.3291119862,1.2658223972,Solved
OoCOS@RHOYAGOfGJCoaOb,16,36,5,6.3290507359,1.3290507359,1.2658101472,Solved
O@UCC?A?Wk`kWdWYDqAj?,16,37,5,6.3290182687,1.3290182687,1.2658036537,Solved
Oo??Wcoa?IaaIPOjGeRoO,16,35,5,6.3289816053,1.3289816053,1.2657963211,Solved
Oo?O[?hEOeGgPMIBCQa`B,16,36,5,6.3289060401,1.3289060401,1.2657812080,Solved
O_??KQOQIcIgHUIhDd@e_,16,36,5,6.3289013818,1.3289013818,1.2657802764,Solved
O_ECADGT?D_hIdJQES`j?,16,37,5,6.3288905329,1.3288905329,1.2657781066,Solved
O@QAd?A?o_caFKJIGLcPW,16,35,5,6.3288350758,1.3288350758,1.2657670152,Solved
O@CCiHGO?gdaASGgoHl@S,16,34,5,6.3288345957,1.3288345957,1.2657669191,Solved
Os??GS[GaAagE_QDC`Z@K,16,34,5,6.3287752766,1.3287752766,1.2657550553,Solved
O??W_SeKABoMQ`acKgL_S,16,36,5,6.3287221725,1.3287221725,1.2657444345,Solved
OGCOcEGAOYQAObGbGeHHc,16,34,5,6.3287141360,1.3287141360,1.2657428272,Solved
OEoc@?JWaKOHCQBCeCgHk,16,36,5,6.3286746288,1.3286746288,1.2657349258,Solved
O_?HkQ_PIOK_CZ?uBChao,16,36,5,6.3286302193,1.3286302193,1.2657260439,Solved
Oc_`A?\IROO_?rOhAR_ge,16,36,5,6.3286067351,1.3286067351,1.2657213470,Solved
OoCOGTOc_@cKODRBChPSS,16,35,5,6.3286038517,1.3286038517,1.2657207703,Solved
O?@PSR?`_OaTEKHYKGraO,16,36,5,6.3286010506,1.3286010506,1.2657202101,Solved
O?CkC?IPYUWCWWD`eWd_o,16,37,5,6.3285543472,1.3285543472,1.2657108694,Solved
Oo??WgHf@@d?K_SbGcqA[,16,35,5,6.3285170771,1.3285170771,1.2657034154,Solved
O?D_ACI`XQWDKdKWPoMcO,16,37,5,6.3284450919,1.3284450919,1.2656890184,Solved
O`??`ACEIIdTQw`sJgD[?,16,38,5,6.3284156878,1.3284156878,1.2656831376,Solved
O?KsQI?OHDAJ@cAWi@L?L,16,34,5,6.3284142005,1.3284142005,1.2656828401,Solved
O?D_GSQG[JDOacSB{KE_g,16,37,5,6.3283575692,1.3283575692,1.2656715138,Solved
O`Q@?aIP[EGWF@JAACh?t,16,36,5,6.3283496000,1.3283496000,1.2656699200,Solved
ORo?GHco_gcIAbC`@LKBE,16,36,5,6.3283374159,1.3283374159,1.2656674832,Solved
Oo?WpDC__Q_iQ@SBCEX`S,16,35,5,6.3283045080,1.3283045080,1.2656609016,Solved
Og??[ACPQgCXKoMW@FOpg,16,36,5,6.3282469937,1.3282469937,1.2656493987,Solved
OoCGGc`GaGO_AVKBHSI`g,16,34,5,6.3282442590,1.3282442590,1.2656488518,Solved
O_??hSI@WwD_gISDkDC_h,16,35,5,6.3281743335,1.3281743335,1.2656348667,Solved
O??YSOfCaIf@iCSOsoM@g,16,38,5,6.3281198014,1.3281198014,1.2656239603,Solved
OqGOGQD`QSCWKIAgABi?m,16,36,5,6.3281094124,1.3281094124,1.2656218825,Solved
Oi?GGCQ_SCHHIKDQce`oo,16,35,5,6.3281071208,1.3281071208,1.2656214242,Solved
O??GhUAcRHgkQc]GU_ToG,16,39,5,6.3281032270,1.3281032270,1.2656206454,Solved
O@?G@DD`RCiQaJUOSoKt?,16,37,5,6.3278857284,1.3278857284,1.2655771457,Solved
O@CCQ@Cd?OdgDOGyODrCS,16,34,5,6.3278453647,1.3278453647,1.2655690729,Solved
O??G`EIPXoecq`pQJGDK@,16,38,5,6.3277505378,1.3277505378,1.2655501076,Solved
OoCOGTO__PcMSCR@ChPCU,16,35,5,6.3277391849,1.3277391849,1.2655478370,Solved
O_??[aGSBOMS@]DICYHY_,16,36,5,6.3277148617,1.3277148617,1.2655429723,Solved
OhC?[AASIOCCHYDR@i_Ew,16,36,5,6.3277120867,1.3277120867,1.2655424173,Solved
Oo??WgHe@HgQGPR?eCicS,16,35,5,6.3276874492,1.3276874492,1.2655374898,Solved
O?`?OKWHHqEo_TOiiQDB@,16,36,5,6.3276248433,1.3276248433,1.2655249687,Solved
Oo?GqGa__@aeQBTACIXqO,16,35,5,6.3275592190,1.3275592190,1.2655118438,Solved
