g6,n,edges,alpha,theta,gap,ratio,status
Oh_Gk?b@OSA_ORgFBEQ@w,16,36,5,6.4238637835,1.4238637835,1.2847727567,Solved
OoM?a?LW_i`WH@Ogo@g`d,16,36,5,6.4230965192,1.4230965192,1.2846193038,Solved
O_C_[AAOA`LGDLGuEM?Yo,16,36,5,6.4229557357,1.4229557357,1.2845911471,Solved
O?N?`?G@Y_iKgdowCtCUO,16,37,5,6.4228710199,1.4228710199,1.2845742040,Solved
O?hO`CI@X_eCodoYHGcKP,16,37,5,6.4227289417,1.4227289417,1.2845457883,Solved
O?F_?M@QHTISgcccDGiaS,16,37,5,6.4216161249,1.4216161249,1.2843232250,Solved
O@hO`?G@GU_{gDSIwYEF?,16,37,5,6.4213759106,1.4213759106,1.2842751821,Solved
O?OoICIESHi@a`gXEKVC_,16,37,5,6.4205999421,1.4205999421,1.2841199884,Solved
O_?XSAGPB_Kg?}AUAShb_,16,36,5,6.4203559417,1.4203559417,1.2840711883,Solved
OoD@?_s_sQApGPOiHEOWe,16,36,5,6.4195591128,1.4195591128,1.2839118226,Solved
OoGQ?_q_sIBPOPHChDGXc,16,36,5,6.4194719436,1.4194719436,1.2838943887,Solved
O_ECATOQ?CcUHYDREq@XO,16,37,5,6.4192374731,1.4192374731,1.2838474946,Solved
OAICC?AAYKeLXGEohk@k_,16,37,5,6.4192353938,1.4192353938,1.2838470788,Solved
O?N??a@Ai_iSHTHiPXFE?,16,37,5,6.4167657373,1.4167657373,1.2833531475,Solved
O?HOHCIESHk@a`cXIKVC_,16,37,5,6.4150717720,1.4150717720,1.2830143544,Solved
OoU?`?LW_i`WH@Ogo@g`d,16,36,5,6.4141657198,1.4141657198,1.2828331440,Solved
O?U_`?CAX`IKgdowGrCUO,16,37,5,6.4141641650,1.4141641650,1.2828328330,Solved
O?D_GSQO[GiPIIgXTQEaC,16,37,5,6.4133935700,1.4133935700,1.2826787140,Solved
O@d`?cOGADOJBhBUWUEB_,16,37,5,6.4133553683,1.4133553683,1.2826710737,Solved
O?OoIC`ESHi@gPahBSVC_,16,37,5,6.4132736331,1.4132736331,1.2826547266,Solved
O_G[?caAa`eAgQP[GosRG,16,37,5,6.4130989020,1.4130989020,1.2826197804,Solved
O_GYC?RAq_sEK_PPpDPMO,16,37,5,6.4130414050,1.4130414050,1.2826082810,Solved
O`aCA@CO_rciGwFCbS`]?,16,38,5,6.4128322858,1.4128322858,1.2825664572,Solved
O?D_GUACcIdEW[KIXOMaG,16,37,5,6.4120317069,1.4120317069,1.2824063414,Solved
OK?PCQ?PyABPEiJICke[?,16,38,5,6.4109802881,1.4109802881,1.2821960576,Solved
OoCOZAA`?RaMPAG`dAQ`B,16,36,5,6.4086761384,1.4086761384,1.2817352277,Solved
O?GO?EaPYSQHUWX`ShCs_,16,37,5,6.4085012738,1.4085012738,1.2817002548,Solved
O??H?dDQdPQaYPTaSiCt?,16,38,5,6.4078822929,1.4078822929,1.2815764586,Solved
O@?HOkWHCcSGQFPJWUEB_,16,37,5,6.4078493019,1.4078493019,1.2815698604,Solved
O_?XSAcOaeM?AI@T`M`ac,16,36,5,6.4074093820,1.4074093820,1.2814818764,Solved
O@AIKE?EhTAcHSoBjKBQG,16,38,5,6.4072399339,1.4072399339,1.2814479868,Solved
O?MCD?ACob@eTWRaKPbH_,16,37,5,6.4066478025,1.4066478025,1.2813295605,Solved
O?D_?TAOOkdEgYdWTQEcG,16,37,5,6.4060985154,1.4060985154,1.2812197031,Solved
OCHGGG`OSDbHKcEkWCvE?,16,37,5,6.4058084418,1.4058084418,1.2811616884,Solved
O@@ICH?EXUAdGwq@rSDK_,16,38,5,6.4053077072,1.4053077072,1.2810615414,Solved
O`GX?OECPB@E@cCoO@y?],16,33,5,6.4050899734,1.4050899734,1.2810179947,Solved
O@?KCIGGWlBWpDUcKsBQO,16,38,5,6.4037231192,1.4037231192,1.2807446238,Solved
O?GO?EaPYcPHUWX`ShCs_,16,37,5,6.4034481795,1.4034481795,1.2806896359,Solved
O??G`EDPdOjCh`TQRIBT?,16,38,5,6.4032167026,1.4032167026,1.2806433405,Solved
OB?hP?XDCQhG_d_lGdUM?,16,38,5,6.4014594802,1.4014594802,1.2802918960,Solved
O@?GOMgSZCQ`TgYPRHDK_,16,39,5,6.4002311369,1.4002311369,1.2800462274,Solved
O?D_GTACaAdEg[dITPEaG,16,37,5,6.4001694844,1.4001694844,1.2800338969,Solved
O??GaLI`cQIBLIMSScfS?,16,38,5,6.3992926080,1.3992926080,1.2798585216,Solved
O@YUE?aCXCAHBHBEGCk?t,16,36,5,6.3963546647,1.3963546647,1.2792709329,Solved
O@IQU?LCs_H@gDWI?agDT,16,36,5,6.3962143861,1.3962143861,1.2792428772,Solved
O?YOCAAAorEEPKKogwfCO,16,37,5,6.3955318356,1.3955318356,1.2791063671,Solved
O??GaLI`cQKBLIMSQcfS?,16,38,5,6.3951592349,1.3951592349,1.2790318470,Solved
O@@KSQCEHPAhHooEi[BCg,16,38,5,6.3948797026,1.3948797026,1.2789759405,Solved
OQQ@?bBIOkcGC_PDp@oXK,16,36,5,6.3931697935,1.3931697935,1.2786339587,Solved
O?KtAdCaM?W?Ca@DcCoQR,16,34,5,6.3916773026,1.3916773026,1.2783354605,Solved
O@d___`AiAgSIB`TOtEEC,16,37,5,6.3908756820,1.3908756820,1.2781751364,Solved
OK?OcPK_IIBBIeGxCyE[?,16,38,5,6.3907059488,1.3907059488,1.2781411898,Solved
O?GOGTaSTCqKPQQ`SaKpC,16,37,5,6.3901915818,1.3901915818,1.2780383164,Solved
Oo?W__jGAGoO@TQ_cHiog,16,34,5,6.3901350386,1.3901350386,1.2780270077,Solved
OK`G`F?K?T`IH_@QAC}?M,16,35,5,6.3896928657,1.3896928657,1.2779385731,Solved
O@@KQECIWrCSDcoBj?dI@,16,38,5,6.3894168864,1.3894168864,1.2778833773,Solved
O?YO?CpKeAwSagPSbG`KP,16,37,5,6.3892383231,1.3892383231,1.2778476646,Solved
O@??GS[JEBwUi_TOjODI@,16,38,5,6.3891805981,1.3891805981,1.2778361196,Solved
Oh??GCYcCGIHRSGYDR?Wi,16,35,5,6.3891326346,1.3891326346,1.2778265269,Solved
OqE?P?LLC_?hGi?uH?yDg,16,36,5,6.3887008377,1.3887008377,1.2777401675,Solved
O?a?gpIHYIDPocgWI_hoS,16,38,5,6.3885096306,1.3885096306,1.2777019261,Solved
OoCOISc_?WaIGbKcGDiPc,16,35,5,6.3883213288,1.3883213288,1.2776642658,Solved
OEQ`S@BKQA@bKABG_RK@L,16,36,5,6.3880256065,1.3880256065,1.2776051213,Solved
O@IIeA_S?FGcEPg_?bWOy,16,35,5,6.3879509958,1.3879509958,1.2775901992,Solved
OIaPS?X__W?WOUHHeBa@w,16,36,5,6.3878176963,1.3878176963,1.2775635393,Solved
OHeCA?iSaK@HCQ@[S?wHk,16,36,5,6.3876810449,1.3876810449,1.2775362090,Solved
O@hO`?COAEO]EMBsSFEF?,16,37,5,6.3876584440,1.3876584440,1.2775316888,Solved
Oc?_XOAB?Bg@OKMHAgpcK,16,33,5,6.3873864606,1.3873864606,1.2774772921,Solved
O@CmBB?c?HpGPDCq@CXCX,16,35,5,6.3871562526,1.3871562526,1.2774312505,Solved
O_?P[A_WApMGAH@U`m?ec,16,36,5,6.3863122259,1.3863122259,1.2772624452,Solved
O?F_ICI_XcpOSDIOwDHbG,16,37,5,6.3860764284,1.3860764284,1.2772152857,Solved
OOO[b?FM?QG_KBoG_Rk@w,16,36,5,6.3856936346,1.3856936346,1.2771387269,Solved
O_GW?_JgIceOgoPHgyCQW,16,37,5,6.3856778776,1.3856778776,1.2771355755,Solved
OCHG?_F@PcbQgKoJHWVE?,16,37,5,6.3854108917,1.3854108917,1.2770821783,Solved
OB??ow`_iOotHaJCWG]X?,16,38,5,6.3853259127,1.3853259127,1.2770651825,Solved
O_CGPCTg?DaAKA``ggrOW,16,34,5,6.3852546459,1.3852546459,1.2770509292,Solved
Oh?OWGA`K_GKQYGqDB_oi,16,35,5,6.3845532829,1.3845532829,1.2769106566,Solved
O?COOMoPiRP_[`[PSpDQ_,16,39,5,6.3843832429,1.3843832429,1.2768766486,Solved
OQ??GQKCxIHPWwdPRPBW_,16,38,5,6.3842546500,1.3842546500,1.2768509300,Solved
O??GhqGSKIg[l@YaTQBh?,16,39,5,6.3837227542,1.3837227542,1.2767445508,Solved
OQ??WYGDIACPPGCPdASCR,16,32,5,6.3836689900,1.3836689900,1.2767337980,Solved
OoCOZAA`?b`MPAG`dAQ`B,16,36,5,6.3835670598,1.3835670598,1.2767134120,Solved
OoCOGTO`O@cSKQODh``SQ,16,35,5,6.3835536014,1.3835536014,1.2767107203,Solved
O@`CAACQ@CaKB`BQAQHBD,16,32,5,6.3829989567,1.3829989567,1.2765997913,Solved
OpEA?QBBag@oGROPCFG`e,16,36,5,6.3829353092,1.3829353092,1.2765870618,Solved
Oh?GOKA_ScGKTKHIDB_oi,16,35,5,6.3828618815,1.3828618815,1.2765723763,Solved
OpDCOhGHAC_[H@_DADWQU,16,35,5,6.3827633007,1.3827633007,1.2765526601,Solved
O?hP?_H@h_SIShoqHJCLO,16,37,5,6.3824533847,1.3824533847,1.2764906769,Solved
O_Gos?PGoQ?pCEPMHCt@K,16,35,5,6.3819603489,1.3819603489,1.2763920698,Solved
O??HcIGg?gbIWJPkHXBb?,16,36,5,6.3816476096,1.3816476096,1.2763295219,Solved
OoCGOLO__HcKKaKSH@iGk,16,35,5,6.3811014067,1.3811014067,1.2762202813,Solved
OaClC?TKQA@RIAOg_bK@L,16,36,5,6.3808621789,1.3808621789,1.2761724358,Solved
O`YC?_UPT?@ROYAYCQGgL,16,36,5,6.3806921739,1.3806921739,1.2761384348,Solved
OoCGc_@@pAGPLHPiDEaPo,16,36,5,6.3803205427,1.3803205427,1.2760641085,Solved
O`IA?_fgaQH_DaaG?Iw_y,16,36,5,6.3801700475,1.3801700475,1.2760340095,Solved
O_C_`OKOAFO?GlDT@q`_w,16,34,5,6.3799408485,1.3799408485,1.2759881697,Solved
Og?GkAASAqCWI[LO@EgHw,16,36,5,6.3798790089,1.3798790089,1.2759758018,Solved
OoCG`K__?TaIGcPBhCqh_,16,35,5,6.3796484402,1.3796484402,1.2759296880,Solved
O@G\ALOaM?W?Ca@D`Gp@R,16,34,5,6.3795874053,1.3795874053,1.2759174811,Solved
OhC?[AAOIOCDHUDYAY_Yg,16,36,5,6.3795698362,1.3795698362,1.2759139672,Solved
O@U__OPG?MGFBkgpWFEE_,16,37,5,6.3795668917,1.3795668917,1.2759133783,Solved
Og?GkA?QIqCYIgLW?d_ad,16,36,5,6.3794230918,1.3794230918,1.2758846184,Solved
O?N?`?FAKEaicGWBkQUU?,16,37,5,6.3792678425,1.3792678425,1.2758535685,Solved
Or?GOGX_pGaaQAGPoSqDQ,16,36,5,6.3792240756,1.3792240756,1.2758448151,Solved
OoCOGSKC@DgMHCQ_e?iAT,16,34,5,6.3790918621,1.3790918621,1.2758183724,Solved
O@?GGQOQIJIWcsWwSadSO,16,37,5,6.3790565437,1.3790565437,1.2758113087,Solved
O`C_WCKOABO?DTG\AR`Ow,16,34,5,6.3789597255,1.3789597255,1.2757919451,Solved
O?D`CCLDT@PAWPcghRAcW,16,37,5,6.3789134504,1.3789134504,1.2757826901,Solved
Og?GkACQAqCDG{MG?Ygig,16,36,5,6.3788269426,1.3788269426,1.2757653885,Solved
Osa?GScEJCiKI`DQkiAt?,16,40,5,6.3786744762,1.3786744762,1.2757348952,Solved
O?N??`?GOliQHwakPKfE?,16,37,5,6.3783676347,1.3783676347,1.2756735269,Solved
Oo?G_TW`_BdOKOLAGAyG[,16,35,5,6.3783539486,1.3783539486,1.2756707897,Solved
OpEA?OVWO[CHBCC`oBI@L,16,36,5,6.3782711062,1.3782711062,1.2756542212,Solved
O?N?_`@_gQi@HiHTPSfE?,16,37,5,6.3780857730,1.3780857730,1.2756171546,Solved
OM_K@ADH`g@H?qECgSi@k,16,36,5,6.3780428512,1.3780428512,1.2756085702,Solved
O?U__O`@SEEBSMakGsfE?,16,37,5,6.3776906389,1.3776906389,1.2755381278,Solved
O`?G`@GHGjGwQs`wRAdSO,16,38,5,6.3776853663,1.3776853663,1.2755370733,Solved
OoU?`?FW_i`oaGSGC@wAm,16,36,5,6.3775886015,1.3775886015,1.2755177203,Solved
OQ?G`EEPSShKDQH`RAJPC,16,38,5,6.3775575451,1.3775575451,1.2755115090,Solved
O?D_?M@```dIIgShXPEaC,16,37,5,6.3773958846,1.3773958846,1.2754791769,Solved
O?N??_Q@scClQMgKHWNE?,16,37,5,6.3772205972,1.3772205972,1.2754441194,Solved
OK??K?dChUDiagTAjWEW_,16,38,5,6.3771427620,1.3771427620,1.2754285524,Solved
O_CHKAQOI_LG@JAuEIPIo,16,36,5,6.3770175122,1.3770175122,1.2754035024,Solved
O?D_@DAOOkdEaYdWTQEcG,16,37,5,6.3761166247,1.3761166247,1.2752233249,Solved
Os??OWWPhAD_OBCoapB@B,16,33,5,6.3760996284,1.3760996284,1.2752199257,Solved
Os??GS`IaWAgCaFGGEr?M,16,34,5,6.3760694016,1.3760694016,1.2752138803,Solved
O`?goCDOIAO?ITEJCR_gw,16,34,5,6.3760451591,1.3760451591,1.2752090318,Solved
OoCqOGh_cAI??NKa?IiWD,16,34,5,6.3760308359,1.3760308359,1.2752061672,Solved
OPbA?dGG@J?UOSAeB_s_M,16,35,5,6.3760252628,1.3760252628,1.2752050526,Solved
O?ECD?IHIBARRPJaIYBh?,16,37,5,6.3758947576,1.3758947576,1.2751789515,Solved
OoCGOGrGAGq??r@dHIb_E,16,34,5,6.3758580586,1.3758580586,1.2751716117,Solved
Oo?OpDK_?KaEBSMCGHj?[,16,35,5,6.3758546754,1.3758546754,1.2751709351,Solved
O@_id@Oo?EaaIIQP?dKCL,16,35,5,6.3758408105,1.3758408105,1.2751681621,Solved
OoCPIQDB?a@SKGOekBc?{,16,36,5,6.3758406731,1.3758406731,1.2751681346,Solved
O_GX`_I@S@GAEBHBGKKCd,16,33,5,6.3755095131,1.3755095131,1.2751019026,Solved
OqCH?@dIOeAoAg_PgbK?{,16,36,5,6.3752306210,1.3752306210,1.2750461242,Solved
OoCOK@JKOYAGOfGbCcaOb,16,36,5,6.3751842977,1.3751842977,1.2750368595,Solved
O?GOQLGoacEA`haRCfDb?,16,37,5,6.3751568946,1.3751568946,1.2750313789,Solved
O?D_GT?C`PpSWTg[QkEcO,16,37,5,6.3749404512,1.3749404512,1.2749880902,Solved
O?U_`?G@j?qIWhowAlCUO,16,37,5,6.3747676133,1.3747676133,1.2749535227,Solved
O@CmEA_SAPObCWGS?pWSM,16,35,5,6.3746986726,1.3746986726,1.2749397345,Solved
O_ECADOQ?DcmDQIgeq@YO,16,37,5,6.3744577005,1.3744577005,1.2748915401,Solved
O`??`ACEIIdTPsQwRgD[?,16,38,5,6.3744004068,1.3744004068,1.2748800814,Solved
O`CP?I?BhRASGGQog`qAk,16,35,5,6.3743330718,1.3743330718,1.2748666144,Solved
OQ?GOKaCQAOOPHaEad`Ow,16,33,5,6.3739385332,1.3739385332,1.2747877066,Solved
OCHG_PB_GSiHDSgIcqfE?,16,37,5,6.3739271845,1.3739271845,1.2747854369,Solved
O_?OpWAB@Cb?WLPJOLd`_,16,35,5,6.3733953319,1.3733953319,1.2746790664,Solved
O??PKYCIGpGZUgWQQQNW?,16,38,5,6.3733884326,1.3733884326,1.2746776865,Solved
O?N?`?G@y`SBSPowCsSUO,16,37,5,6.3733870860,1.3733870860,1.2746774172,Solved
OC_aI_gC_W@iCi_@cJI@q,16,34,5,6.3733461485,1.3733461485,1.2746692297,Solved
O_?_{QASAOMG@NG]Ah@P`,16,36,5,6.3733380995,1.3733380995,1.2746676199,Solved
O@@KSQCEHPAxH_oEiKRE_,16,38,5,6.3732551381,1.3732551381,1.2746510276,Solved
OoCOYGa_?E_eIBSBDII`c,16,35,5,6.3732012391,1.3732012391,1.2746402478,Solved
O@@IAAAEXRApHWq@rWDK_,16,38,5,6.3731471489,1.3731471489,1.2746294298,Solved
O@?IA?dIOtAwpEqHQqDU?,16,38,5,6.3727257524,1.3727257524,1.2745451505,Solved
O??OpOkPsFH`SWh_uAfo?,16,39,5,6.3726817505,1.3726817505,1.2745363501,Solved
O?GSC?a@Wb@RUWXPHpBc_,16,36,5,6.3726271283,1.3726271283,1.2745254257,Solved
O@IAGgIAohCKOF_FHGK`D,16,35,5,6.3721188500,1.3721188500,1.2744237700,Solved
O_?G`Ss_?K`QCSOJk_toO,16,34,5,6.3719266512,1.3719266512,1.2743853302,Solved
OoCO[@PIOE?gIJSFCSaGp,16,36,5,6.3717179709,1.3717179709,1.2743435942,Solved
OgKS?IHOpLI@KCBCOGwDM,16,36,5,6.3711124996,1.3711124996,1.2742224999,Solved
Oo?W_?`IqKOgAhSOc@ip@,16,34,5,6.3708648953,1.3708648953,1.2741729791,Solved
OoCG`?ea?M_MGCSBhOqiC,16,35,5,6.3708648749,1.3708648749,1.2741729750,Solved
O?U`?_DAh_SIShoiGjCUO,16,37,5,6.3704838784,1.3704838784,1.2740967757,Solved
OoCOWODC@IgUGKOoe?iOT,16,34,5,6.3703818366,1.3703818366,1.2740763673,Solved
O_?P[I_OaoM??^GU@cgr_,16,36,5,6.3703575439,1.3703575439,1.2740715088,Solved
O?F_@A?DxTH[QGK_qWUAQ,16,37,5,6.3703466750,1.3703466750,1.2740693350,Solved
Oo??_S[e@IgqGHOad_IaD,16,35,5,6.3703118370,1.3703118370,1.2740623674,Solved
ORQKA?PG_I`SAKHPAP]?[,16,35,5,6.3702371219,1.3702371219,1.2740474244,Solved
O_?GkAaWA_NG@]AuCh?p`,16,36,5,6.3700950196,1.3700950196,1.2740190039,Solved
OqCK@?JDRH@GH?CbgQs@k,16,36,5,6.3700868680,1.3700868680,1.2740173736,Solved
O`?H?a?IWlCcEGPohWa?{,16,35,5,6.3699187100,1.3699187100,1.2739837420,Solved
O?ECD?JHGcgdI`RQIIRk?,16,37,5,6.3697950160,1.3697950160,1.2739590032,Solved
O??GgpIH]CsKT@MAWgLSC,16,38,5,6.3695953560,1.3695953560,1.2739190712,Solved
OkGQKOcE?B_[PAE@oApCR,16,35,5,6.3694754141,1.3694754141,1.2738950828,Solved
O?GOpLKbB_uCggSSgocQP,16,39,5,6.3694251631,1.3694251631,1.2738850326,Solved
O_GX?cEAPAAO_NPFHDd`_,16,35,5,6.3693127867,1.3693127867,1.2738625573,Solved
O`?GOMGCXBCSQE`@aPIGh,16,34,5,6.3690053508,1.3690053508,1.2738010702,Solved
OoCOZAA`?RaMSAI@cQQHB,16,36,5,6.3689606141,1.3689606141,1.2737921228,Solved
O_GGkACOa_MCAVE[C\@Io,16,36,5,6.3688863385,1.3688863385,1.2737772677,Solved
O@`CAACI?M`oOcGXAKooU,16,33,5,6.3684783542,1.3684783542,1.2736956708,Solved
O_C_[A_PB_Ig?jA]A]@Qc,16,36,5,6.3683629581,1.3683629581,1.2736725916,Solved
OAICC@CAhDAbKwQpBhBI_,16,37,5,6.3683236140,1.3683236140,1.2736647228,Solved
Oh??WCH_ScGHTKHIDa_oi,16,35,5,6.3682614648,1.3682614648,1.2736522930,Solved
Or?GOGU_pGbAQAGWoKqCY,16,36,5,6.3680772902,1.3680772902,1.2736154580,Solved
Og?GkACOIqCDIsMG?Ygig,16,36,5,6.3680350595,1.3680350595,1.2736070119,Solved
OqCaKOSI?E_Ua@DAgGh@T,16,35,5,6.3677813459,1.3677813459,1.2735562692,Solved
O_Ci@CC@b?qLS[KgPIKTO,16,37,5,6.3676690833,1.3676690833,1.2735338167,Solved
O?MCD?DCOTCbTQShHqBD_,16,37,5,6.3676175689,1.3676175689,1.2735235138,Solved
O?N?`?G@y_SBSXowCtCUO,16,37,5,6.3675922238,1.3675922238,1.2735184448,Solved
O@QCQGaCOW`c_DOIaOhAT,16,33,5,6.3672450272,1.3672450272,1.2734490054,Solved
O`CH?a?DhJ@SGGOFhWQIK,16,35,5,6.3668734305,1.3668734305,1.2733746861,Solved
O?D_GSQOCJqQIKWXTQEaC,16,37,5,6.3668226293,1.3668226293,1.2733645259,Solved
OIaPS?R__W@GOUHHeBa@w,16,36,5,6.3666036760,1.3666036760,1.2733207352,Solved
OQ?_cTK_IADRFEGiAiM[?,16,38,5,6.3665892548,1.3665892548,1.2733178510,Solved
O_CPGSk_?IaIAcOHk@t_Q,16,34,5,6.3662678192,1.3662678192,1.2732535638,Solved
O@@IQACIWrCSDcoBrGdM?,16,38,5,6.3661254783,1.3661254783,1.2732250957,Solved
OB?`@PB`SAPcCfFIHRE[?,16,38,5,6.3661124412,1.3661124412,1.2732224882,Solved
O?C_?M@SHdHHgdRgPqFa?,16,37,5,6.3655211622,1.3655211622,1.2731042324,Solved
O?MBC_@BGccHDgODhcd@Q,16,35,5,6.3653936935,1.3653936935,1.2730787387,Solved
O??OpCkPCDhhMCeSWKVK?,16,38,5,6.3653505591,1.3653505591,1.2730701118,Solved
Og?GkAGSAqCiG{LG@IGDX,16,36,5,6.3652782690,1.3652782690,1.2730556538,Solved
O@G[AE_QAGQ?AX@[CPgcs,16,33,5,6.3649400068,1.3649400068,1.2729880014,Solved
OG?OsECR@A?TEIcDD_IAL,16,33,5,6.3648788819,1.3648788819,1.2729757764,Solved
O??G`DEQcREbdSMGWgNS?,16,38,5,6.3647664469,1.3647664469,1.2729532894,Solved
Os?GOGWGAQaWDcGwGaj@K,16,34,5,6.3644611342,1.3644611342,1.2728922268,Solved
O`IRAQ?_?b_YWCBa@co`M,16,35,5,6.3644507695,1.3644507695,1.2728901539,Solved
O??Hh_wP[JHWh@SApQNo?,16,39,5,6.3643952939,1.3643952939,1.2728790588,Solved
O`C_WA?CxRAcGGOFgWqYC,16,35,5,6.3643505533,1.3643505533,1.2728701107,Solved
O`G__KIEC@gGDHGBGqKQE,16,33,5,6.3642259440,1.3642259440,1.2728451888,Solved
O??KOkcQIdSJX_eGqaBQ@,16,38,5,6.3642140253,1.3642140253,1.2728428051,Solved
O`C_h?BBS?gCCBIBGW[XC,16,33,5,6.3638905941,1.3638905941,1.2727781188,Solved
O`dcA?bCoa@aBIObCA[@X,16,36,5,6.3638056051,1.3638056051,1.2727611210,Solved
O@`CA?aCO[`k`CQGaOhAT,16,33,5,6.3637172136,1.3637172136,1.2727434427,Solved
O?Ssc?`OQGAD?kAQcQkWK,16,33,5,6.3635419460,1.3635419460,1.2727083892,Solved
Os??WPKDOeB?GJHPGQZ?w,16,35,5,6.3635131355,1.3635131355,1.2727026271,Solved
O@GX?`EaSCGH@`AQIA\@E,16,33,5,6.3633629439,1.3633629439,1.2726725888,Solved
O?LBC_OC_OcaHYOZOTcX_,16,35,5,6.3632857393,1.3632857393,1.2726571479,Solved
OM__[@BIQAAb_aEA?eX@M,16,36,5,6.3632857134,1.3632857134,1.2726571427,Solved
OkC_OGp`aQaWP@_gc@gPd,16,36,5,6.3632792065,1.3632792065,1.2726558413,Solved
OLQAC?LT?EaSGgASc`kO[,16,36,5,6.3631521870,1.3631521870,1.2726304374,Solved
Oh_O[?b@Oc@_ORgFBEQ@w,16,36,5,6.3631484340,1.3631484340,1.2726296868,Solved
OoCGOG_c?E_uKoQ[GdR_W,16,35,5,6.3629546706,1.3629546706,1.2725909341,Solved
OKHCC?LQ_iiSb?GPcPO`b,16,36,5,6.3627404890,1.3627404890,1.2725480978,Solved
O@`OGGXE`QCSOF_TGTLEC,16,36,5,6.3624963125,1.3624963125,1.2724992625,Solved
O_MCA@aW?CaYBsDY@d`iO,16,37,5,6.3624856369,1.3624856369,1.2724971274,Solved
OoCOS@R@oYAGWFGJCoaOb,16,36,5,6.3624617758,1.3624617758,1.2724923552,Solved
OoCOG_KGIEOKIoIBGaYcg,16,34,5,6.3624147599,1.3624147599,1.2724829520,Solved
Oo?OoOPBADcIIGHQGoq_M,16,34,5,6.3622363600,1.3622363600,1.2724472720,Solved
O`GOPA?@xHASEGOqhga?{,16,35,5,6.3622050645,1.3622050645,1.2724410129,Solved
OoCGGgGGIEOKKgIBGaYcg,16,34,5,6.3620419197,1.3620419197,1.2724083839,Solved
O?U`?_DAh`SIShoqGiCSP,16,37,5,6.3617982684,1.3617982684,1.2723596537,Solved
O@QCA@Ca?B_UIaDPbP@IH,16,33,5,6.3617940089,1.3617940089,1.2723588018,Solved
O_?HGoBC`IF?ON_NIcDO`,16,35,5,6.3615550004,1.3615550004,1.2723110001,Solved
O_CghCH_?H`AKCOhgHt_W,16,34,5,6.3615277614,1.3615277614,1.2723055523,Solved
O?KoGUIPS_K@O__OaCh?t,16,32,5,6.3614407531,1.3614407531,1.2722881506,Solved
OC_GmEcS@Ok?A`D@GDXAe,16,34,5,6.3611236248,1.3611236248,1.2722247250,Solved
O``?hQ_S?XagI_?qOAy@M,16,35,5,6.3610839618,1.3610839618,1.2722167924,Solved
O?D_?EEIXcWHI`SWphEc_,16,37,5,6.3608605313,1.3608605313,1.2721721063,Solved
Oo?W_SEGIAOCHBMBHQQag,16,34,5,6.3607670932,1.3607670932,1.2721534186,Solved
O@GWOIAOWccKPBaBIOLAD,16,34,5,6.3606555713,1.3606555713,1.2721311143,Solved
OoCOOcK@a_dAGYOXCPIGL,16,34,5,6.3604312955,1.3604312955,1.2720862591,Solved
