g6,n,edges,alpha,theta,gap,ratio,status
ZHOXK_J?Mc@JhHsCTAAI_C?kADLO_K`??@HA@?HX?Ia@OQK?oAePCAW?DC`G,27,92,7,9.9526748386,2.9526748386,1.4218106912,Solved
ZHOXK_J?Mc@JhHsCTAAI_C?kADLO_K`??@HA@?HX?Ia@OQK?oAePCAW?DC`g,27,93,7,9.9525634925,2.9525634925,1.4217947846,Solved
ZHOHAageAC_kt?AocAg`PhOEY?aCG_IP??qJg??oSKOq?GH@Y@`PcCD?@ge?,27,94,7,9.952467147,2.952467147,1.421781021,Solved
ZHOXK_JhECT??`@JY?YAAAcK?y@QP?c?l?s@?OqKG?ciCO@@PB@i??Sa@QCG,27,92,7,9.9522883026,2.9522883026,1.4217554718,Solved
Z?oWK_JSdHsOPP_?gC@ObKGQA?i_Y@I@CGQDOaAJ@AGQ?QBACAPK_WG_g_BO,27,91,7,9.9522076909,2.9522076909,1.4217439558,Solved
Z?oWK_JSdHsOPP_?gC`ObKGQA?i_Y@I@CGQDOaAJ@AGQ?QBACAPK_WG_g_BO,27,92,7,9.9521092906,2.9521092906,1.4217298987,Solved
ZHOWK?HhMcT??t@JA?TS@g_OOaGIPO?gkX?H?hGI?Ecw_CCGQ@DEc?AgGKGG,27,92,7,9.9521019947,2.9521019947,1.4217288564,Solved
Z?OSMagW_d[_IoeCI??JB?Fg?QOsGGJ?Vo?DOAo_OW`?SCbJOA@`CGEC@Kg?,27,93,7,9.9519903022,2.9519903022,1.4217129003,Solved
ZHoXE_J?Mc@BScgHsAAGBgC?QCW?SOU@FCO@?GHgMG?_@HI@Oh@I??aaCaCg,27,91,7,9.9519823434,2.9519823434,1.4217117633,Solved
ZGO\M?geAC_loGAAA[E?JHCwp@?IS??_cIED`AHP_ADyC@GK@oOA?D`?]?@G,27,93,7,9.9519443571,2.9519443571,1.4217063367,Solved
ZGO\M?geAC_loGAAA[E?JHCwp@?IS??_cIED`AHP_ADyC@GK@oOA?D`_]?@G,27,94,7,9.9519069217,2.9519069217,1.4217009888,Solved
ZHOXK_J?Mc@JhHsCTAAI_CGKADG?TGSAe?OHHG@II?DA?cJiC@AOo_H?@HAW,27,93,7,9.9517504055,2.9517504055,1.4216786294,Solved
Z@O[KagW_dPBGp@G`JM_AH?G@oY@COS?K`GQP@@K_CQgGhGxA?OAC?JaOCQG,27,93,7,9.9517151885,2.9517151885,1.4216735984,Solved
ZHOXA_JgMcT??TE?_h_@B`oEQ?aHCG?YEh?PACBTHA?_@PD?cW`PC@PA?aAW,27,92,7,9.9517007026,2.9517007026,1.4216715289,Solved
ZHoWG_JO`GSOPOs_SEOQZ_U?G@GHGIc?u@GAI_aI_HH?cGB_U?`CN_?CA?k_,27,92,7,9.9516366631,2.9516366631,1.4216623804,Solved
ZHO\GAgeADcHE@O__kGEcAOROC}a??H?s?Iii??\GCO?QcG@LOGSO?D_@IR?,27,92,7,9.9516113544,2.9516113544,1.4216587649,Solved
ZHOXA_JgMcT??tE?_h_@B`oEQ?aHCG?YEh?PACBTHA?_@PD?cW`PC@PA?aAW,27,93,7,9.9516068555,2.9516068555,1.4216581222,Solved
ZHO[MagCADchoDC__KHC`aASiO?BA?_HJ??RhAG?s?@`?QY@?JH?LOAg_@WG,27,91,7,9.951585448,2.951585448,1.421655064,Solved
ZHOLMAgC?DchoDA_r@@IaCWQcOG@BIcGC?AxaD??uCCG?FB?APP@[?Gi`?Q?,27,92,7,9.9515466808,2.9515466808,1.4216495258,Solved
ZH?\MagC?D_hoDAsS?iH`CAbWG@GAW@gCHIAQ?IOCGhg_DKA_EOgC?BaCWAG,27,93,7,9.9515262706,2.9515262706,1.4216466101,Solved
ZHO\MagC?Dch_DE??eE?R?oZOGGHCpQ?C?TD?AwQD?@b?b@gCO??o?l_?ShO,27,91,7,9.951516048,2.951516048,1.4216451497,Solved
ZHOXK_JhECT??`@JY?YAAAcK?y@QP?c?l?s@?OqKG?kiCO@@PB@i??Sa@QCG,27,93,7,9.9515134929,2.9515134929,1.4216447847,Solved
ZHOXK_JhECT??`@JY?YAAAcK?y@QP?c?l?s@?OqKG?ciEO@@PB@i??Sa@QCG,27,93,7,9.9514701477,2.9514701477,1.4216385925,Solved
ZHO\MagC?Dch_DE??eE?R?oZOGGHCpQ?C?TD?AwQD?@b?b@hCO??o?l_?ShO,27,92,7,9.9514349028,2.9514349028,1.4216335575,Solved
ZHOXA_JgMcT??TE?_ha@B`oEQ?aHCG?YEh?PACBTHA?_@OD?cW`PC@PA?aAO,27,91,7,9.9513909895,2.9513909895,1.4216272842,Solved
ZHOXA_JgMcT??tE?_ha@B`oEQ?aHCG?YEh?PACBTHA?_@OD?cW`PC@PA?aAO,27,92,7,9.9513804232,2.9513804232,1.4216257747,Solved
ZHoWC_BSd@sOOP@AsOM`AAAcDSiM?OOiCCa`G?CgUO?aCSHh_A@S@?I`EGAG,27,93,7,9.9512926209,2.9512926209,1.4216132316,Solved
ZHO\I_ge?FW_oGABCaWcE?XMD@??wlO?FOG_?k@GAKAcB@`C?qSPGCP?W?SW,27,93,7,9.951286422,2.951286422,1.421612346,Solved
ZHOLM_gc?EoCc?@SD@wDEODCDaGcIHGW`?j?e?AY@`E?g@DAd_@OADCt??Og,27,93,7,9.9512632422,2.9512632422,1.4216090346,Solved
ZHO\MagC?@c`ODAsG@?JDEaa?Sc_F@O_eCI@IQ@aG_?q?i@?PIIOg@P_CHd?,27,93,7,9.9511554944,2.9511554944,1.4215936421,Solved
ZHOXK_J?Mc@JhHsCTAAI_C?kADLO_K`??@HA@?HX?Ia@OQKOoAePCAW?DC`G,27,93,7,9.9509877477,2.9509877477,1.4215696782,Solved
ZHOXK_J?Mc@JhHsCTAAI_C?kADLO_K`??@HA@?HX?Ia@OQKOoAePCAW?DC`g,27,94,7,9.9509687177,2.9509687177,1.4215669597,Solved
Z@O\M_?e?FG_Cg?tD@sHBgH?GBGoOpJ_A?CFOED@R?@{@?_@CIB??_tICGCW,27,92,7,9.9508054347,2.9508054347,1.4215436335,Solved
ZHO\I_ge?Fw_hOsG@@oCb?XD?QK_@H?WGCPJE?_QD@@ogAHGAAd?XCc@OG_W,27,94,7,9.9507967577,2.9507967577,1.421542394,Solved
Z?oWK_JSdHsOPP_?gC@ObKGQA?i_YHI@CGQDOaAJ@AGQ?QBACAPK_WG_g_BO,27,92,7,9.9507617392,2.9507617392,1.4215373913,Solved
Z@O\M_?e?FG_Sg?tD@sHBgH?GBGoOpJ_A?CFOED@R?@{@?_@CIB??_tICGCW,27,93,7,9.9507362112,2.9507362112,1.4215337445,Solved
ZHOHI_geA@_`c@Oc_KMG@e@GBa[UG?ST?_SDCASdI?Ayc?C?CgBHAA__[a?O,27,92,7,9.9507359301,2.9507359301,1.4215337043,Solved
ZHO\I?_e?FwcaWcA@OHGE_WK?UaDALGOGgCG?SGy_T@B?`GOgCD@OPG_AAPg,27,93,7,9.950675572,2.950675572,1.4215250817,Solved
Z?oWK_JSdHsOPP_?gC`ObKGQA?i_YHI@CGQDOaAJ@AGQ?QBACAPK_WG_g_BO,27,93,7,9.9506516141,2.9506516141,1.4215216592,Solved
Z@O\E_geAC_lsGx??@GUD?D`Q?gBQTOH@AOB@GDLO@O_{D?HCD_?@oIa@?Ig,27,94,7,9.9506238803,2.9506238803,1.4215176972,Solved
ZHO\M_ge?Fwcs?GP@@WsA?WI_GWCgOG@K@aPPCAGOEKgQHGC@GJHA__oCAIG,27,94,7,9.9506227074,2.9506227074,1.4215175296,Solved
Z?oWK_JSdHsOPP_?gC@QbKGQA?i_Y@I@CGQDOaAJ@AGQ?QBACAPK_WG_g_BO,27,92,7,9.9505442285,2.9505442285,1.4215063184,Solved
ZHoWK_JOCHcOPP?TC_ICPgcAAA_Qgi`AW_IBhGCA?AP`H_`E?u??cGLqCc@?,27,93,7,9.9505346873,2.9505346873,1.4215049553,Solved
ZHOXI_ge?FwchOcGA?oEbaoH?J@?gWEIAC_QOKAOo?J?OORa?HPHACEg@KC_,27,94,7,9.9504570768,2.9504570768,1.4214938681,Solved
ZHOHI_geA@_`c@Oc_KMG@e@GBa[UG?ST?_SDCASdI??yc?C?CgBHAQ__[a?O,27,92,7,9.950399216,2.950399216,1.4214856023,Solved
Z?oWK_JSdHsOPP_?gC`QbKGQA?i_Y@I@CGQDOaAJ@AGQ?QBACAPK_WG_g_BO,27,93,7,9.9503932008,2.9503932008,1.421484743,Solved
ZHOHI_geA@_`C@Oc_KMG@e@GBa[UG?ST?_SDCASlI?Ayc?C?CgBHAA__[a?O,27,92,7,9.9503492602,2.9503492602,1.4214784657,Solved
ZHO\M_gaAC_lsG?IT?_Ck?O?JB@G_W`PF?@PCkAHGSP?A?h?O[de@Q@G_L?_,27,93,7,9.9503115728,2.9503115728,1.4214730818,Solved
Z@O[KagWad[_IQ?\OAO_BWoDD__?OOOgKAaPE?WhQO_?Oqo`C?FC?YOg_?TG,27,93,7,9.9502882308,2.9502882308,1.4214697473,Solved
ZH?\G_ge?FWchOOE`WmO??EfGG?dAaA_C_CL@WSI_@Os`?H?T@`CGJO@OODW,27,94,7,9.9501692394,2.9501692394,1.4214527485,Solved
ZHoWM_JS`HOO_E?__Ji`Kg?T?dDG_GOOSiA_CHOXAKAQO?g?EBIAOS`g_CB_,27,93,7,9.9500816612,2.9500816612,1.4214402373,Solved
Z@O\M_GaAC_lsGp??AwF@eAC_QRG@TO@?B`FGYO?G?YcAw@?ACpA`@CiE?@G,27,93,7,9.9500387405,2.9500387405,1.4214341058,Solved
ZHOXI_ga?FwchOO_r@H?iCKO?IWH_A_?KQSCA_cPAHQO?GVO?Ik`WCOpW?o?,27,93,7,9.9499816338,2.9499816338,1.4214259477,Solved
Z@O[Ma_WadPBGPp?aAIGCeCChGpCAOJ@CIa_E__O?aGc?aLp??i?AID_KaOG,27,93,7,9.9498107827,2.9498107827,1.4214015404,Solved
Z?O[MAgWa`PBGpP?aEGIPm??BHHGHGCAuWQ@G?DGG_O`XC@k?S@OG_aaK_I?,27,92,7,9.9497872344,2.9497872344,1.4213981763,Solved
ZHoWK_J?`HCOPPS_SEPOeARZ?W?HGiA_EQ?X_BOOG@HgW?PE?`DGGOQoB_?g,27,93,7,9.9497849886,2.9497849886,1.4213978555,Solved
ZHOXC_J@Cc?JhGscSAAM@i@DC__ACWOQe_CDE_?i@HA_BPaOM?g@o?B`?{?G,27,93,7,9.9497695746,2.9497695746,1.4213956535,Solved
Z@O[EagWAdP@Gpp?bAH?HPGc?TGIo_s?D?Aag?AWIo?bOAcHoH??HOR_CAl?,27,92,7,9.9496734264,2.9496734264,1.4213819181,Solved
ZHOLMagE?D_hc@Okc_GoHO_cD_L?gEGO_O@FAAgGh?ScI@Io@GHAQg_?OA`W,27,93,7,9.9496118473,2.9496118473,1.421373121,Solved
Z@OLIageAC_ls?x?A@GSHGC_B@GoOH?_cBa`p?Iah?ITH?@?WU_?D@L?_SGW,27,92,7,9.9495914676,2.9495914676,1.4213702097,Solved
ZHOXI_ga?FwchOO_r@H?iCKO?IWH_A_?KQSCA_cPAHQO@GVO?Ik`WCOpW?o?,27,94,7,9.9495765117,2.9495765117,1.4213680731,Solved
ZHO\I__e?FwchOS?@@wFaeG???wUAA?cKCH??pAX?GtRC?KO?_F`AP?_E?sO,27,92,7,9.9494679593,2.9494679593,1.4213525656,Solved
Z@O[MagW?d?BHPe@[_ADC?S[WCa?UC__cHG`aAaAHG?cW_QG_BQ@KOH_Q?t?,27,93,7,9.9493884706,2.9493884706,1.4213412101,Solved
ZHoOE_BSd@s?@Lh_YO?AiAAkJCAGOGp?cOdIIo_GG`Igo_Gg?Ab?Ax@@cA?W,27,94,7,9.9493079126,2.9493079126,1.4213297018,Solved
Z@?XM_geAC_LsGS@?YCGAa_P?oWCKLGRCh?QCIIJG_C`HA@Y@K?@@hGOSG?g,27,92,7,9.9492896719,2.9492896719,1.421327096,Solved
ZHO[I?ge?DWc`Og?I@OFb@QO?CidCTQ?G?LBI?dHCgOGa?_?AoR_WGFBWG_?,27,91,7,9.9492488029,2.9492488029,1.4213212576,Solved
ZHOXC_J@Ec?JhHsCTAAM?oK??CXHAGUcGIDG?A?wIRGTAAAC?m_O`?BaCCaG,27,93,7,9.9490889125,2.9490889125,1.4212984161,Solved
ZHO\M_gEAC_LsGi??Y??NhACGCiH__EeI?GEoD??@?R__{@@IWCC_@d@GACG,27,91,7,9.9490495853,2.9490495853,1.4212927979,Solved
ZHOWG_JhMcD??d@JIALODs?_?gXUASCHGBCWPO_O?_Lc?WHAAGLcH?Agg?_g,27,93,7,9.949010466,2.949010466,1.4212872094,Solved
ZHO\I?ge?EochOsA?SXQHS?CBoGOW@GAM?gHODGGu??_ApHS?Gh@?TCoC@OG,27,91,7,9.9487000754,2.9487000754,1.4212428679,Solved
Z?oWK_JSdHsOPP_?gC@QbKGQA?i_YHI@CGQDOaAJ@AGQ?QBACAPK_WG_g_BO,27,93,7,9.9486863956,2.9486863956,1.4212409137,Solved
ZHO\M_gc?EoCc?@SD@wDEODCDaGcIHGW`?j?e?AY@`E?g@DAd_@OADCt??Og,27,94,7,9.9486395297,2.9486395297,1.4212342185,Solved
Z@O[MAgWad?AHPe@BAQCBHQCPcU?HPU?CCp@CX?E?C@`A@``?CTG_Od?@C`W,27,92,7,9.9485381743,2.9485381743,1.4212197392,Solved
Z?oWK_JSdHsOPP_?gC`QbKGQA?i_YHI@CGQDOaAJ@AGQ?QBACAPK_WG_g_BO,27,94,7,9.9485147485,2.9485147485,1.4212163926,Solved
Z@O[Ma_Oa`?@HPc@?@[ocGpDC_gJ`@SOC?RDw@?hQ`?BSCAOgSA_D@P?`@CW,27,92,7,9.9484160612,2.9484160612,1.4212022945,Solved
ZHO\I__e?FwcaWcA?Y?PBhA??FgD?HI_c?F`C?Eg_?T?QA`aO?DGBGAg_OAg,27,90,7,9.9483330834,2.9483330834,1.4211904405,Solved
ZHOXMagEAC_lAAS__[TGCC@K@pSOOP?CMAOHP?HKOIAwa@GGO_d?D[_AD?DW,27,94,7,9.9483082835,2.9483082835,1.4211868976,Solved
Z@OLIageAC_ls?x?A@GSLGC_A@GoOH?_cBa`p?Iah?ITH?@?WU_?D@L?_SGW,27,92,7,9.9482614668,2.9482614668,1.4211802095,Solved
ZHO\M_gEAC_LsGi??Y??NhACGCiH__EeI?GEoD??@?R__{@@IWCC_@dDGACG,27,92,7,9.9482439083,2.9482439083,1.4211777012,Solved
ZGOXK?J?Cc@JhHscTAAI_?A{OcsS_HIAHP?Ig@?G@oAgOS@@OAdOM?Ob?AAg,27,92,7,9.9482130971,2.9482130971,1.4211732996,Solved
ZHOWMagCADchoDC__KHC`aASjO?Ba?_HJ??RhAG?s?@`?QY@?JH?LOAg_@WG,27,92,7,9.9481510092,2.9481510092,1.4211644299,Solved
Z@O\G?geAC_dsGEQ?OpI`oGGHGaF_E_Gh`S??_sGG?[dGo@h?@_?GWYa@@Ao,27,92,7,9.9480742787,2.9480742787,1.4211534684,Solved
Z@O\M_gaAC_lcGx?ADGUCHCCOTOHOHOS??OrO`_GAAUgODgi?Gc?D_ByC@CG,27,94,7,9.948049552,2.948049552,1.421149936,Solved
Z@O\M_geAC_lsGx?A@GSLHCC?hI?HOCcMgGA?OIW@a__kCKs?@BI@_C_W?pG,27,94,7,9.947968171,2.947968171,1.4211383101,Solved
ZHOXK_JhECT??`@JY?YAAAcK?y@QP?c?l?s@?OqKG?kiEO@@PB@i??Sa@QCG,27,94,7,9.9478982207,2.9478982207,1.4211283172,Solved
ZHoGC_JSdHsOPPh_GH?oD@DGU?c??w`FC?bKGo?gO_Iy_?AOR?gG_EB_Ci@_,27,93,7,9.9478811143,2.9478811143,1.4211258735,Solved
ZHoWG_JSdGsOPOATYO@?B`KCOC?UOX@FID?POIDA_ADSOOB?OJ@?IcA`A_EO,27,92,7,9.9478793662,2.9478793662,1.4211256237,Solved
ZHoOC_BSdHsOPPh_@AI`HOQGWAG?akK?S_a`BP?gXGS@PQ??KPDo_@ICGCGW,27,93,7,9.9478388805,2.9478388805,1.4211198401,Solved
ZH?\I__e?FwcaWOADGDI?A@SCp?_TWCnAO`_O?CwE?WgeC@e?ODQ_DGC@o@W,27,94,7,9.9478286531,2.9478286531,1.421118379,Solved
ZHO\I__e?DwchOs??W_E??Aw_CW@fG?daWGQPGA[p@_G`?hAwA@GDSC`HGg?,27,94,7,9.9477906606,2.9477906606,1.4211129515,Solved
ZHOXA_JgMcT??TE?_ha@B`oEQ?aHCG?YEh?PACBTHA?_@PD?cW`PC@PA?aAO,27,92,7,9.9477743468,2.9477743468,1.421110621,Solved
Z@?SMagEAD_`oDE__gGC`ApAOGQH_YW?GjAC?HS\?POcGgWU?CBwDG??CTGO,27,92,7,9.9477619837,2.9477619837,1.4211088548,Solved
ZHOXA_JgMcT??tE?_ha@B`oEQ?aHCG?YEh?PACBTHA?_@PD?cW`PC@PA?aAO,27,93,7,9.9476592553,2.9476592553,1.4210941793,Solved
ZHOHA_gEAC_dt?A`?[TGR?o@?@`?kSIOKO_[ao?l?hOR@@_Pc?H?GoUoe@_?,27,92,7,9.9475497188,2.9475497188,1.4210785313,Solved
ZHoOK_JS`@sOOOhKBP]GOBA_HOQ@G\CCGKU?C??xC?o_`oaOPQCCGCPo?CTG,27,93,7,9.9475353428,2.9475353428,1.4210764775,Solved
ZGO\M__A?Dwc?teASaE`???{H_HGagcgH?Gbi?_GF?PIA?bMB?A@QCS?C[?g,27,93,7,9.9474912698,2.9474912698,1.4210701814,Solved
Z@?XM_geAC_LsGS@?YCGAa_P?oWCKLGRCh?QCIIJG_C`HA@Y@K?@@hGOSG?w,27,93,7,9.9474492608,2.9474492608,1.4210641801,Solved
Z@O\I_ge?DochOsA@WaD_WDA??WJ?O_TG@KC?GyKo?D??y@XAHAAo@DCA?[G,27,91,7,9.9472494491,2.9472494491,1.4210356356,Solved
Z@O[MagWA`?B@PE@?P[o`GpCDXDGH?@CMgACO`CY@ASW_HG?[GDIa_AaQ?L?,27,94,7,9.9472008447,2.9472008447,1.4210286921,Solved
ZHoWM_JS`HOO_E?__Ji`Kh?T?dDG_GOOSiA_CHOXAKAQO?g?EBIAOS_g_CB_,27,93,7,9.9471742626,2.9471742626,1.4210248947,Solved
Z?OWMagWadK_IO?\OaQcBApGOQLG?ls?AGKS?AWqH?G_I?Lk?AA?h_D_@WOo,27,94,7,9.9471560228,2.9471560228,1.421022289,Solved
ZHOX?_J@Cc@JhHscTAAM@Po@?w??GkU?GOQJ?QwdH?CIA?J?@ZA?ACGoC@Og,27,92,7,9.9470864365,2.9470864365,1.4210123481,Solved
ZHOXK_JhMCT??t?JY?YIAHOO?WIcGKO?sOI@a_DH@@I?gGT?HLGS?aE@B??w,27,94,7,9.9470245117,2.9470245117,1.4210035017,Solved
ZHOLMAgC?DchoDA_r@@IaCWQcOG@BIcGC?AxaD?GuCCG?FB?APP@[?Gi`?Q?,27,93,7,9.946995944,2.946995944,1.4209994206,Solved
ZHOX?_J@Cc@JhHscTAAM@Po@?w??GkU?GOQJ?QwdH?CIA?J?@ZAGACGoC@Og,27,93,7,9.9469279161,2.9469279161,1.4209897023,Solved
Z?O[Ma_WAd@BGp@GrAGEHOGeWOHAQG@HCCY@S_OTO?Pk_AgAGCK?sOBo_`OO,27,93,7,9.9468611533,2.9468611533,1.4209801648,Solved
Z@O[MagGa`PBG@PGbOF??eCOAaW_a`AGKCGh@SCADCD`XOOG@WD_AgSGa?_W,27,92,7,9.9468446949,2.9468446949,1.4209778136,Solved
Z@O\M__eAC_lsGw?DGO?j?wECGgOMOOO`O_D?cGH?KI_mGGEIOCO_CBs_?WG,27,92,7,9.9467312942,2.9467312942,1.4209616135,Solved
ZHO\I__e?FwcaWCA@Og?_?WMC?H?Pid?g?VJiOS@?MgGcGOPAc?e?AB_ACao,27,93,7,9.9467253432,2.9467253432,1.4209607633,Solved
ZHOX?_JHMc?J?@SC@H\HHsCahAEKC?CAyED??S?{sC?gg?H?GJHI@O__DOAg,27,94,7,9.946713094,2.946713094,1.4209590134,Solved
ZHO\I?_CAC_lsGEQT?_EdPKWGo@GAkOgC?gPCoBGIDHO?gcS_?RIC_DOD?OW,27,93,7,9.9466914251,2.9466914251,1.4209559179,Solved
Z?OXM_J?Kc?JhH_cTAA?TIQOC_YcDKc__H?B@@WN?_Gb?i@OGAT[@P??b?CW,27,93,7,9.946586039,2.946586039,1.4209408627,Solved
ZHO\MagC?D_hoDASS?i_@AogCo\?AGSgd?Ga@GsGdI@GA@BeA@@GO_W_`AOg,27,94,7,9.9463697893,2.9463697893,1.4209099699,Solved
ZHO\I__e?FwcaWcA?Y?PBhA??FgD?HI_c?F`C?Eg_?T?QA`aW?DGBGAg_OAg,27,91,7,9.9463472163,2.9463472163,1.4209067452,Solved
ZH?\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?k?Kp?CCGABO?oEAWGG_@`Og,27,89,7,9.9463387122,2.9463387122,1.4209055303,Solved
ZHOHI_geA@_`c@Oc_KMG@e@GBaKUG?ST?_SDCASlI?Ayc?C?CgBHAQ__[a?O,27,93,7,9.946332005,2.946332005,1.4209045721,Solved
ZHO\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?k?Kp?CCGABO?oEAWGG_@`Og,27,90,7,9.9462965233,2.9462965233,1.4208995033,Solved
ZH?\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?k?Kp?CCGABO?pEAWGG_@`Og,27,90,7,9.946235764,2.946235764,1.4208908234,Solved
ZHOXA_JhMcT??tc?_`a@B`oCh@_?gmC?DA@_G?gOHODbA?Ke??k?JQC??Q`w,27,92,7,9.9462214926,2.9462214926,1.4208887847,Solved
ZHO\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?k?Kp?CCGABO?pEAWGG_@`Og,27,91,7,9.946197515,2.946197515,1.4208853593,Solved
ZHO\MagE?D_h_DE??eE?R?oZOGGHCpQ?C?TD?AwQD?@b?b@gCO??o?l_?ShO,27,91,7,9.9461460073,2.9461460073,1.420878001,Solved
ZH?\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?kAKp?CCGABO?oEAWGG_@`Og,27,90,7,9.9461458255,2.9461458255,1.4208779751,Solved
ZHOLMagEAD_`oDE_?mE?IIP?Cb@A_g?FSYCAdA?Q?_X_OVAg?HG?POBacAGG,27,93,7,9.9461137771,2.9461137771,1.4208733967,Solved
ZHO\MagE?D_h_DE??eE?R?oZOGGHCpQ?C?TD?AwQD?@b?b@hCO??o?l_?ShO,27,92,7,9.9460743416,2.9460743416,1.4208677631,Solved
ZHO\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?kAKp?CCGABO?oEAWGG_@`Og,27,91,7,9.9460514455,2.9460514455,1.4208644922,Solved
ZHoWM_JS`HOO_E?__Ji@Kh?T?dDG_GOOSiA_CHOXAKAQO?g?EBIAOS`g_CB_,27,93,7,9.9460045819,2.9460045819,1.4208577974,Solved
ZH?\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?kAKp?CCGABO?pEAWGG_@`Og,27,91,7,9.9459972495,2.9459972495,1.4208567499,Solved
Z@OKEageAC_lt?x?@W?@d@oCgIG`PB?gSQDSX_C_SEC?m?@gAGHC@AE_?Kgg,27,94,7,9.9459766261,2.9459766261,1.4208538037,Solved
ZHOWI?JGGc@JhHsCTOE?o@OMDW?OE\O?PQOBCGL?CIA_gEDoIAAG`?c_@WGg,27,93,7,9.9459556115,2.9459556115,1.4208508016,Solved
ZHOXA_JhMcT??tc?_`a@B`oCh@_?gmC?DA@_G?gOHODbA@Ke??k?JQC??Q`w,27,93,7,9.9459507594,2.9459507594,1.4208501085,Solved
ZHoWK_HScHsOPOATQO@@dOAWOEH?F@UOIC?P?LAhDAHG@_S@OGFE_E@W??oW,27,93,7,9.9459480381,2.9459480381,1.4208497197,Solved
Z@O\I_ge?DochOsA@WaD_WDA??WJAO_TG@KC?GyKo?D??y@XAHAAo@DCA?[G,27,92,7,9.9459158433,2.9459158433,1.4208451205,Solved
ZHO\I__e?FWchOIAAOiH`c?SBCG?eGOTJC?B?kAKp?CCGABO?pEAWGG_@`Og,27,92,7,9.9459027999,2.9459027999,1.4208432571,Solved
ZHOWI_BHMc@JhHsCSO?HO?SFA?Gp?GCES@W`?@TLP?AsWAOC@LAA?qHg_DQ?,27,93,7,9.9458235594,2.9458235594,1.4208319371,Solved
ZHOWI_BHMc@JhHsCTO?HO?SFA?Gp?GCES@W`?@TLP?AsWAOC@LAA?qHg_DQ?,27,94,7,9.9458107055,2.9458107055,1.4208301008,Solved
ZHO\I_ge?FWchOOAqCGU@?FcCP?EHID?Y_GSC?OwAiAT?@BE?_iPEGC?CA_w,27,94,7,9.9457720347,2.9457720347,1.4208245764,Solved
ZH?XM_@hKCD??t@JI?\O@@RDA@G`CKDH?HWBSIcDP@GBB?_P@C`?_AMx?GOG,27,93,7,9.9457561682,2.9457561682,1.4208223097,Solved
Z@O\M_gcAC_lsG?OBOgGeWDAO`N?@?QOkCpAiACGECOdAg@@IOa??iWgOA_g,27,94,7,9.945712884,2.945712884,1.4208161263,Solved
ZHOPE_JhMcT??_?FgcsoCBo@C`S_CXW?C@MD??]QCgCs_O??AMBEC?L?WGGW,27,93,7,9.9456696941,2.9456696941,1.4208099563,Solved
ZHO\Ma_EAD_@E@?c_kHAgg@GOHWS@IHC_@OJoC?`GQ@gcgC?_kDc@?q@K?_W,27,91,7,9.9456435508,2.9456435508,1.4208062215,Solved
ZHO\M_gaA??loG`IT?_Ck?O\AoGABG`Oec?HCALGS?CciOHAa_gSDOAaBP@?,27,94,7,9.9456376628,2.9456376628,1.4208053804,Solved
ZHO\I_ge?Fwco?HSd@OdC?OG?DodCXG_qH?DC@aI?OI_YCAOAEGA@Oboc?@o,27,93,7,9.945608782,2.945608782,1.4208012546,Solved
ZHoWK_HScHsOPOATQO@@dOAWOEH?F@UOIC?P?LAhDAHG@_S@OGFE_E@WC?oW,27,94,7,9.9454593833,2.9454593833,1.4207799119,Solved
ZHODA_ge?BwchOgAGeGsLF?OBSMgO?]???aFGAEOD_C`gGDC@oQ_?HDgP@CG,27,94,7,9.9453059765,2.9453059765,1.4207579966,Solved
ZHOLMagEAD_`oDE_?mE?IIP?Cb@A_g?FSYCAdA?Q?_X_OVAgAHG?OOBacAGG,27,93,7,9.9452336116,2.9452336116,1.4207476588,Solved
ZHOP?_J@Cc@JhHscSAAM?OMA_CWE?AHHCGHE??mKo?CgwCDjO?CE?h_?FA@W,27,92,7,9.9452059473,2.9452059473,1.4207437068,Solved
ZGoXM_B@Mc@Jh@sCSA?CJH?O@OYcCG@HSw?DEGIA?C`_`?iAIi?gGC`?WG@o,27,92,7,9.9451958779,2.9451958779,1.4207422683,Solved
ZGoXM_B@Mc@Jh@sCSA?CJH?O@OYcCG@HSw?DEGIA?c`_`?iAIi?gGC`?WG@o,27,93,7,9.9451530506,2.9451530506,1.4207361501,Solved
ZHO\Mag??DchoDE?_eE?QO@WOIGH_hO@gBOH?oWcO_OaCQDa@H??oOpg`?EO,27,92,7,9.9451388342,2.9451388342,1.4207341192,Solved
Z@OWM_JO_@sOA@hKs`Co_HQDOL?CDY@H_hOBwa??C?Y?GUB@H?HEC?ey?O@O,27,93,7,9.9451081132,2.9451081132,1.4207297305,Solved
ZGO\MaGE?D_hoDE_gA?FD_@W_OX?J?`CKhG@@KAk_HHF?B?HWW?O_?Vw`?o?,27,93,7,9.9450980256,2.9450980256,1.4207282894,Solved
ZHO\I_Ge?F__?tIBW_K@GGGhAOY@g@GS_@cca?AWIAciCO@E_K__OPo?@`?w,27,91,7,9.9450510678,2.9450510678,1.4207215811,Solved
