g6,edges,alpha,theta,gap,ratio,status
G?ABF{,10,5,5.0000000021,0.0000000021,1.0000000004,Solved
G?ABc[,8,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?ABeO,7,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?ABeS,8,5,5.0000000040,0.0000000040,1.0000000008,Solved
G?ABeW,8,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?ABe[,9,5,5.0000000033,0.0000000033,1.0000000007,Solved
G?ABfO,8,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?ABfS,9,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?ABfW,9,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?ABf[,10,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?ABfo,9,5,5.0000000025,0.0000000025,1.0000000005,Solved
G?ABfs,10,5,5.0000000045,0.0000000045,1.0000000009,Solved
G?ABfw,10,5,5.0000000013,0.0000000013,1.0000000003,Solved
G?ABf{,11,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?ABvG,9,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?ABvK,10,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?ABv_,9,5,5.0000000037,0.0000000037,1.0000000007,Solved
G?ABvc,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?ABvg,10,5,5.0000000019,0.0000000019,1.0000000004,Solved
G?ABvk,11,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?ABvo,10,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?ABvs,11,5,5.0000000021,0.0000000021,1.0000000004,Solved
G?ABvw,11,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?ABv{,12,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?ACNo,8,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?ACNw,9,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?ACN{,10,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?AEBo,7,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?AEBw,8,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?AEDo,7,5,5.0000000008,0.0000000008,1.0000000002,Solved
G?AEDs,8,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?AEDw,8,5,5.0000000023,0.0000000023,1.0000000005,Solved
G?AEFo,8,5,5.0000000010,0.0000000010,1.0000000002,Solved
G?AEFs,9,5,5.0000000010,0.0000000010,1.0000000002,Solved
G?AEFw,9,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?AEF{,10,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?AEJo,8,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?AEJs,9,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?AELo,8,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?AELs,9,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?AELw,9,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?AEL{,10,5,4.9999999993,-0.0000000007,0.9999999999,Solved
G?AENo,9,5,5.0000000015,0.0000000015,1.0000000003,Solved
G?AENs,10,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?AENw,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?AEN{,11,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?AF?w,7,5,5.0000000018,0.0000000018,1.0000000004,Solved
G?AF?{,8,5,4.9999999996,-0.0000000004,0.9999999999,Solved
G?AFAw,8,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?AFA{,9,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?AFBo,8,5,5.0000000029,0.0000000029,1.0000000006,Solved
G?AFBs,9,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?AFBw,9,5,4.9999999986,-0.0000000014,0.9999999997,Solved
G?AFB{,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?AFCs,8,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?AFCw,8,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?AFC{,9,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?AFEo,8,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?AFEs,9,5,5.0000000016,0.0000000016,1.0000000003,Solved
G?AFEw,9,5,4.9999999995,-0.0000000005,0.9999999999,Solved
G?AFE{,10,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?AFFo,9,5,5.0000000008,0.0000000008,1.0000000002,Solved
G?AFFs,10,5,4.9999999992,-0.0000000008,0.9999999998,Solved
G?AFFw,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?AFF{,11,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?AFKw,9,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?AFK{,10,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?AFMw,10,5,5.0000000007,0.0000000007,1.0000000001,Solved
G?AFM{,11,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?AFNo,10,5,5.0000000033,0.0000000033,1.0000000007,Solved
G?AFNs,11,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?AFNw,11,5,5.0000000061,0.0000000061,1.0000000012,Solved
G?AFN{,12,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?AFbW,9,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?AFb[,10,5,5.0000000007,0.0000000007,1.0000000001,Solved
G?AFbw,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?AFb{,11,5,5.0000000010,0.0000000010,1.0000000002,Solved
G?AFeW,9,5,4.9999999988,-0.0000000012,0.9999999998,Solved
G?AFe[,10,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?AFfO,9,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?AFfS,10,5,5.0000000007,0.0000000007,1.0000000001,Solved
G?AFfW,10,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?AFf[,11,5,5.0000000010,0.0000000010,1.0000000002,Solved
G?AFfo,10,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?AFfs,11,5,5.0000000024,0.0000000024,1.0000000005,Solved
G?AFfw,11,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?AFf{,12,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?AFnW,11,5,5.0000000044,0.0000000044,1.0000000009,Solved
G?AFn[,12,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?AFnw,12,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?AFn{,13,5,5.0000000008,0.0000000008,1.0000000002,Solved
G?AFrw,11,5,5.0000000020,0.0000000020,1.0000000004,Solved
G?AFr{,12,5,5.0000000013,0.0000000013,1.0000000003,Solved
G?AFvg,11,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?AFvk,12,5,5.0000000027,0.0000000027,1.0000000005,Solved
G?AFvo,11,5,5.0000000010,0.0000000010,1.0000000002,Solved
G?AFvs,12,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?AFvw,12,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?AFv{,13,5,5.0000000015,0.0000000015,1.0000000003,Solved
G?AF~w,13,5,4.9999999989,-0.0000000011,0.9999999998,Solved
G?AF~{,14,5,4.9999999992,-0.0000000008,0.9999999998,Solved
G?B@_[,7,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?B@`W,7,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?B@`w,8,5,4.9999999977,-0.0000000023,0.9999999995,Solved
G?B@c[,8,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?B@dO,7,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?B@dW,8,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?B@d[,9,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?B@dw,9,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?B@e[,9,5,5.0000000008,0.0000000008,1.0000000002,Solved
G?B@fO,8,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?B@fW,9,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?B@f[,10,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?B@fo,9,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?B@fw,10,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?B@f{,11,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?B@hw,9,5,4.9999999968,-0.0000000032,0.9999999994,Solved
G?B@lW,9,5,4.9999999988,-0.0000000012,0.9999999998,Solved
G?B@l[,10,5,4.9999999984,-0.0000000016,0.9999999997,Solved
G?B@lw,10,5,4.9999999992,-0.0000000008,0.9999999998,Solved
G?B@mW,9,5,4.9999999995,-0.0000000005,0.9999999999,Solved
G?B@m[,10,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?B@nO,9,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?B@nW,10,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?B@n[,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?B@no,10,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?B@nw,11,5,4.9999999992,-0.0000000008,0.9999999998,Solved
G?B@n{,12,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?B@pw,9,5,4.9999999986,-0.0000000014,0.9999999997,Solved
G?B@p{,10,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?B@tK,9,5,5.0000000038,0.0000000038,1.0000000008,Solved
G?B@t_,8,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?B@tc,9,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?B@tg,9,5,5.0000000008,0.0000000008,1.0000000002,Solved
G?B@tk,10,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?B@to,9,5,5.0000000038,0.0000000038,1.0000000008,Solved
G?B@ts,10,5,4.9999999993,-0.0000000007,0.9999999999,Solved
G?B@tw,10,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?B@t{,11,5,5.0000000008,0.0000000008,1.0000000002,Solved
G?B@uK,9,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?B@v?,8,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?B@vC,9,5,4.9999999996,-0.0000000004,0.9999999999,Solved
G?B@vG,9,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?B@vK,10,5,4.9999999977,-0.0000000023,0.9999999995,Solved
G?B@v_,9,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?B@vc,10,5,4.9999999992,-0.0000000008,0.9999999998,Solved
G?B@vg,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?B@vk,11,5,4.9999999995,-0.0000000005,0.9999999999,Solved
G?B@vo,10,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?B@vs,11,5,5.0000000016,0.0000000016,1.0000000003,Solved
G?B@vw,11,5,5.0000000020,0.0000000020,1.0000000004,Solved
G?B@v{,12,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?B@x{,11,5,4.9999999981,-0.0000000019,0.9999999996,Solved
G?B@|k,11,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?B@|o,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?B@|s,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?B@|w,11,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?B@|{,12,5,4.9999999996,-0.0000000004,0.9999999999,Solved
G?B@~K,11,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?B@~_,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?B@~c,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?B@~g,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?B@~k,12,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?B@~o,11,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?B@~s,12,5,4.9999999996,-0.0000000004,0.9999999999,Solved
G?B@~w,12,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?B@~{,13,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BD?{,8,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?BD@w,8,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BDAo,7,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BDAw,8,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BDA{,9,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BDBo,8,5,4.9999999988,-0.0000000012,0.9999999998,Solved
G?BDBw,9,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BDB{,10,5,5.0000000010,0.0000000010,1.0000000002,Solved
G?BDCw,8,5,4.9999999985,-0.0000000015,0.9999999997,Solved
G?BDC{,9,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BDDw,9,5,4.9999999986,-0.0000000014,0.9999999997,Solved
G?BDEo,8,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BDEw,9,5,4.9999999996,-0.0000000004,0.9999999999,Solved
G?BDE{,10,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BDFo,9,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?BDFw,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDF{,11,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDG{,9,5,4.9999999988,-0.0000000012,0.9999999998,Solved
G?BDHw,9,5,4.9999999992,-0.0000000008,0.9999999998,Solved
G?BDI{,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDJo,9,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BDJw,10,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?BDJ{,11,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?BDKw,9,5,4.9999999985,-0.0000000015,0.9999999997,Solved
G?BDK{,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDLw,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDMo,9,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BDMw,10,5,5.0000000018,0.0000000018,1.0000000004,Solved
G?BDM{,11,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?BDNo,10,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?BDNw,11,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BDN{,12,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?BD`W,8,5,4.9999999988,-0.0000000012,0.9999999998,Solved
G?BD`w,9,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?BD`{,10,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BDaW,8,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?BDbO,8,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BDbS,9,5,5.0000000021,0.0000000021,1.0000000004,Solved
G?BDbW,9,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?BDb[,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDbo,9,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BDbs,10,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BDbw,10,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?BDb{,11,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?BDdS,9,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BDdW,9,5,4.9999999988,-0.0000000012,0.9999999998,Solved
G?BDd[,10,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BDdo,9,5,4.9999999995,-0.0000000005,0.9999999999,Solved
G?BDds,10,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BDdw,10,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BDd{,11,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDeS,9,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?BDeW,9,5,4.9999999981,-0.0000000019,0.9999999996,Solved
G?BDe[,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BDfO,9,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BDfS,10,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?BDfW,10,5,4.9999999992,-0.0000000008,0.9999999998,Solved
G?BDf[,11,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BDfo,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BDfs,11,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?BDfw,11,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BDf{,12,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BDj[,11,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BDjo,10,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?BDjs,11,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?BDjw,11,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?BDj{,12,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDl[,11,5,4.9999999976,-0.0000000024,0.9999999995,Solved
G?BDlo,10,5,4.9999999996,-0.0000000004,0.9999999999,Solved
G?BDls,11,5,4.9999999992,-0.0000000008,0.9999999998,Solved
G?BDlw,11,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BDl{,12,5,5.0000000019,0.0000000019,1.0000000004,Solved
G?BDm[,11,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BDnO,10,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BDnS,11,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?BDnW,11,5,5.0000000029,0.0000000029,1.0000000006,Solved
G?BDn[,12,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDno,11,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDns,12,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BDnw,12,5,4.9999999988,-0.0000000012,0.9999999998,Solved
G?BDn{,13,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BDro,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDrs,11,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?BDrw,11,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?BDr{,12,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BDto,10,5,4.9999999995,-0.0000000005,0.9999999999,Solved
G?BDts,11,5,4.9999999989,-0.0000000011,0.9999999998,Solved
G?BDtw,11,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?BDt{,12,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BDvG,10,5,4.9999999993,-0.0000000007,0.9999999999,Solved
G?BDvK,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BDv_,10,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BDvc,11,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BDvg,11,5,4.9999999991,-0.0000000009,0.9999999998,Solved
G?BDvk,12,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BDvo,11,5,4.9999999991,-0.0000000009,0.9999999998,Solved
G?BDvs,12,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?BDvw,12,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?BDv{,13,5,5.0000000030,0.0000000030,1.0000000006,Solved
G?BDzw,12,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BDz{,13,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?BD|w,12,5,4.9999999984,-0.0000000016,0.9999999997,Solved
G?BD|{,13,5,4.9999999996,-0.0000000004,0.9999999999,Solved
G?BD~g,12,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BD~k,13,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BD~o,12,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?BD~s,13,5,4.9999999989,-0.0000000011,0.9999999998,Solved
G?BD~w,13,5,5.0000000012,0.0000000012,1.0000000002,Solved
G?BD~{,14,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BEDo,8,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?BEDw,9,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?BEFo,9,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BEFw,10,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?BEF{,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BEH{,10,5,5.0000000020,0.0000000020,1.0000000004,Solved
G?BELo,9,5,4.9999999993,-0.0000000007,0.9999999999,Solved
G?BELw,10,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BEL{,11,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?BENo,10,5,4.9999999991,-0.0000000009,0.9999999998,Solved
G?BENw,11,5,4.9999999976,-0.0000000024,0.9999999995,Solved
G?BEN{,12,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?BF?w,8,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BF@w,9,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BF@{,10,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BFCw,9,5,4.9999999996,-0.0000000004,0.9999999999,Solved
G?BFC{,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BFDo,9,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BFDs,10,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BFDw,10,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BFD{,11,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BFEo,9,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?BFEs,10,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BFEw,10,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BFE{,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BFFo,10,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BFFs,11,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BFFw,11,5,5.0000000000,0.0000000000,1.0000000000,Solved
G?BFF{,12,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BFLw,11,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BFL{,12,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BFMo,10,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BFMs,11,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?BFMw,11,5,5.0000000005,0.0000000005,1.0000000001,Solved
G?BFM{,12,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BFNo,11,5,4.9999999994,-0.0000000006,0.9999999999,Solved
G?BFNs,12,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?BFNw,12,5,5.0000000007,0.0000000007,1.0000000001,Solved
G?BFN{,13,5,5.0000000040,0.0000000040,1.0000000008,Solved
G?BFdw,11,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BFd{,12,5,5.0000000028,0.0000000028,1.0000000006,Solved
G?BFfO,10,5,4.9999999997,-0.0000000003,0.9999999999,Solved
G?BFfS,11,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BFfW,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BFf[,12,5,5.0000000007,0.0000000007,1.0000000001,Solved
G?BFfo,11,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?BFfs,12,5,5.0000000000,-0.0000000000,1.0000000000,Solved
G?BFfw,12,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BFf{,13,5,4.9999999999,-0.0000000001,1.0000000000,Solved
G?BFnW,12,5,5.0000000010,0.0000000010,1.0000000002,Solved
G?BFn[,13,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BFno,12,5,4.9999999993,-0.0000000007,0.9999999999,Solved
G?BFns,13,5,5.0000000043,0.0000000043,1.0000000009,Solved
G?BFnw,13,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BFn{,14,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?BFvo,12,5,4.9999999998,-0.0000000002,1.0000000000,Solved
G?BFvs,13,5,5.0000000009,0.0000000009,1.0000000002,Solved
G?BFvw,13,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?BFv{,14,5,5.0000000031,0.0000000031,1.0000000006,Solved
G?BF~w,14,5,4.9999999993,-0.0000000007,0.9999999999,Solved
G?BF~{,15,5,5.0000000003,0.0000000003,1.0000000001,Solved
G?Bcqk,10,5,4.9999999979,-0.0000000021,0.9999999996,Solved
G?Bcqw,10,5,4.9999999975,-0.0000000025,0.9999999995,Solved
G?BcrK,10,5,5.0000000006,0.0000000006,1.0000000001,Solved
G?Bcr_,9,5,4.9999999995,-0.0000000005,0.9999999999,Solved
G?Bcrg,10,5,5.0000000004,0.0000000004,1.0000000001,Solved
G?Bcrk,11,5,5.0000000001,0.0000000001,1.0000000000,Solved
G?Bcro,10,5,5.0000000002,0.0000000002,1.0000000000,Solved
G?Bcrw,11,5,4.9999999999,-0.0000000001,1.0000000000,Solved
