g6,n,edges,alpha,theta,gap,ratio,status
THoWC_JSdHsOPP?DQO@?EsGCH?O?dY?RGd@A,21,57,6,8.0995698898,2.0995698898,1.349928315,Solved
THO\I__e?Fwc_WsATG?Cc?@[Y?HGSGJ_O?Dq,21,59,6,8.0995519905,2.0995519905,1.3499253318,Solved
THoWC_HSdHsOPPADQ?@?FpGCf??@DIAR?Q?J,21,57,6,8.0995444563,2.0995444563,1.3499240761,Solved
T@OWC_J@Ac@JhHsCT?A_dXO?_WCS?yM?G?dh,21,58,6,8.0995392086,2.0995392086,1.3499232014,Solved
THoWM_JOd@sO?@HSgcOsC_?[GSGIOlC@COcH,21,59,6,8.0995294746,2.0995294746,1.3499215791,Solved
TGoOK_JSdHSOOPgKB@QGJB?o@W]C@O`GCk?@,21,58,6,8.099524477,2.099524477,1.3499207462,Solved
T@O\M?ge?C_lsGx?B@G?mGOKB_OGOYD_QgCA,21,58,6,8.0995048784,2.0995048784,1.3499174797,Solved
THOXI_J@Gc?JOch@sA?oD?IWd?MCGs@OiWAC,21,58,6,8.0994940851,2.0994940851,1.3499156809,Solved
THO\I?ge?Fwc_OOGq@GAiA_K_UHOSa_?SD_d,21,59,6,8.0994876457,2.0994876457,1.3499146076,Solved
THoOM_JO`HSO_EA__Hg`DhKOO\?O`CC?kDEA,21,58,6,8.0994711011,2.0994711011,1.3499118502,Solved
TGoWK_HOdHsOPP_?b@`QaOGXOd@E@K?_Sq_@,21,58,6,8.0994679115,2.0994679115,1.3499113186,Solved
THOXK_J?Mc@JhHsCTAAI_?AkADLO?a`@G@?J,21,59,6,8.0994560988,2.0994560988,1.3499093498,Solved
T@O\I_ge?Fwc_OOgq@GAiA?K_UHOSa_?SD_d,21,59,6,8.0994526565,2.0994526565,1.3499087761,Solved
THO\M?geAC_lsGEQW?_IcG?[GEKHOGF_O_@q,21,60,6,8.0994482691,2.0994482691,1.3499080449,Solved
THO\M?geAC_lsGEQY?_GcG?[GEKHOGF_O_@q,21,60,6,8.099439608,2.099439608,1.3499066013,Solved
THO\MagE?DchoDE_Ga?BBPAEg?G@BG_SgBOJ,21,60,6,8.0994388242,2.0994388242,1.3499064707,Solved
THOXK_J?AC@JhHsCT?AI_CAmgWAG`CCGS?`t,21,59,6,8.0994326059,2.0994326059,1.3499054343,Solved
THO[I__e?FwcaWsATG?Cc?@[Y_HGSGJ_??@r,21,59,6,8.0993767979,2.0993767979,1.349896133,Solved
THoW?_JSd@sO?P@AyCHEA@CkYIAIGMKC??pB,21,59,6,8.0993714304,2.0993714304,1.3498952384,Solved
THoOC_JSdGcOPPATGX@@Ec?Ke@MG?_@gSWAd,21,59,6,8.0993702057,2.0993702057,1.3498950343,Solved
THoWC_JCdHsOPPh_?AY`HOq?g?_I_KcCG?cJ,21,58,6,8.0993660365,2.0993660365,1.3498943394,Solved
T@OWM?JGEC@BhHScTO?`P@SDQCCH_GAJCgGH,21,57,6,8.0993475961,2.0993475961,1.349891266,Solved
T@OWC_J@Ec@JhHsCT?A_dXO?_wCS?qM???dg,21,57,6,8.0993393532,2.0993393532,1.3498898922,Solved
T@OWC_J@Ec@BhHscTOA_dXO?_WCS?yM?G?dg,21,59,6,8.0993243014,2.0993243014,1.3498873836,Solved
THoWA_JSdHsOATs??EGCUPG?F?`?EWoHa_?w,21,58,6,8.0993200562,2.0993200562,1.349886676,Solved
THoWE_JSd@oO@HH_WOOAiE?M?RGMOQGWG_?r,21,59,6,8.0993076411,2.0993076411,1.3498846068,Solved
THOGK_JOdHsOPOATY?H@EaCCOMKo_aE?K?ch,21,59,6,8.0992974509,2.0992974509,1.3498829085,Solved
THoGK_JSdGsOPOATGX?@Ec?KWA_Hg]g?_a@D,21,59,6,8.0992949882,2.0992949882,1.349882498,Solved
THOXK_J?IC@BhHsCD?AI_CAmgWAI`CCGC?`t,21,58,6,8.0992901041,2.0992901041,1.349881684,Solved
THO\I_gc?EwcHOSAPG??N_Go_Kgs?gDf@COW,21,59,6,8.0992863272,2.0992863272,1.3498810545,Solved
T@OWK_JhMcT?SdXOYC?Q_G_K?lCOCYIG?A?p,21,58,6,8.0992812944,2.0992812944,1.3498802157,Solved
THOXMagE?DchoDE_Wa?BBPAEg?G@J?_CgBOJ,21,59,6,8.0992798195,2.0992798195,1.3498799699,Solved
THOWG_BSdGsO?Tc?_EGQHpGciAeI@?CQ_Wc@,21,57,6,8.099270905,2.099270905,1.3498784842,Solved
THOXK_J?Mc?JhHsCTAAI_C?kADLO_?@PgB?I,21,58,6,8.0992702886,2.0992702886,1.3498783814,Solved
THOXK_J?Mc@JhHsCTAAI_C?k?DLO_G@PGB?I,21,58,6,8.0992652391,2.0992652391,1.3498775399,Solved
THOXK_J?Mc?JhHsCTAAI_C?kADLO_?@PgB?J,21,59,6,8.0992478623,2.0992478623,1.3498746437,Solved
THOXK_J?Ic@JhHsCTAAI_C?cADII_G@Pgg?J,21,59,6,8.0992371954,2.0992371954,1.3498728659,Solved
THOXK_J?AC@JhHscT?AI_CAmgWAI`CCGSOgo,21,60,6,8.0992308826,2.0992308826,1.3498718138,Solved
THO\M_geA?_lsGI??YWBQ_@PCOWs?o?KKCGh,21,59,6,8.0992282446,2.0992282446,1.3498713741,Solved
THoWC_JSdHsOP@h_?EWO@POCBIO`Ee_@GGSB,21,59,6,8.0992255281,2.0992255281,1.3498709214,Solved
THO[I__e?FwcaWsATG?Cc?@[Y_HGSGJ_O?Dq,21,60,6,8.0992150179,2.0992150179,1.3498691696,Solved
TGoWI_J?Mc?JSChHsa@o??@jA?WED_GOU`O@,21,57,6,8.0991825004,2.0991825004,1.3498637501,Solved
THO\M?geAC_loGEQ?]??BI@ECgQCG`GeCP?M,21,59,6,8.0991395673,2.0991395673,1.3498565946,Solved
THOWI_JHGc@Bh@scTOE?o?Qwg?WEGG`@bCGB,21,59,6,8.0991218153,2.0991218153,1.3498536359,Solved
TGOWK_JScHsOPPs_CCOOZaCG`HIE?o`GEgO@,21,59,6,8.099109306,2.099109306,1.349851551,Solved
THoWC_JSdHcOPPATGX?@Ec?Ke@MG?_@gCWAd,21,59,6,8.0991056646,2.0991056646,1.3498509441,Solved
THOXK_J?Mc?JhHsCTAAI_?AkADLO?a`@GB@J,21,60,6,8.0991022712,2.0991022712,1.3498503785,Solved
THO\M?geAC_ksG?Qb?hGa_IKZ?G?kKGACB_p,21,60,6,8.0990983294,2.0990983294,1.3498497216,Solved
THoWC_JSdHsOPP@TO?ICP?KgHC]K?G`CCi@@,21,59,6,8.0990916022,2.0990916022,1.3498486004,Solved
THOWK_JSdHsOADc??ChCEOQKdOa@AMG@_Y?I,21,58,6,8.0990847265,2.0990847265,1.3498474544,Solved
TGOWC_JhMcT??t@HI?\S@OOSGOmK??`GScGD,21,58,6,8.0990821559,2.0990821559,1.349847026,Solved
T@OWC_J@Ec@JhHscTOA_dX??_wCS?qM???Dh,21,58,6,8.0990626621,2.0990626621,1.349843777,Solved
THOXK_J?Mc@JhHsCTAAI_?AkADLO?I`@G@?J,21,59,6,8.0990614554,2.0990614554,1.3498435759,Solved
THO\M_geAC_LsGI??YGBQ_@PCOWs?p?GKCg`,21,58,6,8.099060691,2.099060691,1.3498434485,Solved
THOXG_J@Cc@JhHscTA?AV`O@?w?_HPO_rB?B,21,60,6,8.0990480823,2.0990480823,1.3498413471,Solved
THoWC_JSdHsOPP@TO?IcP?CgHC]K?G`CCi@@,21,59,6,8.0990194123,2.0990194123,1.3498365687,Solved
THOXK_J?IC@BhHsCD?AI_CAmgWAI`CCGS?`t,21,59,6,8.099011472,2.099011472,1.3498352453,Solved
THOXK_J?AC@JhHscT?AI_CAmgWAI`CCGCOg`,21,59,6,8.0989981416,2.0989981416,1.3498330236,Solved
THOXG_J?Cc@JhHscT??AVpO@?w?`H@O_rA?B,21,58,6,8.0989966736,2.0989966736,1.3498327789,Solved
THO\MagE?DchoDE_Ga?BBPAEg?G@J?_SgBOI,21,59,6,8.0989925661,2.0989925661,1.3498320943,Solved
THOXG_I?McT?pG?FwaAEAeCCBU@ABDI_??kB,21,58,6,8.0989804094,2.0989804094,1.3498300682,Solved
T@OWK_BhMcT?SdXOYC?Q_G_K?lCOCIIGOA@r,21,59,6,8.0989719815,2.0989719815,1.3498286636,Solved
THO\I_ge?FWchOO?aSKQ@?Fc_LOJ_E?OCY@H,21,60,6,8.0989639768,2.0989639768,1.3498273295,Solved
THOWE_IGKcT?pG?Ewa?sA?t_f@?`HGJI?_?Z,21,58,6,8.0989633961,2.0989633961,1.3498272327,Solved
THOXG_J?Cc@JhHscTA?AV`O@?w?`HPO_rB?B,21,60,6,8.0989580973,2.0989580973,1.3498263496,Solved
THoGK_JSdHsOADc??ChCEOQKdOa@AMG@_Y?I,21,58,6,8.0989429793,2.0989429793,1.3498238299,Solved
THOXG_J?Cc@JhHscT??AVpO@?w?`H@O_rB?B,21,59,6,8.0989373488,2.0989373488,1.3498228915,Solved
THOWG_JhMcT??d?HY?WOUGoLD@DS?MI?_?PJ,21,59,6,8.0989220028,2.0989220028,1.3498203338,Solved
THOWK_J?Mc@BhHsCTAAI_C?kADII_GEIAg?B,21,58,6,8.0989129868,2.0989129868,1.3498188311,Solved
THOXG_J?Cc@JhHscT??AVpO@?w?`HPO_rA?B,21,59,6,8.0989013189,2.0989013189,1.3498168865,Solved
THOXG_J?Cc@JhHscTA?AVpO@?w?`HPO_qB?@,21,59,6,8.0988995779,2.0988995779,1.3498165963,Solved
THoWC?JSdHsOP@h_?EWOHPOCBIO`E_QgEO?g,21,58,6,8.0988792391,2.0988792391,1.3498132065,Solved
THO\M_GeAC_lsG?oC??HRODWgF?oP?I`I?_J,21,58,6,8.0988632204,2.0988632204,1.3498105367,Solved
THOWK_JOdHsOPPATWOH@EaCDOc?oD@I@QA?U,21,59,6,8.0988555664,2.0988555664,1.3498092611,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_?E?S?gp,21,59,6,8.0988445523,2.0988445523,1.3498074254,Solved
THO\M?GeAC_LsGEQY?_IcG?[BOKHOHOKGA`o,21,59,6,8.0988295681,2.0988295681,1.349804928,Solved
THOWC_JHMc@JhGsCTOAI@?@VE?HQ?O?_KAF@,21,57,6,8.0988007753,2.0988007753,1.3498001292,Solved
THO\M__c?FwcOG?BCaWcCAWKYBAG_PAGmG`O,21,59,6,8.0987976756,2.0987976756,1.3497996126,Solved
THO[I__e?FwcaWsATG?Cc?@[Y_HGSGJ_??Dr,21,60,6,8.0987961466,2.0987961466,1.3497993578,Solved
THOXK_J?Mc@BhHsCTAAI_??kADII_GEIAg?B,21,58,6,8.0987951107,2.0987951107,1.3497991851,Solved
THOXE__E?Foc?peASaA@FeGAAOOBAHGSTA?i,21,58,6,8.0987928884,2.0987928884,1.3497988147,Solved
THoWC?JSdHsO@Pg_@AYM@C@DC`I?UPU?QO?d,21,59,6,8.098766939,2.098766939,1.3497944898,Solved
THoWK_JSdGcOPOATQO@@FcH??k_SCO?_lC@H,21,57,6,8.0987652641,2.0987652641,1.3497942107,Solved
T@OWA__e?FwcSGhA?Q{SCAWJA?GJ_kMC?_KX,21,59,6,8.0987535701,2.0987535701,1.3497922617,Solved
THOXK_J?Cc@JhHsCTAAI_CGKADLO_II?C?It,21,59,6,8.0987270054,2.0987270054,1.3497878342,Solved
THoWM_JSd@oO?@HSgcOsC_?[GSGIOlC@COcH,21,59,6,8.0987133578,2.0987133578,1.3497855596,Solved
T@OWC_J@Ec@JhHsCT?A_dXO?_wCS?yM???dg,21,58,6,8.0986998138,2.0986998138,1.3497833023,Solved
THOXK_J?AC@JhHscT?AI_CAmgWAI`CCGSOg`,21,60,6,8.0986908667,2.0986908667,1.3497818111,Solved
THO\EagE?DchoDA__MIG@CAE_OIGPGSGS@`T,21,59,6,8.0986823011,2.0986823011,1.3497803835,Solved
THOLIAgeA?_lS?AA?[[IAs@O_O|AE?SKGSgB,21,59,6,8.0986785308,2.0986785308,1.3497797551,Solved
THOWC_JhMcT??t@HI?\S@OOSGOmK??`GS_GD,21,58,6,8.0986616915,2.0986616915,1.3497769486,Solved
THOXM_B`KcT??p@JW?Gp@AE_c?Y?WH?e?Q?j,21,57,6,8.0986430226,2.0986430226,1.3497738371,Solved
THO\A_ge?FW_hOsG?@oCb?XEg?_SEOAgLCGK,21,58,6,8.0986304799,2.0986304799,1.3497717466,Solved
THoWC_JSdHsOPPG_?EWAPE_fE?_Qa?@?\C@P,21,58,6,8.0986142008,2.0986142008,1.3497690335,Solved
THO[I__e?FwcaWsADGACc?@[C`os?X?SCDOH,21,59,6,8.0986090821,2.0986090821,1.3497681804,Solved
THO\M?geAC_LsGEQY?_Ic??[IEKHOGF_O_@q,21,60,6,8.0986049356,2.0986049356,1.3497674893,Solved
THO[I__e?FwcaWsADGACc?@[C`os?X?SCDoH,21,60,6,8.0986029869,2.0986029869,1.3497671645,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_GE?S?gp,21,60,6,8.098596765,2.098596765,1.3497661275,Solved
THOXA_JhMcT??tC?_`a@A`oFE???b\AB?WAT,21,59,6,8.0985935617,2.0985935617,1.3497655936,Solved
THoWC?JSdHsO@Pg_@AYM@C@DC`A?UPU?QO?f,21,59,6,8.0985805105,2.0985805105,1.3497634184,Solved
THOWK_JOcHcOPPATYOH?Da_Ec@AAWOO_kOaK,21,58,6,8.0985736715,2.0985736715,1.3497622786,Solved
T@oWM_JSc@oOISSBSEBCOCHCCBNC?GIW?G@p,21,58,6,8.0985668898,2.0985668898,1.3497611483,Solved
THOWK_JOcHsOPPATYOH?Da_Ec@AAWOO_kOaK,21,59,6,8.0985559788,2.0985559788,1.3497593298,Solved
THoWC_JSdHsOP@g_?EWOHPOCBIO`Ee_@GGSB,21,59,6,8.0985548696,2.0985548696,1.3497591449,Solved
TGoWK_B?Mc?BSchHsa?p@PC?ACXOoGACSiC@,21,56,6,8.0985485001,2.0985485001,1.3497580834,Solved
THO[I__e?FwcaWsADGACc?@[C`os?X?[CDOH,21,60,6,8.0985470662,2.0985470662,1.3497578444,Solved
THOWK_ISdHsOATs??ChCEaCNCAaIG?`?KJH@,21,59,6,8.0985416231,2.0985416231,1.3497569372,Solved
T@OWC_J@Ec@JhHsCT?A_dXO?_wCS?qM?G?Dh,21,58,6,8.0985290079,2.0985290079,1.3497548347,Solved
T@O[IagWa_PBGPeC?`WCUx?CbC_B_QH?gYAA,21,59,6,8.0985168482,2.0985168482,1.349752808,Solved
T@OWM_BGEC@AhHScTO?`P@SDQCKH_GAJCgGH,21,57,6,8.0985106007,2.0985106007,1.3497517668,Solved
T@OWK_JhMcT?SdXOYC?QoG_K?lCOCPC@`D?B,21,59,6,8.0985096196,2.0985096196,1.3497516033,Solved
THOXK_J?MC@JhHsCTAAI_CAc?hPQ?YG_CACh,21,59,6,8.0984961422,2.0984961422,1.349749357,Solved
THO\I__e?FwcaWS?BS@I??du?@pOWK?AdCQ@,21,59,6,8.0984954347,2.0984954347,1.3497492391,Solved
THOWK_JSdHsOPO?DSCWOUPOOA?w`KKc?_h@B,21,59,6,8.0984496693,2.0984496693,1.3497416115,Solved
THoWE_JSd@sO?@HSg_OsC_?SGSGIOlC@DOaH,21,58,6,8.0984326767,2.0984326767,1.3497387795,Solved
THOWK_JOcHcOPPATWOH@De_COadGAI?WSHOP,21,59,6,8.0984210994,2.0984210994,1.3497368499,Solved
THOXK_J?Mc@JhHsCTAAI_C?k?DLO_G@PGB?J,21,59,6,8.098415467,2.098415467,1.3497359112,Solved
THO\I_ge?EwchOs?D@_FB?IOBCG?UK_@DCOX,21,59,6,8.0984037976,2.0984037976,1.3497339663,Solved
THOWM_@HMC@JhGsCT??`P?@wJOODI?pORC?R,21,59,6,8.0984013745,2.0984013745,1.3497335624,Solved
TGoOK_JCdHSOOPgKB@QGJB?o@W]C@?`GClO@,21,58,6,8.0983956378,2.0983956378,1.3497326063,Solved
THoWC_JSdHcOPPATGX@@Ec?Ke@MG?_@gCGAd,21,59,6,8.098395554,2.098395554,1.3497325923,Solved
THOWK_ISdHsOATS??ChCEaCNCAaIGO`?KJ@@,21,58,6,8.0983597342,2.0983597342,1.3497266224,Solved
THoWC_JSdHcOPPATGX@@Ec?Ke@MK?_@GCWAd,21,60,6,8.0983596639,2.0983596639,1.3497266106,Solved
THoXA_JHKc?JG?sC?H\H@ocaF?A@SGKM?WCK,21,59,6,8.0983485753,2.0983485753,1.3497247625,Solved
THoWC?JSdHsOP@h_?EWOHPOCBIO`E_QgEO?h,21,59,6,8.0983329992,2.0983329992,1.3497221665,Solved
T@OLEageAC_gt?x?@WG@d@oCgIGhPB?gSQDC,21,60,6,8.0983252214,2.0983252214,1.3497208702,Solved
T@O\M_geAC_ls??oT??HRODWGJ@I_Gd?W?Fa,21,59,6,8.0983147871,2.0983147871,1.3497191312,Solved
TGoWK_HOdHoOPP_?b@`QaPGXOd@E@K?_Sq_@,21,58,6,8.0982971498,2.0982971498,1.3497161916,Solved
T@OWG_JhMcT?SdXOY??QoG_K?lCOCPC@hDCB,21,59,6,8.0982962654,2.0982962654,1.3497160442,Solved
THO[I__e?FwcaWsADGACc?@[C`os?X?[CDoH,21,61,6,8.0982534207,2.0982534207,1.3497089034,Solved
TGoWC_JSdHoOPPh_?AY`H@oCg?g@iHOHBQ?@,21,58,6,8.0982522045,2.0982522045,1.3497087007,Solved
THOXI_JhKCT??t@HW?XQPOAoCCW`@I?qEY?@,21,59,6,8.0982408923,2.0982408923,1.3497068154,Solved
THoWK_JSdHsOPOo_Gc`ABAC_Ob?AYOO?mO?h,21,58,6,8.0982268382,2.0982268382,1.349704473,Solved
THoOC_JSdHcOPPATGX@@Ec?Ke@MG?_@gSGAd,21,59,6,8.0982220892,2.0982220892,1.3497036815,Solved
THOWK?JSCHsOPPs_CC?OZaCG_JIE?oQgIO?b,21,58,6,8.0982151967,2.0982151967,1.3497025328,Solved
T@OWM?BGEC@BhHScTO?`P@SDQCKH_GAJCgGH,21,57,6,8.0982098264,2.0982098264,1.3497016377,Solved
THoWK_JS@HS?_EE@GgHSC?VFQ?H@`?Eq?CEF,21,58,6,8.0982091129,2.0982091129,1.3497015188,Solved
T@O[MAgWAd?BHPc@GO[ocGpCDW_f_AG?UgCD,21,60,6,8.0982039779,2.0982039779,1.349700663,Solved
THOXK_J?IC@JhHscT?AI_CAmgWAI`CCGC?hp,21,61,6,8.098196188,2.098196188,1.3496993647,Solved
THoWC_JSdHsOP@g_?EGOHPoCBIO`E_QgEO?d,21,59,6,8.0981930745,2.0981930745,1.3496988457,Solved
THO\M?geAC_lsGEQY?_GcG?[GEKGOGF_?_@r,21,59,6,8.0981914687,2.0981914687,1.3496985781,Solved
TH?XA_J@Mc?BhHocTA?M@CHSJCD?_goAD?Al,21,59,6,8.0981705521,2.0981705521,1.349695092,Solved
THOPG_HGMcT?pG?FwaAEAaCCBU@ABOo@gCkB,21,59,6,8.0981679802,2.0981679802,1.3496946634,Solved
THO\M_ge?Eo?_??[D@w`WH?tQBAGc_QGPCk?,21,58,6,8.0981515189,2.0981515189,1.3496919198,Solved
THO\EagE?DchoDE_Wa?BBPAEg?G@BG_SgBOB,21,59,6,8.098145555,2.098145555,1.3496909258,Solved
THO\M?geAC_lSGEQY?_Ic??[IEKHOGF_O_@q,21,60,6,8.0981440417,2.0981440417,1.3496906736,Solved
THO\M?geAC_lsGEQW?_IcG?[GEKGOGF_?_@r,21,59,6,8.0981433649,2.0981433649,1.3496905608,Solved
THOWM?BGEC@AhHScTO?`P@SDQCKH_GAJCgGH,21,57,6,8.0981380773,2.0981380773,1.3496896796,Solved
THOXM_B`KcT??p@JW?Wp@AE_c?Y?WH?e?Q?b,21,57,6,8.0981247194,2.0981247194,1.3496874532,Solved
THOXC_J?Kc@JhGcCTAAI_AAsO_mC_IIB?ADS,21,58,6,8.0981047946,2.0981047946,1.3496841324,Solved
THO[I__e?FwcaWsATG?Cc?@[?`os?X?[CDoG,21,59,6,8.0981045776,2.0981045776,1.3496840963,Solved
THOXC_J?Mc@JhGcCTAAI_AAsO_mC_IIB?ADS,21,59,6,8.0981022861,2.0981022861,1.3496837144,Solved
THOXM_JhMCD??tc?_ga@BI?WCIG@IKS?_OOJ,21,57,6,8.0980923118,2.0980923118,1.349682052,Solved
THOWG_JSCH_OPPs_CCOOZaCG`HMI?dU???sE,21,57,6,8.0980658875,2.0980658875,1.3496776479,Solved
THoWG_JCdHsO@@ASYOD@A?BWOA\E?II?o?qb,21,58,6,8.0980537331,2.0980537331,1.3496756222,Solved
T@OWC_J@Ec@JhHsCTOA_dXO?_wCS?yM???Dh,21,59,6,8.0980389715,2.0980389715,1.3496731619,Solved
THOWC_JhMcD??t@HI?\S@OOSIOmK??`GScGD,21,59,6,8.0980207735,2.0980207735,1.3496701289,Solved
THOWE_JhMcD??t@JGOLODp`AOC_GOg_EOb?B,21,59,6,8.0980128847,2.0980128847,1.3496688141,Solved
THO\M_geA?_lsGI??YGBQ_@PCOWs?o?KMCg`,21,59,6,8.0980123955,2.0980123955,1.3496687326,Solved
THOXK_J?MC@BhHscTAAI_CAc?hpQ?YG_CACh,21,60,6,8.0980048483,2.0980048483,1.3496674747,Solved
T@OWK_JhMcT?SdPOY??QoG_K?k?CBjI?IGBH,21,59,6,8.0979955711,2.0979955711,1.3496659285,Solved
TH?XI_ge?FWChO?E_]DOOC`VC@_?JcU?D?QH,21,58,6,8.0979649386,2.0979649386,1.3496608231,Solved
THOXK_J?MC?JhHscTAAI_CAc?hPO?]G_CACh,21,59,6,8.0979636129,2.0979636129,1.3496606021,Solved
THOXG_J?Cc@JhHscTA?AVpO@?w?`HPO_qB?B,21,60,6,8.0979408847,2.0979408847,1.3496568141,Solved
THOWK_JOd?cOPPATQOH@ds@Ec@?SOO_gL?g`,21,58,6,8.097929233,2.097929233,1.3496548722,Solved
THOXG_ge?FWChO?E_]DOOC`VC@_GJcU?D?QH,21,59,6,8.0979283486,2.0979283486,1.3496547248,Solved
THoWK_ISdGSOPPASYO@?B`KC?LgOsaE?KOd@,21,59,6,8.0979275821,2.0979275821,1.349654597,Solved
THOXG_J?EC@JhHscTAAI_CMA_?WAFUI_?O_d,21,59,6,8.0979272099,2.0979272099,1.349654535,Solved
THO[M?geAC_lsGgA?]??Fo@C`OOu?O`OW?Fb,21,59,6,8.0979113854,2.0979113854,1.3496518976,Solved
TH?WE_J@Mc?BhHocTA?M@CHSJCD?_goID?Ak,21,59,6,8.0979095289,2.0979095289,1.3496515882,Solved
THOXK_J?Mc?JhHsCTAAI_C?gADLO_?E?S?hp,21,58,6,8.097906866,2.097906866,1.3496511443,Solved
T@OWK_JhMcT?SdXOY??QoG_K?lCOCPC@hD?B,21,59,6,8.0979059592,2.0979059592,1.3496509932,Solved
THOXK_J?Kc?JhHsCTAAI_CGKADLO_G?T`B?B,21,58,6,8.0978949014,2.0978949014,1.3496491502,Solved
THO\M?geAC_LsGEQY?_IcG?[IEKHOGF_O_@q,21,61,6,8.0978870264,2.0978870264,1.3496478377,Solved
THOXK_J?Kc?JhHsCTAAI_CGKADLO_G?T`B?J,21,59,6,8.0978807483,2.0978807483,1.3496467914,Solved
THOXK_J?Ec@JhGsCTAAI_CGCADGOSiI@IAOJ,21,59,6,8.0978554289,2.0978554289,1.3496425715,Solved
THoWM_JOd@sO?@HSg_OsC_?[GSGIOlC@DOcH,21,59,6,8.0978529741,2.0978529741,1.3496421624,Solved
T@O\M?ge?C_lsGx?B@G?mGOKB_OGOYD_QgCB,21,59,6,8.0978489261,2.0978489261,1.3496414877,Solved
THoWG_JSDHsOPOATYOH@E_cD@G?s?h?DCCcD,21,58,6,8.0978478405,2.0978478405,1.3496413068,Solved
THOLI__e?FwcaWOABO`IbD?OBoKh?@?MG?Gb,21,58,6,8.0978433922,2.0978433922,1.3496405654,Solved
T@OHMageAC_kt?x?ADGCKIOKOhQG_WC@C_M@,21,58,6,8.0978420966,2.0978420966,1.3496403494,Solved
THoWG_JSDHsOPPASYO@?FpGEb??@dGo?g?CJ,21,58,6,8.0978345394,2.0978345394,1.3496390899,Solved
THO\M__e?FwcOG?BC_WcCAWKYBAG_PAGmG`O,21,59,6,8.0978282625,2.0978282625,1.3496380437,Solved
THO\I_ge?FWchOO?aSKQ@?Fc_LOJ_E?PCY@H,21,61,6,8.0977817943,2.0977817943,1.3496302991,Solved
THoWC_JCdHsOPPh_?AY`HOq?g?gI_K_CG?cJ,21,58,6,8.097781652,2.097781652,1.3496302753,Solved
THOWA_BHGc@Bh@scTOE?o?Qwg?WEGG`HBCGB,21,57,6,8.0977711583,2.0977711583,1.3496285264,Solved
THOWK_JHIc@Jh@ocTOAI@GID?OC_GW`E_H@K,21,58,6,8.0977500597,2.0977500597,1.3496250099,Solved
T@OWG_JhMcT?SdXOYC?Q_G_K?lCOCPC@hDCB,21,59,6,8.0977320633,2.0977320633,1.3496220106,Solved
THOX?_J@Mc?JhHoCTAAI@po?G@D@?gSI_OAk,21,57,6,8.0977163648,2.0977163648,1.3496193941,Solved
THO\M_geAC_LsGI??YGBQ_@PCOWs?p?KKCG`,21,58,6,8.0977137607,2.0977137607,1.3496189601,Solved
THO\M?geAC_lsGEQY?_GcG?[GEKGOGF_O_@r,21,60,6,8.0977094533,2.0977094533,1.3496182422,Solved
T@OWC_J@Ec@JhHscT?A_dX??_WCS?yM?G?Dh,21,58,6,8.0977023237,2.0977023237,1.349617054,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_?@Pg@?J,21,59,6,8.0977018036,2.0977018036,1.3496169673,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_G@Pg@?J,21,60,6,8.0977017875,2.0977017875,1.3496169646,Solved
THoGK_JSdGsOPOATGX?@E_?KWA_Hg]g?_a@L,21,59,6,8.0976839498,2.0976839498,1.3496139916,Solved
THOWA_BHGc@Bh@scTOE?o?Qwg?WEGG`HbCGB,21,58,6,8.0976809558,2.0976809558,1.3496134926,Solved
THoOC_JSdGcOPPATGX@@Ec?Ke@MK?_@gSGAd,21,59,6,8.0976765184,2.0976765184,1.3496127531,Solved
THOWK_JOcHsOPPATWOH@De_COadGAI?WSHOP,21,60,6,8.0976676039,2.0976676039,1.3496112673,Solved
THoWC_JSdHsOP@h_?EWO@POCBIO`E_QgFO?c,21,59,6,8.0976451143,2.0976451143,1.349607519,Solved
THoWC_HSdHsOPPADQO@?F@GCf??@FIAR?Y?J,21,58,6,8.0976400405,2.0976400405,1.3496066734,Solved
THoWC_JSdGcOPPATGX@@Ec?Ke@MG?_@gSWAd,21,60,6,8.0976313013,2.0976313013,1.3496052169,Solved
T@O\M_geAC_hsGI??YGBQ_@PCOWs?p?KMCg`,21,59,6,8.0976282325,2.0976282325,1.3496047054,Solved
THoWC_JSdHsOPPADQ?@?FPGCf??@DIAR?Y?J,21,58,6,8.0976249918,2.0976249918,1.3496041653,Solved
THoWC_JCdHsOPPh_?AY`HOQ?g?gI_kcCG?cJ,21,59,6,8.0976125302,2.0976125302,1.3496020884,Solved
TGoWK_B?Mc?BSchHsa?p@pC?ACXOoGACSiC@,21,57,6,8.0976094938,2.0976094938,1.3496015823,Solved
TGOWM_JOdHsOATc??ehCESGCwO?APhGCPA@B,21,58,6,8.0976090929,2.0976090929,1.3496015155,Solved
THOXK_J?Mc?JhHsCTAAI_CGK?DLO_G?TgB?J,21,59,6,8.097603506,2.097603506,1.3496005843,Solved
THOXK_J?Ec@JhHsCT?AI_CGKADLO_AI?S?It,21,59,6,8.0975720063,2.0975720063,1.3495953344,Solved
THoWE_JSc@sO@HH_WOOAiE?M?RGMOQGWGg?r,21,60,6,8.0975719578,2.0975719578,1.3495953263,Solved
THoWC_JSdHsOP@c?_EI?XHOGGTKc?p?DCF?P,21,58,6,8.0975674276,2.0975674276,1.3495945713,Solved
