g6,n,edges,alpha,theta,gap,ratio,status
THO\I__e?FwcaWSABS@A??du?@qH_C?Ac_M@,21,58,6,8.1059941822,2.1059941822,1.3509990304,Solved
T@OWC_J@Ec@BhHscTOA_dX??_wCS?yM???Dh,21,58,6,8.105970719,2.105970719,1.3509951198,Solved
THO[I__e?FwcaWsADGACc?@[?`os?X?SCDoH,21,59,6,8.1059698737,2.1059698737,1.350994979,Solved
T@O\K_geAC_lsGw?@GOCJ@IYc?_BQI_?w?UB,21,59,6,8.1059663355,2.1059663355,1.3509943892,Solved
THoWK_JS@HS?_AE@ggHSC?VFQ?H@`?Eq?CEF,21,58,6,8.1059410745,2.1059410745,1.3509901791,Solved
THoWC_JSdHsOPP@TO?ICP?CgHC]K?G`CCi@H,21,59,6,8.1059170529,2.1059170529,1.3509861755,Solved
TH?XA_JhMcT??tE?_`a@A`oFE???b\AB?GAT,21,58,6,8.1058581986,2.1058581986,1.3509763664,Solved
THO\I__e?FwcaWSA@S@I??du?@qGcHOWA?@P,21,58,6,8.1058450653,2.1058450653,1.3509741775,Solved
THoWC_JScHcOPPATGX@@Ec?Ke@MK?_@gSGAd,21,60,6,8.1058317458,2.1058317458,1.3509719576,Solved
THO[I__e?FwcaWsADGACc?@[C`os?H?[CDOH,21,59,6,8.1058300276,2.1058300276,1.3509716713,Solved
T@OKMagAADchoDE_?k@C`eAD?`PCDOA_N_@`,21,58,6,8.1058187454,2.1058187454,1.3509697909,Solved
THoWM_JSd@oO?@HSg_OsC_?[GSGIOlC@COcH,21,58,6,8.105811488,2.105811488,1.3509685813,Solved
T@OWC_J@Ec@JhHscT?A_dXO?_WCS?yM?G?dg,21,59,6,8.1058114878,2.1058114878,1.3509685813,Solved
THO\M?geAC_lsGEQY?_GcG?[GEKGOGF_O_@q,21,59,6,8.1057743475,2.1057743475,1.3509623913,Solved
THO\I_ge?DWch?OAaSKQ??Fc_TOADGJaB?GB,21,58,6,8.1057539742,2.1057539742,1.3509589957,Solved
THOKMa_EADchoDC__KHC`aATS_OVC@G?UGCc,21,59,6,8.1057501543,2.1057501543,1.350958359,Solved
T@?WK_JhMcT?SdXOYC?Q_G_K?lCOCPC@hDCB,21,59,6,8.1057302452,2.1057302452,1.3509550409,Solved
THoWK_JS`HSO_AE@ggHUC?FFO?H@`?EQGCEB,21,58,6,8.1056690558,2.1056690558,1.3509448426,Solved
THOPG_H?McT?pG?FwaAEAeCCBU@ABOo@gCkB,21,59,6,8.1056396289,2.1056396289,1.3509399381,Solved
THOX?_J@Mc?JhHsCTA?AV`o?ADA`@]A?Gg?X,21,59,6,8.1056117201,2.1056117201,1.3509352867,Solved
THOWK_JScHsOPPs_CCOOZaCG`HIE?o`GEGO@,21,59,6,8.1055736557,2.1055736557,1.3509289426,Solved
THoWM_JOd@sO?@HSg_OsC_?[GSGIOlC@DO_H,21,58,6,8.105559457,2.105559457,1.3509265762,Solved
THoWC_JCdHsOPPh_?AY`HOq?g?_I_k_CG?cJ,21,58,6,8.1055488292,2.1055488292,1.3509248049,Solved
THO\M?geAC_lsGEQW?_IcG?[GEKGOGF_O_@q,21,59,6,8.1055470057,2.1055470057,1.350924501,Solved
THO[I__e?Fw_aWsADGACc?@[C`os?X?[CDoH,21,60,6,8.1055080803,2.1055080803,1.3509180134,Solved
THOPG_HGMcT?pG?FwaAEAaCCBU@AAOo@gCkB,21,58,6,8.1055043904,2.1055043904,1.3509173984,Solved
THoWC_JSdHsOPP@TO?ICP?KgGC]K?G`DCi@@,21,59,6,8.1055011849,2.1055011849,1.3509168641,Solved
TGoXM_J?Mc@JScg@sa@o??`K?g?I?iHAQoOD,21,58,6,8.1054898361,2.1054898361,1.3509149727,Solved
THOXM_J@Gc?JOch@sA?oD?IWD?MCGs@OiWAC,21,58,6,8.1054776579,2.1054776579,1.350912943,Solved
THO\M?geAC_hsGI??YGBQ_@PCOWs?p?KKCg`,21,58,6,8.1054695658,2.1054695658,1.3509115943,Solved
THO\I_ge?FWchOO?aCKQ@?Fc_LOJ_E?PCY@H,21,60,6,8.1054536763,2.1054536763,1.3509089461,Solved
T@?WK_JhMcT?SdXOY??QoG_K?lCOCPC@hDCB,21,59,6,8.1054112705,2.1054112705,1.3509018784,Solved
THO[I__e?FwcaWsADGACc?@[?`os?X?[CDoH,21,60,6,8.1054013195,2.1054013195,1.3509002199,Solved
THOGK_JSdHsOADc??ChCEOQKdOa@AMG@_Y?I,21,57,6,8.1053864109,2.1053864109,1.3508977351,Solved
TH?XA_J@Mc?BhHocTA?M?CHSJCD?_goAD?Al,21,58,6,8.1053791179,2.1053791179,1.3508965196,Solved
THO[I__e?FwcaWsADGACc?@[C`os?X?[CDoG,21,60,6,8.1053727942,2.1053727942,1.3508954657,Solved
THoWC_HSDHcOPPc_`IhHA_DDBGHSc?`?FE?@,21,58,6,8.1053685574,2.1053685574,1.3508947596,Solved
THoWK_JSdHsO@Pc?G@gOdOG_@S@@EKC?s_@[,21,57,6,8.1053591877,2.1053591877,1.3508931979,Solved
THoWC_JScHsOPPATGX@?Ec?Ke@MK?_ODG?cJ,21,59,6,8.1053554557,2.1053554557,1.350892576,Solved
THoW?_JSd?sO?P@AyCHEA@CkYIAIGMKC??pB,21,58,6,8.1053440145,2.1053440145,1.3508906691,Solved
TGoWK_JOdHsOPP?_iC`QbKGOCSI_QKC@CWQ@,21,59,6,8.1053425251,2.1053425251,1.3508904209,Solved
THoOK_JS@HSO_CE@ggHUC?FFQ?H@`GEq@CE@,21,58,6,8.1053262311,2.1053262311,1.3508877052,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_?A?S?g`,21,57,6,8.105312326,2.105312326,1.3508853877,Solved
THO[I__e?FwcaWsADGACc?@[C`os?H?[CDoH,21,60,6,8.105305434,2.105305434,1.350884239,Solved
THoWC_JSdGcOPPATGX@@Ec?Ke@MG?_@gCGAd,21,58,6,8.1052848769,2.1052848769,1.3508808128,Solved
T@OWK_JhMcT?SdXOY??QoG_G?lCOCYIGOa?R,21,59,6,8.1052806648,2.1052806648,1.3508801108,Solved
THOXK_J?Mc@JhHsCTAAI_?AkADLO?A`@G@?J,21,58,6,8.1052665734,2.1052665734,1.3508777622,Solved
TG?X?_J@Cc@JhHscTAAM@OMAg?GcDUI?C?wT,21,59,6,8.1052659101,2.1052659101,1.3508776517,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_GA?S?g`,21,58,6,8.1052623343,2.1052623343,1.3508770557,Solved
T@OWE_JhMcD??t@JGQLO@p_AOc_GOg_EOb?B,21,58,6,8.1052617131,2.1052617131,1.3508769522,Solved
T@?WK_JhMcT?SdXOY??Qo?_K?lCOCXC@hDCG,21,58,6,8.1052602627,2.1052602627,1.3508767105,Solved
T@O[MagAADchoDE_?k@C`eAD?`PCDOA_N_@`,21,59,6,8.1052537997,2.1052537997,1.3508756333,Solved
THOWK_JSdHsOATc??ChCEOQGdO_@EMG@_Y?I,21,58,6,8.1052439852,2.1052439852,1.3508739975,Solved
TGoWK_JS@HSO_AE@ggHUC?FNQ?H@`?Eq?CEB,21,58,6,8.105239741,2.105239741,1.3508732902,Solved
TGoWG_JS`@sOOP@AwOGOT?TCi@DHcEGOOOcT,21,58,6,8.105239013,2.105239013,1.3508731688,Solved
THO\I_ge?FocHOSAPG??N_Go_K_s?gDf@COW,21,59,6,8.1052309369,2.1052309369,1.3508718228,Solved
TGoWK_JOdHsOPO?_iC`QbKGODSI_QKC@CWQ@,21,59,6,8.1052194897,2.1052194897,1.3508699149,Solved
THOWG?JSdHsOPPs?CCIIHACib??CQs`CCHS@,21,58,6,8.1052171415,2.1052171415,1.3508695236,Solved
THoGC_JCdHsOPPh_?CYAOC_KCSo`Ie??[hO`,21,59,6,8.1052129536,2.1052129536,1.3508688256,Solved
THOXK_J?Mc?JhHsCTAAI_?Ak?DLO_I`@GB?J,21,59,6,8.1052081347,2.1052081347,1.3508680225,Solved
TGO[MagEACcha@GSiSHcC_DKChL_OA?cG@_R,21,60,6,8.1052073317,2.1052073317,1.3508678886,Solved
THOWK_JOcHsOPPATWOH@EaCDOcGoD@I@QA?U,21,59,6,8.1051747406,2.1051747406,1.3508624568,Solved
THOXK_J?Kc@JhHsCTAAI_C?k?DLO_G@PHB?I,21,58,6,8.1051652066,2.1051652066,1.3508608678,Solved
THOXK_J?Kc@JhHsCTAAI_C?k?DLO_G@PHB?J,21,59,6,8.1051652036,2.1051652036,1.3508608673,Solved
THOXK_J?Ec@JhHsCTAAI??AcADII_DO?SO_t,21,58,6,8.1051282815,2.1051282815,1.3508547136,Solved
THO[MagEADc`oDC__kHC`aASJCA`?g?iC_?L,21,59,6,8.1051223384,2.1051223384,1.3508537231,Solved
T@OLM_geAC_lcGiA?Y?GFw?CYCI@_gISD?F_,21,59,6,8.1051010118,2.1051010118,1.3508501686,Solved
THOWK_JHMc@Jh?cCTO?I@A_sAD?`DL@?h?OJ,21,58,6,8.1050997141,2.1050997141,1.3508499524,Solved
TGoWK_JOdHsOPP?_iC`QBKGODSI_QKC@CWQ@,21,59,6,8.1050893983,2.1050893983,1.3508482331,Solved
THOXM_B`K_T??p@JW?Gp@AE_d?Y?WH?e?Q?j,21,57,6,8.1050784982,2.1050784982,1.3508464164,Solved
THoWC_JSdHsOPPh_?AY`HOq?g?c_CGI_G?CJ,21,57,6,8.1050673023,2.1050673023,1.3508445504,Solved
THoWM_BScGsOATc_CEH?U?PKW_HCCMH?d?l?,21,59,6,8.1050670989,2.1050670989,1.3508445165,Solved
T@OWK_JhMcT?SdXOY??QoG_K?lCOCIIGOA?r,21,59,6,8.1050519035,2.1050519035,1.3508419839,Solved
THoWC_JS@HSO_AE@ggHSC?VFQ?K@`?Eq?CAF,21,57,6,8.1050330318,2.1050330318,1.3508388386,Solved
TGoOK_JCdHSOOPgKB@QGJB?o@W]C??`GKkO@,21,57,6,8.1050158297,2.1050158297,1.3508359716,Solved
THO\M_geA?_hsGI??YGBQ_@PCOWs?p?KMCg`,21,59,6,8.104990826,2.104990826,1.3508318043,Solved
TGO[MagEACcha@GSiSHcC_DKChLoOA?cG@_R,21,61,6,8.1049877966,2.1049877966,1.3508312994,Solved
THOWG_JSdHsOPPs?CCIIHACib??CQo`CCHS@,21,58,6,8.1049872833,2.1049872833,1.3508312139,Solved
T@oWK_JSdHsOPOO_Gc`ABACcOb?AYPO?MO?h,21,57,6,8.1049862726,2.1049862726,1.3508310454,Solved
THOXA_JhMCT??tC?_`a@B`oCH@_oSUC?GCd@,21,57,6,8.1049778885,2.1049778885,1.3508296481,Solved
THOXM_BhKcT??t?HY?XOPOAoCcWIAa?oMW?G,21,59,6,8.1049702961,2.1049702961,1.3508283827,Solved
THOWC_JSdGsOPPATY??@FH_QY?QGGG@_SGI`,21,57,6,8.1049285399,2.1049285399,1.3508214233,Solved
TGO[MagEACcha@GSiSHcC_DKChL_OA?cGD_R,21,61,6,8.1049124849,2.1049124849,1.3508187475,Solved
THOXK_J?IC@JhHsCD?AI_CAmgWAI`CCGC?hp,21,59,6,8.1048861384,2.1048861384,1.3508143564,Solved
THOWC_JSdGsOPPATY??@FH_QY?QIGG@_SGI`,21,58,6,8.1048845804,2.1048845804,1.3508140967,Solved
THoWC_JSdGcOPPATGX?@Ec?Ke@MG?_@gSWAd,21,59,6,8.1048510985,2.1048510985,1.3508085164,Solved
THoWE_BSDHc?ADs_ccS?hE?C@LKC`HECPCcA,21,58,6,8.1048449517,2.1048449517,1.3508074919,Solved
THOWC_JhMcD??t@HI?\S@OOSGOmK??`GScGD,21,58,6,8.1048317888,2.1048317888,1.3508052981,Solved
TGoWK_BSdHsOPP__iC`QbM?O?sA?QGC@Uc?D,21,58,6,8.1047807801,2.1047807801,1.3507967967,Solved
THO[I__e?FwcaWsATG?Cc??[Y_H?SGJ_O?Dr,21,59,6,8.1047596935,2.1047596935,1.3507932823,Solved
THoWM_JOd@sO?@HSgcOsC_?[GSGIOlC@CO_H,21,58,6,8.1047436727,2.1047436727,1.3507906121,Solved
THOWK_HhMCT??t@JI?\S@OOSAcgooU`??c?D,21,59,6,8.1047359636,2.1047359636,1.3507893273,Solved
THOWK_ISdHsOATs??CHCEaCNCAaIG?`?kJH@,21,59,6,8.1047014866,2.1047014866,1.3507835811,Solved
THoWC_JSdHsOADc??ChCEOQKdO_@EMG@_Y?I,21,58,6,8.1046897254,2.1046897254,1.3507816209,Solved
THoWM_JOd@sO?@HSg_OsC_?[GSGIOlC@COcH,21,58,6,8.1046615704,2.1046615704,1.3507769284,Solved
THO\I__c?FWchOOE_]C_AIBKGaOCIKp?DCW@,21,59,6,8.1046215308,2.1046215308,1.3507702551,Solved
THO[I__e?FwcaWsATG?Cc?@[Y?HGSGJ_O?@r,21,59,6,8.1046086189,2.1046086189,1.3507681032,Solved
TGoXA_J@Ac@BhHscSA?K@G@U@WKMG?@PSWAT,21,59,6,8.1045895273,2.1045895273,1.3507649212,Solved
THOXK_J?Mc?JhHsCTAAI_?AkADLO_G`@GB?J,21,59,6,8.1045844775,2.1045844775,1.3507640796,Solved
THoWM_BScGsOATc_CeH?U?PKW?HCCMH?d?l?,21,59,6,8.1045672009,2.1045672009,1.3507612001,Solved
THO[MagEADc@oCC__kHC`aASJCA`?g?iCcAL,21,59,6,8.1045649701,2.1045649701,1.3507608283,Solved
T@OWC_J@Ec@JhHscT?A_dX??_wCS?qM???Dh,21,57,6,8.1045353379,2.1045353379,1.3507558897,Solved
THoWE_JSc@sO@HH_WOOAiE?E?RGMOQGWGg?r,21,59,6,8.1045234563,2.1045234563,1.3507539094,Solved
THOXK_J?Mc@JhHoCTAAA_?AkADLO?a`@GD@J,21,59,6,8.1045224563,2.1045224563,1.3507537427,Solved
THOXM_BHMCT??p@HW?Wp@AE_B@X?UC`?D?SD,21,57,6,8.1045126412,2.1045126412,1.3507521069,Solved
T@O[M_geAC_lsGiA?gId@?oOcGKOGhCDD_SG,21,59,6,8.1045096081,2.1045096081,1.3507516014,Solved
T@OW?_JhMcT?SdXOY??QoG_KCkGCBiM?AGAB,21,58,6,8.1044891505,2.1044891505,1.3507481918,Solved
THOWK_JOcHcOPPATWOH?De_COadGAI?WSHOP,21,58,6,8.1044712521,2.1044712521,1.3507452087,Solved
TGO[MagEACcha@GSiSHcC_DKChLoOA?cGD_R,21,62,6,8.1044587528,2.1044587528,1.3507431255,Solved
TGoXM_J?Mc@JScg@sa@o_?`K?g?I?iHAQoOD,21,59,6,8.1043715264,2.1043715264,1.3507285877,Solved
THOXK_J?IC@JhHscD?AI_C?mgWAI`CCGSOgo,21,59,6,8.104363629,2.104363629,1.3507272715,Solved
THOKMa_CADchoDC__kHC`aATS_OVC@G_U?CD,21,59,6,8.1043586625,2.1043586625,1.3507264437,Solved
THOXG_J?Cc@JhHscTA?AV`?@?w?`HPO_rB?B,21,59,6,8.1043373126,2.1043373126,1.3507228854,Solved
THO\I_ga?Bwcs?@SC@WCEaOG_SWoHaGOSAaD,21,58,6,8.1042967434,2.1042967434,1.3507161239,Solved
THoWM_H?dGsOATo_ccI?hCIUOOA@WH?CWI?R,21,58,6,8.1042925952,2.1042925952,1.3507154325,Solved
T@OLEageAC_gt?x?@WG@d@oCgIGhPB?gSODC,21,59,6,8.1042897187,2.1042897187,1.3507149531,Solved
THOW?_JhMcT??t?JA?\S@OOOEC_s_PAONCa@,21,58,6,8.1042707916,2.1042707916,1.3507117986,Solved
THOLMagE??_dAAS`_[T?C?C^CAHQOO_HlCgO,21,58,6,8.1042697312,2.1042697312,1.3507116219,Solved
THOWG_JSdHsOP@ATWOH?Da_Ec@AAWOO_kOaK,21,58,6,8.1042431094,2.1042431094,1.3507071849,Solved
TGoOK_JCdHSOOPgKB@QGJB?o@W]C@O`GCkO@,21,58,6,8.1042320111,2.1042320111,1.3507053352,Solved
THOXK_J?AC@JhHscT?AI_CAmgWAG`CCGS?ho,21,59,6,8.1042268673,2.1042268673,1.3507044779,Solved
THOWK_JOcHsOPPATWOH?De_COqDGAI?OSHOP,21,58,6,8.1041877005,2.1041877005,1.3506979501,Solved
TGoWK_HSdHsOPP__B@`OaPGXOd?E@K?_Sq_@,21,58,6,8.1041646712,2.1041646712,1.3506941119,Solved
THOWK_JSdHsOADc??ChCEOQKdO_@EMG@_Y?I,21,58,6,8.1041628312,2.1041628312,1.3506938052,Solved
THoGC_ISdHsOPPH_GH?oF@DGU?d??wQiJO`?,21,59,6,8.1041600626,2.1041600626,1.3506933438,Solved
THoWK_JS@HSO_AE@ggHUC?FFQ?H@`?Eq?CEB,21,58,6,8.1041301831,2.1041301831,1.3506883638,Solved
THOWK_ISdHsOATS??ChCEaCNC?aIGO`?Kj@@,21,58,6,8.104110817,2.104110817,1.3506851362,Solved
THO\M_geAC_hsGI??YGBQ_@PCOWs?o?MMCg`,21,60,6,8.1040758542,2.1040758542,1.350679309,Solved
THOXM__E?Fwc?teASaA@FegA?OOBAHOOH??j,21,59,6,8.1040713495,2.1040713495,1.3506785582,Solved
THO\M?geAC_LsGEQY?_Ic??[IEKGOGF_O_@q,21,59,6,8.1040640436,2.1040640436,1.3506773406,Solved
THoWE_JSdHs?@Hh_OOOAaE?KBKHO@aKGOO`B,21,58,6,8.1040594562,2.1040594562,1.350676576,Solved
THOWK_JOdHoOPOs_C?WAX`KIi??`K??A{HS@,21,57,6,8.1040507248,2.1040507248,1.3506751208,Solved
THOW?_JhMcT??t@JA?\S@OOOEC_s_PAONCA@,21,58,6,8.1040363787,2.1040363787,1.3506727298,Solved
THO\I?ge?FwchOs??W_Ba?Ax??W`DKq?G?LB,21,58,6,8.1040352749,2.1040352749,1.3506725458,Solved
THOXG_J?EC@JhHscDAAI_CMA_?WAFUI_?O_d,21,58,6,8.1040314339,2.1040314339,1.3506719056,Solved
T@OWK_JhMcT?SdXOY??Qo??K?lCOCXC@hDCG,21,58,6,8.1040270138,2.1040270138,1.350671169,Solved
THOXI_BhKCT??t@HW?XQPOE@?BCs?WGGwWgC,21,58,6,8.1040117147,2.1040117147,1.3506686191,Solved
THOHM_J@Gc@JOch@sA?oD?IWD?MCGs@OiWAC,21,58,6,8.1040086449,2.1040086449,1.3506681075,Solved
THOXK_J?AC@JhHscT?AI_CAmgWAG`CCGS?hp,21,60,6,8.1040033466,2.1040033466,1.3506672244,Solved
THOXI_ge?FWChO?E_]DOOC`VC@_?JcS?D?QH,21,58,6,8.1039933797,2.1039933797,1.3506655633,Solved
THoWC_JSdGcOPPATGX@@Ec?Ke@MG?_@gCWAd,21,59,6,8.1039761856,2.1039761856,1.3506626976,Solved
THO\I?ge?FwchOs??W_Ba?Ax??W`DKq?G_LB,21,59,6,8.1039669431,2.1039669431,1.3506611572,Solved
T@OKEageAC_hp?x?@WG@d@oCgIGhPB?gSQDC,21,59,6,8.1039152165,2.1039152165,1.3506525361,Solved
THO\M?geAC_LsGEQY?_IcG?[IEKGOGF_O_@q,21,60,6,8.1039120261,2.1039120261,1.3506520043,Solved
T@?[MAgWac?B@Pe@RAQCBHQCPcPUGEG?C?rH,21,59,6,8.1038903187,2.1038903187,1.3506483865,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_?E?S?g`,21,58,6,8.103865073,2.103865073,1.3506441788,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_GE?S?g`,21,59,6,8.1038609431,2.1038609431,1.3506434905,Solved
THOWE_IGKcT?pG?Ewa?sA?t_f@?`HGJI?_GJ,21,58,6,8.1038597675,2.1038597675,1.3506432946,Solved
TGoWK_JS`HSO_AE@ggHUC?FNO?H@`?EQGCEB,21,58,6,8.1038536835,2.1038536835,1.3506422806,Solved
THoWK_JODGsOPPATQO@?F_KDC@GOTGE_cOcD,21,58,6,8.1038496843,2.1038496843,1.3506416141,Solved
THOKMa_CADchoDC__kHC`aATS_OVC@G_UGCD,21,60,6,8.1038493732,2.1038493732,1.3506415622,Solved
THoWK?JScHsOPOs_CCII@ACgaGW?YpQ_EOAD,21,59,6,8.1038005286,2.1038005286,1.3506334214,Solved
TGoHM_J?Mc@JScg@sa@o??`K?gGI?iHAQoOD,21,58,6,8.1037876647,2.1037876647,1.3506312775,Solved
TH?XA_J@Mc?BhHocTA?M?CHSJCD?_goID?Al,21,59,6,8.1037247586,2.1037247586,1.3506207931,Solved
THOXG_J?Cc@JhHscDA?AVpO@?w?`GTO?nB?_,21,59,6,8.103705669,2.103705669,1.3506176115,Solved
THOXC_@hMcT??t@JI?\O@?OCOaOSa]G?WAcg,21,58,6,8.1036865648,2.1036865648,1.3506144275,Solved
THOWK?JSdHsOPO?DSCWOSPOOA?w`KKc?_h@D,21,57,6,8.1036851838,2.1036851838,1.3506141973,Solved
TGoHM_J?Mc@JScg@sa@o_?`K?gGI?iHAQoOD,21,59,6,8.1036692032,2.1036692032,1.3506115339,Solved
THOWC_JHMC@JhHsCTOAI@?_qg?G@QicGG?Oj,21,59,6,8.1036139842,2.1036139842,1.3506023307,Solved
THOXK_J?IC@JhHsCD?AI_CAmgWAG`CCGC?`t,21,58,6,8.1035834859,2.1035834859,1.3505972476,Solved
THOXG_J?Cc@JhHscTA?AVpO@?w?`H@O_qA?B,21,58,6,8.1035653503,2.1035653503,1.3505942251,Solved
THOXG_J?Cc@JhHscTA?AVpO@?w?`H@O_qB?B,21,59,6,8.1035617819,2.1035617819,1.3505936303,Solved
THO[I__e?FwcaWsATG?Cc?@[?`os?H?[CDoH,21,59,6,8.103498295,2.103498295,1.3505830492,Solved
THOXM_B`KcT??p@JW?Gp@AEac?Y?WH?e?Q?b,21,57,6,8.1034788444,2.1034788444,1.3505798074,Solved
THOWK_JHEC@JhHsCTOAI@?_qg?G@OicGG?Oj,21,58,6,8.1034765366,2.1034765366,1.3505794228,Solved
THoWC_JSdHsOP@h_?EWOHPOCBIO`E_OgEO?h,21,59,6,8.103475599,2.103475599,1.3505792665,Solved
TH?XG_ge?FWChO?E_]DOOC`VC@_GJcU?D?QH,21,58,6,8.1034533551,2.1034533551,1.3505755592,Solved
THO\M_geAC_lsGI??YGBQ_@PCOWs?o?KMCG`,21,59,6,8.1034420168,2.1034420168,1.3505736695,Solved
THOWK_JOcHsOPPATWOH?De_COadGAI?WSHOP,21,59,6,8.1034297791,2.1034297791,1.3505716299,Solved
THOWK_JSdHcOPPATSOMHAE@?Oa`?csO?L@GH,21,59,6,8.1034075664,2.1034075664,1.3505679277,Solved
THoWM_JSd@sO?@HOg_OsC_?SGSGIOlC@COcH,21,57,6,8.1033946375,2.1033946375,1.3505657729,Solved
THO\I_ge?EwchOs?C@_FB?IOBCG?UK_@DCOX,21,58,6,8.1033883334,2.1033883334,1.3505647222,Solved
THoOC_JSdHcOPPATGX@@Ec?Ke@MK?_ODG?cJ,21,59,6,8.1033662731,2.1033662731,1.3505610455,Solved
THoWM_JSd@sO?@HSgcOsC_?SGSGIOlC@CO_H,21,58,6,8.1033298743,2.1033298743,1.350554979,Solved
T@OWM?BGEC@AhHscTO?`P@SDQCKH_GAJCgGH,21,57,6,8.1033222235,2.1033222235,1.3505537039,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_?@PG@?J,21,58,6,8.1032899171,2.1032899171,1.3505483195,Solved
THO\M?geAC_lSGEQY?_Gc??[IEKHOGF_O_@q,21,59,6,8.1032891042,2.1032891042,1.350548184,Solved
THoWM_H?dGsOATo_ccI?hCGUOOa@WH?CWI?R,21,58,6,8.1032789631,2.1032789631,1.3505464939,Solved
THO[I__e?FwcaWsATG?Cc?@[Y?HGSGJ_O?Dr,21,60,6,8.1032532784,2.1032532784,1.3505422131,Solved
THOXK_J?Mc@JhHsCTAAI_C?kADLO_G@PG@?J,21,59,6,8.1032389686,2.1032389686,1.3505398281,Solved
THOGK_JSdHsOATc??ChCEOQGdOa@EMG@_Y?I,21,58,6,8.1032357491,2.1032357491,1.3505392915,Solved
THOWK_JOcHsOPPATWOH@De_COa`GAI?WSHOP,21,59,6,8.103234886,2.103234886,1.3505391477,Solved
THOXI_JhKCT??t?HY?XOPOEOD@OHGq?SMY?G,21,59,6,8.1032324604,2.1032324604,1.3505387434,Solved
THO\MagE?DchoDE_Wa?BBPAEg?G@BG_SgBOI,21,60,6,8.1032159934,2.1032159934,1.3505359989,Solved
THOOM_@HMC@JhGsCTO?`P?@wJOPDG?pORC?R,21,59,6,8.1032158857,2.1032158857,1.350535981,Solved
THOWC_JSdGsOP@ATYO?@FH_QY?QIGG@_SGI`,21,58,6,8.1032030503,2.1032030503,1.3505338417,Solved
THO[I__e?FwcaWsATG?Cc?@[Y_H?SGJ_O?Dr,21,60,6,8.1031900637,2.1031900637,1.3505316773,Solved
THOXM_BhKCT??t?HY?XOPOAoCcWIAa?oMY?G,21,59,6,8.103162225,2.103162225,1.3505270375,Solved
THOXK_J?Mc?JhHsCTAAI_?AkADDO_A`@GB?J,21,58,6,8.1031513561,2.1031513561,1.350525226,Solved
THOWM_BhMCP??t@JG?\S?cGGHWGpOAGCsACe,21,59,6,8.1031396522,2.1031396522,1.3505232754,Solved
T@O\M?ge?C_lsGx?B@G?mGOKB_OGOYC_QgCB,21,58,6,8.1031049832,2.1031049832,1.3505174972,Solved
THoWM_JSd@sO?@HSg_OsC_?SGSGIOlC@DO_H,21,58,6,8.1030923524,2.1030923524,1.3505153921,Solved
THO\I__e?FwcaWSA@S@I??du?@pOWK?AdCQ@,21,59,6,8.1030855332,2.1030855332,1.3505142555,Solved
THOXK_J?Mc?JhHsCTAAI_?AkADLO?I`@GB?J,21,59,6,8.1030711637,2.1030711637,1.3505118606,Solved
T@OWK_JhMcT?SdPOY??QoG_K?k?CBjI?IGBG,21,58,6,8.1030553585,2.1030553585,1.3505092264,Solved
THO[I__e?EwcaWsATGACc?@[?`os?X?SCDoH,21,59,6,8.1030188832,2.1030188832,1.3505031472,Solved
THO\I__e?FwcaWsATG?Cc??[Y_HGSGJ_O?@r,21,60,6,8.1029948316,2.1029948316,1.3504991386,Solved
THOXK_J?IC@JhHscD?AI_C?mgWAI`CCGSOg`,21,59,6,8.1029600183,2.1029600183,1.3504933364,Solved
THOWK_HhMCT??t@JA?\S@OOS?cgooUD??d?F,21,59,6,8.1029470837,2.1029470837,1.3504911806,Solved
THoWC_JSdHsOPPh_?AY`HOq?_?k_CGI_GG@J,21,58,6,8.1028868685,2.1028868685,1.3504811447,Solved
THOWG_J`McT??t?HY?WOSGoLD@Cs?LI?_?PJ,21,58,6,8.1028552053,2.1028552053,1.3504758675,Solved
THoWC_JSdHsOPPc_`WAGB?LC?AhM?GOaDO_D,21,58,6,8.1028416421,2.1028416421,1.350473607,Solved
THOXK_J?IC@JhHscT?AI_CAmgWAI`CCGS?go,21,60,6,8.1028280358,2.1028280358,1.3504713393,Solved
THoGG?JODHsOATs_wg?`GhSCZ??ig@@D@?GT,21,58,6,8.1028010439,2.1028010439,1.3504668406,Solved
THOXG_J?McT?pG?EwaAEAeCCBU@ABDI_??kB,21,58,6,8.102795137,2.102795137,1.3504658562,Solved
THOWK_J?Mc@BhHsCTAAI_?AkADII_GEIAg?B,21,58,6,8.1027939022,2.1027939022,1.3504656504,Solved
THoWC_JSdHsOPP@TS?ICP?KgGC]K?G`DCi@@,21,60,6,8.1027907704,2.1027907704,1.3504651284,Solved
THoWC_BSDHsOP@c_c?GUP?LJE?GM`@OASOac,21,58,6,8.1027806406,2.1027806406,1.3504634401,Solved
THO\M__e?FocOG?BC_WcCAWKYBAG_PAGmG`O,21,58,6,8.1027733608,2.1027733608,1.3504622268,Solved
T@OKAageAC_ht?x?@WG@d@oCgIG`PB?gSQDS,21,59,6,8.1027686562,2.1027686562,1.3504614427,Solved
TGoHA_J@Gc@Jh@scUA?M@G@U@OGHOQcCL?iO,21,58,6,8.1027613401,2.1027613401,1.3504602234,Solved
