g6,edges,alpha,theta,gap,ratio,status
H????B~,8,8,7.9999999986,-0.0000000014,0.9999999998,Solved
H???CB},8,7,7.0000000033,0.0000000033,1.0000000005,Solved
H???CB~,9,7,7.0000000002,0.0000000002,1.0000000000,Solved
H???E?~,8,7,6.9999999997,-0.0000000003,1.0000000000,Solved
H???EA},8,7,6.9999999979,-0.0000000021,0.9999999997,Solved
H???EA~,9,7,7.0000000007,0.0000000007,1.0000000001,Solved
H???EB},9,7,7.0000000004,0.0000000004,1.0000000001,Solved
H???EB~,10,7,7.0000000007,0.0000000007,1.0000000001,Solved
H???F?^,8,7,6.9999999998,-0.0000000002,1.0000000000,Solved
H???FA],8,7,6.9999999998,-0.0000000002,1.0000000000,Solved
H???FA^,9,7,7.0000000003,0.0000000003,1.0000000000,Solved
H???FB],9,7,6.9999999993,-0.0000000007,0.9999999999,Solved
H???FB^,10,7,7.0000000017,0.0000000017,1.0000000002,Solved
H???FB},10,7,7.0000000031,0.0000000031,1.0000000004,Solved
H???FB~,11,7,7.0000000023,0.0000000023,1.0000000003,Solved
H???FaM,8,7,7.0000000000,0.0000000000,1.0000000000,Solved
H???FaN,9,7,6.9999999999,-0.0000000001,1.0000000000,Solved
H???FbM,9,7,7.0000000010,0.0000000010,1.0000000001,Solved
H???FbN,10,7,6.9999999994,-0.0000000006,0.9999999999,Solved
H???Fbm,10,7,7.0000000001,0.0000000001,1.0000000000,Solved
H???Fbn,11,7,7.0000000003,0.0000000003,1.0000000000,Solved
H???Fb},11,7,7.0000000016,0.0000000016,1.0000000002,Solved
H???Fb~,12,7,7.0000000002,0.0000000002,1.0000000000,Solved
H???Fre,10,7,7.0000000042,0.0000000042,1.0000000006,Solved
H???Frf,11,7,7.0000000000,0.0000000000,1.0000000000,Solved
H???Fru,11,7,7.0000000006,0.0000000006,1.0000000001,Solved
H???Frv,12,7,7.0000000002,0.0000000002,1.0000000000,Solved
H???Fr},12,7,7.0000000011,0.0000000011,1.0000000002,Solved
H???Fr~,13,7,7.0000000004,0.0000000004,1.0000000001,Solved
H???Fzy,12,7,6.9999999991,-0.0000000009,0.9999999999,Solved
H???Fzz,13,7,6.9999999979,-0.0000000021,0.9999999997,Solved
H???Fz},13,7,7.0000000004,0.0000000004,1.0000000001,Solved
H???Fz~,14,7,6.9999999998,-0.0000000002,1.0000000000,Solved
H???F~},14,7,6.9999999979,-0.0000000021,0.9999999997,Solved
H???F~~,15,7,6.9999999983,-0.0000000017,0.9999999998,Solved
H??CAB{,8,6,6.0000000010,0.0000000010,1.0000000002,Solved
H??CAB},9,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??CAB~,10,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CBA\,8,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CBA^,9,6,6.0000000039,0.0000000039,1.0000000007,Solved
H??CBB[,8,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??CBB\,9,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??CBB],9,6,6.0000000011,0.0000000011,1.0000000002,Solved
H??CBB^,10,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??CBB{,9,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??CBB|,10,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CBB},10,6,6.0000000018,0.0000000018,1.0000000003,Solved
H??CBB~,11,6,6.0000000082,0.0000000082,1.0000000014,Solved
H??CBaL,8,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??CBaN,9,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CBbK,8,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CBbL,9,6,6.0000000025,0.0000000025,1.0000000004,Solved
H??CBbM,9,6,6.0000000040,0.0000000040,1.0000000007,Solved
H??CBbN,10,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CBbk,9,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CBbl,10,6,6.0000000017,0.0000000017,1.0000000003,Solved
H??CBbm,10,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??CBbn,11,6,6.0000000003,0.0000000003,1.0000000000,Solved
H??CBb{,10,6,6.0000000068,0.0000000068,1.0000000011,Solved
H??CBb|,11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CBb},11,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??CBb~,12,6,6.0000000066,0.0000000066,1.0000000011,Solved
H??CBrE,9,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CBrF,10,6,6.0000000010,0.0000000010,1.0000000002,Solved
H??CBrc,9,6,6.0000000041,0.0000000041,1.0000000007,Solved
H??CBrd,10,6,6.0000000032,0.0000000032,1.0000000005,Solved
H??CBre,10,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CBrf,11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CBrs,10,6,6.0000000028,0.0000000028,1.0000000005,Solved
H??CBrt,11,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CBru,11,6,6.0000000057,0.0000000057,1.0000000009,Solved
H??CBrv,12,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CBr{,11,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CBr|,12,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??CBr},12,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CBr~,13,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CBzq,11,6,6.0000000017,0.0000000017,1.0000000003,Solved
H??CBzr,12,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CBzw,11,6,6.0000000010,0.0000000010,1.0000000002,Solved
H??CBzx,12,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??CBzy,12,6,6.0000000011,0.0000000011,1.0000000002,Solved
H??CBzz,13,6,6.0000000033,0.0000000033,1.0000000006,Solved
H??CBz{,12,6,6.0000000025,0.0000000025,1.0000000004,Solved
H??CBz|,13,6,6.0000000013,0.0000000013,1.0000000002,Solved
H??CBz},13,6,6.0000000010,0.0000000010,1.0000000002,Solved
H??CBz~,14,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CCF{,9,6,6.0000000010,0.0000000010,1.0000000002,Solved
H??CCF},10,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CCF~,11,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??CE@{,8,6,6.0000000040,0.0000000040,1.0000000007,Solved
H??CE@},9,6,6.0000000072,0.0000000072,1.0000000012,Solved
H??CEA{,8,6,6.0000000026,0.0000000026,1.0000000004,Solved
H??CEA|,9,6,6.0000000030,0.0000000030,1.0000000005,Solved
H??CEA},9,6,6.0000000023,0.0000000023,1.0000000004,Solved
H??CEB{,9,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CEB|,10,6,6.0000000017,0.0000000017,1.0000000003,Solved
H??CEB},10,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??CEB~,11,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??CEC|,9,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??CED{,9,6,6.0000000030,0.0000000030,1.0000000005,Solved
H??CED|,10,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??CEE{,9,6,6.0000000060,0.0000000060,1.0000000010,Solved
H??CEE|,10,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CEE},10,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CEE~,11,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??CEF{,10,6,6.0000000018,0.0000000018,1.0000000003,Solved
H??CEF|,11,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CEF},11,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??CEF~,12,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??CF?],8,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CF?^,9,6,6.0000000009,0.0000000009,1.0000000002,Solved
H??CF@[,8,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??CF@\,9,6,6.0000000009,0.0000000009,1.0000000002,Solved
H??CF@],9,6,6.0000000013,0.0000000013,1.0000000002,Solved
H??CF@^,10,6,6.0000000009,0.0000000009,1.0000000002,Solved
H??CF@{,9,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??CF@|,10,6,6.0000000030,0.0000000030,1.0000000005,Solved
H??CF@},10,6,6.0000000024,0.0000000024,1.0000000004,Solved
H??CF@~,11,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??CFA[,8,6,6.0000000080,0.0000000080,1.0000000013,Solved
H??CFA\,9,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??CFA],9,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFA^,10,6,6.0000000019,0.0000000019,1.0000000003,Solved
H??CFB[,9,6,5.9999999997,-0.0000000003,1.0000000000,Solved
H??CFB\,10,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFB],10,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFB^,11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFB{,10,6,6.0000000016,0.0000000016,1.0000000003,Solved
H??CFB|,11,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??CFB},11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFB~,12,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFD{,10,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??CFD|,11,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFE],10,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFE^,11,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CFF[,10,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CFF\,11,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFF],11,6,6.0000000064,0.0000000064,1.0000000011,Solved
H??CFF^,12,6,6.0000000018,0.0000000018,1.0000000003,Solved
H??CFF{,11,6,6.0000000019,0.0000000019,1.0000000003,Solved
H??CFF|,12,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFF},12,6,6.0000000024,0.0000000024,1.0000000004,Solved
H??CFF~,13,6,6.0000000011,0.0000000011,1.0000000002,Solved
H??CF`M,9,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CF`N,10,6,6.0000000003,0.0000000003,1.0000000000,Solved
H??CF`m,10,6,6.0000000023,0.0000000023,1.0000000004,Solved
H??CF`n,11,6,6.0000000031,0.0000000031,1.0000000005,Solved
H??CF`{,10,6,5.9999999997,-0.0000000003,1.0000000000,Solved
H??CF`|,11,6,6.0000000015,0.0000000015,1.0000000003,Solved
H??CF`},11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CF`~,12,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFaM,9,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CFaN,10,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??CFbK,9,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CFbL,10,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFbM,10,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CFbN,11,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFbk,10,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CFbl,11,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??CFbm,11,6,6.0000000003,0.0000000003,1.0000000000,Solved
H??CFbn,12,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFb{,11,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??CFb|,12,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CFb},12,6,6.0000000009,0.0000000009,1.0000000001,Solved
H??CFb~,13,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??CFfM,11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFfN,12,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??CFfm,12,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFfn,13,6,6.0000000015,0.0000000015,1.0000000002,Solved
H??CFf{,12,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??CFf|,13,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??CFf},13,6,6.0000000009,0.0000000009,1.0000000001,Solved
H??CFf~,14,6,6.0000000010,0.0000000010,1.0000000002,Solved
H??CFpu,11,6,6.0000000042,0.0000000042,1.0000000007,Solved
H??CFpv,12,6,6.0000000036,0.0000000036,1.0000000006,Solved
H??CFp},12,6,6.0000000015,0.0000000015,1.0000000003,Solved
H??CFp~,13,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFre,11,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??CFrf,12,6,6.0000000014,0.0000000014,1.0000000002,Solved
H??CFrs,11,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFrt,12,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFru,12,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFrv,13,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFr{,12,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFr|,13,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??CFr},13,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CFr~,14,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??CFvu,13,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??CFvv,14,6,6.0000000013,0.0000000013,1.0000000002,Solved
H??CFv},14,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFv~,15,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CFx},13,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??CFx~,14,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??CFzy,13,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFzz,14,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??CFz{,13,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??CFz|,14,6,6.0000000011,0.0000000011,1.0000000002,Solved
H??CFz},14,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??CFz~,15,6,6.0000000003,0.0000000003,1.0000000000,Solved
H??CF~},15,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??CF~~,16,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??E@_N,8,6,6.0000000015,0.0000000015,1.0000000002,Solved
H??E@_m,8,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??E@_},9,6,6.0000000014,0.0000000014,1.0000000002,Solved
H??E@aN,9,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??E@ak,8,6,5.9999999978,-0.0000000022,0.9999999996,Solved
H??E@am,9,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@an,10,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??E@a},10,6,6.0000000003,0.0000000003,1.0000000000,Solved
H??E@bN,10,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??E@bk,9,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??E@bm,10,6,5.9999999986,-0.0000000014,0.9999999998,Solved
H??E@bn,11,6,5.9999999995,-0.0000000005,0.9999999999,Solved
H??E@b{,10,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@b},11,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@b~,12,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??E@cN,9,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??E@cm,9,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??E@c},10,6,5.9999999971,-0.0000000029,0.9999999995,Solved
H??E@eM,9,6,5.9999999996,-0.0000000004,0.9999999999,Solved
H??E@eN,10,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@ek,9,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@em,10,6,5.9999999977,-0.0000000023,0.9999999996,Solved
H??E@en,11,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??E@e},11,6,5.9999999994,-0.0000000006,0.9999999999,Solved
H??E@fK,9,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??E@fM,10,6,5.9999999974,-0.0000000026,0.9999999996,Solved
H??E@fN,11,6,5.9999999994,-0.0000000006,0.9999999999,Solved
H??E@fk,10,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??E@fm,11,6,5.9999999997,-0.0000000003,0.9999999999,Solved
H??E@fn,12,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@f{,11,6,6.0000000014,0.0000000014,1.0000000002,Solved
H??E@f},12,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@f~,13,6,5.9999999996,-0.0000000004,0.9999999999,Solved
H??E@ou,9,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??E@ov,10,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??E@o},10,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??E@o~,11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??E@qF,9,6,5.9999999996,-0.0000000004,0.9999999999,Solved
H??E@qc,8,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@qd,9,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@qe,9,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??E@qf,10,6,5.9999999990,-0.0000000010,0.9999999998,Solved
H??E@qs,9,6,5.9999999991,-0.0000000009,0.9999999999,Solved
H??E@qt,10,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??E@qu,10,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??E@qv,11,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??E@q{,10,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??E@q|,11,6,5.9999999983,-0.0000000017,0.9999999997,Solved
H??E@q},11,6,5.9999999980,-0.0000000020,0.9999999997,Solved
H??E@q~,12,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??E@rD,9,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??E@rF,10,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@rc,9,6,6.0000000009,0.0000000009,1.0000000001,Solved
H??E@rd,10,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??E@re,10,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??E@rf,11,6,6.0000000003,0.0000000003,1.0000000000,Solved
H??E@rs,10,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??E@rt,11,6,6.0000000029,0.0000000029,1.0000000005,Solved
H??E@ru,11,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??E@rv,12,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@r{,11,6,6.0000000025,0.0000000025,1.0000000004,Solved
H??E@r|,12,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??E@r},12,6,5.9999999990,-0.0000000010,0.9999999998,Solved
H??E@r~,13,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@sv,11,6,5.9999999997,-0.0000000003,1.0000000000,Solved
H??E@s{,10,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??E@s|,11,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@s},11,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@s~,12,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??E@uf,11,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@us,10,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??E@ut,11,6,5.9999999997,-0.0000000003,1.0000000000,Solved
H??E@uu,11,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??E@uv,12,6,5.9999999997,-0.0000000003,1.0000000000,Solved
H??E@u{,11,6,5.9999999983,-0.0000000017,0.9999999997,Solved
H??E@u|,12,6,5.9999999987,-0.0000000013,0.9999999998,Solved
H??E@u},12,6,5.9999999992,-0.0000000008,0.9999999999,Solved
H??E@u~,13,6,5.9999999996,-0.0000000004,0.9999999999,Solved
H??E@vF,11,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??E@vc,10,6,5.9999999994,-0.0000000006,0.9999999999,Solved
H??E@vd,11,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@ve,11,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??E@vf,12,6,5.9999999984,-0.0000000016,0.9999999997,Solved
H??E@vs,11,6,5.9999999987,-0.0000000013,0.9999999998,Solved
H??E@vt,12,6,5.9999999978,-0.0000000022,0.9999999996,Solved
H??E@vu,12,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@vv,13,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??E@v{,12,6,5.9999999977,-0.0000000023,0.9999999996,Solved
H??E@v|,13,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??E@v},13,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??E@v~,14,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@w},11,6,5.9999999978,-0.0000000022,0.9999999996,Solved
H??E@w~,12,6,5.9999999994,-0.0000000006,0.9999999999,Solved
H??E@yq,10,6,5.9999999996,-0.0000000004,0.9999999999,Solved
H??E@yr,11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??E@yw,10,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??E@yx,11,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??E@yy,11,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??E@yz,12,6,5.9999999977,-0.0000000023,0.9999999996,Solved
H??E@y{,11,6,6.0000000035,0.0000000035,1.0000000006,Solved
H??E@y|,12,6,6.0000000028,0.0000000028,1.0000000005,Solved
H??E@y},12,6,6.0000000033,0.0000000033,1.0000000006,Solved
H??E@y~,13,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??E@za,10,6,6.0000000043,0.0000000043,1.0000000007,Solved
H??E@zb,11,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??E@zo,10,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??E@zp,11,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??E@zq,11,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@zr,12,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??E@zw,11,6,6.0000000026,0.0000000026,1.0000000004,Solved
H??E@zx,12,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@zy,12,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??E@zz,13,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??E@z{,12,6,5.9999999993,-0.0000000007,0.9999999999,Solved
H??E@z|,13,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??E@z},13,6,5.9999999993,-0.0000000007,0.9999999999,Solved
H??E@z~,14,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??E@{},12,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??E@{~,13,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??E@}y,12,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??E@}z,13,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??E@}{,12,6,5.9999999997,-0.0000000003,0.9999999999,Solved
H??E@}|,13,6,5.9999999997,-0.0000000003,0.9999999999,Solved
H??E@}},13,6,6.0000000020,0.0000000020,1.0000000003,Solved
H??E@}~,14,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??E@~q,12,6,6.0000000033,0.0000000033,1.0000000006,Solved
H??E@~r,13,6,6.0000000017,0.0000000017,1.0000000003,Solved
H??E@~w,12,6,6.0000000010,0.0000000010,1.0000000002,Solved
H??E@~x,13,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??E@~y,13,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??E@~z,14,6,5.9999999987,-0.0000000013,0.9999999998,Solved
H??E@~{,13,6,6.0000000003,0.0000000003,1.0000000001,Solved
H??E@~|,14,6,6.0000000018,0.0000000018,1.0000000003,Solved
H??E@~},14,6,6.0000000052,0.0000000052,1.0000000009,Solved
H??E@~~,15,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??ED?],8,6,5.9999999995,-0.0000000005,0.9999999999,Solved
H??ED?^,9,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??ED?},9,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??ED@[,8,6,5.9999999996,-0.0000000004,0.9999999999,Solved
H??ED@],9,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??ED@^,10,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??ED@{,9,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??ED@},10,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??ED@~,11,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??EDA[,8,6,5.9999999989,-0.0000000011,0.9999999998,Solved
H??EDA],9,6,5.9999999999,-0.0000000001,1.0000000000,Solved
H??EDA^,10,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??EDA},10,6,5.9999999984,-0.0000000016,0.9999999997,Solved
H??EDB[,9,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??EDB],10,6,5.9999999995,-0.0000000005,0.9999999999,Solved
H??EDB^,11,6,5.9999999995,-0.0000000005,0.9999999999,Solved
H??EDB{,10,6,5.9999999997,-0.0000000003,1.0000000000,Solved
H??EDB},11,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??EDB~,12,6,5.9999999995,-0.0000000005,0.9999999999,Solved
H??EDC^,10,6,6.0000000000,0.0000000000,1.0000000000,Solved
H??EDC},10,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??EDD[,9,6,5.9999999992,-0.0000000008,0.9999999999,Solved
H??EDD],10,6,6.0000000019,0.0000000019,1.0000000003,Solved
H??EDD^,11,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??EDD{,10,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??EDD},11,6,5.9999999996,-0.0000000004,0.9999999999,Solved
H??EDD~,12,6,5.9999999994,-0.0000000006,0.9999999999,Solved
H??EDE[,9,6,5.9999999992,-0.0000000008,0.9999999999,Solved
H??EDE],10,6,6.0000000002,0.0000000002,1.0000000000,Solved
H??EDE^,11,6,6.0000000010,0.0000000010,1.0000000002,Solved
H??EDE},11,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??EDF[,10,6,6.0000000006,0.0000000006,1.0000000001,Solved
H??EDF],11,6,5.9999999997,-0.0000000003,0.9999999999,Solved
H??EDF^,12,6,5.9999999994,-0.0000000006,0.9999999999,Solved
H??EDF{,11,6,6.0000000021,0.0000000021,1.0000000003,Solved
H??EDF},12,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??EDF~,13,6,5.9999999992,-0.0000000008,0.9999999999,Solved
H??ED_M,8,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??ED_m,9,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??ED_n,10,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??ED_{,9,6,6.0000000003,0.0000000003,1.0000000000,Solved
H??ED_|,10,6,5.9999999990,-0.0000000010,0.9999999998,Solved
H??ED_},10,6,6.0000000007,0.0000000007,1.0000000001,Solved
H??ED_~,11,6,6.0000000012,0.0000000012,1.0000000002,Solved
H??ED`K,8,6,6.0000000004,0.0000000004,1.0000000001,Solved
H??ED`L,9,6,6.0000000005,0.0000000005,1.0000000001,Solved
H??ED`M,9,6,6.0000000000,-0.0000000000,1.0000000000,Solved
H??ED`N,10,6,6.0000000001,0.0000000001,1.0000000000,Solved
H??ED`k,9,6,5.9999999998,-0.0000000002,1.0000000000,Solved
H??ED`l,10,6,6.0000000008,0.0000000008,1.0000000001,Solved
H??ED`m,10,6,5.9999999990,-0.0000000010,0.9999999998,Solved
H??ED`n,11,6,5.9999999999,-0.0000000001,1.0000000000,Solved
