g6,edges,alpha,theta,gap,ratio,status
F?`vo,9,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?`vw,10,4,4.0000000021,0.0000000021,1.0000000005,Solved
F?aN_,7,4,4.0000000002,0.0000000002,1.0000000000,Solved
F?aNo,8,4,4.0000000009,0.0000000009,1.0000000002,Solved
F?aNw,9,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?bB_,6,4,4.0000000015,0.0000000015,1.0000000004,Solved
F?bBo,7,4,4.0000000015,0.0000000015,1.0000000004,Solved
F?bDg,7,4,4.0000000011,0.0000000011,1.0000000003,Solved
F?bDo,7,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?bF_,7,4,4.0000000020,0.0000000020,1.0000000005,Solved
F?bFg,8,4,4.0000000006,0.0000000006,1.0000000001,Solved
F?bFo,8,4,4.0000000015,0.0000000015,1.0000000004,Solved
F?bFw,9,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?bLo,8,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?bLw,9,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?bN_,8,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?bNg,9,4,4.0000000004,0.0000000004,1.0000000001,Solved
F?bNo,9,4,4.0000000006,0.0000000006,1.0000000001,Solved
F?bNw,10,4,4.0000000008,0.0000000008,1.0000000002,Solved
F?bao,7,4,4.0000000006,0.0000000006,1.0000000002,Solved
F?baw,8,4,4.0000000020,0.0000000020,1.0000000005,Solved
F?bbo,8,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?bbw,9,4,4.0000000006,0.0000000006,1.0000000002,Solved
F?bcw,8,4,3.9999999997,-0.0000000003,0.9999999999,Solved
F?beg,8,4,4.0000000027,0.0000000027,1.0000000007,Solved
F?beo,8,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?bew,9,4,4.0000000011,0.0000000011,1.0000000003,Solved
F?bf_,8,4,4.0000000008,0.0000000008,1.0000000002,Solved
F?bfg,9,4,4.0000000002,0.0000000002,1.0000000000,Solved
F?bfo,9,4,4.0000000019,0.0000000019,1.0000000005,Solved
F?bfw,10,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?bmo,9,4,4.0000000006,0.0000000006,1.0000000002,Solved
F?bmw,10,4,4.0000000002,0.0000000002,1.0000000001,Solved
F?bno,10,4,4.0000000008,0.0000000008,1.0000000002,Solved
F?bnw,11,4,4.0000000023,0.0000000023,1.0000000006,Solved
F?bro,9,4,4.0000000002,0.0000000002,1.0000000001,Solved
F?brw,10,4,4.0000000011,0.0000000011,1.0000000003,Solved
F?bvO,9,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?bvW,10,4,4.0000000002,0.0000000002,1.0000000000,Solved
F?bv_,9,4,3.9999999998,-0.0000000002,0.9999999999,Solved
F?bvg,10,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?bvo,10,4,4.0000000006,0.0000000006,1.0000000002,Solved
F?bvw,11,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?b~o,11,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?b~w,12,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?opo,7,4,4.0000000017,0.0000000017,1.0000000004,Solved
F?osW,7,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?otO,7,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?otW,8,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?oto,8,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?ouW,8,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?ov?,7,4,4.0000000005,0.0000000005,1.0000000001,Solved
F?ovO,8,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?ovW,9,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?ov_,8,4,4.0000000010,0.0000000010,1.0000000003,Solved
F?ovo,9,4,3.9999999998,-0.0000000002,0.9999999999,Solved
F?ovw,10,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?o|W,9,4,3.9999999984,-0.0000000016,0.9999999996,Solved
F?o|o,9,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?o}W,9,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?o~O,9,4,3.9999999986,-0.0000000014,0.9999999996,Solved
F?o~W,10,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?o~_,9,4,4.0000000012,0.0000000012,1.0000000003,Solved
F?o~o,10,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?o~w,11,4,4.0000000002,0.0000000002,1.0000000001,Solved
F?q_w,7,4,4.0000000023,0.0000000023,1.0000000006,Solved
F?q`o,7,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?qaw,8,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?qb_,7,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?qbo,8,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?qbw,9,4,4.0000000002,0.0000000002,1.0000000001,Solved
F?qcw,8,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?qdo,8,4,3.9999999987,-0.0000000013,0.9999999997,Solved
F?qeo,8,4,3.9999999993,-0.0000000007,0.9999999998,Solved
F?qew,9,4,3.9999999990,-0.0000000010,0.9999999997,Solved
F?qf_,8,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?qfo,9,4,3.9999999979,-0.0000000021,0.9999999995,Solved
F?qfw,10,4,3.9999999982,-0.0000000018,0.9999999996,Solved
F?qjo,9,4,3.9999999983,-0.0000000017,0.9999999996,Solved
F?qjw,10,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?qkw,9,4,3.9999999998,-0.0000000002,0.9999999999,Solved
F?qlo,9,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?qmo,9,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?qmw,10,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?qn_,9,4,3.9999999995,-0.0000000005,0.9999999999,Solved
F?qno,10,4,3.9999999995,-0.0000000005,0.9999999999,Solved
F?qnw,11,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?qpo,8,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?qrO,8,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?qr_,8,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?qrg,9,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?qro,9,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?qrw,10,4,3.9999999988,-0.0000000012,0.9999999997,Solved
F?qtg,9,4,3.9999999994,-0.0000000006,0.9999999999,Solved
F?qto,9,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?qtw,10,4,3.9999999989,-0.0000000011,0.9999999997,Solved
F?quW,9,4,3.9999999995,-0.0000000005,0.9999999999,Solved
F?qvG,9,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?qvO,9,4,3.9999999986,-0.0000000014,0.9999999996,Solved
F?qvW,10,4,3.9999999987,-0.0000000013,0.9999999997,Solved
F?qv_,9,4,4.0000000015,0.0000000015,1.0000000004,Solved
F?qvg,10,4,3.9999999991,-0.0000000009,0.9999999998,Solved
F?qvo,10,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?qvw,11,4,4.0000000002,0.0000000002,1.0000000000,Solved
F?qzw,11,4,4.0000000004,0.0000000004,1.0000000001,Solved
F?q|w,11,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?q~W,11,4,3.9999999995,-0.0000000005,0.9999999999,Solved
F?q~_,10,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?q~g,11,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?q~o,11,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?q~w,12,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?rDo,8,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?rF_,8,4,3.9999999993,-0.0000000007,0.9999999998,Solved
F?rFo,9,4,4.0000000004,0.0000000004,1.0000000001,Solved
F?rFw,10,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?rLw,10,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?rN_,9,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?rNo,10,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?rNw,11,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?rdo,9,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?rdw,10,4,3.9999999991,-0.0000000009,0.9999999998,Solved
F?re_,8,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?reg,9,4,3.9999999987,-0.0000000013,0.9999999997,Solved
F?reo,9,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?rew,10,4,3.9999999998,-0.0000000002,0.9999999999,Solved
F?rf_,9,4,3.9999999998,-0.0000000002,1.0000000000,Solved
F?rfg,10,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?rfo,10,4,4.0000000005,0.0000000005,1.0000000001,Solved
F?rfw,11,4,4.0000000002,0.0000000002,1.0000000001,Solved
F?rmw,11,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?rn_,10,4,3.9999999997,-0.0000000003,0.9999999999,Solved
F?rng,11,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?rno,11,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?rnw,12,4,4.0000000001,0.0000000001,1.0000000000,Solved
F?rv_,10,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?rvg,11,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?rvo,11,4,4.0000000006,0.0000000006,1.0000000002,Solved
F?rvw,12,4,4.0000000002,0.0000000002,1.0000000001,Solved
F?r~o,12,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?r~w,13,4,4.0000000008,0.0000000008,1.0000000002,Solved
F?zPw,10,4,4.0000000003,0.0000000003,1.0000000001,Solved
F?zTW,10,4,4.0000000017,0.0000000017,1.0000000004,Solved
F?zTo,10,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?zTw,11,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?zUW,10,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?zUo,10,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?zVO,10,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?zVW,11,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?zV_,10,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?zVo,11,4,4.0000000000,-0.0000000000,1.0000000000,Solved
F?zVw,12,4,3.9999999994,-0.0000000006,0.9999999998,Solved
F?z\w,12,4,3.9999999961,-0.0000000039,0.9999999990,Solved
F?z^o,12,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?z^w,13,4,3.9999999973,-0.0000000027,0.9999999993,Solved
F?zcw,10,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?zew,11,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?zf_,10,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?zfo,11,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?zfw,12,4,3.9999999992,-0.0000000008,0.9999999998,Solved
F?zmw,12,4,3.9999999999,-0.0000000001,1.0000000000,Solved
F?zno,12,4,3.9999999997,-0.0000000003,0.9999999999,Solved
F?znw,13,4,3.9999999996,-0.0000000004,0.9999999999,Solved
F?zuo,11,4,4.0000000000,0.0000000000,1.0000000000,Solved
F?zvO,11,4,3.9999999987,-0.0000000013,0.9999999997,Solved
F?zv_,11,4,3.9999999985,-0.0000000015,0.9999999996,Solved
F?zvg,12,4,4.0000000002,0.0000000002,1.0000000000,Solved
F?zvo,12,4,4.0000000009,0.0000000009,1.0000000002,Solved
F?zvw,13,4,4.0000000009,0.0000000009,1.0000000002,Solved
F?z~w,14,4,4.0000000004,0.0000000004,1.0000000001,Solved
F?~vW,13,4,4.0000000002,0.0000000002,1.0000000000,Solved
F?~v_,12,4,3.9999999971,-0.0000000029,0.9999999993,Solved
F?~vo,13,4,3.9999999962,-0.0000000038,0.9999999990,Solved
F?~vw,14,4,3.9999999965,-0.0000000035,0.9999999991,Solved
F?~~w,15,4,3.9999999971,-0.0000000029,0.9999999993,Solved
FCOf?,6,4,3.9999999995,-0.0000000005,0.9999999999,Solved
FCOf_,7,3,3.0000000017,0.0000000017,1.0000000006,Solved
FCOfo,8,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCOfw,9,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCQVO,8,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCQV_,8,3,3.0000000006,0.0000000006,1.0000000002,Solved
FCQVg,9,3,3.0000000004,0.0000000004,1.0000000001,Solved
FCQVo,9,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCQVw,10,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCQb?,6,4,3.9999999991,-0.0000000009,0.9999999998,Solved
FCQbO,7,3,3.0000000042,0.0000000042,1.0000000014,Solved
FCQb_,7,3,3.2360679795,0.2360679795,1.0786893265,Solved
FCQbo,8,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCQeG,7,4,3.9999999998,-0.0000000002,1.0000000000,Solved
FCQeO,7,3,3.0000000006,0.0000000006,1.0000000002,Solved
FCQeW,8,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCQe_,7,3,3.0000000005,0.0000000005,1.0000000002,Solved
FCQeo,8,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCQf?,7,4,3.9999999990,-0.0000000010,0.9999999997,Solved
FCQfG,8,3,3.0000000044,0.0000000044,1.0000000015,Solved
FCQfO,8,3,3.0000000065,0.0000000065,1.0000000022,Solved
FCQfW,9,3,3.0000000004,0.0000000004,1.0000000001,Solved
FCQf_,8,3,3.0000000035,0.0000000035,1.0000000012,Solved
FCQfg,9,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCQfo,9,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCQfw,10,3,3.0000000000,-0.0000000000,1.0000000000,Solved
FCQrO,8,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCQrW,9,3,2.9999999988,-0.0000000012,0.9999999996,Solved
FCQuW,9,3,3.0000000005,0.0000000005,1.0000000002,Solved
FCQug,9,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCQuo,9,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCQuw,10,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCQvO,9,3,3.0000000024,0.0000000024,1.0000000008,Solved
FCQvW,10,3,3.0000000006,0.0000000006,1.0000000002,Solved
FCQv_,9,3,3.0000000002,0.0000000002,1.0000000001,Solved
FCQvg,10,3,3.0000000005,0.0000000005,1.0000000002,Solved
FCQvo,10,3,3.0000000009,0.0000000009,1.0000000003,Solved
FCQvw,11,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCRTo,9,3,3.0000000004,0.0000000004,1.0000000001,Solved
FCRTw,10,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCRV?,8,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCRVO,9,3,3.0000000007,0.0000000007,1.0000000002,Solved
FCRVW,10,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCRV_,9,3,3.0000000015,0.0000000015,1.0000000005,Solved
FCRVg,10,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCRVo,10,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCRVw,11,3,2.9999999991,-0.0000000009,0.9999999997,Solved
FCR^o,11,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCR^w,12,3,2.9999999995,-0.0000000005,0.9999999998,Solved
FCR`o,8,3,3.1965575938,0.1965575938,1.0655191979,Solved
FCR`w,9,3,3.0000000005,0.0000000005,1.0000000002,Solved
FCRbg,9,3,3.0000000006,0.0000000006,1.0000000002,Solved
FCRcw,9,3,3.0000000016,0.0000000016,1.0000000005,Solved
FCRdg,9,3,3.0000000028,0.0000000028,1.0000000009,Solved
FCRdo,9,3,3.0000000016,0.0000000016,1.0000000005,Solved
FCRdw,10,3,3.0000000054,0.0000000054,1.0000000018,Solved
FCReg,9,3,3.0000000031,0.0000000031,1.0000000010,Solved
FCReo,9,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCRew,10,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCRfG,9,3,3.0000000061,0.0000000061,1.0000000020,Solved
FCRf_,9,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCRfg,10,3,3.0000000037,0.0000000037,1.0000000012,Solved
FCRfo,10,3,3.0000000026,0.0000000026,1.0000000009,Solved
FCRfw,11,3,3.0000000002,0.0000000002,1.0000000001,Solved
FCRto,10,3,3.0000000013,0.0000000013,1.0000000004,Solved
FCRtw,11,3,3.0000000002,0.0000000002,1.0000000001,Solved
FCRuo,10,3,3.0000000002,0.0000000002,1.0000000001,Solved
FCRuw,11,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCRvO,10,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCRvW,11,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCRv_,10,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCRvg,11,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCRvo,11,3,3.0000000015,0.0000000015,1.0000000005,Solved
FCRvw,12,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCR~o,12,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCR~w,13,3,3.0000000000,-0.0000000000,1.0000000000,Solved
FCXe_,8,3,3.0000000040,0.0000000040,1.0000000013,Solved
FCXeo,9,3,3.0000000029,0.0000000029,1.0000000010,Solved
FCXf?,8,4,4.0000000002,0.0000000002,1.0000000000,Solved
FCXfO,9,3,3.0000000030,0.0000000030,1.0000000010,Solved
FCXfW,10,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCXf_,9,3,3.0000000002,0.0000000002,1.0000000001,Solved
FCXfo,10,3,3.0000000045,0.0000000045,1.0000000015,Solved
FCXfw,11,3,3.0000000019,0.0000000019,1.0000000006,Solved
FCXkw,10,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCXmW,10,3,3.0000000019,0.0000000019,1.0000000006,Solved
FCXmo,10,3,3.0000000006,0.0000000006,1.0000000002,Solved
FCXmw,11,3,3.0000000005,0.0000000005,1.0000000002,Solved
FCXnO,10,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCXnW,11,3,2.9999999998,-0.0000000002,0.9999999999,Solved
FCXn_,10,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCXno,11,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCXnw,12,3,3.0000000015,0.0000000015,1.0000000005,Solved
FCY[w,10,3,3.0000000004,0.0000000004,1.0000000001,Solved
FCY]g,10,3,3.0000000005,0.0000000005,1.0000000002,Solved
FCY]o,10,3,3.0000000011,0.0000000011,1.0000000004,Solved
FCY]w,11,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCY^G,10,3,3.0000000011,0.0000000011,1.0000000004,Solved
FCY^O,10,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCY^W,11,3,3.0000000009,0.0000000009,1.0000000003,Solved
FCY^_,10,3,3.0000000033,0.0000000033,1.0000000011,Solved
FCY^g,11,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCY^o,11,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCY^w,12,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCZHw,10,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZIw,10,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZJg,10,3,3.0000000019,0.0000000019,1.0000000006,Solved
FCZJo,10,3,3.0000000007,0.0000000007,1.0000000002,Solved
FCZJw,11,3,3.0000000026,0.0000000026,1.0000000009,Solved
FCZKw,10,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCZLW,10,3,3.0000000011,0.0000000011,1.0000000004,Solved
FCZLg,10,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCZLo,10,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZLw,11,3,3.0000000005,0.0000000005,1.0000000002,Solved
FCZMW,10,3,3.0000000011,0.0000000011,1.0000000004,Solved
FCZMg,10,3,3.0000000020,0.0000000020,1.0000000007,Solved
FCZMo,10,3,3.0000000018,0.0000000018,1.0000000006,Solved
FCZMw,11,3,3.0000000015,0.0000000015,1.0000000005,Solved
FCZNG,10,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCZNW,11,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCZN_,10,3,3.0000000012,0.0000000012,1.0000000004,Solved
FCZNg,11,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCZNo,11,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCZNw,12,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCZSo,9,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCZTO,9,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZTg,10,3,3.0000000008,0.0000000008,1.0000000003,Solved
FCZTo,10,3,3.0000000028,0.0000000028,1.0000000009,Solved
FCZTw,11,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCZUO,9,3,3.0000000002,0.0000000002,1.0000000001,Solved
FCZUg,10,3,3.0000000012,0.0000000012,1.0000000004,Solved
FCZUo,10,3,3.0000000025,0.0000000025,1.0000000008,Solved
FCZUw,11,3,3.0000000007,0.0000000007,1.0000000002,Solved
FCZV?,9,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCZVO,10,3,3.0000000018,0.0000000018,1.0000000006,Solved
FCZVW,11,3,2.9999999998,-0.0000000002,0.9999999999,Solved
FCZV_,10,3,3.0000000027,0.0000000027,1.0000000009,Solved
FCZVg,11,3,2.9999999995,-0.0000000005,0.9999999998,Solved
FCZVo,11,3,2.9999999995,-0.0000000005,0.9999999998,Solved
FCZVw,12,3,2.9999999995,-0.0000000005,0.9999999998,Solved
FCZ\w,12,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZ]w,12,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCZ^_,11,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCZ^g,12,3,2.9999999998,-0.0000000002,0.9999999999,Solved
FCZ^o,12,3,2.9999999996,-0.0000000004,0.9999999999,Solved
FCZ^w,13,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZbO,9,3,3.0000000012,0.0000000012,1.0000000004,Solved
FCZb_,9,3,3.2360679776,0.2360679776,1.0786893259,Solved
FCZbg,10,3,3.0000000021,0.0000000021,1.0000000007,Solved
FCZbo,10,3,3.0000000049,0.0000000049,1.0000000016,Solved
FCZbw,11,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZco,9,3,3.0000000002,0.0000000002,1.0000000001,Solved
FCZeO,9,3,3.0000000019,0.0000000019,1.0000000006,Solved
FCZeg,10,3,3.0000000006,0.0000000006,1.0000000002,Solved
FCZeo,10,3,3.0000000010,0.0000000010,1.0000000003,Solved
FCZew,11,3,3.0000000011,0.0000000011,1.0000000004,Solved
FCZf?,9,4,3.9999999996,-0.0000000004,0.9999999999,Solved
FCZfG,10,3,3.0000000022,0.0000000022,1.0000000007,Solved
FCZfO,10,3,3.0000000029,0.0000000029,1.0000000010,Solved
FCZfW,11,3,3.0000000004,0.0000000004,1.0000000001,Solved
FCZf_,10,3,3.0000000004,0.0000000004,1.0000000001,Solved
FCZfg,11,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCZfo,11,3,3.0000000007,0.0000000007,1.0000000002,Solved
FCZfw,12,3,3.0000000003,0.0000000003,1.0000000001,Solved
FCZjw,12,3,2.9999999999,-0.0000000001,1.0000000000,Solved
FCZmw,12,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZnW,12,3,3.0000000000,0.0000000000,1.0000000000,Solved
FCZn_,11,3,3.0000000014,0.0000000014,1.0000000005,Solved
FCZng,12,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZno,12,3,3.0000000000,-0.0000000000,1.0000000000,Solved
FCZnw,13,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZv_,11,3,3.0000000009,0.0000000009,1.0000000003,Solved
FCZvg,12,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZvo,12,3,3.0000000010,0.0000000010,1.0000000003,Solved
FCZvw,13,3,3.0000000001,0.0000000001,1.0000000000,Solved
FCZ~o,13,3,3.0000000000,-0.0000000000,1.0000000000,Solved
FCZ~w,14,3,2.9999999998,-0.0000000002,0.9999999999,Solved
FCdcg,8,4,3.9999999998,-0.0000000002,0.9999999999,Solved
FCdcw,9,3,3.0000000025,0.0000000025,1.0000000008,Solved
FCdeG,8,3,3.0000000032,0.0000000032,1.0000000011,Solved
