g6,n,edges,alpha,theta,gap,ratio,status
NAG?@CUaeGK__XAaaiG,15,29,5,6.1322165218,1.1322165218,1.2264433044,Solved
NGECA?_Awc@ODXPJCh_,15,29,5,6.1322121222,1.1322121222,1.2264424244,Solved
No??xGgGaaJ_e?@MgMO,15,31,5,6.1322050146,1.1322050146,1.2264410029,Solved
Nh??gU@aaAj?HLHJBd?,15,33,5,6.1321994723,1.1321994723,1.2264398945,Solved
N??cHPKS`cR?BCORqKO,15,30,5,6.1321919642,1.1321919642,1.2264383928,Solved
Ns?GOCQIPCIgDQPMLCO,15,31,5,6.1321907002,1.1321907002,1.2264381400,Solved
N??XGcoOaRS_oGATvA?,15,30,5,6.1321875687,1.1321875687,1.2264375137,Solved
N@CciaGWE?@b@YAccKg,15,31,5,6.1321851857,1.1321851857,1.2264370371,Solved
N@?AKI?FGsKGq?@Jd[?,15,29,5,6.1321806899,1.1321806899,1.2264361380,Solved
N??XSDDKI_P@AUH@yOG,15,30,5,6.1321790887,1.1321790887,1.2264358177,Solved
N??GhOoP[FQGQhXBVA?,15,33,5,6.1321786660,1.1321786660,1.2264357332,Solved
NGD@C?_AocOfBYDwWF?,15,31,5,6.1321786593,1.1321786593,1.2264357319,Solved
N?Ci`D?aGb@KKD`bW`O,15,31,5,6.1321771980,1.1321771980,1.2264354396,Solved
NGCO@Cgb_L?kS`aQy@_,15,31,5,6.1321750523,1.1321750523,1.2264350105,Solved
N_GW@dASCO@Q@ZHeUC_,15,31,5,6.1321712603,1.1321712603,1.2264342521,Solved
NG??WocPSIQOALKazC?,15,30,5,6.1321674212,1.1321674212,1.2264334842,Solved
N??W`TC`d?M?AjQEQKG,15,30,5,6.1321659726,1.1321659726,1.2264331945,Solved
N@?IIQ@QCc?HHLDLTO_,15,30,5,6.1321644922,1.1321644922,1.2264328984,Solved
NAHC?cKGAOU??n@VON?,15,29,5,6.1321639484,1.1321639484,1.2264327897,Solved
NBa?OCEAGagOHBHTHKO,15,29,5,6.1321609872,1.1321609872,1.2264321974,Solved
NG?SCQKS_@bOHRPRFP?,15,31,5,6.1321529782,1.1321529782,1.2264305956,Solved
NG?QAoi@cBpokCR?e@g,15,32,5,6.1321520324,1.1321520324,1.2264304065,Solved
N?C@i?hs?Ie@PHbPPPO,15,31,5,6.1321488890,1.1321488890,1.2264297778,Solved
N??aAOiKAgR_Bc_uQKO,15,30,5,6.1321407396,1.1321407396,1.2264281479,Solved
N`?Ga?`Ah?pCDRPbOx?,15,30,5,6.1321381910,1.1321381910,1.2264276382,Solved
N@QaCDO?WDDHFEDdTB?,15,32,5,6.1321342365,1.1321342365,1.2264268473,Solved
N?cq`D?`GK@JS@IIoLO,15,31,5,6.1321332389,1.1321332389,1.2264266478,Solved
NG?GsMGO`gS??NDLJGO,15,30,5,6.1321315939,1.1321315939,1.2264263188,Solved
N?CoKDIOCGdHK[S`TAG,15,31,5,6.1321244273,1.1321244273,1.2264248855,Solved
N`_?WG@`?PkHSQGkaU_,15,30,5,6.1321163071,1.1321163071,1.2264232614,Solved
N?MAT@S?oPaaLCORsP_,15,32,5,6.1321096929,1.1321096929,1.2264219386,Solved
N@?ILHW@HSAJQ@cEsQO,15,32,5,6.1321078564,1.1321078564,1.2264215713,Solved
N`??Wgc_qEA_IFaJHE_,15,31,5,6.1321077977,1.1321077977,1.2264215595,Solved
N?Go?qEOQEEQbBUGSQG,15,31,5,6.1321063811,1.1321063811,1.2264212762,Solved
N@SaKUKcB?s?S??l_ho,15,31,5,6.1320999173,1.1320999173,1.2264199835,Solved
N?Cc@DEQAaT??X@eqaO,15,29,5,6.1320976522,1.1320976522,1.2264195304,Solved
N@?ISGPTEO?dAKGpsOo,15,30,5,6.1320943568,1.1320943568,1.2264188714,Solved
N?GqS`@bAo?dCKGpsOo,15,31,5,6.1320936097,1.1320936097,1.2264187219,Solved
NGCOG?IS[US_ApHWY?W,15,30,5,6.1320849291,1.1320849291,1.2264169858,Solved
N?GSAGYSDA?DBdGtX__,15,30,5,6.1320840047,1.1320840047,1.2264168009,Solved
Ns?G?CTC`QGpHSU_lE?,15,31,5,6.1320800935,1.1320800935,1.2264160187,Solved
N_GoQD?@gpESES`BsJ?,15,32,5,6.1320765887,1.1320765887,1.2264153177,Solved
N[OOYA?C{YGSBGKPcBo,15,33,5,6.1320752757,1.1320752757,1.2264150551,Solved
NG?[SACS_MBGGNOJFGG,15,31,5,6.1320702141,1.1320702141,1.2264140428,Solved
N?COIEIPD_dgKWY_OAw,15,31,5,6.1320660476,1.1320660476,1.2264132095,Solved
N?EAPGSSTC?LBDGgx?g,15,30,5,6.1320615035,1.1320615035,1.2264123007,Solved
N@?YH?OQCS?NQW_{S_o,15,30,5,6.1320582661,1.1320582661,1.2264116532,Solved
No??oGKQPbGWcHHcn_?,15,31,5,6.1320541806,1.1320541806,1.2264108361,Solved
N?CSIa_@GUc`QHGsxA_,15,31,5,6.1320524145,1.1320524145,1.2264104829,Solved
N_KH_OSO[K?wCQWHsAo,15,31,5,6.1320517364,1.1320517364,1.2264103473,Solved
N?@AP`Oc?YcT_wJCr__,15,31,5,6.1320497928,1.1320497928,1.2264099586,Solved
N?KQKPCH@`?ZgHSSpR?,15,32,5,6.1320374111,1.1320374111,1.2264074822,Solved
N?@K_oiL@I@RWPcIwM?,15,33,5,6.1320361734,1.1320361734,1.2264072347,Solved
NoCG`CePCSAJGEQHigO,15,32,5,6.1320342630,1.1320342630,1.2264068526,Solved
N@`?gO`HA@WCCVAfOZ?,15,30,5,6.1320305920,1.1320305920,1.2264061184,Solved
N_?XQ?_C[cHD_cHP_lO,15,30,5,6.1320287234,1.1320287234,1.2264057447,Solved
N`?I?o@IGLAO_FPHCWW,15,28,5,6.1320154696,1.1320154696,1.2264030939,Solved
N??bCAOAgyHCKPPSRo?,15,29,5,6.1320151181,1.1320151181,1.2264030236,Solved
N?Ss`@?GgG`XSQ`HpL?,15,31,5,6.1320078769,1.1320078769,1.2264015754,Solved
NoC?HCsQc@`hJ?S`iHO,15,32,5,6.1320061262,1.1320061262,1.2264012252,Solved
NoC?GGP?gQiGGbHDHCW,15,28,5,6.1320040381,1.1320040381,1.2264008076,Solved
N@?IKIGDGsKGq??Fc[G,15,29,5,6.1320036191,1.1320036191,1.2264007238,Solved
N`?i`?O`?Q_QOJAXO{?,15,28,5,6.1320034203,1.1320034203,1.2264006841,Solved
No?C_KIQ?hcIPHMON_?,15,30,5,6.1319997948,1.1319997948,1.2263999590,Solved
NG?PIP?KCoPcBK?}QWO,15,30,5,6.1319972868,1.1319972868,1.2263994574,Solved
N?CGaSs`bOS?@bSDOKW,15,30,5,6.1319969395,1.1319969395,1.2263993879,Solved
N?`GGd?G[C@SMIDFKH_,15,30,5,6.1319965148,1.1319965148,1.2263993030,Solved
N@?_aE[PCCdIBQY_Q?w,15,31,5,6.1319963280,1.1319963280,1.2263992656,Solved
N?CgAUUOD?apIcKSW?w,15,31,5,6.1319865693,1.1319865693,1.2263973139,Solved
N??XKPISR?S_ADCYqPO,15,30,5,6.1319853322,1.1319853322,1.2263970664,Solved
N_@I?_JIOce__JhoN?O,15,31,5,6.1319791443,1.1319791443,1.2263958289,Solved
Ng?h_OSAc?oMOyTQF@_,15,32,5,6.1319784061,1.1319784061,1.2263956812,Solved
N@?iAQCE`Ba[SA`DtOO,15,32,5,6.1319736359,1.1319736359,1.2263947272,Solved
NGECS_cQ?F?UDEIPi`_,15,31,5,6.1319714859,1.1319714859,1.2263942972,Solved
No??WOTGIcGYeCHQn_?,15,31,5,6.1319692886,1.1319692886,1.2263938577,Solved
No??WgHGkoEOPJOVN_?,15,32,5,6.1319681629,1.1319681629,1.2263936326,Solved
N??OppGObKOKhCBDUCG,15,30,5,6.1319646183,1.1319646183,1.2263929237,Solved
No??`[_SKSAdQ`HEjc?,15,32,5,6.1319629775,1.1319629775,1.2263925955,Solved
Ns?G@OcOwkAoEgORl@_,15,32,5,6.1319582413,1.1319582413,1.2263916483,Solved
Ns?G?kgOhGl?D`EaGKW,15,31,5,6.1319582407,1.1319582407,1.2263916481,Solved
N_CoGS`OiAADKEb@tO_,15,31,5,6.1319582405,1.1319582405,1.2263916481,Solved
N@CPALGOCK`QIScHsc_,15,31,5,6.1319582373,1.1319582373,1.2263916475,Solved
No?hsaCQA_@L?mKDGgW,15,32,5,6.1319533144,1.1319533144,1.2263906629,Solved
N?CqQa?WKW?BGxBXUO_,15,31,5,6.1319491457,1.1319491457,1.2263898291,Solved
Ng?GOobDC@sgOdTaF@O,15,32,5,6.1319466125,1.1319466125,1.2263893225,Solved
N@GOWq_@YBKQ`BQCqPG,15,32,5,6.1319404652,1.1319404652,1.2263880930,Solved
N?LACQcAhEAwDEg@iBG,15,32,5,6.1319375574,1.1319375574,1.2263875115,Solved
N?KOQDCC`Bp`WDcgsi?,15,32,5,6.1319316498,1.1319316498,1.2263863300,Solved
NiO?GW`DC@s_AlEbEX?,15,32,5,6.1319274127,1.1319274127,1.2263854825,Solved
Ni?G?mA`ACbQIYHJFE?,15,33,5,6.1319245780,1.1319245780,1.2263849156,Solved
N_LTAA?KYd@Kh@AQ_qg,15,33,5,6.1319228090,1.1319228090,1.2263845618,Solved
N@?QLB?BWHBXIacCl@G,15,32,5,6.1319202951,1.1319202951,1.2263840590,Solved
NGDCD?ECWRCCDbBdWB_,15,31,5,6.1319202229,1.1319202229,1.2263840446,Solved
N_C?hWKOkAEDKEP@tOG,15,31,5,6.1319186837,1.1319186837,1.2263837367,Solved
NGE?_Oc_?b`UGsPsG`o,15,30,5,6.1319090096,1.1319090096,1.2263818019,Solved
N?CpO?@`QDHgcgYKUH?,15,30,5,6.1319047782,1.1319047782,1.2263809556,Solved
N@@C@QK?GMb@OtFc[A_,15,31,5,6.1319000703,1.1319000703,1.2263800141,Solved
Ns??WccOh?b`DAQWlGO,15,31,5,6.1318978019,1.1318978019,1.2263795604,Solved
N_?HPI?EWdAsORXEV?O,15,32,5,6.1318968822,1.1318968822,1.2263793764,Solved
NGCOaGaa_X@KHD_qy@_,15,31,5,6.1318901268,1.1318901268,1.2263780254,Solved
N??OXqDQICQ@GdJAY?W,15,30,5,6.1318831955,1.1318831955,1.2263766391,Solved
Ni?GHSSHCDQIQE?hf@G,15,32,5,6.1318791954,1.1318791954,1.2263758391,Solved
No?O@\QGCc@fH_QEjAO,15,32,5,6.1318691198,1.1318691198,1.2263738240,Solved
N@?ICLG?[HARIeTCT?g,15,31,5,6.1318667531,1.1318667531,1.2263733506,Solved
NK?i?OP@h?wHaaCq?cw,15,30,5,6.1318636904,1.1318636904,1.2263727381,Solved
NhG?GCLHCAqSOTUaB`O,15,32,5,6.1318603771,1.1318603771,1.2263720754,Solved
N?SsA?DAKaqCGtPdDT?,15,32,5,6.1318543040,1.1318543040,1.2263708608,Solved
N??OYECUC_[?EXGmDh?,15,30,5,6.1318507652,1.1318507652,1.2263701530,Solved
Ni?GOcOHkGOgOjIYF@_,15,32,5,6.1318473731,1.1318473731,1.2263694746,Solved
Ni??gw`ICGoSPDAif@_,15,32,5,6.1318468480,1.1318468480,1.2263693696,Solved
NGA[`?gS?U?]EO_Mg`o,15,31,5,6.1318453565,1.1318453565,1.2263690713,Solved
N?GT?s_@YdPBPX[CPcG,15,33,5,6.1318447935,1.1318447935,1.2263689587,Solved
N_OP??RGS?GxJQEe@f?,15,30,5,6.1318436433,1.1318436433,1.2263687287,Solved
N?DCCPoBgiDPL_OPsBG,15,32,5,6.1318405143,1.1318405143,1.2263681029,Solved
No?WO_hPpCG`aOK`iDO,15,31,5,6.1318384515,1.1318384515,1.2263676903,Solved
NoCGQO`Hc__X@iTHM?o,15,32,5,6.1318366872,1.1318366872,1.2263673374,Solved
N@?CGhKOtOG`ED_WdOg,15,30,5,6.1318256870,1.1318256870,1.2263651374,Solved
NoCG__`HpOGp_QQgicO,15,31,5,6.1318247303,1.1318247303,1.2263649461,Solved
N@XCaACCWaCgAjHePB_,15,32,5,6.1318241033,1.1318241033,1.2263648207,Solved
N?Cc?WUI`eH`SSgHwM?,15,33,5,6.1318218580,1.1318218580,1.2263643716,Solved
NIQC?GJCPAB@AeHdEcO,15,30,5,6.1318207293,1.1318207293,1.2263641459,Solved
NB??XABQCWB?OrHLOi_,15,30,5,6.1318160458,1.1318160458,1.2263632092,Solved
NG?CKpCK?TbSbCHPI@W,15,31,5,6.1318150202,1.1318150202,1.2263630040,Solved
N@GPG`LgE??ZBQOcr?g,15,31,5,6.1318144760,1.1318144760,1.2263628952,Solved
N@G?GOTPF?AZWoakR_O,15,31,5,6.1318109422,1.1318109422,1.2263621884,Solved
N@CSQHCB?QCYcJgMKR?,15,32,5,6.1318083379,1.1318083379,1.2263616676,Solved
N?G?ox@PCCeEb@[Ass?,15,31,5,6.1318082311,1.1318082311,1.2263616462,Solved
N`?@?KAAPHbKR?CKpoG,15,28,5,6.1318070605,1.1318070605,1.2263614121,Solved
Ng?@OkcEKAQOPFQJF`?,15,32,5,6.1318057310,1.1318057310,1.2263611462,Solved
N_?CL`OP?UeOBHIKN_?,15,30,5,6.1318054467,1.1318054467,1.2263610893,Solved
N@PACECAkOAbIPCicj?,15,31,5,6.1318001576,1.1318001576,1.2263600315,Solved
No?OPWaScO?fHaU@iL?,15,32,5,6.1317999483,1.1317999483,1.2263599897,Solved
N@GQRICOKo?bEC?xsOo,15,31,5,6.1317996095,1.1317996095,1.2263599219,Solved
Ns?G?KPD`QGPQKL@lS?,15,31,5,6.1317994285,1.1317994285,1.2263598857,Solved
NoCGOEOIYDGkKBLQGqO,15,33,5,6.1317982512,1.1317982512,1.2263596502,Solved
Ns?GOCXH_cGJPIXQF?o,15,32,5,6.1317966390,1.1317966390,1.2263593278,Solved
N?AAXEGKI_@hCWJAwAo,15,30,5,6.1317958397,1.1317958397,1.2263591679,Solved
N_C_?KEAPSAHK__LgEo,15,28,5,6.1317939598,1.1317939598,1.2263587920,Solved
NGC_cCaBOgGoAZ_NWF?,15,31,5,6.1317907936,1.1317907936,1.2263581587,Solved
N@?hAEE_Ao_qESWHrG_,15,31,5,6.1317905750,1.1317905750,1.2263581150,Solved
Ns?G?kaGAHL?DdEeHM?,15,31,5,6.1317886728,1.1317886728,1.2263577346,Solved
N`G?WgHCd??TPMWTR__,15,31,5,6.1317855520,1.1317855520,1.2263571104,Solved
N??XaOgHSOWOCNPaQKG,15,30,5,6.1317720624,1.1317720624,1.2263544125,Solved
N?K_ODAOSYAeT_gPuE?,15,31,5,6.1317635869,1.1317635869,1.2263527174,Solved
N?MI@DO__BagDaGLx@_,15,31,5,6.1317608530,1.1317608530,1.2263521706,Solved
N?LCC`aBO`aQHaQPs`_,15,32,5,6.1317608528,1.1317608528,1.2263521706,Solved
N_C`?YB_ROHQ[KDeAd_,15,33,5,6.1317554657,1.1317554657,1.2263510931,Solved
N??Gpoa_aHwGL@QCqcG,15,30,5,6.1317480629,1.1317480629,1.2263496126,Solved
Ns?GHOcOogaSEgORl@_,15,32,5,6.1317445343,1.1317445343,1.2263489069,Solved
N_?WGchCICkOh?ATv@?,15,30,5,6.1317445323,1.1317445323,1.2263489065,Solved
N`?KOGbCpGac_RQRHEO,15,32,5,6.1317403636,1.1317403636,1.2263480727,Solved
NcCOBCAA`H_aAXKHHoG,15,29,5,6.1317386021,1.1317386021,1.2263477204,Solved
N??oXpARCAAFg`SAtCG,15,31,5,6.1317359034,1.1317359034,1.2263471807,Solved
N??GpqAPHCe_QHdAwH_,15,31,5,6.1317279305,1.1317279305,1.2263455861,Solved
N@?QAQI@WsH_GF`osB_,15,31,5,6.1317109687,1.1317109687,1.2263421937,Solved
Ng?h_CHDKAoCQbTPF@_,15,32,5,6.1317061538,1.1317061538,1.2263412308,Solved
N?ChcDG`IaGoi??FeKG,15,30,5,6.1317017091,1.1317017091,1.2263403418,Solved
N@G?WgQPF?@NWObGqQO,15,31,5,6.1317004432,1.1317004432,1.2263400886,Solved
No??OcdRCp?pGTT_n?_,15,32,5,6.1316887458,1.1316887458,1.2263377492,Solved
N@?YA?gCcS?NIS`wW_o,15,30,5,6.1316881972,1.1316881972,1.2263376394,Solved
NIOCKOKCHCa`A`HSeKO,15,30,5,6.1316855980,1.1316855980,1.2263371196,Solved
N_K`_gAOYC@dDAaWsAo,15,31,5,6.1316785445,1.1316785445,1.2263357089,Solved
NGg@CGAB?cecOYS[BoO,15,30,5,6.1316720393,1.1316720393,1.2263344079,Solved
N?DCCPo?WkdoJcWQQAg,15,32,5,6.1316697947,1.1316697947,1.2263339589,Solved
No?O?o`RcdEOHoQBhc_,15,32,5,6.1316685535,1.1316685535,1.2263337107,Solved
NdWcA_EBC?@xCM?]KOW,15,32,5,6.1316614682,1.1316614682,1.2263322936,Solved
NQGX?aHPbAQOo?AT_tO,15,31,5,6.1316593424,1.1316593424,1.2263318685,Solved
N@?GiOcaEG?]OKEBsWO,15,30,5,6.1316587492,1.1316587492,1.2263317498,Solved
N??YPH@`HcW?AJMDQWO,15,30,5,6.1316583069,1.1316583069,1.2263316614,Solved
N@?h?aDSE??xAuUgTA_,15,31,5,6.1316578777,1.1316578777,1.2263315755,Solved
N?IAK?o?qBBWFEHFXE?,15,31,5,6.1316510960,1.1316510960,1.2263302192,Solved
N?CKaIGY?b?rGXHaY?W,15,31,5,6.1316500047,1.1316500047,1.2263300009,Solved
Ng?_WgHCkHSAOpUBF@O,15,32,5,6.1316499448,1.1316499448,1.2263299890,Solved
NAIC??CAgfHGXOGhAiG,15,28,5,6.1316438605,1.1316438605,1.2263287721,Solved
NWQOuA??wpGSMC@Rcb_,15,33,5,6.1316429493,1.1316429493,1.2263285899,Solved
Ng??HGJCKAuORDUaF`?,15,32,5,6.1316405291,1.1316405291,1.2263281058,Solved
No?OWc`IQHKOeA@DjCG,15,31,5,6.1316402302,1.1316402302,1.2263280460,Solved
No?WOHEKpAH@cHIOiPG,15,31,5,6.1316389963,1.1316389963,1.2263277993,Solved
NAI?H_@AgcOBBIXHGWo,15,29,5,6.1316380909,1.1316380909,1.2263276182,Solved
Ng?@GGhDKAQWQFUaF`?,15,32,5,6.1316367040,1.1316367040,1.2263273408,Solved
NIQ?K?HCOdDQAoHEecO,15,30,5,6.1316339585,1.1316339585,1.2263267917,Solved
N_G?oq@`b_gIXgBJEc_,15,33,5,6.1316321172,1.1316321172,1.2263264234,Solved
Ns??WObDO_GRHQZAJCO,15,31,5,6.1316292821,1.1316292821,1.2263258564,Solved
NWCOOIBcAQGoAT@eECW,15,30,5,6.1316274153,1.1316274153,1.2263254831,Solved
N`G??SGCGl@qGgPSqgO,15,29,5,6.1316250531,1.1316250531,1.2263250106,Solved
NQ???OR`PIGPEcJHXo?,15,29,5,6.1316199943,1.1316199943,1.2263239989,Solved
N@o??HB_PKAqOEEoscO,15,29,5,6.1316179672,1.1316179672,1.2263235934,Solved
NG?G?M@``qE_a`UgIEO,15,30,5,6.1316140146,1.1316140146,1.2263228029,Solved
N`GGGcOgAJkST?Ak`Io,15,32,5,6.1316126940,1.1316126940,1.2263225388,Solved
N@GaL@GcE?@bDIAsa[_,15,31,5,6.1316099285,1.1316099285,1.2263219857,Solved
N_Cg__G`_AgPWIGXO{?,15,28,5,6.1316077443,1.1316077443,1.2263215489,Solved
NoCOPDEIC`?R@URPM?o,15,32,5,6.1316066639,1.1316066639,1.2263213328,Solved
N@?IIOWDP?OdaaOMSWG,15,29,5,6.1316051768,1.1316051768,1.2263210354,Solved
NoL?P`ADC?GZLIAMOwG,15,32,5,6.1316015500,1.1316015500,1.2263203100,Solved
N@COSLGB@AgpWccIsE_,15,32,5,6.1315929016,1.1315929016,1.2263185803,Solved
N??_waDObQQ_w?ATfE?,15,30,5,6.1315885834,1.1315885834,1.2263177167,Solved
N?GHAMAQD_aeEWT_S?w,15,31,5,6.1315881253,1.1315881253,1.2263176251,Solved
NoCOP?eQC?AZHeRQIL?,15,32,5,6.1315864492,1.1315864492,1.2263172898,Solved
N@CGOI_?yLLGXCcoqB_,15,32,5,6.1315798256,1.1315798256,1.2263159651,Solved
N?Gqa@WbD??cCVArSW_,15,31,5,6.1315741418,1.1315741418,1.2263148284,Solved
NgEDC`GI?gIa?zJO?VG,15,32,5,6.1315697737,1.1315697737,1.2263139547,Solved
No??wodOcO?jCMY@m`?,15,32,5,6.1315692799,1.1315692799,1.2263138560,Solved
NK_G?S@DP@ICHgAfIp?,15,29,5,6.1315684752,1.1315684752,1.2263136950,Solved
NCYbAa??wLPHTCGHbBG,15,33,5,6.1315673178,1.1315673178,1.2263134636,Solved
N@??YIAbB@?`IXSdRG_,15,30,5,6.1315663955,1.1315663955,1.2263132791,Solved
NCCR?GcAoWOPKQOLhK_,15,30,5,6.1315634311,1.1315634311,1.2263126862,Solved
N??YSH@K_PccMOcbW@o,15,31,5,6.1315547747,1.1315547747,1.2263109549,Solved
N`??_GBEOxOoGLYPHoO,15,30,5,6.1315519723,1.1315519723,1.2263103945,Solved
N__GP?o@Occ`EPOkg{?,15,29,5,6.1315475930,1.1315475930,1.2263095186,Solved
NgC@GGGC?HqOIRO\O]?,15,29,5,6.1315447269,1.1315447269,1.2263089454,Solved
NIQ?CCHA`GBPCUHgee?,15,30,5,6.1315435069,1.1315435069,1.2263087014,Solved
N?GaCHCTCs@EEWKpSOo,15,31,5,6.1315384781,1.1315384781,1.2263076956,Solved
N_Cp?WgOkAATKEOPpoG,15,31,5,6.1315162816,1.1315162816,1.2263032563,Solved
NQ??WggOgdG``EIPpI_,15,31,5,6.1315147775,1.1315147775,1.2263029555,Solved
N_?[SHOSBc@LG{I[Cq_,15,34,5,6.1315115811,1.1315115811,1.2263023162,Solved
N?YOA?`CiDOA@pKBPW?,15,27,5,6.1315111914,1.1315111914,1.2263022383,Solved
Ns?GOgaE@EgcC`PKlGO,15,31,5,6.1315073002,1.1315073002,1.2263014600,Solved
No?GpDEIC__LM@TDGhO,15,32,5,6.1315049714,1.1315049714,1.2263009943,Solved
N@?XC@@ai_@X@qIGw_g,15,30,5,6.1314962888,1.1314962888,1.2262992578,Solved
N@@CQA?QHKOJD`FWDKO,15,30,5,6.1314925371,1.1314925371,1.2262985074,Solved
N?C@IHGgQcP_@MGPqSG,15,29,5,6.1314917326,1.1314917326,1.2262983465,Solved
N?O[Q@OgP_?xAL_QcsG,15,30,5,6.1314912606,1.1314912606,1.2262982521,Solved
Ng??WOQICBUWTEP[F`?,15,32,5,6.1314896478,1.1314896478,1.2262979296,Solved
N??H?lAYBGOKdCEbVC?,15,30,5,6.1314885573,1.1314885573,1.2262977115,Solved
N_?CSha[?KADBDIQN_?,15,30,5,6.1314857486,1.1314857486,1.2262971497,Solved
NoC@YaADGJ@KL@QEkB_,15,33,5,6.1314805602,1.1314805602,1.2262961120,Solved
N@?AIA@FM??hEhJQTO_,15,30,5,6.1314787746,1.1314787746,1.2262957549,Solved
NG?PsY?SGL@aEGGRw@o,15,31,5,6.1314770774,1.1314770774,1.2262954155,Solved
NK??oxCaHKD?o??Z_qo,15,29,5,6.1314748012,1.1314748012,1.2262949602,Solved
N@?QQICYCo?bEWGxSOo,15,31,5,6.1314741964,1.1314741964,1.2262948393,Solved
N??`q@Go?QbiKI`oqd?,15,31,5,6.1314718415,1.1314718415,1.2262943683,Solved
N?QA_K[J@BFG_fSESKG,15,33,5,6.1314717108,1.1314717108,1.2262943422,Solved
No??GWPHIsGQagKPn_?,15,31,5,6.1314693105,1.1314693105,1.2262938621,Solved
NGCSS_QBC@cpRAG[gM_,15,32,5,6.1314610232,1.1314610232,1.2262922046,Solved
N@G?WgQON?@LX@_sra?,15,31,5,6.1314545742,1.1314545742,1.2262909148,Solved
NoC?g_bPSA@RBIZAM?o,15,32,5,6.1314524277,1.1314524277,1.2262904855,Solved
N?CHIQGg?Ga\TCGYyP?,15,31,5,6.1314481134,1.1314481134,1.2262896227,Solved
NG?GcKgQc`S?@bDLJGO,15,30,5,6.1314462862,1.1314462862,1.2262892572,Solved
No??WGPQSgDDGmSpN_?,15,32,5,6.1314412299,1.1314412299,1.2262882460,Solved
Ni?GGCTGcQoEQPM`E`O,15,32,5,6.1314393365,1.1314393365,1.2262878673,Solved
No??GSpOca@fHEU_n_?,15,32,5,6.1314362077,1.1314362077,1.2262872415,Solved
N@?AAOcFCIDos?Aio]?,15,29,5,6.1314347446,1.1314347446,1.2262869489,Solved
N?@@a_ke?[CJ`oQ@qDG,15,31,5,6.1314296517,1.1314296517,1.2262859303,Solved
NG?P[?LCooCFPQe@wF?,15,32,5,6.1314259737,1.1314259737,1.2262851947,Solved
N?_IHDOOCCBIME@]Cd_,15,30,5,6.1314215990,1.1314215990,1.2262843198,Solved
N@?W`P?`MA@T@wQcS?w,15,30,5,6.1314158736,1.1314158736,1.2262831747,Solved
N??IpQPX?iBAHG_bw@o,15,31,5,6.1314156366,1.1314156366,1.2262831273,Solved
N_?Goi??xRCsOF\CV?O,15,32,5,6.1314148406,1.1314148406,1.2262829681,Solved
N?Ck@aOp?@apOXQqDPO,15,31,5,6.1314138472,1.1314138472,1.2262827694,Solved
N?LCAQ_BGlCYGQScq_o,15,32,5,6.1314102223,1.1314102223,1.2262820445,Solved
N?Gp_GWO[FG_a`UOSAg,15,30,5,6.1314100778,1.1314100778,1.2262820156,Solved
No?GhGaQco?FL@UPGLO,15,32,5,6.1313935482,1.1313935482,1.2262787096,Solved
N?KGIHASCSAKHFgdUK?,15,31,5,6.1313920890,1.1313920890,1.2262784178,Solved
N?GWp`AOSG_Q[BaXSc_,15,31,5,6.1313852546,1.1313852546,1.2262770509,Solved
N_C_WcSIL_?TOTWPP_W,15,31,5,6.1313848566,1.1313848566,1.2262769713,Solved
NK???PDageCwE_HAx_?,15,28,5,6.1313809339,1.1313809339,1.2262761868,Solved
N?KP_DAPSQC`SPhGpE_,15,31,5,6.1313794052,1.1313794052,1.2262758810,Solved
N@GHAHAEGEh@hDdIQW_,15,32,5,6.1313786414,1.1313786414,1.2262757283,Solved
No?PIA?BWZEBMOUgGSo,15,33,5,6.1313786410,1.1313786410,1.2262757282,Solved
Ns??GSPG`IHTJGSEja?,15,32,5,6.1313786403,1.1313786403,1.2262757281,Solved
N?C@iJ?@HXEIa`SEtI?,15,32,5,6.1313786402,1.1313786402,1.2262757280,Solved
N?GaSH?dIg@DEWKpSOo,15,31,5,6.1313656554,1.1313656554,1.2262731311,Solved
Ni??GSPGcIoSRKN@F@_,15,32,5,6.1313564975,1.1313564975,1.2262712995,Solved
N@@GcP?@wpGWGFags`_,15,31,5,6.1313486122,1.1313486122,1.2262697224,Solved
NGCOG?``PUY?AlSoPcG,15,30,5,6.1313472919,1.1313472919,1.2262694584,Solved
N@?YCS_QM?@T@YCDsoG,15,30,5,6.1313436899,1.1313436899,1.2262687380,Solved
N@PcAEO?WaDDBeDdTB?,15,32,5,6.1313436853,1.1313436853,1.2262687371,Solved
N?@C@Kge?QAtF_WEyD?,15,31,5,6.1313371011,1.1313371011,1.2262674202,Solved
N?Cp`P@_cP?PBLPT]?_,15,31,5,6.1313348345,1.1313348345,1.2262669669,Solved
N?LSC?@BhdQCOVHPHSG,15,32,5,6.1313272344,1.1313272344,1.2262654469,Solved
N@GSIU_SE?@dBECWcQg,15,31,5,6.1313270272,1.1313270272,1.2262654054,Solved
N`??HOW_iIogOgE`D_O,15,28,5,6.1313211889,1.1313211889,1.2262642378,Solved
N_??hoDAj?iCg_BBv_?,15,30,5,6.1313162057,1.1313162057,1.2262632411,Solved
N_COPGkOKE@IKEP`uO_,15,31,5,6.1313152141,1.1313152141,1.2262630428,Solved
No??xDGPCO_hDYKLN?_,15,32,5,6.1313125962,1.1313125962,1.2262625192,Solved
Ng?OOOP?hOQPHTPUOt?,15,30,5,6.1313116411,1.1313116411,1.2262623282,Solved
