g6,n,edges,alpha,theta,gap,ratio,status
N_CgA?aCXEQOP__E`Kg,15,28,5,6.2151963158,1.2151963158,1.2430392632,Solved
N`HC?KGB?__TGDSWoLO,15,28,5,6.2149552382,1.2149552382,1.2429910476,Solved
NC_?H@?LAcDSTOBY@]?,15,29,5,6.2149306103,1.2149306103,1.2429861221,Solved
NR?GOCCPSROgCgOhDAW,15,29,5,6.2148092326,1.2148092326,1.2429618465,Solved
N_GOGOBCH@SQSRPUPR?,15,30,5,6.2144809090,1.2144809090,1.2428961818,Solved
NK_??CCCgYeoQWKWHoG,15,29,5,6.2143647678,1.2143647678,1.2428729536,Solved
N@@KQ?WDcQOKW@?McwG,15,29,5,6.2143263580,1.2143263580,1.2428652716,Solved
N@@KS@BEGcK?h?AR_j_,15,29,5,6.2141892349,1.2141892349,1.2428378470,Solved
N`?GOO`CdCIGPU`h?f_,15,30,5,6.2140855049,1.2140855049,1.2428171010,Solved
N@Q?iI?G[OBC?f?yK_W,15,29,5,6.2140588866,1.2140588866,1.2428117773,Solved
NQ??IChD@Og`acChPgG,15,29,5,6.2140285932,1.2140285932,1.2428057186,Solved
No?WoOC?gaIKIFOiCiG,15,30,5,6.2139489506,1.2139489506,1.2427897901,Solved
N@?IIQCaA?bDg_DQc]?,15,29,5,6.2137949033,1.2137949033,1.2427589807,Solved
N@Q?XI?A[AIC?fCiK_W,15,29,5,6.2133275118,1.2133275118,1.2426655024,Solved
NaG@GWSC?OgDGT_ioY_,15,29,5,6.2129835092,1.2129835092,1.2425967018,Solved
No??G_HE_wGiGiYoMc?,15,30,5,6.2127773530,1.2127773530,1.2425554706,Solved
N_GOpKKK@_GT_[QAOaG,15,29,5,6.2127183978,1.2127183978,1.2425436796,Solved
NO?g_P?C[OI`_xPeC\?,15,30,5,6.2124600638,1.2124600638,1.2424920128,Solved
N@oCHGSOY?OBB@GiaXO,15,29,5,6.2118278491,1.2118278491,1.2423655698,Solved
N@oCKGcDAAGEAPGeaTO,15,29,5,6.2115572773,1.2115572773,1.2423114555,Solved
NC_?H@?T@SDcSoA{Al?,15,29,5,6.2112285994,1.2112285994,1.2422457199,Solved
N?C@cUCT@WWOD@OYdEO,15,30,5,6.2112069000,1.2112069000,1.2422413800,Solved
N@oCHGSOQ@OBB@CqcUO,15,29,5,6.2109636650,1.2109636650,1.2421927330,Solved
NAKCKI?HIHGOGXARAQW,15,29,5,6.2108645386,1.2108645386,1.2421729077,Solved
N`OG?kIG?S_e_[SBCoW,15,29,5,6.2108130561,1.2108130561,1.2421626112,Solved
NoCOWGACGQIKHIOeDI?,15,28,5,6.2106927488,1.2106927488,1.2421385498,Solved
N_GWc?_OgbCIa_OB_{G,15,28,5,6.2104700620,1.2104700620,1.2420940124,Solved
N@DHC@?As@cKo_@Ba[G,15,28,5,6.2103632716,1.2103632716,1.2420726543,Solved
NCW?AEADPKCcC`OMpgO,15,29,5,6.2101843465,1.2101843465,1.2420368693,Solved
N_W?`?KD?bCo_FO{@wO,15,29,5,6.2101781291,1.2101781291,1.2420356258,Solved
N_?Gp?OA\CKODF`XGl?,15,30,5,6.2101300334,1.2101300334,1.2420260067,Solved
Nq??AWRAHGcQD@Aafo?,15,29,5,6.2099562006,1.2099562006,1.2419912401,Solved
NB?KAUCa@G_MCbH`HCW,15,30,5,6.2099018173,1.2099018173,1.2419803635,Solved
NOS??dAHcIW_A`CMckO,15,29,5,6.2097136609,1.2097136609,1.2419427322,Solved
NKC?OCKH_YOBKWSXGoo,15,30,5,6.2097132544,1.2097132544,1.2419426509,Solved
N_?H?_gD@IBO_NPwHY?,15,29,5,6.2096312223,1.2096312223,1.2419262445,Solved
NCK@A?KHQGOBCySh@w_,15,30,5,6.2095162577,1.2095162577,1.2419032515,Solved
NgE?GG_AWdHOGRCXOQW,15,29,5,6.2093984114,1.2093984114,1.2418796823,Solved
N`Q@??FCOS`aWPCIoWg,15,29,5,6.2093138615,1.2093138615,1.2418627723,Solved
NAK?IEAP@HOHGdA[Q_W,15,29,5,6.2091933540,1.2091933540,1.2418386708,Solved
N`??KQGDHEhOR?HPASW,15,29,5,6.2090869659,1.2090869659,1.2418173932,Solved
N??PYADUJ?S?BPERQPO,15,30,5,6.2088560681,1.2088560681,1.2417712136,Solved
NW?GGgYOaBQ_ATGarAG,15,30,5,6.2087683506,1.2087683506,1.2417536701,Solved
N?`HOh_c@_?qAXOeoL_,15,30,5,6.2086442856,1.2086442856,1.2417288571,Solved
NC_?H@?TPTAkAwL?hOg,15,30,5,6.2085356024,1.2085356024,1.2417071205,Solved
N@?ISIGOOhbAg_P@c[G,15,29,5,6.2085320810,1.2085320810,1.2417064162,Solved
N@QGqA?GYG?R?yDXT?o,15,30,5,6.2085229649,1.2085229649,1.2417045930,Solved
N@?IQICaA@BHg_DEc]?,15,29,5,6.2084688418,1.2084688418,1.2416937684,Solved
NGCK@HOaKgCo?FAwiWO,15,30,5,6.2083104021,1.2083104021,1.2416620804,Solved
NCO`?OR@OSiAw?@IoWg,15,28,5,6.2083052267,1.2083052267,1.2416610453,Solved
NGaA@?EAGIqIKaUGBw?,15,29,5,6.2082188657,1.2082188657,1.2416437731,Solved
N?OsAA@GgeBAw?AI_wg,15,28,5,6.2079468769,1.2079468769,1.2415893754,Solved
N`??KQGDPDhOR?HPASW,15,29,5,6.2077908344,1.2077908344,1.2415581669,Solved
N`?Go?DDD@KCAV_tGZ?,15,30,5,6.2077012654,1.2077012654,1.2415402531,Solved
N@?HOiCO]CB@OhHDPGW,15,30,5,6.2075171076,1.2075171076,1.2415034215,Solved
NQ?WQ?a?W_hD`DGqox?,15,30,5,6.2074415918,1.2074415918,1.2414883184,Solved
NK_??CCAgiioIXL_HKG,15,30,5,6.2072509670,1.2072509670,1.2414501934,Solved
NAGCCGcD_dHGBA_LkWO,15,29,5,6.2072135092,1.2072135092,1.2414427018,Solved
N@?iS?ROSG`EEAGpw_o,15,30,5,6.2072010463,1.2072010463,1.2414402093,Solved
N?K@KHC_c`K?BDC\GXO,15,29,5,6.2071984846,1.2071984846,1.2414396969,Solved
NIa?GGICHAdOOTCXOPW,15,29,5,6.2070962466,1.2070962466,1.2414192493,Solved
NQ?KQGWHE??V?]D_dGg,15,30,5,6.2070641218,1.2070641218,1.2414128244,Solved
N@QGqA?CYG?R?yHXT?o,15,30,5,6.2070571411,1.2070571411,1.2414114282,Solved
NKC?Q?BBOXOHKKL`Goo,15,30,5,6.2068198263,1.2068198263,1.2413639653,Solved
N@SCKA?HIIGCGiBPaY_,15,29,5,6.2066816755,1.2066816755,1.2413363351,Solved
NKOc?CACWH@HbCKHGHW,15,28,5,6.2066783627,1.2066783627,1.2413356725,Solved
N@?ISIGDIAi_g_ABc[G,15,29,5,6.2066659543,1.2066659543,1.2413331909,Solved
N@@KS@@HOd@EAQS`s_o,15,30,5,6.2066610637,1.2066610637,1.2413322127,Solved
NG?GkQG`@agSEDGgigG,15,30,5,6.2065734935,1.2065734935,1.2413146987,Solved
N@?kQGQOKA`DECGpw_o,15,30,5,6.2065118637,1.2065118637,1.2413023727,Solved
N@o@GhCCI?OXBEGWoRG,15,29,5,6.2064410771,1.2064410771,1.2412882154,Solved
NAGC?SePS`W?GcBBago,15,29,5,6.2063126280,1.2063126280,1.2412625256,Solved
N??gt@PPcKL?e?GIaIg,15,30,5,6.2061447096,1.2061447096,1.2412289419,Solved
N_?HGccD@QbCOW?dv?G,15,29,5,6.2060429490,1.2060429490,1.2412085898,Solved
NGCS?ceICOW??Z@VGqO,15,29,5,6.2060257942,1.2060257942,1.2412051588,Solved
NCO`@?AP?XPoSXCuBM?,15,30,5,6.2059769558,1.2059769558,1.2411953912,Solved
N@G?GgIaqhKGgGS_p__,15,29,5,6.2059418723,1.2059418723,1.2411883745,Solved
NW??G_YFCJGQIPQoQ_W,15,30,5,6.2058346345,1.2058346345,1.2411669269,Solved
NW?OWGXC`Ar?OhQSO`W,15,30,5,6.2058046830,1.2058046830,1.2411609366,Solved
No?A?KQBGQCdKEUORo?,15,29,5,6.2057527656,1.2057527656,1.2411505531,Solved
NQ??IChPGgD@aaCdPgG,15,29,5,6.2056369864,1.2056369864,1.2411273973,Solved
N?GOOKoaIHIQgQUOSoG,15,30,5,6.2055559741,1.2055559741,1.2411111948,Solved
NL???CDaIQOpQgDcDg?,15,28,5,6.2054930729,1.2054930729,1.2410986146,Solved
N@QGq@?_Ga_T@wHTT?o,15,30,5,6.2054844220,1.2054844220,1.2410968844,Solved
No?A?KID`OccEPCYN_?,15,29,5,6.2053143844,1.2053143844,1.2410628769,Solved
N@OCKGaBC_k_C`AYgMO,15,29,5,6.2053116343,1.2053116343,1.2410623269,Solved
N@`ISA?HGe@IOJChCgW,15,30,5,6.2053091130,1.2053091130,1.2410618226,Solved
N@OCKGaDCOk_C`OY`MO,15,29,5,6.2052490095,1.2052490095,1.2410498019,Solved
NCL@I_o_cGH??^?j@iG,15,30,5,6.2051827194,1.2051827194,1.2410365439,Solved
N@OCGXAgCaK_@MA`aMG,15,29,5,6.2051801071,1.2051801071,1.2410360214,Solved
NG?GsKgOcgS??NDLJGO,15,30,5,6.2051527081,1.2051527081,1.2410305416,Solved
NGCOGOIGsEY?HXSIPaG,15,30,5,6.2051467547,1.2051467547,1.2410293509,Solved
NhGc?CDAOqAaPAAhaUO,15,30,5,6.2049529604,1.2049529604,1.2409905921,Solved
NhGGC?I@W`AQQBHqAwO,15,30,5,6.2049403411,1.2049403411,1.2409880682,Solved
N@@KIADIP@R?S?Aq_Ro,15,29,5,6.2048638267,1.2048638267,1.2409727653,Solved
NAI?k?JCS@K_AFHEGWW,15,29,5,6.2048456925,1.2048456925,1.2409691385,Solved
NAGCKGHBC_k_ChGSgTG,15,29,5,6.2043984921,1.2043984921,1.2408796984,Solved
NG?GkQOeADCg?FTOdSO,15,30,5,6.2042469607,1.2042469607,1.2408493921,Solved
NB??OY@OsWCsq?D_cFG,15,29,5,6.2041333943,1.2041333943,1.2408266789,Solved
NCS@A?KGXGOBCyT`@w_,15,30,5,6.2041024239,1.2041024239,1.2408204848,Solved
NK?GOOPCdAWOPiHT?f_,15,30,5,6.2039915455,1.2039915455,1.2407983091,Solved
N@Q?XI@OOdB??l_FK_W,15,29,5,6.2039078793,1.2039078793,1.2407815759,Solved
N`?P@WY@_KOIOIUBTAO,15,30,5,6.2038620610,1.2038620610,1.2407724122,Solved
N@SCAA@HIKQ_?tAIcwG,15,29,5,6.2037720905,1.2037720905,1.2407544181,Solved
NB??KDDIcWBCQOGboao,15,30,5,6.2037275786,1.2037275786,1.2407455157,Solved
N@CPAAAPKQhOg?@X`wO,15,29,5,6.2037156115,1.2037156115,1.2407431223,Solved
NKH@A?SCoD@B_XbABw?,15,29,5,6.2036685373,1.2036685373,1.2407337075,Solved
NB?GGOgOpIOTq?CooeG,15,29,5,6.2036662273,1.2036662273,1.2407332455,Solved
N_XOOK_C@AaS_BA[_uO,15,29,5,6.2035330112,1.2035330112,1.2407066022,Solved
NAG_k?JCS@W_GFBEGWW,15,29,5,6.2035309402,1.2035309402,1.2407061880,Solved
N@P@ACS`D?@NAkCQpoG,15,30,5,6.2034153867,1.2034153867,1.2406830773,Solved
Nh??W_CAGId@ccOXo[_,15,29,5,6.2034010235,1.2034010235,1.2406802047,Solved
NGC?GgJ_KAIQJBKeHb?,15,31,5,6.2032289323,1.2032289323,1.2406457865,Solved
N_Cg?kiA_KOIOI[BUAO,15,30,5,6.2032144624,1.2032144624,1.2406428925,Solved
N?OcE?W@hBP@KDT_Bw?,15,29,5,6.2032074706,1.2032074706,1.2406414941,Solved
N`?C@OSbAW?\ODDodSO,15,30,5,6.2029852416,1.2029852416,1.2405970483,Solved
N?D@G_d_r?P@AKOpq`O,15,29,5,6.2029574231,1.2029574231,1.2405914846,Solved
N_?o`?NEQCl?`_?Rv?G,15,30,5,6.2029361031,1.2029361031,1.2405872206,Solved
NoC?Wg_O?Ho@ShIT?]_,15,29,5,6.2028148497,1.2028148497,1.2405629699,Solved
NaGG`?G?x@OKDFPbOx?,15,30,5,6.2028108037,1.2028108037,1.2405621607,Solved
NaG@C?TKOYGo?eAHro?,15,29,5,6.2027353163,1.2027353163,1.2405470633,Solved
NAg?@EAPOkAcA`GMwgO,15,29,5,6.2027237545,1.2027237545,1.2405447509,Solved
NC_?H@?AwjIaIbLGHWG,15,31,5,6.2026660759,1.2026660759,1.2405332152,Solved
N@QICAGCp@?xPECHdWG,15,30,5,6.2026414613,1.2026414613,1.2405282923,Solved
NG?Ggq@_PGgSeBTGDQG,15,30,5,6.2025824780,1.2025824780,1.2405164956,Solved
N?owCDAG_cOEORCSCDG,15,27,5,6.2025712128,1.2025712128,1.2405142426,Solved
N`??KQGHOdCSDPQch`_,15,30,5,6.2023157785,1.2023157785,1.2404631557,Solved
No??G_HPPDDWTGMcJ`?,15,30,5,6.2022211707,1.2022211707,1.2404442341,Solved
NAGCK?GBQJS?DHClKWO,15,29,5,6.2021648211,1.2021648211,1.2404329642,Solved
N`?g_OOOX@OcAfOrOx?,15,30,5,6.2021558958,1.2021558958,1.2404311792,Solved
NGCSPEOHIWO_AX?VIOW,15,30,5,6.2021429629,1.2021429629,1.2404285926,Solved
NCSpA@A@GOoCKR@r@Y_,15,30,5,6.2020530148,1.2020530148,1.2404106030,Solved
N`?g?P@CgoOIPbGjOx?,15,30,5,6.2020391234,1.2020391234,1.2404078247,Solved
N_W_C@R@OaCR@aECro?,15,29,5,6.2020313179,1.2020313179,1.2404062636,Solved
N@?WaUGQD??rPI_ccKg,15,30,5,6.2018614642,1.2018614642,1.2403722928,Solved
N@?[AORPCOhOgC?JcwG,15,29,5,6.2017000136,1.2017000136,1.2403400027,Solved
NAGC@CUaEGK_?]A`aiG,15,29,5,6.2016928127,1.2016928127,1.2403385625,Solved
NG?GkQG`@DIgEEKSGSW,15,30,5,6.2016853253,1.2016853253,1.2403370651,Solved
NB?GAKg_kG?TIaPDrG_,15,30,5,6.2016168235,1.2016168235,1.2403233647,Solved
N@@H?pA_WgpOW@AIowG,15,29,5,6.2014723609,1.2014723609,1.2402944722,Solved
NC_?H@?JASAlC{IgIgG,15,30,5,6.2013892531,1.2013892531,1.2402778506,Solved
N`O_C_J@qCD@CD@Iro?,15,29,5,6.2011929524,1.2011929524,1.2402385905,Solved
N?CG`_ePcgWGI`OQpEG,15,30,5,6.2011711892,1.2011711892,1.2402342378,Solved
N@?AKWiQC_``DCOXsOo,15,30,5,6.2011260702,1.2011260702,1.2402252140,Solved
N?KSKH@Gi_W??VAgc`g,15,29,5,6.2010597789,1.2010597789,1.2402119558,Solved
N@`@?qESE??L@qBdDAo,15,30,5,6.2009364182,1.2009364182,1.2401872836,Solved
N?CaA_g_S@@xDkKeHb?,15,31,5,6.2009189932,1.2009189932,1.2401837986,Solved
N?CsIe?GAPdCCdA[W_W,15,30,5,6.2008856324,1.2008856324,1.2401771265,Solved
No?A?KQAGqCbJGSSRo?,15,29,5,6.2008244692,1.2008244692,1.2401648938,Solved
No?OGWP?goCJOiZCNO?,15,30,5,6.2008173091,1.2008173091,1.2401634618,Solved
NQ?W_O`?iPCWPD`FOXO,15,30,5,6.2008043838,1.2008043838,1.2401608768,Solved
NB?GSCa`aO?lGEPWr?o,15,30,5,6.2006746465,1.2006746465,1.2401349293,Solved
NQ??HOTICSAQOkPRP_o,15,30,5,6.2006121882,1.2006121882,1.2401224376,Solved
N@AAIIGIe?@`EQC\CSo,15,30,5,6.2005948848,1.2005948848,1.2401189770,Solved
NL???CDaIKhSbOEOCoG,15,28,5,6.2003838058,1.2003838058,1.2400767612,Solved
N@?IIQCa?iBCg_OFc]?,15,29,5,6.2003680249,1.2003680249,1.2400736050,Solved
NG?GOmA_QGfCcaHCjCG,15,30,5,6.2002254292,1.2002254292,1.2400450858,Solved
N@@?aUCEM?@pIIGTOoW,15,30,5,6.2001367242,1.2001367242,1.2400273448,Solved
NK???GeGsUBGP`FCXC?,15,28,5,6.2001017028,1.2001017028,1.2400203406,Solved
NCW?CCdP_kW?ChGF@gW,15,29,5,6.2000534003,1.2000534003,1.2400106801,Solved
N@GaKH?aI_``EWCxSOo,15,31,5,6.2000123947,1.2000123947,1.2400024789,Solved
NGc??dDHCCcoCBAkwgO,15,29,5,6.1999866397,1.1999866397,1.2399973279,Solved
NI_GG?Tc?cDWQoHUCFO,15,30,5,6.1998421990,1.1998421990,1.2399684398,Solved
N?DaC?J_`OEIoA@KaXG,15,28,5,6.1998386424,1.1998386424,1.2399677285,Solved
NC_?H@?T@S@]DYJGIWG,15,30,5,6.1998282559,1.1998282559,1.2399656512,Solved
N@?@IXCae?AbEI_odCg,15,30,5,6.1998253969,1.1998253969,1.2399650794,Solved
N`O@GOG@Gai_GT_io[_,15,29,5,6.1997521678,1.1997521678,1.2399504336,Solved
N?CHaGcd@QWOCJOcpKG,15,30,5,6.1997064590,1.1997064590,1.2399412918,Solved
NC_?H@?TPT@kCwJ?iOg,15,30,5,6.1996880453,1.1996880453,1.2399376091,Solved
N@?YCORIAGpOoC?JcwG,15,29,5,6.1996596807,1.1996596807,1.2399319361,Solved
N_?XGChCIAiGh?Adv@?,15,30,5,6.1996424550,1.1996424550,1.2399284910,Solved
N@CQC@DQD??zBaGSpSG,15,30,5,6.1996113488,1.1996113488,1.2399222698,Solved
N@AAIIGIe?@`EaC\CKo,15,30,5,6.1995991510,1.1995991510,1.2399198302,Solved
N@?WaTGaD??VPE_gcgg,15,30,5,6.1994733114,1.1994733114,1.2398946623,Solved
N@@KACXaDG@PH_CTgEo,15,30,5,6.1994549014,1.1994549014,1.2398909803,Solved
N_?D?KIHAoacIPC[N_?,15,29,5,6.1994354892,1.1994354892,1.2398870978,Solved
NAIC?TADT?B??N@ZKoO,15,29,5,6.1993075053,1.1993075053,1.2398615011,Solved
N@QC?XACt?K_@MA`aLG,15,29,5,6.1992127155,1.1992127155,1.2398425431,Solved
N@@?yPGaDG?X`OGLaEo,15,30,5,6.1989395753,1.1989395753,1.2397879151,Solved
N@?WcPGPT??\Qa_kC_w,15,30,5,6.1989284538,1.1989284538,1.2397856908,Solved
N@OCGdCaL?B_?Z@UKOW,15,29,5,6.1989271972,1.1989271972,1.2397854394,Solved
N`_?WP_@GaiO_a@XcIo,15,29,5,6.1988992070,1.1988992070,1.2397798414,Solved
N_C`aIGA?GsASB?z?]O,15,29,5,6.1988140332,1.1988140332,1.2397628066,Solved
NhG?_CMC?i@iQEG[OoW,15,30,5,6.1986923125,1.1986923125,1.2397384625,Solved
N?D@A_g_CB@yDkQeEb?,15,31,5,6.1986233459,1.1986233459,1.2397246692,Solved
N?OaCECKIgCOEXAVRo?,15,30,5,6.1986091689,1.1986091689,1.2397218338,Solved
NQ?g_P@Ab?aH_q@Los_,15,30,5,6.1985737890,1.1985737890,1.2397147578,Solved
N@?aS?hRE??xEQCLOoW,15,30,5,6.1984623264,1.1984623264,1.2396924653,Solved
N`Q@?WA?_HABIE_XiM?,15,28,5,6.1984062755,1.1984062755,1.2396812551,Solved
N?CHaGcd@OWOCZOePKG,15,30,5,6.1982455624,1.1982455624,1.2396491125,Solved
N@o??E@PPKAsBOSIsQO,15,29,5,6.1981872160,1.1981872160,1.2396374432,Solved
NQ???EIPOkDHDWIcX_?,15,28,5,6.1981380571,1.1981380571,1.2396276114,Solved
N@C_W@RiQgS?o??r`go,15,30,5,6.1980678466,1.1980678466,1.2396135693,Solved
NGCOSKoPcWS??jALIGW,15,30,5,6.1980575579,1.1980575579,1.2396115116,Solved
N@?ISIAIIa?dPCCpt?o,15,30,5,6.1980541231,1.1980541231,1.2396108246,Solved
NoCG_?hPp_GpaoLOGDW,15,31,5,6.1980481550,1.1980481550,1.2396096310,Solved
No?`?CDCgWaHQHUORo?,15,29,5,6.1979806477,1.1979806477,1.2395961295,Solved
NGa@A?CAGMqQKWUGBw?,15,29,5,6.1978733153,1.1978733153,1.2395746631,Solved
NAGC@CUaEGK_?\AaaiG,15,29,5,6.1978004980,1.1978004980,1.2395600996,Solved
NhGc?CDAGa`gPACdbSO,15,30,5,6.1977897886,1.1977897886,1.2395579577,Solved
NhG?_?NA_ia_QPGTOoW,15,30,5,6.1977817693,1.1977817693,1.2395563539,Solved
N?KPAHA`I_SG?uAHopG,15,29,5,6.1977570340,1.1977570340,1.2395514068,Solved
N@@I?aGEdG?{OYGDpWG,15,30,5,6.1976994023,1.1976994023,1.2395398805,Solved
NW??Oc[ECKgKHDROQOW,15,30,5,6.1976730111,1.1976730111,1.2395346022,Solved
N?KcAaGP__ao@yGZX@_,15,31,5,6.1975686957,1.1975686957,1.2395137391,Solved
N??PAWw`j?W?BBEbQWO,15,30,5,6.1975455872,1.1975455872,1.2395091174,Solved
N@o??GRP@EooOPF_sEO,15,29,5,6.1975341178,1.1975341178,1.2395068236,Solved
NK_??CCAgiioIXJ_IKG,15,30,5,6.1975253084,1.1975253084,1.2395050617,Solved
NG??kUSHAaD_AM_`jAG,15,30,5,6.1974959883,1.1974959883,1.2394991977,Solved
N`G?GwYOKAQ_Q_GfCbO,15,30,5,6.1973140995,1.1973140995,1.2394628199,Solved
NG?Ggq@_QCcceBTGDQG,15,30,5,6.1973001684,1.1973001684,1.2394600337,Solved
NG?GkQCaAEEEEIGcigG,15,30,5,6.1972833796,1.1972833796,1.2394566759,Solved
NI_??GRDCaDoPaIsDEO,15,30,5,6.1972355962,1.1972355962,1.2394471192,Solved
N`G?C`FAQC@`CdHERo?,15,29,5,6.1972174637,1.1972174637,1.2394434927,Solved
N@?GkPC`D?HPOqEKcM_,15,30,5,6.1970642675,1.1970642675,1.2394128535,Solved
NG?cE?PAGKhSMAdCBw?,15,29,5,6.1970237040,1.1970237040,1.2394047408,Solved
NGI@E?P?gc@bPIeCBw?,15,29,5,6.1969259451,1.1969259451,1.2393851890,Solved
NI_??IPCogDoR_IqCFO,15,30,5,6.1969207492,1.1969207492,1.2393841498,Solved
No??GWPE@G`TOk[oF_O,15,30,5,6.1969202022,1.1969202022,1.2393840404,Solved
NGC?gY@_`WiCd?GThSO,15,30,5,6.1968688873,1.1968688873,1.2393737775,Solved
N@CQC@CQT??xAy`cDCg,15,30,5,6.1968678779,1.1968678779,1.2393735756,Solved
N_@GO_`CkPE`_pOqCaW,15,30,5,6.1968248166,1.1968248166,1.2393649633,Solved
N`G`?KSAgqQGQH_aGaG,15,29,5,6.1968242352,1.1968242352,1.2393648470,Solved
Ng?W_O`A`_gH_q@Los_,15,30,5,6.1967585894,1.1967585894,1.2393517179,Solved
NO@GOOPGhgQ_OTOrOTO,15,30,5,6.1967488714,1.1967488714,1.2393497743,Solved
N@CPAAAaQS?lBoPKS?w,15,30,5,6.1966593612,1.1966593612,1.2393318722,Solved
NO?IP_GCKcCbOX`cgl?,15,30,5,6.1966116602,1.1966116602,1.2393223320,Solved
N@o?hHCCI?OHBEGhoZ?,15,29,5,6.1965904934,1.1965904934,1.2393180987,Solved
N?DCACMo@OEAG[`RApO,15,29,5,6.1965661727,1.1965661727,1.2393132345,Solved
NGCOPaEPCWSO?uA[I?w,15,30,5,6.1965334906,1.1965334906,1.2393066981,Solved
N?DCCW`O`_`sCKJ_w@o,15,30,5,6.1964936804,1.1964936804,1.2392987361,Solved
NGCCAGRAo[AaHKoBsD_,15,31,5,6.1964054603,1.1964054603,1.2392810921,Solved
NQ???CUI[SGgr?DQDOg,15,29,5,6.1963843088,1.1963843088,1.2392768618,Solved
N@?[AQGQd??bPaCXc[_,15,30,5,6.1963840888,1.1963840888,1.2392768178,Solved
N@?gsPA_MG@BPCCXcWo,15,30,5,6.1963639262,1.1963639262,1.2392727852,Solved
NK?GGOW_qICTq?CoceG,15,29,5,6.1963530353,1.1963530353,1.2392706071,Solved
N??XQQGWC_a[HW`DGPW,15,30,5,6.1962877595,1.1962877595,1.2392575519,Solved
NB?GGQGOsIAWGiHLX?o,15,30,5,6.1961709638,1.1961709638,1.2392341928,Solved
N@@KOcgoA_?NAS`Icoo,15,30,5,6.1960603146,1.1960603146,1.2392120629,Solved
N@?GpM@_aGhCo?IIaao,15,29,5,6.1960452105,1.1960452105,1.2392090421,Solved
