g6,edges,alpha,theta,gap,ratio,theta_ub,status
M?AA@BOiDc@sV?TC?,25,5,5.8976961738,0.8976961738,1.1795392348,6.05841696,Solved
M?AAD?oq@KrORO^??,26,5,5.8976961734,0.8976961734,1.1795392347,6.00125825,Solved
M?AA@AOqDSAqZG^??,26,5,5.8976961732,0.8976961732,1.1795392346,6.02448680,Solved
M?AAD?cSFOHgicA{?,26,5,5.8976961731,0.8976961731,1.1795392346,6.02819679,Solved
M?AA@AODEoROZGIk?,25,5,5.8976961728,0.8976961728,1.1795392346,6.02381273,Solved
M?AA@AODEo@sm_YK?,25,5,5.8976961727,0.8976961727,1.1795392345,6.01616860,Solved
M?AAD?c{DcIgCw^??,27,5,5.8976961723,0.8976961723,1.1795392345,6.02696442,Solved
M?AA@_gkCQIc^?RS?,26,5,5.8976961722,0.8976961722,1.1795392344,6.04638546,Solved
M?ABAaGEb@asiO]??,26,5,5.8976961722,0.8976961722,1.1795392344,6.00985719,Solved
M?AA@AOqDSAqV?ZG?,25,5,5.8976961720,0.8976961720,1.1795392344,6.02161250,Solved
M?AA@AOT?{\?icJg?,26,5,5.8976961717,0.8976961717,1.1795392343,6.02402287,Solved
M?AA@AOqDSHc^?Lc?,26,5,5.8976961714,0.8976961714,1.1795392343,6.02944059,Solved
M?AA@AOTDoRGIKRW?,25,5,5.8976961713,0.8976961713,1.1795392343,6.03598751,Solved
M?AA@BOREoDSL_kc?,26,5,5.8976961712,0.8976961712,1.1795392342,6.03871260,Solved
M?AA@_gkCQAc^?RS?,25,5,5.8976961711,0.8976961711,1.1795392342,6.05219938,Solved
M?AA@_gkCQF_TGRS?,25,5,5.8976961710,0.8976961710,1.1795392342,6.03099931,Solved
M?AA@AOqAgBoBgia?,24,5,5.8976961710,0.8976961710,1.1795392342,6.03677225,Solved
M?AA@AODEoFoIkYK?,26,5,5.8976961709,0.8976961709,1.1795392342,6.01879616,Solved
M?AA@AOqAgTPN_Jg?,26,5,5.8976961708,0.8976961708,1.1795392342,6.01819977,Solved
M?AA@AODEoRORGIk?,24,5,5.8976961708,0.8976961708,1.1795392342,6.01450563,Solved
M?AA@AODEoBoYKIk?,25,5,5.8976961708,0.8976961708,1.1795392342,6.02747164,Solved
M?AAD?cSFODoQWA{?,25,5,5.8976961707,0.8976961707,1.1795392341,6.03334663,Solved
M?AA@AOqAgBoiaJg?,25,5,5.8976961707,0.8976961707,1.1795392341,6.02434883,Solved
M?AAD?c{DcIgCwi@_,27,5,5.8976961707,0.8976961707,1.1795392341,6.01080589,Solved
M?AAD?c{DcIgCw}??,27,5,5.8976961704,0.8976961704,1.1795392341,6.01657674,Solved
M?AAD?c{DcIgCwVO?,27,5,5.8976961703,0.8976961703,1.1795392341,6.04754767,Solved
M?AA@AOTCsLCIkN_?,26,5,5.8976961703,0.8976961703,1.1795392341,6.03277923,Solved
M?AA@BORCSEQJg^??,26,5,5.8976961702,0.8976961702,1.1795392340,6.02101695,Solved
M?AA@AODEoBoQKIk?,24,5,5.8976961699,0.8976961699,1.1795392340,6.01900961,Solved
M?AA@BOi@XAiqO^??,26,5,5.8976961698,0.8976961698,1.1795392340,6.04274104,Solved
M?AA@AODEoHcm_Ik?,25,5,5.8976961697,0.8976961697,1.1795392339,6.02190146,Solved
M?AA@BOi@XF_qOTS?,26,5,5.8976961694,0.8976961694,1.1795392339,6.04638482,Solved
M?AA@_gk@wIcaoBS?,25,5,5.8976961694,0.8976961694,1.1795392339,6.02466801,Solved
M?AAD@OLFOTOROA{?,26,5,5.8976961395,0.8976961395,1.1795392279,6.00142479,Solved
M?AAD@WH`wUOBoQT?,27,5,5.8976880466,0.8976880466,1.1795376093,6.01297900,Solved
M?AA@_gaToL_SKch?,26,5,5.8976656820,0.8976656820,1.1795331364,6.00481505,Solved
M?AAD?oqAaJ_HeN_?,26,5,5.8976421537,0.8976421537,1.1795284307,6.02569735,Solved
M?AAD@OM?ZM_Jgig?,27,5,5.8976016855,0.8976016855,1.1795203371,6.02894204,Solved
M?AADBOLAqN?J_Hi?,27,5,5.8975879635,0.8975879635,1.1795175927,6.03423430,Solved
M?AADBOi`wDoFOTS?,28,5,5.8975342189,0.8975342189,1.1795068438,6.00928926,Solved
M?AA@BOJDSFOFOTQ?,26,5,5.8975222091,0.8975222091,1.1795044418,6.01688333,Solved
M?AAF@cEf_DoFOcg?,27,5,5.8974930160,0.8974930160,1.1794986032,6.00835823,Solved
M?AA@BOLBoROBoas?,26,5,5.8974866606,0.8974866606,1.1794973321,6.01138004,Solved
M?AA@BOiCsAYBoJg?,26,5,5.8974845009,0.8974845009,1.1794969002,6.01835595,Solved
M?AA@BON?uM_Boap?,27,5,5.8974754076,0.8974754076,1.1794950815,6.00842424,Solved
M?AA@BOi?sDoFoTS?,26,5,5.8974476701,0.8974476701,1.1794895340,6.00359143,Solved
M?AA@BOi?sIaJ_VO?,25,5,5.8974050606,0.8974050606,1.1794810121,6.00412427,Solved
M?AAD@OmDSJGFoBw?,28,5,5.8974009570,0.8974009570,1.1794801914,6.01129930,Solved
M?AADb_R?sL_kcBw?,28,5,5.8973711750,0.8973711750,1.1794742350,6.01005490,Solved
M?AAD@om@w@[TOi__,28,5,5.8973561321,0.8973561321,1.1794712264,6.00015869,Solved
M?AADb_RBWFOFgkc?,29,5,5.8973534852,0.8973534852,1.1794706970,6.01200323,Solved
M?AAD@OyAqCsJg^??,28,5,5.8972935675,0.8972935675,1.1794587135,6.00551170,Solved
M?AADBOIdc@[V?Fo?,27,5,5.8972817614,0.8972817614,1.1794563523,6.00087726,Solved
M?AA@bGw@gBoBoaa?,25,5,5.8972458185,0.8972458185,1.1794491637,6.00237472,Solved
M?AEB?WLCQ|?XIDp?,28,5,5.8971836737,0.8971836737,1.1794367347,6.01521677,Solved
M?AAD@OXCTBgM_Es?,26,5,5.8971766281,0.8971766281,1.1794353256,6.00248601,Solved
M?AAD?w{DSJ_EoTQ?,28,5,5.8971212447,0.8971212447,1.1794242489,6.01230368,Solved
M?AAD@WK`k]?RSFo?,28,5,5.8970340462,0.8970340462,1.1794068092,6.00100881,Solved
M?AAD@OM@[@[ig^??,27,5,5.8970286899,0.8970286899,1.1794057380,6.02991044,Solved
M?AAD@Oy?]FOFoig?,28,5,5.8969929843,0.8969929843,1.1793985969,6.00139161,Solved
M?AAD@OX@cTOBYJg?,26,5,5.8969684927,0.8969684927,1.1793936985,6.00882865,Solved
M?AAD?wXBgBwEsae?,29,5,5.8969596938,0.8969596938,1.1793919388,6.00455034,Solved
M?AAD?oT@wBWakm_?,27,5,5.8969262028,0.8969262028,1.1793852406,6.00355388,Solved
M?AEB?WLEObgHg^??,27,5,5.8968954340,0.8968954340,1.1793790868,6.00043088,Solved
M?AADBOm@LJGBoVO?,28,5,5.8968846135,0.8968846135,1.1793769227,6.00505363,Solved
M?AADBOIdcF_ROBw?,27,5,5.8968812068,0.8968812068,1.1793762414,6.03464158,Solved
M?AADBOM?mJ_i_TO_,27,5,5.8968563691,0.8968563691,1.1793712738,6.00251348,Solved
M?AAD?WLEOtOEoHi?,26,5,5.8968523190,0.8968523190,1.1793704638,6.00639388,Solved
M?AAD@OM@[TCBw^??,27,5,5.8968492989,0.8968492989,1.1793698598,6.02103918,Solved
M?AAD@WKaQawN?}??,27,5,5.8968259952,0.8968259952,1.1793651990,6.02026966,Solved
M?AA@BOi?[AiZ?VO?,25,5,5.8968242805,0.8968242805,1.1793648561,6.00811542,Solved
M?AAD?oXAw@we_Es?,26,5,5.8968224340,0.8968224340,1.1793644868,6.00513267,Solved
M?AA@BOmDS@wJguO?,28,5,5.8967982374,0.8967982374,1.1793596475,6.00550908,Solved
M?AEB?WXF_DoFocT?,28,5,5.8967958413,0.8967958413,1.1793591683,6.01166228,Solved
M?AAD@oXCcJ_A{Fo?,27,5,5.8967832346,0.8967832346,1.1793566469,6.02915459,Solved
M?AAD@OXCcF_FoA{?,26,5,5.8967832318,0.8967832318,1.1793566464,6.00040411,Solved
M?AAD?oX?yROA{N_?,27,5,5.8967703741,0.8967703741,1.1793540748,6.01481961,Solved
M?AAD?oZBg@kqGCs_,27,5,5.8967543708,0.8967543708,1.1793508742,6.02548318,Solved
M?AAD@Oy@[F_VOJg?,28,5,5.8967536556,0.8967536556,1.1793507311,6.01062067,Solved
M?AAD@oXDcAwA{ec?,28,5,5.8967531835,0.8967531835,1.1793506367,6.00812425,Solved
M?AAD@omDcBoROBw?,28,5,5.8967432844,0.8967432844,1.1793486569,6.01273015,Solved
M?AAD?oX@kBWA{m_?,27,5,5.8967126081,0.8967126081,1.1793425216,6.02547692,Solved
M?AAD@OM@KPD\?Jg?,25,5,5.8966957844,0.8966957844,1.1793391569,6.00625330,Solved
M?AAF@Sy?mBoig}??,30,5,5.8966873972,0.8966873972,1.1793374794,6.00009684,Solved
M?AA@aHw?[AqV?}??,26,5,5.8966791366,0.8966791366,1.1793358273,6.00653316,Solved
M?AAD@OyBWCsBWUP?,27,5,5.8966733798,0.8966733798,1.1793346760,6.02007272,Solved
M?AAD@Oy@sBoFoig?,28,5,5.8966685141,0.8966685141,1.1793337028,6.02161123,Solved
M?AAD@OZBgPSJgBw?,28,5,5.8966619068,0.8966619068,1.1793323814,6.00383890,Solved
M?ABBAO]AwROBWFo?,28,5,5.8966222572,0.8966222572,1.1793244514,6.00476489,Solved
M?AADBOeaYBoBwka?,29,5,5.8965933258,0.8965933258,1.1793186652,6.00638097,Solved
M?AAD@OIBWCsDcFo?,25,5,5.8965715179,0.8965715179,1.1793143036,6.00330481,Solved
M?AADAoX@w@[Foec?,28,5,5.8965430524,0.8965430524,1.1793086105,6.01003120,Solved
M?AAD?w\DcBgBo{?_,28,5,5.8964562724,0.8964562724,1.1792912545,6.01603304,Solved
M?AADBOUQYV?JGHk?,28,5,5.8964524533,0.8964524533,1.1792904907,6.03344103,Solved
M?AA@BOJ?{@wao\?_,26,5,5.8963761674,0.8963761674,1.1792752335,6.01640391,Solved
M?AA@BOmDcEoROqP?,27,5,5.8963731922,0.8963731922,1.1792746384,6.00137554,Solved
M?AAD?wT?m\?icVO?,28,5,5.8963382251,0.8963382251,1.1792676450,6.00574615,Solved
M?AAD@OZ@[F_igBw?,28,5,5.8962713658,0.8962713658,1.1792542732,6.00409707,Solved
M?AAD?w[BgBwBsm_?,29,5,5.8962503703,0.8962503703,1.1792500741,6.00580554,Solved
M?AAD@OyAYDoHg^??,27,5,5.8962467639,0.8962467639,1.1792493528,6.02219424,Solved
M?AAD@ok`k@sTOFo?,28,5,5.8962444970,0.8962444970,1.1792488994,6.00132087,Solved
M?AAD@oR?VM_Fokc?,28,5,5.8961673765,0.8961673765,1.1792334753,6.00171206,Solved
M?AADAoTBoHgicBw?,28,5,5.8961649843,0.8961649843,1.1792329969,6.00079629,Solved
M?AADBOIdc@kN_TS?,28,5,5.8961633614,0.8961633614,1.1792326723,6.00313687,Solved
M?AE@b_LBoBoqSBw?,29,5,5.8961633091,0.8961633091,1.1792326618,6.01074646,Solved
M?AAD?oq?eHcM_V??,24,5,5.8961239144,0.8961239144,1.1792247829,6.02521657,Solved
M?AAD?oq?mFORGV??,25,5,5.8961123445,0.8961123445,1.1792224689,6.01279035,Solved
M?AA@_gaU_@oDKZ??,23,5,5.8961095023,0.8961095023,1.1792219005,6.00168697,Solved
M?AAD@oI_\J_N_SU?,28,5,5.8961093742,0.8961093742,1.1792218748,6.00284265,Solved
M?AADBOF@SL_UOHg_,26,5,5.8960985827,0.8960985827,1.1792197165,6.00082017,Solved
M?AA@aH[@K@qu?e_?,25,5,5.8960957404,0.8960957404,1.1792191481,6.01302151,Solved
M?AAD?oy@sHcDoV??,26,5,5.8960762032,0.8960762032,1.1792152406,6.00507886,Solved
M?AA@BOL?{PW}?Bw?,27,5,5.8960675356,0.8960675356,1.1792135071,6.00447291,Solved
M?AADBOQToEoF_Bw?,27,5,5.8960583200,0.8960583200,1.1792116640,6.00359034,Solved
M?AAD@OZBgTOBoJg?,27,5,5.8960410211,0.8960410211,1.1792082042,6.00226905,Solved
M?AA@aHY?kTOF_WI?,25,5,5.8960394046,0.8960394046,1.1792078809,6.00098110,Solved
M?AAD?oqDSIgF_Cs?,25,5,5.8960346933,0.8960346933,1.1792069387,6.01495870,Solved
M?AAD?cuF_HgAwUW?,27,5,5.8960152000,0.8960152000,1.1792030400,6.01020891,Solved
M?AAD?omEPEoEoAw?,26,5,5.8959829140,0.8959829140,1.1791965828,6.01112553,Solved
M?AA@BOVBoUOBoRP?,27,5,5.8959732278,0.8959732278,1.1791946456,6.00901561,Solved
M?AAD?wX?ebo^?ec?,28,5,5.8959649147,0.8959649147,1.1791929829,6.01816941,Solved
M?AEB?WLEObg^?Hi?,28,5,5.8959241822,0.8959241822,1.1791848364,6.00355407,Solved
M?AADBOIfOAiF_VO?,27,5,5.8958129237,0.8958129237,1.1791625847,6.00743544,Solved
M?AAD@omCsBWROBw?,28,5,5.8957953373,0.8957953373,1.1791590675,6.00319194,Solved
M?AAD@OLDPN?Dom_?,26,5,5.8957933930,0.8957933930,1.1791586786,6.00843971,Solved
M?AA@aHkFOM_RCDi?,27,5,5.8957511588,0.8957511588,1.1791502318,6.01667431,Solved
M?AA@BOmDSBoVOTQ?,28,5,5.8957468203,0.8957468203,1.1791493641,6.02084693,Solved
M?AADBOIeo@kN?VO?,27,5,5.8957287705,0.8957287705,1.1791457541,6.00721694,Solved
M?AAD@OM?ZTC^?Jg?,27,5,5.8957214178,0.8957214178,1.1791442836,6.00258843,Solved
M?AA@BOyCqDSEoBw?,27,5,5.8956791673,0.8956791673,1.1791358335,6.02924815,Solved
M?AAD?oq?\DoROm_?,26,5,5.8956703888,0.8956703888,1.1791340778,6.00571971,Solved
M?AAD?oyBWHKBoL`?,27,5,5.8955381457,0.8955381457,1.1791076291,6.00195611,Solved
M?AA@BOREoEokcJg?,27,5,5.8955381451,0.8955381451,1.1791076290,6.06414176,Solved
M?AA@BOREoDSF_cc?,25,5,5.8955381432,0.8955381432,1.1791076286,6.07582855,Solved
M?AADBOk`LM_TOm_?,28,5,5.8955381425,0.8955381425,1.1791076285,6.04580440,Solved
M?AA@AOqAXVOLc^??,27,5,5.8955381419,0.8955381419,1.1791076284,6.04901126,Solved
M?AA@aHJ@hHgsC}??,27,5,5.8955381417,0.8955381417,1.1791076283,6.01854876,Solved
M?AAD?WXCc}?DoVO?,26,5,5.8955381417,0.8955381417,1.1791076283,6.01944074,Solved
M?AA@BOiCs@sV?TS?,26,5,5.8955381416,0.8955381416,1.1791076283,6.00766243,Solved
M?AA@bGR@LL_kCm_?,27,5,5.8955381416,0.8955381416,1.1791076283,6.01999096,Solved
M?AA@AOqCsAq^?ZG?,26,5,5.8955381416,0.8955381416,1.1791076283,6.05861638,Solved
M?AA@BOR?\Eou?kc?,26,5,5.8955381414,0.8955381414,1.1791076283,6.07594556,Solved
M?AA@AOT?{TQJg}??,27,5,5.8955381414,0.8955381414,1.1791076283,6.03799969,Solved
M?AADBOk`LM_TOUQ?,28,5,5.8955381412,0.8955381412,1.1791076282,6.04610382,Solved
M?AA@AOTEo@sicN_?,26,5,5.8955381405,0.8955381405,1.1791076281,6.05574162,Solved
M?AAD?oqDSCqBwRW?,27,5,5.8955381405,0.8955381405,1.1791076281,6.05684149,Solved
M?AAD?wXF_QQDoN_?,27,5,5.8955381400,0.8955381400,1.1791076280,6.00572559,Solved
M?AA@BOi@XRG^?TS?,27,5,5.8955381400,0.8955381400,1.1791076280,6.05510636,Solved
M?AADBOYDcCsDoTO?,26,5,5.8955381398,0.8955381398,1.1791076280,6.01552571,Solved
M?AAD?oqDSCqBoRW?,26,5,5.8955381395,0.8955381395,1.1791076279,6.08053970,Solved
M?AADBOk`LM_TON_?,28,5,5.8955381394,0.8955381394,1.1791076279,6.04441942,Solved
M?AA@BORCS@s^?kc?,26,5,5.8955381393,0.8955381393,1.1791076279,6.04893369,Solved
M?AADBOk`LM_TOVO?,28,5,5.8955381391,0.8955381391,1.1791076278,6.03723171,Solved
M?AA@AOqCsAqRG^??,25,5,5.8955381390,0.8955381390,1.1791076278,6.05635017,Solved
M?AA@AOqCsEq^?ZG?,27,5,5.8955381390,0.8955381390,1.1791076278,6.04739588,Solved
M?AA@BOqAw@si_DS_,26,5,5.8955381388,0.8955381388,1.1791076278,6.01576589,Solved
M?AA@BOR?\\?N_kc?,27,5,5.8955381384,0.8955381384,1.1791076277,6.06776405,Solved
M?AAD?oq?]Hgi_Lc?,26,5,5.8955381384,0.8955381384,1.1791076277,6.00487460,Solved
M?AA@bGR@LL_e_kc?,27,5,5.8955381381,0.8955381381,1.1791076276,6.02402608,Solved
M?AAD?oXAY@wac}??,26,5,5.8955381379,0.8955381379,1.1791076276,6.01945871,Solved
M?AA@BOR?\J_i_kc?,26,5,5.8955381378,0.8955381378,1.1791076276,6.07812964,Solved
M?AA@BOREoDSF_kc?,26,5,5.8955381377,0.8955381377,1.1791076275,6.06448508,Solved
M?AAD?sXDoPSFOES?,26,5,5.8955381377,0.8955381377,1.1791076275,6.03299882,Solved
M?AA@BOTFOBoJgic?,27,5,5.8955381376,0.8955381376,1.1791076275,6.04939153,Solved
M?AA@_gkCQHiTI^??,27,5,5.8955381376,0.8955381376,1.1791076275,6.05726075,Solved
M?AA@AOTEoTQZGJg?,27,5,5.8955381372,0.8955381372,1.1791076274,6.05032516,Solved
M?AA@AOuCsM_RGAx?,26,5,5.8955381372,0.8955381372,1.1791076274,6.00122741,Solved
M?AADBOk`LM_TO}??,28,5,5.8955381369,0.8955381369,1.1791076274,6.03202567,Solved
M?AADBOk`LM_TOQU?,28,5,5.8955381367,0.8955381367,1.1791076273,6.05324928,Solved
M?AA@_gk@w@iqODg_,26,5,5.8955381365,0.8955381365,1.1791076273,6.02798572,Solved
M?AA@AOTEo@sZGic?,26,5,5.8955381365,0.8955381365,1.1791076273,6.05238507,Solved
M?AA@BOR?\TOkc^??,27,5,5.8955381365,0.8955381365,1.1791076273,6.06784401,Solved
M?ABAaGE`BtG]?TH?,27,5,5.8955381364,0.8955381364,1.1791076273,6.00193195,Solved
M?AA@BOi@XF_uOTS?,27,5,5.8955381364,0.8955381364,1.1791076273,6.06353595,Solved
M?AAD?oqMo@kN?He?,27,5,5.8955381364,0.8955381364,1.1791076273,6.00653085,Solved
M?AA@AOqAwEqm_ZG?,27,5,5.8955381364,0.8955381364,1.1791076273,6.03300240,Solved
M?AA@BOi@XAi^?uO?,27,5,5.8955381363,0.8955381363,1.1791076273,6.05733840,Solved
M?AA@AOqAXJ_m_Lc?,26,5,5.8955381363,0.8955381363,1.1791076273,6.04781285,Solved
M?AA@AOTEoVOIkZG?,27,5,5.8955381362,0.8955381362,1.1791076272,6.04967972,Solved
M?AA@BOTCcTQ^?Jg?,27,5,5.8955381360,0.8955381360,1.1791076272,6.04407898,Solved
M?AAD?wX?eigk_}??,27,5,5.8955381359,0.8955381359,1.1791076272,6.00845717,Solved
M?AADBOk`LM_TOBw?,28,5,5.8955381359,0.8955381359,1.1791076272,6.03112689,Solved
M?AA@BOREoDSkcN_?,27,5,5.8955381359,0.8955381359,1.1791076272,6.06110719,Solved
M?AEB?WXF_QIM_Fo?,27,5,5.8955381358,0.8955381358,1.1791076272,6.01677626,Solved
M?AAD?oNBW@kqGCq_,27,5,5.8955381357,0.8955381357,1.1791076271,6.00662107,Solved
M?AAD?sXDoQQFOA{?,27,5,5.8955381356,0.8955381356,1.1791076271,6.01048805,Solved
M?AA@BOqAwDSF_DT?,26,5,5.8955381356,0.8955381356,1.1791076271,6.01347498,Solved
M?AA@BOR@TBo}?kc?,27,5,5.8955381356,0.8955381356,1.1791076271,6.04801765,Solved
M?AA@AOTEoBoicJg?,26,5,5.8955381354,0.8955381354,1.1791076271,6.05671308,Solved
M?AAD@Oy@TFOUODs?,27,5,5.8955381352,0.8955381352,1.1791076270,6.00674286,Solved
M?AADBOk`LM_TOFo?,28,5,5.8955381351,0.8955381351,1.1791076270,6.00321926,Solved
M?AA@AOqCsJ_LcZG?,26,5,5.8955381351,0.8955381351,1.1791076270,6.04183077,Solved
M?AA@_gkCQF_RSTI?,26,5,5.8955381351,0.8955381351,1.1791076270,6.05240010,Solved
M?AADBOk`LM_TO^??,28,5,5.8955381349,0.8955381349,1.1791076270,6.03425316,Solved
M?AA@AOqAXJ_Dcm_?,25,5,5.8955381349,0.8955381349,1.1791076270,6.05043248,Solved
M?AA@BOiCs@sTC^??,26,5,5.8955381349,0.8955381349,1.1791076270,6.06256015,Solved
M?AAD@OyBWCsBoUP?,27,5,5.8955381349,0.8955381349,1.1791076270,6.00643037,Solved
M?AA@AOTCsBoIkZG?,26,5,5.8955381348,0.8955381348,1.1791076270,6.05705072,Solved
M?AA@AOqCsAqV?ZG?,25,5,5.8955381348,0.8955381348,1.1791076270,6.05296890,Solved
M?AA@AOTEoBoBgic?,25,5,5.8955381348,0.8955381348,1.1791076270,6.06673479,Solved
M?ABAaGYB`AUe_HW_,27,5,5.8955381347,0.8955381347,1.1791076269,6.00522013,Solved
M?AADBOk`LM_TORS?,28,5,5.8955381346,0.8955381346,1.1791076269,6.04894540,Solved
M?AA@AOqCsHcJgLc?,26,5,5.8955381346,0.8955381346,1.1791076269,6.05554670,Solved
M?AAD?oL?yHc}?qK?,27,5,5.8955381346,0.8955381346,1.1791076269,6.06528050,Solved
M?AA@AOqCs@sZGLc?,26,5,5.8955381346,0.8955381346,1.1791076269,6.03600166,Solved
M?AA@_gaToL_DKch?,26,5,5.8955381345,0.8955381345,1.1791076269,6.01981019,Solved
M?AA@BOR?\Boy?kc?,26,5,5.8955381344,0.8955381344,1.1791076269,6.07017997,Solved
M?AA@AOTEoROZGIk?,26,5,5.8955381343,0.8955381343,1.1791076269,6.05712751,Solved
M?AAF@cE_mM_i_eg?,28,5,5.8955381343,0.8955381343,1.1791076269,6.02298491,Solved
M?AA@BORFOBoJgkc?,27,5,5.8955381343,0.8955381343,1.1791076269,6.05579633,Solved
M?AA@BOR?\Eokc}??,27,5,5.8955381342,0.8955381342,1.1791076268,6.06545510,Solved
M?AADBOk`LM_TOJg?,28,5,5.8955381342,0.8955381342,1.1791076268,6.05492495,Solved
M?AA@aHYBWV?DKce?,27,5,5.8955381341,0.8955381341,1.1791076268,6.01389730,Solved
M?AADBOk`LM_TOuA?,28,5,5.8955381341,0.8955381341,1.1791076268,6.03706997,Solved
M?AA@AOTEoHcicJg?,26,5,5.8955381341,0.8955381341,1.1791076268,6.06090264,Solved
M?AA@AOTEoTQN_Jg?,27,5,5.8955381341,0.8955381341,1.1791076268,6.04173238,Solved
M?AA@BORCSUQ^?Jg?,27,5,5.8955381339,0.8955381339,1.1791076268,6.04507357,Solved
M?AA@_gkCQAd^?RS?,26,5,5.8955381338,0.8955381338,1.1791076268,6.07975272,Solved
M?AA@AOqCsEqZGJg?,27,5,5.8955381338,0.8955381338,1.1791076268,6.04227737,Solved
M?AA@AOTCs^?IkZG?,27,5,5.8955381338,0.8955381338,1.1791076268,6.04910296,Solved
M?AA@AOuAwEoBgQX?,26,5,5.8955381337,0.8955381337,1.1791076267,6.01292713,Solved
M?AA@AOqCsHc^?Lc?,26,5,5.8955381337,0.8955381337,1.1791076267,6.05403264,Solved
M?AA@AOTEoRORGIk?,25,5,5.8955381337,0.8955381337,1.1791076267,6.04913777,Solved
M?AA@AOTCsFoIkZG?,27,5,5.8955381337,0.8955381337,1.1791076267,6.04781433,Solved
M?AAD?WXCc}?DoN_?,26,5,5.8955381336,0.8955381336,1.1791076267,6.02871832,Solved
M?AADBOYDcCsTODs?,27,5,5.8955381336,0.8955381336,1.1791076267,6.00802798,Solved
M?AAD?oqDSCqROBw?,26,5,5.8955381336,0.8955381336,1.1791076267,6.06298012,Solved
M?AA@bGwBWDoAsLG_,27,5,5.8955381335,0.8955381335,1.1791076267,6.00049873,Solved
M?AAD?sXDoPSFOEs?,27,5,5.8955097009,0.8955097009,1.1791019402,6.01635032,Solved
M?ABBAO\AwROBgFo?,28,5,5.8954001683,0.8954001683,1.1790800337,6.00027286,Solved
M?AAD@oR@sBgkcBw?,28,5,5.8953972476,0.8953972476,1.1790794495,6.00305420,Solved
M?AA@bGR@LBoy?kc?,27,5,5.8953696790,0.8953696790,1.1790739358,6.01173715,Solved
M?AA@_gsBgFOBScg_,26,5,5.8953574831,0.8953574831,1.1790714966,6.00355732,Solved
M?AA@AWsAWEOBsFo?,25,5,5.8952941025,0.8952941025,1.1790588205,6.00040681,Solved
M?AAD@oR?\Bokc}??,28,5,5.8952931829,0.8952931829,1.1790586366,6.00093940,Solved
M?AA@aHiF_IcM_Dk?,27,5,5.8952890074,0.8952890074,1.1790578015,6.03557286,Solved
M?AAD?oX?s\?ROCt?,25,5,5.8952673215,0.8952673215,1.1790534643,6.00047122,Solved
M?AA@_gaRoDoDkSL?,27,5,5.8952668627,0.8952668627,1.1790533725,6.00271444,Solved
M?AAD?oy@wROTODs?,27,5,5.8952594106,0.8952594106,1.1790518821,6.01737211,Solved
M?AAF@S]?mBoagm_?,29,5,5.8952545536,0.8952545536,1.1790509107,6.00370603,Solved
M?AA@aHXAYF_ccm_?,27,5,5.8952431059,0.8952431059,1.1790486212,6.01209381,Solved
M?AA@_gaQWQPSK}??,25,5,5.8951960394,0.8951960394,1.1790392079,6.00491026,Solved
M?AA@_gaQ`l_u?Bq?,26,5,5.8951761177,0.8951761177,1.1790352235,6.00412718,Solved
M?AADAoX@wBWBwec?,28,5,5.8951455742,0.8951455742,1.1790291148,6.00502927,Solved
M?AA@AWs@c@wJ_RQ?,25,5,5.8951357413,0.8951357413,1.1790271483,6.00477949,Solved
M?AAD?oU?[CqQW\??,24,5,5.8951152390,0.8951152390,1.1790230478,6.01674284,Solved
M?AA@BOmDSDoVOTQ?,28,5,5.8951043929,0.8951043929,1.1790208786,6.00782662,Solved
M?AAD?oqDSIgF_Ds?,26,5,5.8950755823,0.8950755823,1.1790151165,6.02879819,Solved
M?AAD@ok`s@sFORS?,28,5,5.8950718739,0.8950718739,1.1790143748,6.00958796,Solved
M?AAD?oq?e@oRG^??,24,5,5.8950531993,0.8950531993,1.1790106399,6.00449529,Solved
M?AAD@oI_ZJGm?Fo?,27,5,5.8949951252,0.8949951252,1.1789990250,6.00177379,Solved
M?AAD?wU?kUOBoQQ?,25,5,5.8949834118,0.8949834118,1.1789966824,6.03696671,Solved
M?AAD?oXAqHcEoCt?,26,5,5.8948913297,0.8948913297,1.1789782659,6.00040585,Solved
M?AAD?WHIoUOZ?Cs_,25,5,5.8948897136,0.8948897136,1.1789779427,6.00001555,Solved
M?AA@BOF`[Bgi_TO_,27,5,5.8948681864,0.8948681864,1.1789736373,6.03629374,Solved
M?AAD?oqDSDoBWDs?,26,5,5.8948235900,0.8948235900,1.1789647180,6.00212473,Solved
M?AAD?oq?[AwRG^??,25,5,5.8948032358,0.8948032358,1.1789606472,6.00141620,Solved
M?AADAoFFOEoROBw?,27,5,5.8947602731,0.8947602731,1.1789520546,6.00232338,Solved
M?AA@AOu@XBoFo^??,27,5,5.8947419823,0.8947419823,1.1789483965,6.00456259,Solved
M?AAD@oR@wUOEoAw?,26,5,5.8947281782,0.8947281782,1.1789456356,6.01289067,Solved
M?AB?qQFAXV?gSPX?,28,5,5.8947231410,0.8947231410,1.1789446282,6.01496801,Solved
M?AAD?omEP@[EoLa?,27,5,5.8947207716,0.8947207716,1.1789441543,6.01641741,Solved
M?AADAouAR@wF_m_?,28,5,5.8947135933,0.8947135933,1.1789427187,6.03421257,Solved
M?AA@BOyBWRGDocq?,27,5,5.8947092060,0.8947092060,1.1789418412,6.00687618,Solved
M?AAD?WsDcBWHgJc?,26,5,5.8947042470,0.8947042470,1.1789408494,6.00550627,Solved
