g6,edges,alpha,theta,gap,ratio,theta_ub,status
L?AA@BOi?[IaN_,21,5,5.6980544037,0.6980544037,1.1396108807,5.81849341,Solved
L?AAD?WHJg\?US,22,5,5.6980544036,0.6980544036,1.1396108807,5.82236219,Solved
L?AADBOKaiEoBw,23,5,5.6980544035,0.6980544035,1.1396108807,5.82770195,Solved
L?AA@AWsAW@oka,20,5,5.6980544035,0.6980544035,1.1396108807,5.81540282,Solved
L?AA@AWsDcL_Jc,22,5,5.6980544034,0.6980544034,1.1396108807,5.80501087,Solved
L?AADAoY?sBWQW,21,5,5.6980544033,0.6980544033,1.1396108807,5.83333214,Solved
L?AA@BOyAiDcVO,23,5,5.6980544033,0.6980544033,1.1396108807,5.80758295,Solved
L?AA@BORDcF_Jg,22,5,5.6980544033,0.6980544033,1.1396108807,5.81858428,Solved
L?AA@aHiAWM_kA,21,5,5.6980544032,0.6980544032,1.1396108806,5.82800212,Solved
L?AA@AOy?{FOZG,22,5,5.6980544032,0.6980544032,1.1396108806,5.80707203,Solved
L?AA@AWT@k\?ac,21,5,5.6980544032,0.6980544032,1.1396108806,5.80364572,Solved
L?AAD?wXCcAw\?,21,5,5.6980544031,0.6980544031,1.1396108806,5.83170261,Solved
L?AADb_T@SAogc,21,5,5.6980544031,0.6980544031,1.1396108806,5.81104940,Solved
L?AA@BOi?sIaN_,21,5,5.6980544031,0.6980544031,1.1396108806,5.81386255,Solved
L?AA@aHLAW\?kA,21,5,5.6980544028,0.6980544028,1.1396108806,5.83510407,Solved
L?AA@AWsAWDoka,21,5,5.6980544027,0.6980544027,1.1396108805,5.81934395,Solved
L?AAD?WeBHIg^?,22,5,5.6980544026,0.6980544026,1.1396108805,5.82359391,Solved
L?AA@AOq?sBoZG,20,5,5.6980544026,0.6980544026,1.1396108805,5.80172048,Solved
L?AAD?oqJoIgRW,23,5,5.6980544023,0.6980544023,1.1396108805,5.81084465,Solved
L?AA@_oyEQJ_RW,23,5,5.6980544023,0.6980544023,1.1396108805,5.81766897,Solved
L?AA@aHi@gH_k@,20,5,5.6980544021,0.6980544021,1.1396108804,5.81791865,Solved
L?AAD?WHM_@h^?,21,5,5.6980544020,0.6980544020,1.1396108804,5.81656107,Solved
L?AA@AOq?sLcN_,21,5,5.6980544019,0.6980544019,1.1396108804,5.80543873,Solved
L?AAD?Wk?qL_XI,21,5,5.6980544018,0.6980544018,1.1396108804,5.82462411,Solved
L?AAD?We@gHgXK,21,5,5.6980544018,0.6980544018,1.1396108804,5.81036130,Solved
L?AADBOK_]IgL_,22,5,5.6980544017,0.6980544017,1.1396108803,5.81870656,Solved
L?AADBOKaYEoTO,22,5,5.6980544017,0.6980544017,1.1396108803,5.82319685,Solved
L?AA@BOLEoDoac,21,5,5.6980544016,0.6980544016,1.1396108803,5.82308960,Solved
L?AAD?oLEoHgqK,22,5,5.6980544016,0.6980544016,1.1396108803,5.82172966,Solved
L?AA@BORDcF_Bg,21,5,5.6980544015,0.6980544015,1.1396108803,5.81589759,Solved
L?AAD?WXMoM_VO,23,5,5.6980544011,0.6980544011,1.1396108802,5.81446813,Solved
L?AA@BOTBoTOJg,22,5,5.6980544010,0.6980544010,1.1396108802,5.81565062,Solved
L?AA@aHw?[DoXG,21,5,5.6980544009,0.6980544009,1.1396108802,5.81649533,Solved
L?AAD?We@gHgHK,20,5,5.6980544008,0.6980544008,1.1396108802,5.82284015,Solved
L?AADBOKaiEoJg,23,5,5.6980544008,0.6980544008,1.1396108802,5.82090833,Solved
L?AADBOKaiEoB[,23,5,5.6980544007,0.6980544007,1.1396108801,5.80923227,Solved
L?AADAoUDSJGAw,22,5,5.6980544005,0.6980544005,1.1396108801,5.82844789,Solved
L?AA@ag[CQj_RO,22,5,5.6980544005,0.6980544005,1.1396108801,5.81013652,Solved
L?AADBOKaiEoRS,23,5,5.6980544004,0.6980544004,1.1396108801,5.80644884,Solved
L?AA@AOTAwTOJg,21,5,5.6980544002,0.6980544002,1.1396108800,5.81055659,Solved
L?AAD?sY?k]?FO,21,5,5.6979678094,0.6979678094,1.1395935619,5.80602027,Solved
L?AA@aHX@sROL_,22,5,5.6979603206,0.6979603206,1.1395920641,5.84650840,Solved
L?AAD@oDdo@wM_,22,5,5.6979511576,0.6979511576,1.1395902315,5.83894348,Solved
L?AAF@Sa`oM_iG,22,5,5.6979298205,0.6979298205,1.1395859641,5.82768349,Solved
L?AAD@om?]BoM_,23,5,5.6978959831,0.6978959831,1.1395791966,5.84994161,Solved
L?AAD?wTDcHgy?,22,5,5.6978679948,0.6978679948,1.1395735990,5.80313281,Solved
L?AADBOY@WAWBg,20,5,5.6978466405,0.6978466405,1.1395693281,5.80963707,Solved
L?AAD?w[?k@we_,21,5,5.6978405162,0.6978405162,1.1395681032,5.81035736,Solved
L?AAD?w[?URODo,21,5,5.6978245832,0.6978245832,1.1395649166,5.80168223,Solved
L?AB?qQUAWCgy?,21,5,5.6978068785,0.6978068785,1.1395613757,5.80955563,Solved
L?AAD?wX?sAY^?,22,5,5.6976534988,0.6976534988,1.1395306998,5.80382605,Solved
L?AAD?w[?UBoe_,21,5,5.6975923783,0.6975923783,1.1395184757,5.80523658,Solved
L?AAD?w[?UBom_,22,5,5.6975570627,0.6975570627,1.1395114125,5.80410253,Solved
L?AADBOYAwBgBw,23,5,5.6975399593,0.6975399593,1.1395079919,5.80108307,Solved
L?AA@aHw?kM_u?,21,5,5.6975192405,0.6975192405,1.1395038481,5.80402550,Solved
L?AA@aHw?kM_}?,22,5,5.6975030015,0.6975030015,1.1395006003,5.80470766,Solved
L?AAD@OJEoCsm_,22,5,5.6974941860,0.6974941860,1.1394988372,5.80262178,Solved
L?AAD?oq?wIgi_,20,5,5.6974436854,0.6974436854,1.1394887371,5.80234250,Solved
L?AAD@oI_iJ_y?,21,5,5.6974067625,0.6974067625,1.1394813525,5.82323569,Solved
L?AA@BOiBgJGTS,22,5,5.6974001600,0.6974001600,1.1394800320,5.80826998,Solved
L?AA@BOR@cQW\?,20,5,5.6974001578,0.6974001578,1.1394800316,5.82241900,Solved
L?AA@BOi?sL_Jg,21,5,5.6974001570,0.6974001570,1.1394800314,5.81623589,Solved
L?AADBOX@cHgHg,21,5,5.6974001567,0.6974001567,1.1394800313,5.82642537,Solved
L?AA@AOqDS@[RW,21,5,5.6974001564,0.6974001564,1.1394800313,5.82374649,Solved
L?AA@aHwBGB_BS,20,5,5.6974001556,0.6974001556,1.1394800311,5.82497770,Solved
L?AA@BORDOBOJg,20,5,5.6974001554,0.6974001554,1.1394800311,5.82037951,Solved
L?AA@AOT?kN?ic,20,5,5.6974001553,0.6974001553,1.1394800311,5.80483365,Solved
L?AAD?Ws@cKcHk,21,5,5.6974001551,0.6974001551,1.1394800310,5.82079952,Solved
L?AAD?Ws?eKcTO,20,5,5.6974001548,0.6974001548,1.1394800310,5.82602233,Solved
L?AA@AOq@sM_Lc,21,5,5.6974001545,0.6974001545,1.1394800309,5.80197041,Solved
L?AA@BORDOBOBg,19,5,5.6974001542,0.6974001542,1.1394800308,5.82473881,Solved
L?AA@AOU@SLCeo,20,5,5.6974001542,0.6974001542,1.1394800308,5.82377726,Solved
L?AAD?oXAwXCRW,22,5,5.6974001538,0.6974001538,1.1394800308,5.82095752,Solved
L?AA@BORDOFOBg,20,5,5.6974001526,0.6974001526,1.1394800305,5.83418536,Solved
L?AA@BORDOFOJg,21,5,5.6974001526,0.6974001526,1.1394800305,5.81716930,Solved
L?AA@BOR@cM_cs,21,5,5.6974001525,0.6974001525,1.1394800305,5.82051176,Solved
L?AA@BOi?eUOTS,21,5,5.6974001524,0.6974001524,1.1394800305,5.83821972,Solved
L?AAD?Ws@cKcHc,20,5,5.6974001524,0.6974001524,1.1394800305,5.80730683,Solved
L?AADBOX@cJ_Hg,21,5,5.6974001517,0.6974001517,1.1394800303,5.80783742,Solved
L?AA@AOq?sM_Dc,19,5,5.6974001516,0.6974001516,1.1394800303,5.80708542,Solved
L?AA@BOLDcIgRQ,22,5,5.6974001515,0.6974001515,1.1394800303,5.82305766,Solved
L?AA@AOYCsDSuO,21,5,5.6974001513,0.6974001513,1.1394800303,5.81623693,Solved
L?AA@AOqDSDcRW,21,5,5.6974001510,0.6974001510,1.1394800302,5.81121856,Solved
L?AA@AOqAgFOLc,20,5,5.6974001506,0.6974001506,1.1394800301,5.80343770,Solved
L?AA@AOqAgBOLc,19,5,5.6974001502,0.6974001502,1.1394800300,5.81090670,Solved
L?AA@AOq@WTORW,20,5,5.6974001500,0.6974001500,1.1394800300,5.80906210,Solved
L?AA@BOLDcIgJg,22,5,5.6974001499,0.6974001499,1.1394800300,5.82257016,Solved
L?AA@?Oq@wHgm_,20,5,5.6974001499,0.6974001499,1.1394800300,5.80696525,Solved
L?AAD?oeBGHcaI,20,5,5.6974001499,0.6974001499,1.1394800300,5.82054319,Solved
L?AA@BOq@gUOTO,20,5,5.6974001498,0.6974001498,1.1394800300,5.80595381,Solved
L?AA@?Oq@wTOVO,20,5,5.6974001496,0.6974001496,1.1394800299,5.80074893,Solved
L?AAD?Ws?eK_TO,19,5,5.6974001495,0.6974001495,1.1394800299,5.80858225,Solved
L?AA@BOLDcIgJG,21,5,5.6974001492,0.6974001492,1.1394800298,5.82606581,Solved
L?AA@AOTBoEoic,21,5,5.6974001491,0.6974001491,1.1394800298,5.80132282,Solved
L?AA@AOTFODSZG,21,5,5.6974001489,0.6974001489,1.1394800298,5.81528909,Solved
L?AA@BOLDSIgk_,21,5,5.6974001487,0.6974001487,1.1394800297,5.82043614,Solved
L?AA@aHwBGJ_BS,21,5,5.6974001486,0.6974001486,1.1394800297,5.84096904,Solved
L?AA@BOLDcIgQU,22,5,5.6974001486,0.6974001486,1.1394800297,5.83812677,Solved
L?AA@BOLDcIgBY,22,5,5.6974001484,0.6974001484,1.1394800297,5.80517998,Solved
L?AA@AOq?sM_Lc,20,5,5.6974001480,0.6974001480,1.1394800296,5.81403927,Solved
L?AA@BOL@[Igk_,21,5,5.6974001477,0.6974001477,1.1394800295,5.81835279,Solved
L?AA@AWsAWFOJc,21,5,5.6973240271,0.6973240271,1.1394648054,5.84421404,Solved
L?AA@AWs@sL_Jc,22,5,5.6973240258,0.6973240258,1.1394648052,5.83261764,Solved
L?AAD?oLEoHKVO,22,5,5.6973240244,0.6973240244,1.1394648049,5.84324233,Solved
L?AA@BOT@TV?N_,22,5,5.6973240242,0.6973240242,1.1394648048,5.83841919,Solved
L?AA@BOmBWFOJg,23,5,5.6973240238,0.6973240238,1.1394648048,5.82204658,Solved
L?AA@agk?wHGDH,20,5,5.6973240236,0.6973240236,1.1394648047,5.83845753,Solved
L?AAD?oeBgHKVO,22,5,5.6973240232,0.6973240232,1.1394648046,5.81348143,Solved
L?AA@AWT@SY@N_,21,5,5.6973240228,0.6973240228,1.1394648046,5.84393676,Solved
L?AA@AWs?sL_Jc,21,5,5.6973240228,0.6973240228,1.1394648046,5.85022751,Solved
L?AAD@oDfOIgk_,22,5,5.6973240227,0.6973240227,1.1394648045,5.84020209,Solved
L?AAD?Ws@WCeVO,21,5,5.6973240220,0.6973240220,1.1394648044,5.83696341,Solved
L?AAD?Ws@WBgHK,20,5,5.6973240214,0.6973240214,1.1394648043,5.83710788,Solved
L?AADBOY?wDcDS,21,5,5.6973240213,0.6973240213,1.1394648043,5.82978204,Solved
L?AAD?oq?wEaRW,21,5,5.6973240208,0.6973240208,1.1394648042,5.83934537,Solved
L?AA@agTAY]?aS,22,5,5.6973240205,0.6973240205,1.1394648041,5.83892871,Solved
L?AA@AWTBoEoic,22,5,5.6973240204,0.6973240204,1.1394648041,5.82940030,Solved
L?AA@BOR@sV?Jg,22,5,5.6973240203,0.6973240203,1.1394648041,5.83474119,Solved
L?AAD@oDdSIgk_,22,5,5.6973240202,0.6973240202,1.1394648040,5.83487576,Solved
L?AA@AOU@[Hcm_,21,5,5.6973240201,0.6973240201,1.1394648040,5.83652001,Solved
L?AA@bGw?wEcBS,21,5,5.6973240201,0.6973240201,1.1394648040,5.84904621,Solved
L?AA@aHY?s]?Ck,21,5,5.6973240200,0.6973240200,1.1394648040,5.82079804,Solved
L?AA@aHw?sN?Ck,21,5,5.6973240199,0.6973240199,1.1394648040,5.83788354,Solved
L?AA@aHwBgJ_BS,22,5,5.6973240196,0.6973240196,1.1394648039,5.84401237,Solved
L?AAD?oyBgHKVO,23,5,5.6973240193,0.6973240193,1.1394648039,5.82294430,Solved
L?AADAoY?[Hgi_,21,5,5.6973240188,0.6973240188,1.1394648038,5.84591477,Solved
L?AA@AOU@[Lcm_,22,5,5.6973240186,0.6973240186,1.1394648037,5.82462875,Solved
L?AA@AWs@Sm_N_,22,5,5.6973240186,0.6973240186,1.1394648037,5.81764456,Solved
L?AA@AOuBWFOJg,22,5,5.6973240185,0.6973240185,1.1394648037,5.82367926,Solved
L?AA@BOm@sM_Jg,23,5,5.6973240184,0.6973240184,1.1394648037,5.82617956,Solved
L?AA@AWs@sM_Jc,22,5,5.6973240183,0.6973240183,1.1394648037,5.83625532,Solved
L?AA@AOU?[VOZG,21,5,5.6973240182,0.6973240182,1.1394648036,5.81938152,Solved
L?AAD?oyAXIg^?,23,5,5.6973240182,0.6973240182,1.1394648036,5.81150302,Solved
L?AAD@oDdcIgBg,22,5,5.6973240181,0.6973240181,1.1394648036,5.84652219,Solved
L?AEB?We@gAwXC,21,5,5.6973240180,0.6973240180,1.1394648036,5.80730875,Solved
L?AA@BOR?sV?Bg,20,5,5.6973240180,0.6973240180,1.1394648036,5.83348961,Solved
L?AAF@Sa`WDSXC,22,5,5.6973240179,0.6973240179,1.1394648036,5.81591163,Solved
L?AA@BOTDoFOJg,22,5,5.6973240177,0.6973240177,1.1394648035,5.83937300,Solved
L?AA@AOU@[ROZG,21,5,5.6973240174,0.6973240174,1.1394648035,5.84051770,Solved
L?AA@aHw?wM_BS,21,5,5.6973240174,0.6973240174,1.1394648035,5.84317469,Solved
L?AA@AWsAWBOJc,20,5,5.6973240173,0.6973240173,1.1394648035,5.84031811,Solved
L?AA@agkAgHgaQ,21,5,5.6973240173,0.6973240173,1.1394648035,5.85123752,Solved
L?AAF@Sa`gEOgg,21,5,5.6973240173,0.6973240173,1.1394648035,5.82872041,Solved
L?AAD@oDdcIgBw,23,5,5.6973240170,0.6973240170,1.1394648034,5.84234886,Solved
L?AAD@oDdcIgAN,23,5,5.6973240168,0.6973240168,1.1394648034,5.82035897,Solved
L?AA@AOU?[ROZG,20,5,5.6973240167,0.6973240167,1.1394648033,5.83293001,Solved
L?AAD?cuF_HgUW,23,5,5.6973240166,0.6973240166,1.1394648033,5.83282710,Solved
L?AA@BOmCUDSuO,23,5,5.6973240166,0.6973240166,1.1394648033,5.80635752,Solved
L?AA@aHYF_ROCk,22,5,5.6973240166,0.6973240166,1.1394648033,5.82851548,Solved
L?AA@AWT@[N?ic,22,5,5.6973240164,0.6973240164,1.1394648033,5.82993926,Solved
L?AAD?oFEPM_RW,22,5,5.6973240164,0.6973240164,1.1394648033,5.83200506,Solved
L?AAD?oqIwM_RW,23,5,5.6973240164,0.6973240164,1.1394648033,5.83133839,Solved
L?AA@aHw@gJ_BS,21,5,5.6973240164,0.6973240164,1.1394648033,5.84384340,Solved
L?AAD?oq@gj_RW,22,5,5.6973240163,0.6973240163,1.1394648033,5.84117736,Solved
L?AAD@oIaW@wy?,21,5,5.6973240163,0.6973240163,1.1394648033,5.83726372,Solved
L?AA@BOR?sV?Jg,21,5,5.6973240162,0.6973240162,1.1394648032,5.83215575,Solved
L?AAD?oq?w@kLC,20,5,5.6973240162,0.6973240162,1.1394648032,5.84440930,Solved
L?AAD@OLDSCs}?,22,5,5.6973240162,0.6973240162,1.1394648032,5.80214372,Solved
L?AAD@oDdcL_TO,22,5,5.6973240161,0.6973240161,1.1394648032,5.81960983,Solved
L?AAD?Ws@Hl_VO,22,5,5.6973240158,0.6973240158,1.1394648032,5.84231291,Solved
L?AAD?sY?[TORO,21,5,5.6973240157,0.6973240157,1.1394648031,5.81427039,Solved
L?AADBOQPoB_Bw,21,5,5.6973119639,0.6973119639,1.1394623928,5.80150967,Solved
L?AADBOY@W@oFo,21,5,5.6971955693,0.6971955693,1.1394391139,5.80000635,Solved
L?AAD?sYCcH`m_,22,5,5.6971552653,0.6971552653,1.1394310531,5.81280315,Solved
L?AADBOF@c@wm_,22,5,5.6970483720,0.6970483720,1.1394096744,5.81069235,Solved
L?AA@AWFBoUORP,22,5,5.6969939125,0.6969939125,1.1393987825,5.80173865,Solved
L?AA@aHY@LZ?\?,22,5,5.6969896035,0.6969896035,1.1393979207,5.83779659,Solved
L?AADAoMAgHgN_,22,5,5.6969693739,0.6969693739,1.1393938748,5.81172258,Solved
L?AADAoY?sJ_RO,21,5,5.6969621794,0.6969621794,1.1393924359,5.82640763,Solved
L?AAD?w[?UROXA,21,5,5.6969387516,0.6969387516,1.1393877503,5.82314745,Solved
L?AA@aHXHsROL_,23,5,5.6968866163,0.6968866163,1.1393773233,5.84642357,Solved
L?AAD?w[?UBoLA,21,5,5.6968230719,0.6968230719,1.1393646144,5.81055084,Solved
L?AAD?w[?UROFo,22,5,5.6967134593,0.6967134593,1.1393426919,5.80318161,Solved
L?AADAoMAWBgL_,21,5,5.6966998144,0.6966998144,1.1393399629,5.81357592,Solved
L?AADAoY?wAwL_,21,5,5.6966875657,0.6966875657,1.1393375131,5.81269806,Solved
L?AADAw{?{@wM_,24,5,5.6966769371,0.6966769371,1.1393353874,5.85569631,Solved
L?AADBOFFOAwUO,22,5,5.6966435035,0.6966435035,1.1393287007,5.80001010,Solved
L?AB?qQUAWCg}?,22,5,5.6966299987,0.6966299987,1.1393259997,5.80787758,Solved
L?AA@aHw?lM_}?,23,5,5.6966078728,0.6966078728,1.1393215746,5.80408478,Solved
L?AA@AW[?]BoN?,21,5,5.6965734988,0.6965734988,1.1393146998,5.81413106,Solved
L?AADBOJ?sN?Hg,21,5,5.6965628538,0.6965628538,1.1393125708,5.81658116,Solved
L?AAD@OJ@sM_ig,22,5,5.6965065232,0.6965065232,1.1393013046,5.81399338,Solved
L?AAD?wXCcEoRA,21,5,5.6964777389,0.6964777389,1.1392955478,5.80098229,Solved
L?AAD?w[?UBoXA,21,5,5.6964360040,0.6964360040,1.1392872008,5.81641195,Solved
L?AA@AOT@kTQJg,22,5,5.6964316350,0.6964316350,1.1392863270,5.81615871,Solved
L?AADBOX?wUOHg,21,5,5.6964316330,0.6964316330,1.1392863266,5.82584251,Solved
L?AA@BOR@T\?kc,22,5,5.6964316325,0.6964316325,1.1392863265,5.83052247,Solved
L?AAD?oq?UCqm_,21,5,5.6964316322,0.6964316322,1.1392863264,5.80091592,Solved
L?AAD?WsDcKcHk,22,5,5.6964316314,0.6964316314,1.1392863263,5.83209327,Solved
L?AAD?oq?UCqi_,20,5,5.6964316314,0.6964316314,1.1392863263,5.84454190,Solved
L?AA@AOTFODUZG,22,5,5.6964316313,0.6964316313,1.1392863263,5.81304779,Solved
L?AADBOY@cAYIg,21,5,5.6964316311,0.6964316311,1.1392863262,5.83729212,Solved
L?AA@AOqCsDSZG,21,5,5.6964316300,0.6964316300,1.1392863260,5.84067125,Solved
L?AADBOX?sUOHg,21,5,5.6964316295,0.6964316295,1.1392863259,5.84974174,Solved
L?AADBOXDcCsN_,23,5,5.6964316289,0.6964316289,1.1392863258,5.80558631,Solved
L?AA@BOT@cVOJg,22,5,5.6964316281,0.6964316281,1.1392863256,5.83871293,Solved
L?AA@AOuDSLCJg,22,5,5.6964316278,0.6964316278,1.1392863256,5.82017695,Solved
L?AA@AOqBgEqZG,22,5,5.6964316275,0.6964316275,1.1392863255,5.81168804,Solved
L?AADBOXDcCsm_,23,5,5.6964316275,0.6964316275,1.1392863255,5.82937573,Solved
L?AADBOXDcCsu@,23,5,5.6964316268,0.6964316268,1.1392863254,5.81218752,Solved
L?AAD@cHcoA[k_,21,5,5.6964316268,0.6964316268,1.1392863254,5.84352787,Solved
L?AADBOXDcCseD,23,5,5.6964316266,0.6964316266,1.1392863253,5.81778571,Solved
L?AA@AOTEoEoic,21,5,5.6964316265,0.6964316265,1.1392863253,5.82463505,Solved
L?AADBOXDcCsJg,23,5,5.6964316264,0.6964316264,1.1392863253,5.81460738,Solved
L?AA@AOqCsDSLc,21,5,5.6964316260,0.6964316260,1.1392863252,5.80853293,Solved
L?AA@aHwAY@qXG,22,5,5.6964316258,0.6964316258,1.1392863252,5.81778091,Solved
L?AAD?oq?UK`RW,21,5,5.6964316258,0.6964316258,1.1392863252,5.85170015,Solved
L?AA@AOqAgLcLc,21,5,5.6964316257,0.6964316257,1.1392863251,5.80821550,Solved
L?AA@AOqAgROLc,20,5,5.6964316256,0.6964316256,1.1392863251,5.84795946,Solved
L?AA@AOqAgVOLc,21,5,5.6964316254,0.6964316254,1.1392863251,5.81958963,Solved
L?AA@AOqAgHcIi,20,5,5.6964316254,0.6964316254,1.1392863251,5.80048673,Solved
L?AA@AOqAgHcLc,20,5,5.6964316254,0.6964316254,1.1392863251,5.81913342,Solved
L?AA@BOi?\L_m_,22,5,5.6964316252,0.6964316252,1.1392863250,5.83446076,Solved
L?AA@AOTCsEoIk,21,5,5.6964316251,0.6964316251,1.1392863250,5.82704604,Solved
L?AA@BORDO@sTA,20,5,5.6964316250,0.6964316250,1.1392863250,5.82906207,Solved
L?AA@AOT?k^?ic,21,5,5.6964316248,0.6964316248,1.1392863250,5.80026185,Solved
L?AA@BOi@XM_TS,22,5,5.6964316246,0.6964316246,1.1392863249,5.83630123,Solved
L?AA@AOqBgVOLc,22,5,5.6964316246,0.6964316246,1.1392863249,5.80583703,Solved
L?AADBOX?wAYTO,21,5,5.6964316245,0.6964316245,1.1392863249,5.83799221,Solved
L?AA@BOLDoIgqS,22,5,5.6964316245,0.6964316245,1.1392863249,5.84391225,Solved
L?AA@BOT@cROJg,21,5,5.6964316242,0.6964316242,1.1392863248,5.84845359,Solved
L?AADBOXDcCsec,23,5,5.6964316242,0.6964316242,1.1392863248,5.83210699,Solved
L?AADBOXDcBoHg,22,5,5.6964316240,0.6964316240,1.1392863248,5.82246771,Solved
L?AAD?oXEPHgA{,22,5,5.6964316237,0.6964316237,1.1392863247,5.83027227,Solved
L?AA@AOT@kTQ}?,22,5,5.6964316236,0.6964316236,1.1392863247,5.80429323,Solved
L?AA@AOTEoLCic,21,5,5.6964316233,0.6964316233,1.1392863247,5.81937629,Solved
L?AA@AOqAXM_Lc,21,5,5.6964316232,0.6964316232,1.1392863246,5.83906877,Solved
L?AA@BOiCsL_Jg,22,5,5.6964316231,0.6964316231,1.1392863246,5.83443335,Solved
L?AA@AOqCsM_Lc,21,5,5.6964316230,0.6964316230,1.1392863246,5.84621150,Solved
L?AADBOXDcCs^?,23,5,5.6964316229,0.6964316229,1.1392863246,5.82207317,Solved
L?AA@BORDO@sm_,21,5,5.6964316227,0.6964316227,1.1392863245,5.83986287,Solved
L?AAD?oqDS@[RW,22,5,5.6964316227,0.6964316227,1.1392863245,5.84559625,Solved
L?AA@BORDOVOJg,22,5,5.6964316225,0.6964316225,1.1392863245,5.82786318,Solved
L?AADBOXDcCs}?,23,5,5.6964316225,0.6964316225,1.1392863245,5.82989238,Solved
L?AAD?oq?UK`RO,20,5,5.6964316225,0.6964316225,1.1392863245,5.85213400,Solved
L?AAD?WsAiKcHk,22,5,5.6964316223,0.6964316223,1.1392863245,5.82270851,Solved
L?AAD?oq@K`[i_,21,5,5.6964316223,0.6964316223,1.1392863245,5.84586129,Solved
L?AADBOJ?ecsk_,22,5,5.6964316222,0.6964316222,1.1392863244,5.83338170,Solved
L?AAD@OXDSCsA{,22,5,5.6964316221,0.6964316221,1.1392863244,5.84360417,Solved
L?AAD?w[?UBo\A,22,5,5.6964291180,0.6964291180,1.1392858236,5.81538780,Solved
L?AAD?wT?m\?VO,23,5,5.6964089082,0.6964089082,1.1392817816,5.80906328,Solved
L?AADAoY?[J_RO,21,5,5.6963891075,0.6963891075,1.1392778215,5.81170278,Solved
L?AAD@WLDSIgy?,22,5,5.6963724165,0.6963724165,1.1392744833,5.80726264,Solved
L?AADAoU@sHg^?,23,5,5.6963348649,0.6963348649,1.1392669730,5.81194855,Solved
L?AAD?WsDcDoBs,22,5,5.6963251378,0.6963251378,1.1392650276,5.81318699,Solved
L?AAD?wFF_@we_,22,5,5.6963019049,0.6963019049,1.1392603810,5.82524680,Solved
L?AA@BOVBoTOJg,23,5,5.6962315959,0.6962315959,1.1392463192,5.80359075,Solved
L?AAD?We@gBgXK,21,5,5.6962315944,0.6962315944,1.1392463189,5.81225324,Solved
L?AA@BORDoDsm_,23,5,5.6962315924,0.6962315924,1.1392463185,5.80021826,Solved
L?AA@BOBloL_m_,23,5,5.6962315924,0.6962315924,1.1392463185,5.80120216,Solved
L?AA@aoLAX\?qS,23,5,5.6962315918,0.6962315918,1.1392463184,5.81353220,Solved
L?AA@BORCsV?Jg,22,5,5.6962315915,0.6962315915,1.1392463183,5.80364864,Solved
L?AAF@Sa`gEogg,22,5,5.6962315910,0.6962315910,1.1392463182,5.80708264,Solved
L?AA@BOR?\V?m_,22,5,5.6962315908,0.6962315908,1.1392463182,5.80799611,Solved
L?AAD?oL?yZ?Q[,22,5,5.6962315907,0.6962315907,1.1392463181,5.81435199,Solved
L?AAD?oLEoHMVO,23,5,5.6962315905,0.6962315905,1.1392463181,5.80966598,Solved
L?AAD?We@gJgXK,22,5,5.6962315895,0.6962315895,1.1392463179,5.80214391,Solved
L?AA@_omBWXGRW,23,5,5.6962315892,0.6962315892,1.1392463178,5.81020593,Solved
L?AAD?WeBgKeVO,23,5,5.6962315878,0.6962315878,1.1392463176,5.81096576,Solved
L?AAD?omEPIgVO,23,5,5.6962315871,0.6962315871,1.1392463174,5.80352045,Solved
L?AA@aHRRH]?}?,24,5,5.6962315869,0.6962315869,1.1392463174,5.80248818,Solved
L?AA@BOTCsFOJg,22,5,5.6962315868,0.6962315868,1.1392463174,5.81101116,Solved
L?AAD?WeBgBgXK,22,5,5.6962315865,0.6962315865,1.1392463173,5.81862014,Solved
L?AA@BOV@wUOJg,23,5,5.6962315864,0.6962315864,1.1392463173,5.80699959,Solved
L?AAD?WHJgV?US,22,5,5.6962315861,0.6962315861,1.1392463172,5.81404767,Solved
L?AAD?cmEoIgUW,23,5,5.6962315859,0.6962315859,1.1392463172,5.80675677,Solved
L?AA@agLAWPIkA,21,5,5.6962315857,0.6962315857,1.1392463171,5.80855747,Solved
L?AA@AWT@kZ?ic,22,5,5.6962315856,0.6962315856,1.1392463171,5.81036761,Solved
L?AAD@oIao@[UO,21,5,5.6962315854,0.6962315854,1.1392463171,5.81728490,Solved
L?AADbGR@SDogc,22,5,5.6962315849,0.6962315849,1.1392463170,5.80970180,Solved
L?AADbGR@SCsi_,22,5,5.6962315848,0.6962315848,1.1392463170,5.81385062,Solved
L?AA@AWsCsL_Jc,22,5,5.6962315845,0.6962315845,1.1392463169,5.80995768,Solved
L?AA@AWsAWDqm_,22,5,5.6962315842,0.6962315842,1.1392463168,5.80264790,Solved
L?AA@bGR@SCsi_,21,5,5.6962315842,0.6962315842,1.1392463168,5.80625664,Solved
L?AADb_T?lUOFg,24,5,5.6962315839,0.6962315839,1.1392463168,5.80384895,Solved
L?AA@BOT?sVOJg,22,5,5.6962315839,0.6962315839,1.1392463168,5.80120658,Solved
L?AAD?cmBgJCUW,23,5,5.6962315839,0.6962315839,1.1392463168,5.80763256,Solved
L?AAD?WHJgZAVO,23,5,5.6962315838,0.6962315838,1.1392463168,5.80684583,Solved
L?AA@AWsAWROJc,21,5,5.6962315838,0.6962315838,1.1392463168,5.80021800,Solved
L?AA@aHkAYKc}?,23,5,5.6962315837,0.6962315837,1.1392463167,5.81614475,Solved
