g6,edges,alpha,theta,gap,ratio,theta_ub,status
L?`DE`gl@YJODg,26,4,5.1817366256,1.1817366256,1.2954341564,5.19428728,Solved
L?AAD?oFAgDOAw,19,5,5.8544795024,0.8544795024,1.1708959005,5.86730804,Solved
L?AA@AWs@g@WF_,19,5,5.8496682850,0.8496682850,1.1699336570,5.86531011,Solved
L?AAD?Ws@c@oRO,19,5,5.8395595805,0.8395595805,1.1679119161,5.85278610,Solved
L?AAD?oeAg@WFO,19,5,5.8374077482,0.8374077482,1.1674815496,5.85275599,Solved
L?AAD?oFAgDOBg,19,5,5.8370411807,0.8370411807,1.1674082361,5.85389701,Solved
L?AADAoMAa@oFO,20,5,5.8362028125,0.8362028125,1.1672405625,5.86496356,Solved
L?AADAoYAWBOBo,20,5,5.8346106800,0.8346106800,1.1669221360,5.85615625,Solved
L?AAD?oFAgDOBw,20,5,5.8324053885,0.8324053885,1.1664810777,5.85112145,Solved
L?AAD?Ws@SIgBc,20,5,5.8320087201,0.8320087201,1.1664017440,5.84951007,Solved
L?AAD?Ws@SJ_Bc,20,5,5.8307290194,0.8307290194,1.1661458039,5.85641407,Solved
L?AAD?oFAgPOBg,19,5,5.8270071851,0.8270071851,1.1654014370,5.84639720,Solved
L?AA@agwAgBODc,20,5,5.8267167108,0.8267167108,1.1653433422,5.84322847,Solved
L?AAD?w[?UB_i_,20,5,5.8247089382,0.8247089382,1.1649417876,5.83633228,Solved
L?AADAoFAgDOBg,20,5,5.8241721589,0.8241721589,1.1648344318,5.84182052,Solved
L?AADBOQPoD_Hg,20,5,5.8226332394,0.8226332394,1.1645266479,5.83628730,Solved
L?AAD?oeAg@SFO,19,5,5.8220535131,0.8220535131,1.1644107026,5.83780692,Solved
L?AAD?sXCSBODo,20,5,5.8205835433,0.8205835433,1.1641167087,5.83921421,Solved
L?AAD?w[AgPOBo,20,5,5.8197113836,0.8197113836,1.1639422767,5.83411769,Solved
L?AAD?W[@S@qSQ,20,5,5.8194448400,0.8194448400,1.1638889680,5.83469022,Solved
L?AA@?Ws?[M_ao,19,5,5.8190780506,0.8190780506,1.1638156101,5.84265794,Solved
L?AAD?w[Ag@oIa,20,5,5.8186259583,0.8186259583,1.1637251917,5.84672326,Solved
L?AAD?oFAgPOBw,20,5,5.8181325306,0.8181325306,1.1636265061,5.83410070,Solved
L?AAD?Ws@S@qTQ,21,5,5.8177912565,0.8177912565,1.1635582513,5.83484948,Solved
L?AAD?Ws?kDOTO,19,5,5.8167586720,0.8167586720,1.1633517344,5.83185044,Solved
L?AAD?WLBGPOBo,19,5,5.8165971814,0.8165971814,1.1633194363,5.82799584,Solved
L?AADAoYAWBGCs,20,5,5.8162593078,0.8162593078,1.1632518616,5.84275931,Solved
L?AAD?W[AWUOBo,20,5,5.8161635275,0.8161635275,1.1632327055,5.82995431,Solved
L?AAD?Ws@SHgBc,20,5,5.8159285396,0.8159285396,1.1631857079,5.83067074,Solved
L?AADb_R@oBOBg,21,5,5.8147162520,0.8147162520,1.1629432504,5.84466599,Solved
L?AAD?Ws?[Hgk_,20,5,5.8145092894,0.8145092894,1.1629018579,5.84053899,Solved
L?AA@agw?sAq\?,21,5,5.8139761094,0.8139761094,1.1627952219,5.83420301,Solved
L?AAD?w[AgPOEo,20,5,5.8139023739,0.8139023739,1.1627804748,5.83301136,Solved
L?AAD?oFAgTOAw,20,5,5.8131559259,0.8131559259,1.1626311852,5.82360131,Solved
L?AAD?oeAg@[FO,20,5,5.8126793232,0.8126793232,1.1625358646,5.82816041,Solved
L?AAD?Ws?[Igi_,20,5,5.8124980653,0.8124980653,1.1624996131,5.83627213,Solved
L?AAD?w[?w@wi_,21,5,5.8124286303,0.8124286303,1.1624857261,5.83584670,Solved
L?AAD?sX?sUOAs,21,5,5.8123318423,0.8123318423,1.1624663685,5.83891345,Solved
L?AADBOF@SIgm?,21,5,5.8115646517,0.8115646517,1.1623129303,5.83308366,Solved
L?AAD?w[Ag@oia,21,5,5.8113863003,0.8113863003,1.1622772601,5.83536639,Solved
L?AA@_gsAgPOBc,19,5,5.8112219017,0.8112219017,1.1622443803,5.82172443,Solved
L?AAD?Ws@c@oTO,19,5,5.8103118003,0.8103118003,1.1620623601,5.83169410,Solved
L?AAD?W[?kH_c`,19,5,5.8102506879,0.8102506879,1.1620501376,5.82838439,Solved
L?AADAoYAWBGCq,20,5,5.8098720439,0.8098720439,1.1619744088,5.83536495,Solved
L?AA@agw?sAoao,20,5,5.8095811554,0.8095811554,1.1619162311,5.82240277,Solved
L?AAD?WLBGPOFo,20,5,5.8093477832,0.8093477832,1.1618695566,5.82590593,Solved
L?AAD?Ws@c@oVO,20,5,5.8090341095,0.8090341095,1.1618068219,5.83504851,Solved
L?AAD?W[@SJ_As,20,5,5.8087890228,0.8087890228,1.1617578046,5.83272013,Solved
L?AAD?Ws@S@qVO,21,5,5.8086418082,0.8086418082,1.1617283616,5.82482077,Solved
L?AAD?W[AWUOAs,20,5,5.8082593045,0.8082593045,1.1616518609,5.82202820,Solved
L?AA@agw?sAqao,21,5,5.8074724307,0.8074724307,1.1614944861,5.82338176,Solved
L?AADBOQPoD_Hc,20,5,5.8072828377,0.8072828377,1.1614565675,5.82469236,Solved
L?AAD?Ws?[FOVO,21,5,5.8070760448,0.8070760448,1.1614152090,5.82661865,Solved
L?AA@AOU?[L_eo,20,5,5.8064445254,0.8064445254,1.1612889051,5.82329502,Solved
L?AAD@OM?wTOBw,21,5,5.8057416611,0.8057416611,1.1611483322,5.82909232,Solved
L?AA@AWT@SF_sQ,21,5,5.8057381058,0.8057381058,1.1611476212,5.83317160,Solved
L?AA@_gaQ`Com?,19,5,5.8051321417,0.8051321417,1.1610264283,5.82378314,Solved
L?AAD@oT?s@[k_,21,5,5.8051066866,0.8051066866,1.1610213373,5.82535929,Solved
L?AAD?W[@SIgBc,20,5,5.8049145486,0.8049145486,1.1609829097,5.81736983,Solved
L?AAD?W[@SJ_Bc,20,5,5.8043803144,0.8043803144,1.1608760629,5.82984660,Solved
L?AA@agwAg@oaa,20,5,5.8041281718,0.8041281718,1.1608256344,5.82198580,Solved
L?AAD@oIagBgAw,21,5,5.8041196600,0.8041196600,1.1608239320,5.83616945,Solved
L?AEB?cEF_@weO,21,5,5.8040807777,0.8040807777,1.1608161555,5.82759511,Solved
L?AEB?oDFOBoA[,21,5,5.8038048392,0.8038048392,1.1607609678,5.81891790,Solved
L?AA@_gsAWUOBc,20,5,5.8036416985,0.8036416985,1.1607283397,5.81715665,Solved
L?AAD?W[AWFOAs,20,5,5.8033559072,0.8033559072,1.1606711814,5.82694691,Solved
L?AAD?sXCoBODo,20,5,5.8032633635,0.8032633635,1.1606526727,5.82585234,Solved
L?AAD?sXCcBWFO,21,5,5.8019380295,0.8019380295,1.1603876059,5.82019697,Solved
L?AAD@oIagF_Bg,21,5,5.8012662568,0.8012662568,1.1602532514,5.83251571,Solved
L?AAD?Ws?kDOT@,19,5,5.8002232322,0.8002232322,1.1600446464,5.81761710,Solved
L?AAD?oFAgTOAY,20,5,5.8001642250,0.8001642250,1.1600328450,5.82029496,Solved
L?AAD@oIaW@s]?,21,5,5.8000731819,0.8000731819,1.1600146364,5.82421282,Solved
L?AAD?W[AWFOBc,20,5,5.7995907625,0.7995907625,1.1599181525,5.81925313,Solved
L?AAD?oq?wHgLc,21,5,5.7995229739,0.7995229739,1.1599045948,5.82400953,Solved
L?AAD?oq?wAqRW,21,5,5.7995068885,0.7995068885,1.1599013777,5.82092082,Solved
L?AAD?oFEoHgL_,21,5,5.7988570980,0.7988570980,1.1597714196,5.81378869,Solved
L?AAD?wX?wQODo,20,5,5.7981389936,0.7981389936,1.1596277987,5.81022711,Solved
L?AAD?w[CS@wTA,21,5,5.7981327670,0.7981327670,1.1596265534,5.81321806,Solved
L?AADAoY?wHcCs,21,5,5.7980078752,0.7980078752,1.1596015750,5.82532006,Solved
L?AAD?W[?kH_k`,20,5,5.7979164819,0.7979164819,1.1595832964,5.81797423,Solved
L?AA@_gsAW@qca,20,5,5.7976095348,0.7976095348,1.1595219070,5.81434075,Solved
L?AA@aHw?sV?Dk,22,5,5.7974906907,0.7974906907,1.1594981381,5.82062795,Solved
L?AA@?Ws?kL_co,19,5,5.7971904339,0.7971904339,1.1594380868,5.82118897,Solved
L?AEB?cEF_@wcW,21,5,5.7971040253,0.7971040253,1.1594208051,5.82622337,Solved
L?AAD?Ws@SBoTA,20,5,5.7969408839,0.7969408839,1.1593881768,5.82240851,Solved
L?AAD?W[AWUOBc,20,5,5.7967416178,0.7967416178,1.1593483236,5.81298693,Solved
L?AA@_gsAW@qga,20,5,5.7964456497,0.7964456497,1.1592891299,5.81567115,Solved
L?AA@_gsAgPOJc,20,5,5.7959190865,0.7959190865,1.1591838173,5.80910685,Solved
L?AAD@oI_wIgBg,21,5,5.7958724673,0.7958724673,1.1591744935,5.81603032,Solved
L?AAD?sX?sUOFO,21,5,5.7950950110,0.7950950110,1.1590190022,5.82001238,Solved
L?AAD?Ws?kDOTP,20,5,5.7948800654,0.7948800654,1.1589760131,5.81540917,Solved
L?AA@bGXCcF?Hg,20,5,5.7946535321,0.7946535321,1.1589307064,5.81869732,Solved
L?AADBOF@SV?TQ,22,5,5.7938724818,0.7938724818,1.1587744964,5.81821751,Solved
L?AAD?Ws@WCqVO,21,5,5.7938127375,0.7938127375,1.1587625475,5.81466240,Solved
L?AA@_gaOhJ?Ge,19,5,5.7936393857,0.7936393857,1.1587278771,5.82242879,Solved
L?AAD?w[AgPOFo,21,5,5.7935392652,0.7935392652,1.1587078530,5.81009812,Solved
L?AADb_R?sN?Bg,22,5,5.7934296328,0.7934296328,1.1586859266,5.82256205,Solved
L?AAD?wLEOJGHa,21,5,5.7933506342,0.7933506342,1.1586701268,5.81348072,Solved
L?AA@agXCSAow@,20,5,5.7933417612,0.7933417612,1.1586683522,5.80981050,Solved
L?AAD?W[@SJ_Bs,21,5,5.7931677103,0.7931677103,1.1586335421,5.81801774,Solved
L?AADAoY?wAwRG,21,5,5.7930217623,0.7930217623,1.1586043525,5.80848142,Solved
L?AAD?oFAgTOAy,21,5,5.7928859097,0.7928859097,1.1585771819,5.81002773,Solved
L?AAD?sXCo@WFO,20,5,5.7927549031,0.7927549031,1.1585509806,5.80791583,Solved
L?AA@bGRDOAogc,20,5,5.7926475536,0.7926475536,1.1585295107,5.81588651,Solved
L?AAD?Ws?kHgk_,20,5,5.7925030690,0.7925030690,1.1585006138,5.82057783,Solved
L?AAD?wLEOIgHa,21,5,5.7923420075,0.7923420075,1.1584684015,5.80498152,Solved
L?AAD@oI_w@sSS,21,5,5.7922820736,0.7922820736,1.1584564147,5.81181178,Solved
L?AAD?w[?UJ_i_,21,5,5.7922242046,0.7922242046,1.1584448409,5.80718506,Solved
L?AA@bGRDCF?Dg,20,5,5.7922237150,0.7922237150,1.1584447430,5.80908669,Solved
L?AA@_gaRGROCk,20,5,5.7922078101,0.7922078101,1.1584415620,5.80861943,Solved
L?AAD?Ws@SBoTQ,21,5,5.7920715264,0.7920715264,1.1584143053,5.81900855,Solved
L?AA@bGRDOAocc,20,5,5.7918652073,0.7918652073,1.1583730415,5.80806434,Solved
L?AAF@ck?wBOcg,21,5,5.7917375947,0.7917375947,1.1583475189,5.82011345,Solved
L?AAD@oT?sTODo,21,5,5.7916518469,0.7916518469,1.1583303694,5.81580340,Solved
L?AA@_gsAWUOHc,20,5,5.7914670229,0.7914670229,1.1582934046,5.81910035,Solved
L?AA@?Ws?[M_eo,20,5,5.7912596407,0.7912596407,1.1582519281,5.81884158,Solved
L?AAD?W[AWFOBs,21,5,5.7908715791,0.7908715791,1.1581743158,5.81282458,Solved
L?AA@_gaRGR@Ck,20,5,5.7908352854,0.7908352854,1.1581670571,5.81697308,Solved
L?AAD@oIaW@[]?,21,5,5.7905220149,0.7905220149,1.1581044030,5.81482098,Solved
L?AAD@oIagF_Bw,22,5,5.7902632340,0.7902632340,1.1580526468,5.81344142,Solved
L?AA@agX?kBQwA,21,5,5.7901292307,0.7901292307,1.1580258461,5.80106759,Solved
L?AEB?WU@HEoCq,21,5,5.7890294888,0.7890294888,1.1578058978,5.81809232,Solved
L?AA@agw?w@oao,20,5,5.7890060000,0.7890060000,1.1578012000,5.80257271,Solved
L?AAD?w[Ag@wIa,21,5,5.7889309778,0.7889309778,1.1577861956,5.81167815,Solved
L?AA@agLE_@oac,20,5,5.7889117554,0.7889117554,1.1577823511,5.80403830,Solved
L?AAD?W[@SJGBc,20,5,5.7888835480,0.7888835480,1.1577767096,5.82029076,Solved
L?AAD?W[AW@qca,20,5,5.7888555135,0.7888555135,1.1577711027,5.80877621,Solved
L?AAD?W[AW@Yka,21,5,5.7888069145,0.7888069145,1.1577613829,5.81266759,Solved
L?AAD?sXCSAYM_,21,5,5.7886753233,0.7886753233,1.1577350647,5.80877186,Solved
L?AAD?Ws?{Hgk_,21,5,5.7886600680,0.7886600680,1.1577320136,5.81589355,Solved
L?AADb_M?s@oRO,21,5,5.7883768586,0.7883768586,1.1576753717,5.80777433,Solved
L?AAD?oUAWFOBw,21,5,5.7883008341,0.7883008341,1.1576601668,5.80709090,Solved
L?AAD?sX?sTODo,21,5,5.7883001044,0.7883001044,1.1576600209,5.81526431,Solved
L?AA@_wwAgPODc,20,5,5.7882587016,0.7882587016,1.1576517403,5.81709288,Solved
L?AA@bGX?sEoac,21,5,5.7880948965,0.7880948965,1.1576189793,5.81045576,Solved
L?AAD?oFBoAwRW,22,5,5.7877707495,0.7877707495,1.1575541499,5.80717331,Solved
L?AAD?w[CSIgEo,21,5,5.7872762984,0.7872762984,1.1574552597,5.80417253,Solved
L?AA@aHiAoIaGi,21,5,5.7870792111,0.7870792111,1.1574158422,5.81466054,Solved
L?AAD?W[@S@qTA,20,5,5.7869599750,0.7869599750,1.1573919950,5.80650666,Solved
L?AAD?Ws?[Hgm_,21,5,5.7865191730,0.7865191730,1.1573038346,5.81390113,Solved
L?AAD?W[AWUOBs,21,5,5.7862189688,0.7862189688,1.1572437938,5.80175577,Solved
L?AAD?W[?uTOTO,21,5,5.7859235815,0.7859235815,1.1571847163,5.81199611,Solved
L?AA@bGXCcF?Lg,21,5,5.7855320840,0.7855320840,1.1571064168,5.80641411,Solved
L?AA@agqAgEoga,21,5,5.7855036672,0.7855036672,1.1571007334,5.81089280,Solved
L?AA@agX?kUOqA,21,5,5.7854851435,0.7854851435,1.1570970287,5.81368845,Solved
L?AAD?Ws?[TOVO,21,5,5.7852520245,0.7852520245,1.1570504049,5.81135674,Solved
L?AAD?W[AWROBc,20,5,5.7849192078,0.7849192078,1.1569838416,5.81041780,Solved
L?AA@_gsAWUOJc,21,5,5.7847886916,0.7847886916,1.1569577383,5.80884796,Solved
L?AA@AOq@g@WF_,18,5,5.7847109159,0.7847109159,1.1569421832,5.82101030,Solved
L?AA@BOq@g@WF_,19,5,5.7847109153,0.7847109153,1.1569421831,5.81560644,Solved
L?AA@aHM@WY?Bo,20,5,5.7846658997,0.7846658997,1.1569331799,5.80411050,Solved
L?AA@_gsAWCqga,20,5,5.7844691710,0.7844691710,1.1568938342,5.80264638,Solved
L?AEB?W[@w@weO,22,5,5.7844665750,0.7844665750,1.1568933150,5.80677698,Solved
L?AAD?sX?sTOCs,21,5,5.7843103382,0.7843103382,1.1568620676,5.81126923,Solved
L?AA@_gaRGAUea,21,5,5.7842645229,0.7842645229,1.1568529046,5.80872285,Solved
L?AA@AOU@g@WF_,18,5,5.7842597726,0.7842597726,1.1568519545,5.81109337,Solved
L?AAD?WkBG@WRO,19,5,5.7842417818,0.7842417818,1.1568483564,5.84249647,Solved
L?ABAaIeB_D_Bo,21,5,5.7841427312,0.7841427312,1.1568285462,5.80117841,Solved
L?AAD?Ws?[Igk_,20,5,5.7841362284,0.7841362284,1.1568272457,5.81244873,Solved
L?AAD?oq?UBOHE,19,5,5.7841110745,0.7841110745,1.1568222149,5.82379978,Solved
L?AAD@oIao@oSS,20,5,5.7840795689,0.7840795689,1.1568159138,5.81913992,Solved
L?AAD@OIAWQOAo,17,5,5.7840292528,0.7840292528,1.1568058506,5.80070686,Solved
L?AA@BOi?[AWe_,19,5,5.7838788792,0.7838788792,1.1567757758,5.82471141,Solved
L?AADAoMAg@WFO,20,5,5.7838788179,0.7838788179,1.1567757636,5.86417153,Solved
L?AAD?oeAg@SQO,18,5,5.7838115622,0.7838115622,1.1567623124,5.82778067,Solved
L?AA@?Ws?[N_eo,21,5,5.7837324412,0.7837324412,1.1567464882,5.80178569,Solved
L?AAD?W[AWUOFo,21,5,5.7836428333,0.7836428333,1.1567285667,5.80231418,Solved
L?AA@BOi?e@se_,20,5,5.7836302752,0.7836302752,1.1567260550,5.84223865,Solved
L?AEB?We@gBoHK,21,5,5.7835273849,0.7835273849,1.1567054770,5.82019121,Solved
L?AADAoFAgDOAo,19,5,5.7834082826,0.7834082826,1.1566816565,5.84028519,Solved
L?AA@AWs@g@WI_,18,5,5.7834082821,0.7834082821,1.1566816564,5.82129160,Solved
L?AAD@OI@cH_Bg,18,5,5.7832649476,0.7832649476,1.1566529895,5.81744284,Solved
L?AAD?WLB_POBo,19,5,5.7832649438,0.7832649438,1.1566529888,5.83362197,Solved
L?AA@AWU@g@WF_,19,5,5.7832074826,0.7832074826,1.1566414965,5.81634223,Solved
L?AA@AWT@SRGN?,20,5,5.7832074804,0.7832074804,1.1566414961,5.81987927,Solved
L?AAD?W[AwFOBs,22,5,5.7831707936,0.7831707936,1.1566341587,5.80284789,Solved
L?AAF@ck?sAoeG,21,5,5.7829556290,0.7829556290,1.1565911258,5.80344718,Solved
L?`@?b_YCgBc?u,21,5,5.7829299649,0.7829299649,1.1565859930,5.81340092,Solved
L?AA@b_HagTOaa,21,5,5.7828758757,0.7828758757,1.1565751751,5.80558691,Solved
L?AA@agXE_BOHa,20,5,5.7826011971,0.7826011971,1.1565202394,5.80347137,Solved
L?AAD?wX?wQOAo,19,5,5.7824568036,0.7824568036,1.1564913607,5.82215713,Solved
L?AA@bGX?sAsac,21,5,5.7823397613,0.7823397613,1.1564679523,5.80135888,Solved
L?AAD?Ws?[UOVO,21,5,5.7822921119,0.7822921119,1.1564584224,5.81093333,Solved
L?AA@?Ws@gPOBo,18,5,5.7822506751,0.7822506751,1.1564501350,5.81154780,Solved
L?AAD?oeAg@SRO,19,5,5.7822491058,0.7822491058,1.1564498212,5.82525115,Solved
L?AADb_Y?wAoRO,21,5,5.7822420347,0.7822420347,1.1564484069,5.80020883,Solved
L?AAD?Ws?[Igm_,21,5,5.7821761057,0.7821761057,1.1564352211,5.80895723,Solved
L?AADb_R?s@scc,22,5,5.7821365966,0.7821365966,1.1564273193,5.81091822,Solved
L?AAD?oqAaCoN?,19,5,5.7818846044,0.7818846044,1.1563769209,5.83736150,Solved
L?AAD?Ws?eD_HE,19,5,5.7818531509,0.7818531509,1.1563706302,5.80977846,Solved
L?AAD?oX?sHgAs,20,5,5.7817877100,0.7817877100,1.1563575420,5.83664926,Solved
L?AAD?W[@SHgBc,20,5,5.7816561813,0.7816561813,1.1563312363,5.80255018,Solved
L?AAD?Ws@WHgHk,21,5,5.7813240251,0.7813240251,1.1562648050,5.80657725,Solved
L?AA@bGRDOAokc,21,5,5.7812084135,0.7812084135,1.1562416827,5.80245817,Solved
L?AA@?Ws@WTOTO,19,5,5.7810374359,0.7810374359,1.1562074872,5.81676288,Solved
L?AAD@oIag@[M_,21,5,5.7809878221,0.7809878221,1.1561975644,5.81813177,Solved
L?AAD?W[?[UORO,20,5,5.7809289914,0.7809289914,1.1561857983,5.82605407,Solved
L?AAD?W[AWROBs,21,5,5.7809252838,0.7809252838,1.1561850568,5.80373711,Solved
L?AADBOQPoCoN?,20,5,5.7808745323,0.7808745323,1.1561749065,5.81369897,Solved
L?AAD@OIAWQODo,18,5,5.7807991408,0.7807991408,1.1561598282,5.80527521,Solved
L?AAD@OM@gPOBo,19,5,5.7807961312,0.7807961312,1.1561592262,5.81379036,Solved
L?AEB?cEF_@weW,22,5,5.7807864823,0.7807864823,1.1561572965,5.80607755,Solved
L?AEB?W[@W@wcQ,21,5,5.7807833836,0.7807833836,1.1561566767,5.80028294,Solved
L?AA@_gs?kH_c`,19,5,5.7807232400,0.7807232400,1.1561446480,5.80381435,Solved
L?AAD?oX?kROAs,20,5,5.7804807581,0.7804807581,1.1560961516,5.85192205,Solved
L?AA@AWs@gDOao,19,5,5.7800962911,0.7800962911,1.1560192582,5.82265164,Solved
L?AA@AWs@g@WM_,19,5,5.7800768316,0.7800768316,1.1560153663,5.83078776,Solved
L?AAD@OICcB_Do,18,5,5.7800265476,0.7800265476,1.1560053095,5.80131535,Solved
L?AADAoFAgDOBo,20,5,5.7798396000,0.7798396000,1.1559679200,5.84564978,Solved
L?AA@aHw@gBOm?,20,5,5.7798203973,0.7798203973,1.1559640795,5.80722823,Solved
L?AADBOF@cHgF_,21,5,5.7798169826,0.7798169826,1.1559633965,5.80611589,Solved
L?AADBOF@SJ_Bg,21,5,5.7797740921,0.7797740921,1.1559548184,5.82525977,Solved
L?AA@ag[?k@YM_,21,5,5.7797740918,0.7797740918,1.1559548184,5.82363330,Solved
L?AA@aHiAgN?Gi,21,5,5.7797099731,0.7797099731,1.1559419946,5.80245816,Solved
L?AA@AOFAgDOao,18,5,5.7796843553,0.7796843553,1.1559368711,5.80185566,Solved
L?AA@_gsAWTOBc,20,5,5.7796810173,0.7796810173,1.1559362035,5.80801429,Solved
L?AA@AWs@g@WFO,19,5,5.7796473123,0.7796473123,1.1559294625,5.82335387,Solved
L?AA@AWs@g@WJ_,19,5,5.7796407548,0.7796407548,1.1559281510,5.82215985,Solved
L?AAD?WHM_DOAs,19,5,5.7796043359,0.7796043359,1.1559208672,5.81985041,Solved
L?AAD?wLAg@Wi_,20,5,5.7792521389,0.7792521389,1.1558504278,5.83239709,Solved
L?AA@bGX@oQQL_,21,5,5.7792042065,0.7792042065,1.1558408413,5.80998363,Solved
L?AA@BOT@oDOBW,19,5,5.7790299827,0.7790299827,1.1558059965,5.82536979,Solved
L?AA@?Ws@gPWBo,19,5,5.7789609715,0.7789609715,1.1557921943,5.81508819,Solved
L?AADBOQPoD_J_,20,5,5.7789609714,0.7789609714,1.1557921943,5.81925632,Solved
L?AA@AWs@g@WDo,19,5,5.7789213657,0.7789213657,1.1557842731,5.81566939,Solved
L?AAD@OIAWUOBg,19,5,5.7789020623,0.7789020623,1.1557804125,5.81842586,Solved
L?AAD?sX?sV?Cs,21,5,5.7788588803,0.7788588803,1.1557717761,5.82007999,Solved
L?AADAoYAWBOEo,20,5,5.7787784571,0.7787784571,1.1557556914,5.81936453,Solved
L?AAD?Ws@SIgJ_,20,5,5.7786656882,0.7786656882,1.1557331376,5.81997134,Solved
L?AA@AWs@gDODP,19,5,5.7785826628,0.7785826628,1.1557165326,5.80991427,Solved
L?AA@AOUAWDOeo,19,5,5.7785765913,0.7785765913,1.1557153183,5.80441331,Solved
L?AA@AWs@g@WFo,20,5,5.7785597107,0.7785597107,1.1557119421,5.81964294,Solved
L?AA@AOFAgDOeo,19,5,5.7785442424,0.7785442424,1.1557088485,5.80607704,Solved
L?AA@AWs@g@WN_,20,5,5.7785337600,0.7785337600,1.1557067520,5.81584727,Solved
L?AAD?sXCSBOBo,20,5,5.7782873032,0.7782873032,1.1556574606,5.80855586,Solved
L?AA@AWs@gDOTP,20,5,5.7782419427,0.7782419427,1.1556483885,5.82112130,Solved
L?AAD?oq?UBORO,19,5,5.7781898987,0.7781898987,1.1556379797,5.80698720,Solved
L?AEB?cEDoAwaW,21,5,5.7781255665,0.7781255665,1.1556251133,5.80539191,Solved
L?AAD?sXCoBOFO,20,5,5.7780283378,0.7780283378,1.1556056676,5.80113463,Solved
L?AA@AWs@gDOaq,20,5,5.7780106819,0.7780106819,1.1556021364,5.83436907,Solved
L?AAD?sXCSBOFo,21,5,5.7779408208,0.7779408208,1.1555881642,5.81283272,Solved
L?AADAoFAgDOBw,21,5,5.7777004108,0.7777004108,1.1555400822,5.81527913,Solved
L?AAD?sXCSAYm?,21,5,5.7767719931,0.7767719931,1.1553543986,5.80271856,Solved
L?AAD@OXCoBgAs,20,5,5.7766681048,0.7766681048,1.1553336210,5.82810761,Solved
L?AAD?WHM_@Wi_,19,5,5.7766361427,0.7766361427,1.1553272285,5.80852660,Solved
L?AAD?oq?UBORW,20,5,5.7764598883,0.7764598883,1.1552919777,5.81598158,Solved
L?AAD?sX?sROFO,21,5,5.7764162973,0.7764162973,1.1552832595,5.80640240,Solved
L?AA@?Ws@WUORO,19,5,5.7758178283,0.7758178283,1.1551635657,5.80534862,Solved
L?AA@?Ws@WUORP,20,5,5.7756942431,0.7756942431,1.1551388486,5.81782581,Solved
L?AAD?sXCoBOBo,20,5,5.7756772253,0.7756772253,1.1551354451,5.80475141,Solved
L?AA@?Ws@WQWBo,19,5,5.7752697143,0.7752697143,1.1550539429,5.81574164,Solved
L?AADAoYAWBGEo,20,5,5.7752697133,0.7752697133,1.1550539427,5.81650056,Solved
L?AAD?W[?[TOTO,20,5,5.7752626822,0.7752626822,1.1550525364,5.81804214,Solved
L?AA@?Ws@gPOBS,18,5,5.7750865669,0.7750865669,1.1550173134,5.80076966,Solved
L?AA@?Ws@gPOBs,19,5,5.7750859893,0.7750859893,1.1550171979,5.80975903,Solved
L?AA@?Ws@WTOTP,20,5,5.7750853706,0.7750853706,1.1550170741,5.82593256,Solved
L?AAD?WkBG@WJ_,19,5,5.7750615925,0.7750615925,1.1550123185,5.81458079,Solved
L?AAD?oeAg@SUO,19,5,5.7750025145,0.7750025145,1.1550005029,5.81240417,Solved
L?AAD?WHM_IgAs,20,5,5.7749964565,0.7749964565,1.1549992913,5.82821786,Solved
L?AAD?oeAg@SVO,20,5,5.7749654129,0.7749654129,1.1549930826,5.81199329,Solved
L?AAD?oT?k\?QQ,20,5,5.7749542788,0.7749542788,1.1549908558,5.83875739,Solved
L?AA@aHw@W@o\?,20,5,5.7749237919,0.7749237919,1.1549847584,5.81469271,Solved
L?AAD?Ws@c@WHg,19,5,5.7749083659,0.7749083659,1.1549816732,5.83222265,Solved
L?AAD?Ws@c@WHk,20,5,5.7748992064,0.7748992064,1.1549798413,5.84031317,Solved
L?AA@BOR@oUOBg,20,5,5.7748885430,0.7748885430,1.1549777086,5.88353682,Solved
L?AAD?sXCcAwYA,21,5,5.7748885421,0.7748885421,1.1549777084,5.87931129,Solved
L?AAD?sXCcAwEc,21,5,5.7748885420,0.7748885420,1.1549777084,5.86917895,Solved
L?AA@_gsAgTOHc,20,5,5.7748885415,0.7748885415,1.1549777083,5.81817150,Solved
L?AA@bGRDCF?Hg,20,5,5.7748885412,0.7748885412,1.1549777082,5.80633997,Solved
L?AAD?sX?sRODo,21,5,5.7748885412,0.7748885412,1.1549777082,5.81833260,Solved
L?AAD?sXCc@[Do,21,5,5.7748885409,0.7748885409,1.1549777082,5.86900532,Solved
L?AAD?sXCcAw}?,22,5,5.7748885409,0.7748885409,1.1549777082,5.85733015,Solved
L?AAD?sXCcAwm?,21,5,5.7748885407,0.7748885407,1.1549777081,5.87879497,Solved
L?AA@?WsBWUOJc,21,5,5.7748885407,0.7748885407,1.1549777081,5.86171971,Solved
L?AA@AOT@wTOJg,21,5,5.7748885406,0.7748885406,1.1549777081,5.87113231,Solved
L?AAD?oT?k\?ic,21,5,5.7748885406,0.7748885406,1.1549777081,5.83039290,Solved
L?AAD?Ws@KF_VO,21,5,5.7748885404,0.7748885404,1.1549777081,5.80579835,Solved
L?AA@aHwBGAsca,21,5,5.7748885403,0.7748885403,1.1549777081,5.86628562,Solved
L?AA@AOU@TL_m_,21,5,5.7748885402,0.7748885402,1.1549777080,5.86276879,Solved
