g6,edges,alpha,theta,gap,ratio,status
L??IaACIGisWMW,22,5,5.6633419642,0.6633419642,1.1326683928,Solved
L??IaAWIPiOqHw,23,5,5.5384984762,0.5384984762,1.1076996952,Solved
L??IaGcM?bDP_{,22,5,5.6987088969,0.6987088969,1.1397417794,Solved
L??IaOcL?bDP_{,22,5,5.6386809768,0.6386809768,1.1277361954,Solved
L??IaQ?MGjSoHw,23,5,5.5832823250,0.5832823250,1.1166564650,Solved
L??IaQOIGisoHw,23,5,5.6652710706,0.6652710706,1.1330542141,Solved
L??IaQOIHiOqHw,23,5,5.6655569986,0.6655569986,1.1331113997,Solved
L??IbQFaaPEbLE,26,5,5.6587333413,0.6587333413,1.1317466683,Solved
L??IcGgEC_CrO],21,5,5.7236265049,0.7236265049,1.1447253010,Solved
L??IcMGHgqkd[W,26,5,5.6381240947,0.6381240947,1.1276248189,Solved
L??IcOtT@MTQuA,26,5,5.5841794453,0.5841794453,1.1168358891,Solved
L??IcOtUAiSqia,26,5,5.5233165327,0.5233165327,1.1046633065,Solved
L??IcP?MGjSoHw,23,5,5.5445912484,0.5445912484,1.1089182497,Solved
L??IcPOIHiOqHw,23,5,5.6072162713,0.6072162713,1.1214432543,Solved
L??IcSsU@iSqqI,26,5,5.5333335967,0.5333335967,1.1066667193,Solved
L??Ic_ePPUUAqG,23,5,5.4703348127,0.4703348127,1.0940669625,Solved
L??Ic_g`@oGFHp,21,5,5.7113425883,0.7113425883,1.1422685177,Solved
L??IcaaDHMLGqC,23,5,5.5219059888,0.5219059888,1.1043811978,Solved
L??IcaaDHUKgqC,23,5,5.4849710027,0.4849710027,1.0969942005,Solved
L??Id?sIAGbH_l,22,5,5.6697221950,0.6697221950,1.1339444390,Solved
L??Id?sIAOAj_m,22,5,5.6812049130,0.6812049130,1.1362409826,Solved
L??IdCeDPOy@qG,23,5,5.6330248636,0.6330248636,1.1266049727,Solved
L??IdCeDQOu@qG,23,5,5.6625797499,0.6625797499,1.1325159500,Solved
L??IdCeDSOm@qG,23,5,5.6968021516,0.6968021516,1.1393604303,Solved
L??IdCeEQGu@qG,23,5,5.5446119470,0.5446119470,1.1089223894,Solved
L??IdD_DGrSoqC,23,5,5.5718968940,0.5718968940,1.1143793788,Solved
L??IdF?DXTW_M@,23,5,5.5770506870,0.5770506870,1.1154101374,Solved
L??Ie?SE@KdKgK,21,5,5.6665631953,0.6665631953,1.1333126391,Solved
L??IeAaDHMFGqC,23,5,5.5517883824,0.5517883824,1.1103576765,Solved
L??IeAaDHUEgqC,23,5,5.5936052979,0.5936052979,1.1187210596,Solved
L??IhH?c[RDS|?,24,5,5.6023811886,0.6023811886,1.1204762377,Solved
L??IhHG_[bDQ|?,24,5,5.5320375413,0.5320375413,1.1064075083,Solved
L??IhUPX@HRBuA,26,5,5.5430813757,0.5430813757,1.1086162751,Solved
L??IhhcqDOAFap,25,5,5.6520496969,0.6520496969,1.1304099394,Solved
L??IhjCYDOAFap,25,5,5.6056916138,0.6056916138,1.1211383228,Solved
L??IhpG`[SEd[E,26,5,5.5477739536,0.5477739536,1.1095547907,Solved
L??IiQg{?jEgab,26,5,5.5429506707,0.5429506707,1.1085901341,Solved
L??IjIgC[Se`qD,26,5,5.5475875642,0.5475875642,1.1095175128,Solved
L??IjQcC[Se`qD,26,5,5.4970368543,0.4970368543,1.0994073709,Solved
L??IlTGaF_EeLK,26,5,5.5970204256,0.5970204256,1.1194040851,Solved
L??Io_``lQ[gTI,25,5,5.5050533798,0.5050533798,1.1010106760,Solved
L??IpECCXp[apQ,25,5,5.6352692547,0.6352692547,1.1270538509,Solved
L??IpECCZP[adQ,25,5,5.5893375487,0.5893375487,1.1178675097,Solved
L??Ip__aJgwk`w,25,5,5.6202633634,0.6202633634,1.1240526727,Solved
L??Ip_gCNGwi`w,25,5,5.5281419779,0.5281419779,1.1056283956,Solved
L??IpaHHfGAFpP,25,5,5.5232966924,0.5232966924,1.1046593385,Solved
L??IpiWX@HOZuA,26,5,5.6520496985,0.6520496985,1.1304099397,Solved
L??IqA?CXJSaMW,22,5,5.6636325600,0.6636325600,1.1327265120,Solved
L??IqA?IWjU_Hw,23,5,5.5555164300,0.5555164300,1.1111032860,Solved
L??IsMGLHhHJ[W,27,5,5.6586324003,0.6586324003,1.1317264801,Solved
L??J?aHOSKEaME,21,5,5.6522240169,0.6522240169,1.1304448034,Solved
L??J?gWHKUYAwW,23,5,5.5900965365,0.5900965365,1.1180193073,Solved
L??J?gWOKESaME,21,5,5.6247184138,0.6247184138,1.1249436828,Solved
L??J?gYHCQyAwW,23,5,5.6786304151,0.6786304151,1.1357260830,Solved
L??J?kwu@Awd`i,26,5,5.5139704515,0.5139704515,1.1027940903,Solved
L??J?m?g?pge]G,22,5,5.6156208349,0.6156208349,1.1231241670,Solved
L??J?q@DjP[gda,25,5,5.5501410516,0.5501410516,1.1100282103,Solved
L??J@Oc_AbbUDs,23,5,5.5918403560,0.5918403560,1.1183680712,Solved
L??J@`WaSkKa`w,24,5,5.5364475516,0.5364475516,1.1072895103,Solved
L??JAACEGmSIMW,22,5,5.6520962098,0.6520962098,1.1304192420,Solved
L??JAI?EGlSIMW,22,5,5.5926974303,0.5926974303,1.1185394861,Solved
L??JCD?EGjSaMW,22,5,5.6068178771,0.6068178771,1.1213635754,Solved
L??JCIGEOkMCWM,22,5,5.6579528019,0.6579528019,1.1315905604,Solved
L??JCIYHBOAJSS,22,5,5.6321440182,0.6321440182,1.1264288036,Solved
L??JCIYIBGAJSS,22,5,5.5888769279,0.5888769279,1.1177753856,Solved
L??JCMWH@oGFSS,22,5,5.6389448847,0.6389448847,1.1277889769,Solved
L??JCMWI@gGFSS,22,5,5.4973187087,0.4973187087,1.0994637417,Solved
L??JCMWIA_cdSS,22,5,5.5958794763,0.5958794763,1.1191758953,Solved
L??JCMWIA_cdST,23,5,5.5957397014,0.5957397014,1.1191479403,Solved
L??JCMWMAGcDSP,22,5,5.5908417114,0.5908417114,1.1181683423,Solved
L??JCMWMAgCDOT,22,5,5.5132499332,0.5132499332,1.1026499866,Solved
L??JCMWQ@gcESP,22,5,5.5991641717,0.5991641717,1.1198328343,Solved
L??JCOWDaaSdW[,23,5,5.5991434667,0.5991434667,1.1198286933,Solved
L??JC_UEAOCjgM,22,5,5.6156502540,0.6156502540,1.1231300508,Solved
L??JCaIPWkDH{?,23,5,5.6522013387,0.6522013387,1.1304402677,Solved
L??JCf?IWlK_e@,23,5,5.5110287067,0.5110287067,1.1022057413,Solved
L??JDAGDwuKdTW,26,5,5.6364218856,0.6364218856,1.1272843771,Solved
L??JGgWGKQyAwW,23,5,5.6564745643,0.6564745643,1.1312949129,Solved
L??JGgWKAOcL_{,22,5,5.6247815998,0.6247815998,1.1249563200,Solved
L??JIA?EGjSIMW,22,5,5.5664658167,0.5664658167,1.1132931633,Solved
L??JKOWDAaSFW[,23,5,5.6234568232,0.6234568232,1.1246913646,Solved
L??JOgWHCByAwW,23,5,5.5172055123,0.5172055123,1.1034411025,Solved
L??JS_SEAGCNgM,22,5,5.5917811138,0.5917811138,1.1183562228,Solved
L??Jc?SEARCiW[,22,5,5.7524190302,0.7524190302,1.1504838060,Solved
L??Jc?WHYQQ`WX,23,5,5.6718902336,0.6718902336,1.1343780467,Solved
L??JcMWERHke]O,28,5,5.6459758383,0.6459758383,1.1291951677,Solved
L??JcOOHYPQ`WX,23,5,5.6224147426,0.6224147426,1.1244829485,Solved
L??JcOSE@IGFW[,22,5,5.6236820850,0.6236820850,1.1247364170,Solved
L??JcOSEABSbW[,23,5,5.5575326822,0.5575326822,1.1115065364,Solved
L??JcOSGQPqaWX,23,5,5.6164546394,0.6164546394,1.1232909279,Solved
L??JcOSGYGr@WX,23,5,5.6029304443,0.6029304443,1.1205860889,Solved
L??JcOSGYOq`WX,23,5,5.5804733420,0.5804733420,1.1160946684,Solved
L??JcOSHQ@r@WX,23,5,5.6127357638,0.6127357638,1.1225471528,Solved
L??JcOSHQPQBWX,23,5,5.6446484117,0.6446484117,1.1289296823,Solved
L??JcOWD@AgdW[,22,5,5.6901491824,0.6901491824,1.1380298365,Solved
L??JcOWGQHqaWX,23,5,5.5776807038,0.5776807038,1.1155361408,Solved
L??JcOWHQ@q`WX,23,5,5.5566329576,0.5566329576,1.1113265915,Solved
L??JcO`CSHge}?,23,5,5.6399265545,0.6399265545,1.1279853109,Solved
L??JiQDMIGv@kQ,27,5,5.4681560490,0.4681560490,1.0936312098,Solved
L??JkHGa@BaM|?,24,5,5.6212681187,0.6212681187,1.1242536237,Solved
L??JlPGaF_AmLK,26,5,5.6055157779,0.6055157779,1.1211031556,Solved
L??K?_`PQTEomC,21,5,5.5591532848,0.5591532848,1.1118306570,Solved
L??K?c`PaPE`mC,21,5,5.6538424188,0.6538424188,1.1307684838,Solved
L??K?ccIQKJCcM,21,5,5.6597600267,0.6597600267,1.1319520053,Solved
L??K?cdOQgDReK,22,5,5.6102643571,0.6102643571,1.1220528714,Solved
L??K?cqQ\IIoy?,23,5,5.5225756923,0.5225756923,1.1045151385,Solved
L??K?dDIQOEpcM,22,5,5.6050702015,0.6050702015,1.1210140403,Solved
L??K?dDIQoCpcL,22,5,5.5617817316,0.5617817316,1.1123563463,Solved
L??K?dQIIIr?HP,21,5,5.6893731874,0.6893731874,1.1378746375,Solved
L??K?gWQpL]?wW,23,5,5.5012607644,0.5012607644,1.1002521529,Solved
L??K?gWk@UGfWw,23,5,5.6619307988,0.6619307988,1.1323861598,Solved
L??K?gWoZKFOWw,23,5,5.5948877080,0.5948877080,1.1189775416,Solved
L??K?gW{AUCsWw,23,5,5.6065630312,0.6065630312,1.1213126062,Solved
L??K?gYIQBCpsC,21,5,5.6699565930,0.6699565930,1.1339913186,Solved
L??K?hBHA_dXeK,22,5,5.6596756915,0.6596756915,1.1319351383,Solved
L??K?kWIbHYAwW,23,5,5.5039888518,0.5039888518,1.1007977704,Solved
L??K?kWQd@m_wW,23,5,5.6057742087,0.6057742087,1.1211548417,Solved
L??K?kcEmBMOy?,23,5,5.5847897201,0.5847897201,1.1169579440,Solved
L??K?kcOQ`DReK,22,5,5.6066755604,0.6066755604,1.1213351121,Solved
L??K?kcQQ`DPcL,22,5,5.6438788091,0.6438788091,1.1287757618,Solved
L??K?kcSmBFOy?,23,5,5.5795007982,0.5795007982,1.1159001596,Solved
L??K?kceA`DPO\,22,5,5.6100348441,0.6100348441,1.1220069688,Solved
L??K?keIaRYA{?,23,5,5.6058533884,0.6058533884,1.1211706777,Solved
L??K?kecIQmOy?,23,5,5.5787872675,0.5787872675,1.1157574535,Solved
L??K?kgQQ`CpcL,22,5,5.6949603996,0.6949603996,1.1389920799,Solved
L??K?kgeA`CpO\,22,5,5.6857011999,0.6857011999,1.1371402400,Solved
L??K?kuYcgxKYQ,27,5,5.5599178368,0.5599178368,1.1119835674,Solved
L??K?lCKgt[Gy?,23,5,5.6633841788,0.6633841788,1.1326768358,Solved
L??K?lEEbAuCy?,23,5,5.4844262655,0.4844262655,1.0968852531,Solved
L??K?lEKaQuCy?,23,5,5.6210162464,0.6210162464,1.1242032493,Solved
L??K?lEKeAfCy?,23,5,5.6251600617,0.6251600617,1.1250320123,Solved
L??K?lEcJAfOy?,23,5,5.5283761664,0.5283761664,1.1056752333,Solved
L??K?lQIIAc`e@,21,5,5.6724854854,0.6724854854,1.1344970971,Solved
L??K?lQIK_c`QP,21,5,5.6994105493,0.6994105493,1.1398821099,Solved
L??K?oSHQDk[mA,23,5,5.6510684804,0.6510684804,1.1302136961,Solved
L??K?oSo@SgSHP,19,5,5.7025907881,0.7025907881,1.1405181576,Solved
L??K?oUIABcwsC,21,5,5.6712819029,0.6712819029,1.1342563806,Solved
L??K?o`L?lHUwQ,23,5,5.6004595940,0.6004595940,1.1200919188,Solved
L??K?o`M?lGuwQ,23,5,5.6064025302,0.6064025302,1.1212805060,Solved
L??K?o`OmGEoME,21,5,5.6186242349,0.6186242349,1.1237248470,Solved
L??K?p?T@NFSg[,23,5,5.5974952640,0.5974952640,1.1194990528,Solved
L??K?pCS@MfSg[,23,5,5.6427792678,0.6427792678,1.1285558536,Solved
L??K?qSHPOG\Se,22,5,5.6722813637,0.6722813637,1.1344562727,Solved
L??K?sSHaP}?wW,23,5,5.5517095113,0.5517095113,1.1103419023,Solved
L??K?sSIJKYAwW,23,5,5.4974461580,0.4974461580,1.0994892316,Solved
L??K?sUIA@chsC,21,5,5.6639581722,0.6639581722,1.1327916344,Solved
L??K?s`QBGAucM,22,5,5.6702872148,0.6702872148,1.1340574430,Solved
L??K?sagQHic]_,23,5,5.6592218547,0.6592218547,1.1318443709,Solved
L??K?sdPAOERcM,22,5,5.6668588429,0.6668588429,1.1333717686,Solved
L??K?sdQB?ArcM,22,5,5.7249308816,0.7249308816,1.1449861763,Solved
L??K?sgPi`Ch\_,23,5,5.7256881364,0.7256881364,1.1451376273,Solved
L??K?sgW_hgk\_,23,5,5.6712523284,0.6712523284,1.1342504657,Solved
L??K?t@HHOAtSe,22,5,5.6964316313,0.6964316313,1.1392863263,Solved
L??K?t@IA_ctDk,22,5,5.6964316246,0.6964316246,1.1392863249,Solved
L??K?tEcA_CjIM,22,5,5.7171211971,0.7171211971,1.1434242394,Solved
L??K?tGP``ck\_,23,5,5.6712523314,0.6712523314,1.1342504663,Solved
L??K?tQIIGq@HP,21,5,5.7252607233,0.7252607233,1.1450521447,Solved
L??K@CTMATGikB,23,5,5.6667647557,0.6667647557,1.1333529511,Solved
L??K@CXg@sGfTS,23,5,5.6286780426,0.6286780426,1.1257356085,Solved
L??K@GSo@SgSEP,19,5,5.7035252151,0.7035252151,1.1407050430,Solved
L??K@GgQAeAuc[,22,5,5.6627347618,0.6627347618,1.1325469524,Solved
L??K@GudAuLQuO,26,5,5.4764710614,0.4764710614,1.0952942123,Solved
L??K@GueAuKquO,26,5,5.5070280679,0.5070280679,1.1014056136,Solved
L??K@GwOWkbWwB,23,5,5.6547362235,0.6547362235,1.1309472447,Solved
L??K@HCIAsA]c[,22,5,5.6137983769,0.6137983769,1.1227596754,Solved
L??K@HEeQuVC\_,26,5,5.5019446150,0.5019446150,1.1003889230,Solved
L??K@HIeQuUc\_,26,5,5.5671584877,0.5671584877,1.1134316975,Solved
L??K@HUM`kXHuO,26,5,5.5003211538,0.5003211538,1.1000642308,Solved
L??K@HUMcqKpuO,26,5,5.4940425873,0.4940425873,1.0988085175,Solved
L??K@KUgIajOy?,23,5,5.5796789798,0.5796789798,1.1159357960,Solved
L??K@KUoGqmOy?,23,5,5.5846915163,0.5846915163,1.1169383033,Solved
L??K@KYIAg}?o[,23,5,5.5472356506,0.5472356506,1.1094471301,Solved
L??K@KYgAHiI]_,23,5,5.5135093702,0.5135093702,1.1027018740,Solved
L??K@LCEkbMOy?,23,5,5.5880816614,0.5880816614,1.1176163323,Solved
L??K@LCKgtYGy?,23,5,5.5676790069,0.5676790069,1.1135358014,Solved
L??K@LCKkbJOy?,23,5,5.4838274241,0.4838274241,1.0967654848,Solved
L??K@LUM@sWbuO,26,5,5.5631252817,0.5631252817,1.1126250563,Solved
L??K@MOD`PhMTa,24,5,5.6308341699,0.6308341699,1.1261668340,Solved
L??K@OQc@HgmUa,22,5,5.6390661181,0.6390661181,1.1278132236,Solved
L??K@OcSWtAwwB,23,5,5.5918403559,0.5918403559,1.1183680712,Solved
L??K@P?DkoCdSp,21,5,5.6762939183,0.6762939183,1.1352587837,Solved
L??K@PCCkoCbSp,21,5,5.6912597108,0.6912597108,1.1382519422,Solved
L??K@PSE`GgPcP,20,5,5.6281129953,0.6281129953,1.1256225991,Solved
L??K@PSEa?cpcQ,20,5,5.5780806091,0.5780806091,1.1156161218,Solved
L??K@SSLAT]?o[,23,5,5.6289399531,0.6289399531,1.1257879906,Solved
L??K@SUHE@iI]_,23,5,5.6015580087,0.6015580087,1.1203116017,Solved
L??K@SUKAIhEkB,23,5,5.6860615811,0.6860615811,1.1372123162,Solved
L??K@SUcBGgM]_,23,5,5.4922008444,0.4922008444,1.0984401689,Solved
L??K@SWOgikc\_,23,5,5.6556874819,0.6556874819,1.1311374964,Solved
L??K@SWPiaCd\_,23,5,5.6556874817,0.6556874817,1.1311374963,Solved
L??K@SsEAK}?o[,23,5,5.5196018313,0.5196018313,1.1039203663,Solved
L??K@TGP_bec\_,23,5,5.5944860681,0.5944860681,1.1188972136,Solved
L??K@TWO_ice\_,23,5,5.5766369563,0.5766369563,1.1153273913,Solved
L??K@TWP_acd\_,23,5,5.5766369533,0.5766369533,1.1153273907,Solved
L??K@VGLiiIoiB,26,5,5.4801555944,0.4801555944,1.0960311189,Solved
L??K@`EQt`EoqO,23,5,5.5948500406,0.5948500406,1.1189700081,Solved
L??K@`FHe_fOqO,23,5,5.4955176550,0.4955176550,1.0991035310,Solved
L??K@`FIe_eoqO,23,5,5.4566415104,0.4566415104,1.0913283021,Solved
L??K@`FQd_eoqO,23,5,5.5795799205,0.5795799205,1.1159159841,Solved
L??K@cSIITGikB,23,5,5.6757901302,0.6757901302,1.1351580260,Solved
L??K@cUEf?wgYG,23,5,5.5786862978,0.5786862978,1.1157372596,Solved
L??K@cUIM_koqO,23,5,5.5355956160,0.5355956160,1.1071191232,Solved
L??K@cUIaRWa{?,23,5,5.6245577333,0.6245577333,1.1249115467,Solved
L??K@cUPT_lOqG,23,5,5.5236909993,0.5236909993,1.1047381999,Solved
L??K@cUPaRTA{?,23,5,5.6141774589,0.6141774589,1.1228354918,Solved
L??K@cUPd_xGYG,23,5,5.5396083945,0.5396083945,1.1079216789,Solved
L??K@cUQd_wgYG,23,5,5.4566679780,0.4566679780,1.0913335956,Solved
L??K@cYHM_koqO,23,5,5.5327596219,0.5327596219,1.1065519244,Solved
L??K@cYPL_koqO,23,5,5.5261030432,0.5261030432,1.1052206086,Solved
L??K@cYQRcSapG,23,5,5.6590019859,0.6590019859,1.1318003972,Solved
L??K@dEIM_eoqO,23,5,5.5416976901,0.5416976901,1.1083395380,Solved
L??K@dEQRcQaiG,23,5,5.5244757684,0.5244757684,1.1048951537,Solved
L??K@gYg@SGNTE,23,5,5.6306332699,0.6306332699,1.1261266540,Solved
L??K@iWXasCsqP,25,5,5.5477720128,0.5477720128,1.1095544026,Solved
L??K@iWYakCsqP,25,5,5.5001394772,0.5001394772,1.1000278954,Solved
L??K@nGDjSQ`YD,26,5,5.5860435272,0.5860435272,1.1172087054,Solved
L??K@nGQasEehE,26,5,5.5599444351,0.5599444351,1.1119888870,Solved
L??K@oQg@kGmQM,23,5,5.6533812710,0.6533812710,1.1306762542,Solved
L??K@pGChLGi\_,23,5,5.6531701053,0.6531701053,1.1306340211,Solved
L??KA?UEPKdKsB,22,5,5.6880896953,0.6880896953,1.1376179391,Solved
L??KA?Uc@IdMUa,22,5,5.6680891698,0.6680891698,1.1336178340,Solved
L??KA?XUdHCwLo,23,5,5.6663659954,0.6663659954,1.1332731991,Solved
L??KA?dD_uDAs@,20,5,5.6700146803,0.6700146803,1.1340029361,Solved
L??KA?gH?ua{sK,22,5,5.6269951777,0.6269951777,1.1253990355,Solved
L??KA?iDPeIciC,21,5,5.7225274961,0.7225274961,1.1445054992,Solved
L??KA?iDPeIciD,22,5,5.7062093961,0.7062093961,1.1412418792,Solved
L??KA?iHPeIceC,21,5,5.6764127273,0.6764127273,1.1352825455,Solved
L??KA?rIsiIoy?,23,5,5.4711007346,0.4711007346,1.0942201469,Solved
L??KA?riAgAiIb,22,5,5.6472414305,0.6472414305,1.1294482861,Solved
L??KA@OIWmCsmO,22,5,5.6619516135,0.6619516135,1.1323903227,Solved
L??KA@QIGicwmO,22,5,5.5844845049,0.5844845049,1.1168969010,Solved
L??KA@SIGecwmO,22,5,5.5707148690,0.5707148690,1.1141429738,Solved
L??KA@_EgjCwmO,22,5,5.5623985711,0.5623985711,1.1124797142,Solved
L??KA@aE_jCimO,22,5,5.5712663167,0.5712663167,1.1142532633,Solved
L??KAAXI_ikoLo,23,5,5.6063295099,0.6063295099,1.1212659020,Solved
L??KAAgT?iDPKo,20,5,5.6774416770,0.6774416770,1.1354883354,Solved
L??KAAgT@IBPKo,20,5,5.6286590278,0.6286590278,1.1257318056,Solved
L??KAAhI_iioLo,23,5,5.6258815816,0.6258815816,1.1251763163,Solved
L??KABOD_qCpIS,20,5,5.6938326064,0.6938326064,1.1387665213,Solved
L??KACTEdGL?{?,20,5,5.7028256399,0.7028256399,1.1405651280,Solved
L??KACTHcoL?{?,20,5,5.7304357655,0.7304357655,1.1460871531,Solved
L??KACUETGL?{?,20,5,5.5953842989,0.5953842989,1.1190768598,Solved
L??KACUHSoL?{?,20,5,5.6671834204,0.6671834204,1.1334366841,Solved
L??KACUHUOF?{?,20,5,5.7034660574,0.7034660574,1.1406932115,Solved
L??KACXDQ_DRHi,22,5,5.6739532755,0.6739532755,1.1347906551,Solved
L??KACYIU?ArHY,22,5,5.6695431178,0.6695431178,1.1339086236,Solved
L??KACeIU?ArEY,22,5,5.6695235365,0.6695235365,1.1339047073,Solved
L??KADOIGicsmO,22,5,5.5945984851,0.5945984851,1.1189196970,Solved
L??KAF?HGqeoMW,22,5,5.6420762928,0.6420762928,1.1284152586,Solved
L??KAF?HGsegMW,22,5,5.6257216039,0.6257216039,1.1251443208,Solved
L??KAF?LGqCpMW,22,5,5.6502815412,0.6502815412,1.1300563082,Solved
L??KAF?LGsChMW,22,5,5.6492526374,0.6492526374,1.1298505275,Solved
L??KAGQc@HdMUa,22,5,5.6628503261,0.6628503261,1.1325700652,Solved
L??KAGUIPcX?{?,20,5,5.7538893865,0.7538893865,1.1507778773,Solved
L??KAHGCXdCqmO,22,5,5.6475729404,0.6475729404,1.1295145881,Solved
L??KAHGCpdCemO,22,5,5.6358054732,0.6358054732,1.1271610946,Solved
L??KAHIePuUc\_,26,5,5.4641904308,0.4641904308,1.0928380862,Solved
L??KAHOIGecsmO,22,5,5.5241156931,0.5241156931,1.1048231386,Solved
L??KAHOIgeCdmO,22,5,5.6112706134,0.6112706134,1.1222541227,Solved
L??KAHOi@HBPKo,20,5,5.6690144338,0.6690144338,1.1338028868,Solved
L??KAHQCPScemO,22,5,5.5503886099,0.5503886099,1.1100777220,Solved
L??KALGePlUc]_,26,5,5.4732378458,0.4732378458,1.0946475692,Solved
L??KAOSGXkBQwG,21,5,5.6400527420,0.6400527420,1.1280105484,Solved
L??KAOUc@IdESb,22,5,5.7369910438,0.7369910438,1.1473982088,Solved
L??KAOvYasShdS,27,5,5.5021978349,0.5021978349,1.1004395670,Solved
L??KAPCc@sCqKW,20,5,5.7173852737,0.7173852737,1.1434770547,Solved
L??KAQOP@sEQHW,20,5,5.6859225741,0.6859225741,1.1371845148,Solved
L??KAcUQJcSaiO,23,5,5.6126915408,0.6126915408,1.1225383082,Solved
L??KAcUQd_sgYG,23,5,5.6054269388,0.6054269388,1.1210853878,Solved
L??KAceQJcQaiO,23,5,5.5015017142,0.5015017142,1.1003003428,Solved
L??KAlgI`sQepE,26,5,5.5290584530,0.5290584530,1.1058116906,Solved
L??KAmgDHkLQqE,26,5,5.5156062024,0.5156062024,1.1031212405,Solved
L??KAssd@kLQqI,26,5,5.5556076690,0.5556076690,1.1111215338,Solved
L??KAsse@kKqqI,26,5,5.5052760115,0.5052760115,1.1010552023,Solved
L??KAsuLasShqK,28,5,5.6589713780,0.6589713780,1.1317942756,Solved
L??KB?VEqSS`{?,23,5,5.5439703934,0.5439703934,1.1087940787,Solved
L??KB?VHbcRGqC,23,5,5.6257809910,0.6257809910,1.1251561982,Solved
L??KB?ZHbcQgqC,23,5,5.4407622193,0.4407622193,1.0881524439,Solved
L??KBCPHHgHTUc,23,5,5.7256881385,0.7256881385,1.1451376277,Solved
L??KBCPHIgDTUc,23,5,5.6712523363,0.6712523363,1.1342504673,Solved
L??KBCPIHHJPTc,23,5,5.6712523285,0.6712523285,1.1342504657,Solved
L??KBCPM@gHTPk,23,5,5.6712523265,0.6712523265,1.1342504653,Solved
L??KBCPQHHEqUa,23,5,5.7256881374,0.7256881374,1.1451376275,Solved
L??KBCPU@gCuQi,23,5,5.7256881370,0.7256881370,1.1451376274,Solved
L??KBCPUDPCuTa,24,5,5.6142205212,0.6142205212,1.1228441042,Solved
L??KBCPUEPCuLa,24,5,5.6528494538,0.6528494538,1.1305698908,Solved
L??KBCTSDGdUUa,24,5,5.5654262643,0.5654262643,1.1130852529,Solved
L??KBCTUEOCVLa,24,5,5.6229475038,0.6229475038,1.1245895008,Solved
L??KBCUEV?eoqG,23,5,5.6049467467,0.6049467467,1.1209893493,Solved
L??KBCUEf?qgYG,23,5,5.5865845122,0.5865845122,1.1173169024,Solved
L??KBCUHaPrG{?,23,5,5.5953703247,0.5953703247,1.1190740649,Solved
L??KBCUPd_rGYG,23,5,5.5340123072,0.5340123072,1.1068024614,Solved
L??KBCXGIGfPTc,23,5,5.6556874853,0.6556874853,1.1311374971,Solved
L??KBCXH@gGVUc,23,5,5.6556874794,0.6556874794,1.1311374959,Solved
L??KBCXI@gGVTc,23,5,5.5766369570,0.5766369570,1.1153273914,Solved
L??KBCXIA_ctTc,23,5,5.5944860681,0.5944860681,1.1188972136,Solved
L??KBCXOIgDRLc,23,5,5.5766369533,0.5766369533,1.1153273907,Solved
L??KBCXOIoCrLc,23,5,5.6556874831,0.6556874831,1.1311374966,Solved
L??KBCXSEgCuIe,24,5,5.5696611322,0.5696611322,1.1139322264,Solved
L??KBCXUE@CrLa,24,5,5.6209145212,0.6209145212,1.1241829042,Solved
L??KBCYDV@EoqC,23,5,5.5513238261,0.5513238261,1.1102647652,Solved
L??KBCcICrIqSk,24,5,5.5727909627,0.5727909627,1.1145581925,Solved
L??KBCeDU`FOqC,23,5,5.5666057969,0.5666057969,1.1133211594,Solved
L??KBCgHCbjQTg,24,5,5.6046715992,0.6046715992,1.1209343198,Solved
L??KBCiDU`EoqC,23,5,5.6151224152,0.6151224152,1.1230244830,Solved
L??KBDEDT`FOqC,23,5,5.4379732523,0.4379732523,1.0875946505,Solved
L??KBDGHCbesUc,24,5,5.6580816070,0.6580816070,1.1316163214,Solved
L??KBDIDT`EoqC,23,5,5.6460165861,0.6460165861,1.1292033172,Solved
L??KBcSH@PIRQk,23,5,5.6880416646,0.6880416646,1.1376083329,Solved
L??KBcSHDPIRQk,24,5,5.6185893217,0.6185893217,1.1237178643,Solved
L??KBcSHF@BRQk,24,5,5.5935020581,0.5935020581,1.1187004116,Solved
L??KBcSILGIRQi,24,5,5.6709260271,0.6709260271,1.1341852054,Solved
L??KBccDE@fPQk,24,5,5.6436932010,0.6436932010,1.1287386402,Solved
L??KBccICgiUQi,24,5,5.6265685008,0.6265685008,1.1253137002,Solved
L??KBcgDL_GtQe,24,5,5.6496954131,0.6496954131,1.1299390826,Solved
L??KBcoQLOArPi,24,5,5.6597822529,0.6597822529,1.1319564506,Solved
L??KBdOQCgcuIi,24,5,5.6149313215,0.6149313215,1.1229862643,Solved
L??KBd_DHGBTQe,23,5,5.6880416655,0.6880416655,1.1376083331,Solved
L??KBd_Q@GauEi,23,5,5.6880416614,0.6880416614,1.1376083323,Solved
L??KBd_QCpAuHe,24,5,5.6292460908,0.6292460908,1.1258492182,Solved
L??KC_UHqRLO{?,23,5,5.5475884560,0.5475884560,1.1095176912,Solved
L??KC_UIqRKo{?,23,5,5.5690732859,0.5690732859,1.1138146572,Solved
L??KC_UQv@EoYO,23,5,5.6279139969,0.6279139969,1.1255827994,Solved
L??KC_eIqRIo{?,23,5,5.5002003078,0.5002003078,1.1000400616,Solved
L??KC_eQu`EoYO,23,5,5.6292016680,0.6292016680,1.1258403336,Solved
L??KC_fDbcXAYO,23,5,5.6250642380,0.6250642380,1.1250128476,Solved
