gap,theta,alpha,edges,triangles,edge_list
0.81122557,4.81122557,4,21,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 6), (1, 8), (2, 6), (2, 7), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11)]"
0.81122557,4.81122557,4,21,1,"[(0, 2), (0, 3), (0, 5), (0, 10), (1, 4), (1, 5), (1, 8), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 5), (4, 7), (5, 9), (6, 7), (6, 9), (6, 10), (7, 11), (8, 11), (10, 11)]"
0.81122557,4.81122557,4,21,1,"[(0, 4), (0, 6), (0, 8), (0, 11), (1, 4), (1, 5), (1, 6), (2, 6), (2, 7), (2, 8), (3, 7), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (5, 9), (5, 11), (6, 10), (7, 11), (9, 10)]"
0.81122557,4.81122557,4,21,1,"[(0, 1), (0, 4), (0, 7), (1, 3), (1, 5), (1, 8), (2, 5), (2, 6), (2, 7), (3, 6), (3, 9), (4, 8), (4, 9), (5, 9), (5, 11), (6, 11), (7, 9), (7, 10), (8, 10), (8, 11), (10, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 3), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (2, 6), (2, 8), (2, 10), (3, 6), (3, 7), (3, 8), (4, 6), (4, 7), (4, 8), (4, 9), (5, 8), (5, 10), (5, 11), (7, 10), (7, 11), (9, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 3), (0, 4), (0, 6), (0, 7), (1, 5), (1, 7), (1, 8), (1, 10), (2, 6), (2, 8), (2, 9), (3, 7), (3, 9), (3, 10), (3, 11), (4, 8), (4, 10), (5, 9), (5, 11), (6, 10), (6, 11), (8, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 3), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (2, 6), (2, 8), (2, 10), (3, 6), (3, 7), (3, 8), (4, 7), (4, 8), (4, 9), (5, 8), (5, 11), (6, 9), (7, 10), (7, 11), (8, 10), (9, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 7), (1, 8), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (7, 10), (7, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 6), (1, 8), (2, 6), (2, 8), (2, 9), (2, 11), (3, 6), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (7, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 3), (0, 4), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (2, 6), (2, 8), (2, 10), (2, 11), (3, 6), (3, 7), (3, 8), (4, 7), (4, 8), (4, 9), (5, 8), (5, 11), (7, 10), (7, 11), (9, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 3), (0, 9), (0, 10), (1, 3), (1, 4), (1, 5), (1, 6), (2, 6), (2, 8), (2, 10), (2, 11), (3, 6), (3, 7), (3, 8), (4, 7), (4, 8), (4, 9), (5, 8), (5, 11), (7, 10), (7, 11), (9, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 3), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (2, 6), (2, 8), (2, 10), (3, 6), (3, 7), (3, 8), (3, 9), (4, 7), (4, 8), (4, 9), (5, 8), (5, 10), (5, 11), (7, 10), (7, 11), (9, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 7), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (2, 4), (2, 6), (2, 10), (3, 6), (3, 8), (3, 9), (4, 8), (4, 9), (4, 11), (5, 8), (5, 9), (5, 10), (5, 11), (6, 7), (6, 11), (7, 9)]"
0.81110257,4.81110257,4,22,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 6), (1, 8), (1, 9), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (7, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 2), (0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 7), (1, 8), (1, 10), (2, 6), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (7, 11)]"
0.81110257,4.81110257,4,22,1,"[(0, 4), (0, 6), (0, 11), (1, 5), (1, 7), (1, 9), (2, 6), (2, 7), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (3, 11), (4, 8), (4, 9), (4, 10), (5, 10), (5, 11), (6, 9), (6, 10), (8, 9)]"
0.81110257,4.81110257,4,22,1,"[(0, 4), (0, 6), (0, 11), (1, 5), (1, 7), (1, 9), (1, 10), (2, 6), (2, 7), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (3, 11), (4, 8), (4, 10), (5, 10), (5, 11), (6, 9), (6, 10), (8, 9)]"
0.81110257,4.81110257,4,22,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 7), (1, 8), (1, 10), (2, 6), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (7, 11), (9, 11)]"
0.81044606,4.81044606,4,22,1,"[(0, 4), (0, 6), (0, 9), (1, 4), (1, 5), (1, 7), (1, 8), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11)]"
0.81044606,4.81044606,4,22,1,"[(0, 4), (0, 6), (0, 9), (1, 2), (1, 5), (1, 7), (1, 8), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11)]"
0.81044606,4.81044606,4,22,1,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 7), (1, 8), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 10), (5, 11), (6, 10), (7, 10), (7, 11)]"
0.80989104,4.80989104,4,21,2,"[(0, 2), (0, 3), (0, 5), (0, 10), (1, 4), (1, 5), (1, 6), (1, 8), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 5), (4, 7), (5, 9), (6, 9), (6, 10), (7, 11), (8, 11), (10, 11)]"
0.80989104,4.80989104,4,21,2,"[(0, 1), (0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 8), (1, 11), (2, 6), (2, 7), (2, 8), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11)]"
0.80989104,4.80989104,4,21,2,"[(0, 1), (0, 3), (0, 5), (0, 9), (0, 10), (1, 4), (1, 6), (1, 10), (2, 6), (2, 9), (2, 10), (3, 5), (3, 6), (3, 7), (4, 8), (4, 9), (5, 8), (6, 11), (7, 10), (7, 11), (8, 11)]"
0.80989104,4.80989104,4,21,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (4, 8), (4, 9), (4, 11), (5, 9), (5, 10), (6, 11), (7, 9)]"
0.80989104,4.80989104,4,21,2,"[(0, 1), (0, 4), (0, 7), (1, 3), (1, 5), (1, 8), (2, 5), (2, 6), (2, 7), (3, 6), (3, 9), (4, 8), (4, 9), (5, 9), (5, 11), (6, 11), (7, 10), (8, 10), (8, 11), (9, 11), (10, 11)]"
0.80989104,4.80989104,4,21,2,"[(0, 1), (0, 3), (0, 5), (0, 9), (1, 4), (1, 6), (1, 10), (2, 3), (2, 6), (2, 9), (2, 10), (3, 5), (3, 6), (3, 7), (4, 8), (4, 9), (5, 8), (6, 11), (7, 10), (7, 11), (8, 11)]"
0.80989104,4.80989104,4,21,2,"[(0, 1), (0, 4), (0, 7), (1, 3), (1, 5), (1, 8), (2, 5), (2, 6), (2, 7), (3, 6), (3, 8), (3, 9), (4, 8), (4, 9), (5, 9), (5, 11), (6, 11), (7, 10), (8, 10), (8, 11), (10, 11)]"
0.80989104,4.80989104,4,21,2,"[(0, 2), (0, 3), (0, 5), (0, 10), (1, 4), (1, 5), (1, 8), (1, 10), (2, 5), (2, 6), (2, 8), (3, 7), (3, 9), (4, 5), (4, 7), (5, 9), (6, 9), (6, 10), (7, 11), (8, 11), (10, 11)]"
0.80989104,4.80989104,4,21,2,"[(0, 4), (0, 7), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (4, 5), (4, 8), (4, 9), (4, 11), (5, 9), (5, 10), (6, 11), (7, 9)]"
0.80989104,4.80989104,4,21,2,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 8), (1, 11), (2, 6), (2, 7), (2, 8), (3, 7), (3, 9), (3, 10), (4, 5), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 1), (0, 3), (0, 5), (0, 9), (1, 4), (1, 5), (1, 6), (1, 10), (2, 6), (2, 9), (2, 10), (3, 5), (3, 6), (3, 7), (4, 8), (4, 9), (5, 8), (6, 11), (7, 10), (7, 11), (8, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 1), (0, 3), (0, 5), (0, 9), (1, 4), (1, 6), (1, 10), (2, 6), (2, 9), (2, 10), (3, 5), (3, 6), (3, 7), (4, 8), (4, 9), (5, 6), (5, 8), (6, 11), (7, 10), (7, 11), (8, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 8), (1, 11), (2, 6), (2, 7), (2, 8), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (6, 11), (7, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 1), (0, 4), (0, 7), (1, 3), (1, 5), (1, 8), (1, 10), (2, 5), (2, 6), (2, 7), (3, 6), (3, 9), (4, 8), (4, 9), (5, 9), (5, 11), (6, 11), (7, 10), (8, 10), (8, 11), (10, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 4), (0, 7), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (4, 8), (4, 9), (4, 11), (5, 9), (5, 10), (6, 11), (7, 9), (7, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 4), (0, 7), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (4, 8), (4, 9), (4, 11), (5, 9), (5, 10), (6, 11), (7, 9), (9, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 1), (0, 4), (0, 7), (1, 3), (1, 5), (1, 8), (2, 5), (2, 6), (2, 7), (3, 6), (3, 9), (4, 8), (4, 9), (5, 9), (5, 10), (5, 11), (6, 11), (7, 10), (8, 10), (8, 11), (10, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 8), (1, 11), (2, 6), (2, 7), (2, 8), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11), (10, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 2), (0, 3), (0, 5), (0, 10), (1, 4), (1, 5), (1, 8), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 5), (4, 7), (4, 10), (5, 9), (6, 9), (6, 10), (7, 11), (8, 11), (10, 11)]"
0.80949563,4.80949563,4,21,2,"[(0, 2), (0, 3), (0, 4), (0, 5), (0, 10), (1, 4), (1, 5), (1, 8), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 5), (4, 7), (5, 9), (6, 9), (6, 10), (7, 11), (8, 11), (10, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 1), (0, 3), (0, 5), (0, 9), (1, 4), (1, 6), (1, 10), (2, 6), (2, 9), (2, 10), (3, 5), (3, 6), (3, 7), (4, 7), (4, 8), (4, 9), (5, 8), (6, 11), (7, 10), (7, 11), (8, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 6), (1, 8), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 6), (5, 9), (5, 11), (6, 10), (7, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 2), (0, 3), (0, 5), (0, 10), (1, 4), (1, 5), (1, 8), (1, 10), (2, 6), (2, 8), (3, 7), (3, 9), (4, 5), (4, 7), (5, 9), (6, 9), (6, 10), (7, 11), (8, 11), (9, 11), (10, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 1), (0, 4), (0, 7), (1, 3), (1, 5), (1, 8), (2, 4), (2, 5), (2, 6), (2, 7), (3, 6), (3, 9), (4, 8), (4, 9), (5, 9), (5, 11), (6, 11), (7, 10), (8, 10), (8, 11), (10, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 1), (0, 4), (0, 6), (0, 7), (1, 3), (1, 5), (1, 8), (2, 5), (2, 6), (2, 7), (3, 6), (3, 9), (4, 8), (4, 9), (5, 9), (5, 11), (6, 11), (7, 10), (8, 10), (8, 11), (10, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 4), (0, 6), (0, 7), (1, 5), (1, 7), (1, 8), (1, 10), (2, 6), (2, 8), (2, 9), (3, 7), (3, 9), (3, 10), (3, 11), (4, 8), (4, 10), (5, 9), (5, 11), (6, 7), (6, 11), (8, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 2), (0, 3), (0, 5), (0, 10), (1, 4), (1, 5), (1, 8), (1, 10), (2, 6), (2, 8), (3, 7), (3, 8), (3, 9), (4, 5), (4, 7), (5, 9), (6, 9), (6, 10), (7, 11), (8, 11), (10, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 4), (0, 7), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (2, 6), (2, 7), (2, 8), (2, 10), (3, 6), (3, 8), (3, 9), (4, 8), (4, 9), (4, 11), (5, 9), (5, 10), (6, 11), (7, 9)]"
0.80936802,4.80936802,4,21,1,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 8), (1, 11), (2, 6), (2, 7), (2, 8), (2, 9), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 8), (1, 11), (2, 6), (2, 7), (2, 8), (3, 7), (3, 8), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 4), (0, 5), (0, 6), (0, 9), (1, 5), (1, 6), (1, 7), (1, 8), (2, 6), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 11), (6, 10), (7, 11), (10, 11)]"
0.80936802,4.80936802,4,21,1,"[(0, 4), (0, 7), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (3, 10), (4, 8), (4, 9), (4, 11), (5, 9), (5, 10), (6, 11), (7, 9)]"
0.80936802,4.80936802,4,21,1,"[(0, 1), (0, 3), (0, 5), (0, 9), (1, 4), (1, 6), (1, 10), (2, 6), (2, 9), (2, 10), (3, 5), (3, 6), (3, 7), (4, 8), (4, 9), (5, 8), (6, 11), (7, 10), (7, 11), (8, 11), (9, 11)]"
0.80884101,4.80884101,4,21,2,"[(0, 4), (0, 5), (0, 6), (0, 11), (1, 3), (1, 6), (1, 7), (1, 9), (2, 6), (2, 7), (2, 8), (3, 8), (3, 10), (4, 7), (4, 9), (5, 9), (5, 10), (5, 11), (7, 11), (8, 9), (10, 11)]"
0.80884101,4.80884101,4,21,2,"[(0, 4), (0, 6), (0, 7), (0, 11), (1, 5), (1, 7), (1, 8), (1, 11), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (3, 11), (4, 8), (4, 9), (5, 9), (5, 10), (6, 7), (8, 10)]"
0.80884101,4.80884101,4,21,2,"[(0, 6), (0, 8), (0, 11), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (4, 10), (5, 9), (5, 11), (6, 10), (7, 11), (9, 10)]"
0.80884101,4.80884101,4,21,2,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 8), (2, 6), (2, 7), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11), (8, 11)]"
0.80884101,4.80884101,4,21,2,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 8), (1, 11), (2, 3), (2, 7), (2, 9), (2, 11), (3, 10), (3, 11), (4, 9), (4, 10), (5, 6), (5, 9), (6, 10), (7, 8), (7, 11), (8, 9)]"
0.80884101,4.80884101,4,21,2,"[(0, 4), (0, 6), (0, 8), (0, 11), (1, 4), (1, 5), (1, 6), (2, 6), (2, 7), (2, 8), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11), (9, 10)]"
0.80884101,4.80884101,4,21,2,"[(0, 4), (0, 6), (0, 10), (1, 5), (1, 6), (1, 7), (2, 6), (2, 7), (2, 8), (2, 11), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (5, 9), (5, 10), (5, 11), (6, 11), (7, 10), (8, 11)]"
0.80884101,4.80884101,4,21,2,"[(0, 4), (0, 6), (0, 10), (1, 5), (1, 6), (1, 7), (2, 6), (2, 7), (2, 8), (2, 11), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (5, 9), (5, 10), (5, 11), (6, 9), (7, 11), (8, 11)]"
0.80866089,4.80866089,4,22,2,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 7), (1, 8), (2, 6), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 7), (6, 9), (6, 10), (7, 11)]"
0.80866089,4.80866089,4,22,2,"[(0, 4), (0, 5), (0, 7), (1, 2), (1, 7), (1, 10), (1, 11), (2, 6), (2, 8), (3, 6), (3, 7), (3, 8), (3, 11), (4, 8), (4, 9), (5, 10), (5, 11), (6, 9), (6, 10), (7, 10), (8, 10), (9, 10)]"
0.80764833,4.80764833,4,22,1,"[(0, 3), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (2, 6), (2, 8), (2, 10), (2, 11), (3, 6), (3, 7), (3, 8), (4, 6), (4, 7), (4, 8), (4, 9), (5, 8), (5, 11), (7, 10), (7, 11), (9, 11)]"
0.80764833,4.80764833,4,22,1,"[(0, 4), (0, 5), (0, 6), (0, 7), (0, 9), (1, 5), (1, 7), (1, 8), (1, 10), (2, 6), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (7, 11)]"
0.80764833,4.80764833,4,22,1,"[(0, 4), (0, 6), (0, 7), (1, 5), (1, 7), (1, 8), (1, 10), (2, 6), (2, 8), (2, 9), (3, 7), (3, 9), (3, 10), (3, 11), (4, 8), (4, 10), (5, 9), (5, 11), (6, 7), (6, 10), (6, 11), (8, 11)]"
0.80764833,4.80764833,4,22,1,"[(0, 4), (0, 6), (0, 11), (1, 5), (1, 7), (1, 9), (2, 3), (2, 6), (2, 7), (2, 8), (3, 7), (3, 9), (3, 10), (3, 11), (4, 8), (4, 10), (5, 8), (5, 10), (5, 11), (6, 9), (6, 10), (8, 9)]"
0.80764833,4.80764833,4,22,1,"[(0, 4), (0, 6), (0, 7), (1, 5), (1, 7), (1, 8), (1, 10), (2, 3), (2, 6), (2, 8), (2, 9), (3, 7), (3, 9), (3, 10), (3, 11), (4, 8), (4, 10), (5, 9), (5, 11), (6, 10), (6, 11), (8, 11)]"
0.80764833,4.80764833,4,22,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 6), (1, 8), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (7, 11), (9, 10)]"
0.80764833,4.80764833,4,22,1,"[(0, 7), (0, 10), (0, 11), (1, 4), (1, 5), (1, 7), (1, 8), (2, 4), (2, 6), (2, 10), (3, 6), (3, 8), (3, 9), (4, 8), (4, 9), (4, 11), (5, 9), (5, 10), (5, 11), (6, 7), (6, 11), (7, 9)]"
0.80764833,4.80764833,4,22,1,"[(0, 4), (0, 6), (0, 11), (1, 5), (1, 7), (1, 9), (2, 6), (2, 7), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (3, 11), (4, 8), (4, 10), (5, 10), (5, 11), (6, 9), (6, 10), (8, 9), (8, 10)]"
0.80764833,4.80764833,4,22,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 7), (1, 8), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (7, 8), (7, 11)]"
0.80764833,4.80764833,4,22,1,"[(0, 4), (0, 6), (0, 7), (0, 9), (1, 5), (1, 7), (1, 8), (1, 10), (2, 6), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (5, 9), (5, 11), (6, 10), (6, 11), (7, 11)]"
0.80764833,4.80764833,4,22,1,"[(0, 3), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (2, 6), (2, 8), (2, 10), (2, 11), (3, 6), (3, 7), (3, 8), (3, 9), (4, 7), (4, 8), (4, 9), (5, 8), (5, 11), (7, 10), (7, 11), (9, 11)]"
0.80764833,4.80764833,4,22,1,"[(0, 3), (0, 4), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (2, 6), (2, 8), (2, 10), (3, 6), (3, 7), (3, 8), (4, 7), (4, 8), (4, 9), (5, 8), (5, 10), (5, 11), (7, 10), (7, 11), (9, 11)]"
0.80678344,4.80678344,4,20,1,"[(0, 4), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (1, 11), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (3, 11), (4, 8), (4, 9), (5, 9), (5, 10), (6, 7), (8, 10)]"
0.80678344,4.80678344,4,20,1,"[(0, 4), (0, 7), (0, 9), (1, 2), (1, 5), (1, 6), (2, 6), (2, 7), (3, 6), (3, 8), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (7, 10), (7, 11), (8, 11)]"
0.80678344,4.80678344,4,20,1,"[(0, 4), (0, 6), (0, 10), (1, 5), (1, 6), (1, 7), (2, 7), (2, 8), (2, 11), (3, 6), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (5, 9), (5, 10), (5, 11), (7, 10), (8, 11)]"
0.80678344,4.80678344,4,20,1,"[(0, 4), (0, 7), (0, 10), (1, 5), (1, 7), (1, 9), (2, 6), (2, 7), (2, 8), (2, 10), (3, 6), (3, 9), (3, 11), (4, 8), (4, 9), (5, 8), (5, 10), (5, 11), (6, 11), (9, 10)]"
0.80615512,4.80615512,4,23,2,"[(0, 3), (0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (1, 10), (2, 6), (2, 8), (2, 10), (3, 6), (3, 7), (4, 7), (4, 8), (4, 9), (5, 8), (5, 10), (5, 11), (6, 9), (7, 10), (7, 11), (9, 10), (9, 11)]"
0.80433749,4.80433749,4,21,1,"[(0, 4), (0, 7), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (1, 11), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (3, 11), (4, 8), (4, 9), (5, 9), (5, 10), (6, 7), (8, 10)]"
0.80433749,4.80433749,4,21,1,"[(0, 4), (0, 7), (0, 9), (1, 2), (1, 5), (1, 6), (1, 8), (2, 6), (2, 7), (3, 6), (3, 8), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (7, 10), (7, 11), (8, 11)]"
0.80433749,4.80433749,4,21,1,"[(0, 4), (0, 10), (0, 11), (1, 5), (1, 7), (1, 8), (1, 11), (2, 6), (2, 7), (2, 10), (3, 6), (3, 8), (3, 9), (3, 11), (4, 8), (4, 9), (5, 9), (5, 10), (6, 7), (7, 9), (8, 10)]"
0.80433749,4.80433749,4,21,1,"[(0, 4), (0, 7), (0, 10), (1, 5), (1, 7), (1, 9), (2, 6), (2, 7), (2, 8), (2, 10), (3, 6), (3, 9), (3, 11), (4, 8), (4, 9), (5, 8), (5, 10), (5, 11), (6, 11), (7, 11), (9, 10)]"
0.80433749,4.80433749,4,21,1,"[(0, 4), (0, 7), (0, 10), (1, 5), (1, 7), (1, 9), (2, 6), (2, 7), (2, 8), (2, 10), (3, 6), (3, 9), (3, 11), (4, 8), (4, 9), (4, 11), (5, 8), (5, 10), (5, 11), (6, 11), (9, 10)]"
0.80433749,4.80433749,4,21,1,"[(0, 1), (0, 4), (0, 7), (0, 9), (1, 2), (1, 5), (1, 6), (2, 6), (2, 7), (3, 6), (3, 8), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (7, 10), (7, 11), (8, 11)]"
0.80389723,4.80389723,4,21,2,"[(0, 6), (0, 7), (0, 11), (1, 2), (1, 6), (1, 8), (1, 11), (2, 4), (2, 5), (3, 5), (3, 10), (3, 11), (4, 9), (4, 10), (5, 6), (5, 9), (6, 8), (6, 10), (7, 8), (7, 9), (8, 9)]"
0.80389723,4.80389723,4,21,2,"[(0, 4), (0, 6), (0, 10), (1, 5), (1, 6), (1, 7), (2, 6), (2, 7), (2, 8), (2, 11), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (5, 9), (5, 10), (5, 11), (7, 10), (8, 11), (10, 11)]"
0.80389723,4.80389723,4,21,2,"[(0, 4), (0, 6), (0, 8), (0, 10), (0, 11), (1, 4), (1, 5), (1, 6), (2, 6), (2, 7), (2, 8), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (5, 9), (5, 11), (6, 10), (7, 11), (9, 10)]"
0.80389723,4.80389723,4,21,2,"[(0, 4), (0, 6), (0, 10), (1, 5), (1, 6), (1, 7), (2, 6), (2, 7), (2, 8), (2, 11), (3, 8), (3, 9), (3, 10), (4, 7), (4, 9), (5, 9), (5, 10), (5, 11), (6, 9), (8, 11), (9, 11)]"
0.80389723,4.80389723,4,21,2,"[(0, 4), (0, 6), (0, 9), (1, 5), (1, 6), (1, 8), (2, 6), (2, 7), (2, 8), (2, 11), (3, 7), (3, 9), (3, 10), (4, 8), (4, 10), (5, 9), (5, 10), (5, 11), (6, 10), (7, 11), (10, 11)]"
