g6,edges,alpha,theta,gap,ratio,status
ECr_,6,3,3.0000000056,0.0000000056,1.0000000019,Solved
ECrg,7,3,3.0000000004,0.0000000004,1.0000000001,Solved
ECro,7,3,3.0000000002,0.0000000002,1.0000000001,Solved
ECrw,8,3,3.0000000000,-0.0000000000,1.0000000000,Solved
ECuw,8,3,2.9999999985,-0.0000000015,0.9999999995,Solved
ECvo,8,3,3.0000000000,0.0000000000,1.0000000000,Solved
ECvw,9,3,3.0000000000,0.0000000000,1.0000000000,Solved
ECxo,7,3,3.0000000007,0.0000000007,1.0000000002,Solved
ECxw,8,3,3.0000000003,0.0000000003,1.0000000001,Solved
ECzW,8,3,2.9999999997,-0.0000000003,0.9999999999,Solved
ECzg,8,3,2.9999999984,-0.0000000016,0.9999999995,Solved
ECzo,8,3,3.0000000002,0.0000000002,1.0000000001,Solved
ECzw,9,3,2.9999999997,-0.0000000003,0.9999999999,Solved
EC~o,9,3,3.0000000000,-0.0000000000,1.0000000000,Solved
EC~w,10,3,3.0000000000,-0.0000000000,1.0000000000,Solved
EEhW,7,3,3.0000000000,-0.0000000000,1.0000000000,Solved
EEh_,6,3,3.0000000000,0.0000000000,1.0000000000,Solved
EEho,7,3,2.9999999996,-0.0000000004,0.9999999999,Solved
EEhw,8,3,2.9999999994,-0.0000000006,0.9999999998,Solved
EEiW,7,3,3.0000000000,-0.0000000000,1.0000000000,Solved
EEio,7,3,2.9999999997,-0.0000000003,0.9999999999,Solved
EEjW,8,3,2.9999999993,-0.0000000007,0.9999999998,Solved
EEj_,7,3,3.0000000010,0.0000000010,1.0000000003,Solved
EEjo,8,3,2.9999999999,-0.0000000001,1.0000000000,Solved
EEjw,9,3,2.9999999997,-0.0000000003,0.9999999999,Solved
EElw,9,3,3.0000000003,0.0000000003,1.0000000001,Solved
EEno,9,3,2.9999999996,-0.0000000004,0.9999999999,Solved
EEnw,10,3,2.9999999998,-0.0000000002,0.9999999999,Solved
EEr_,7,3,3.0000000001,0.0000000001,1.0000000000,Solved
EEro,8,3,2.9999999988,-0.0000000012,0.9999999996,Solved
EErw,9,3,2.9999999989,-0.0000000011,0.9999999996,Solved
EEuw,9,3,2.9999999992,-0.0000000008,0.9999999997,Solved
EEvo,9,3,2.9999999982,-0.0000000018,0.9999999994,Solved
EEvw,10,3,2.9999999997,-0.0000000003,0.9999999999,Solved
EEzO,8,3,2.9999999995,-0.0000000005,0.9999999998,Solved
EEz_,8,3,3.0000000003,0.0000000003,1.0000000001,Solved
EEzg,9,3,2.9999999995,-0.0000000005,0.9999999998,Solved
EEzo,9,3,2.9999999998,-0.0000000002,0.9999999999,Solved
EEzw,10,3,3.0000000000,0.0000000000,1.0000000000,Solved
EE~w,11,3,3.0000000000,-0.0000000000,1.0000000000,Solved
EFzW,10,3,2.9999999994,-0.0000000006,0.9999999998,Solved
EFz_,9,3,2.9999999997,-0.0000000003,0.9999999999,Solved
EFzo,10,3,3.0000000000,-0.0000000000,1.0000000000,Solved
EFzw,11,3,3.0000000000,-0.0000000000,1.0000000000,Solved
EF~w,12,3,2.9999999966,-0.0000000034,0.9999999989,Solved
EQjO,7,2,2.0000000005,0.0000000005,1.0000000003,Solved
EQj_,7,3,2.9999999989,-0.0000000011,0.9999999996,Solved
EQjg,8,2,2.0000000000,0.0000000000,1.0000000000,Solved
EQjo,8,2,2.0000000005,0.0000000005,1.0000000003,Solved
EQjw,9,2,2.0000000000,0.0000000000,1.0000000000,Solved
EQyw,9,2,2.0000000002,0.0000000002,1.0000000001,Solved
EQzO,8,2,2.0000000000,0.0000000000,1.0000000000,Solved
EQzW,9,2,2.0000000002,0.0000000002,1.0000000001,Solved
EQzg,9,2,2.0000000003,0.0000000003,1.0000000001,Solved
EQzo,9,2,2.0000000001,0.0000000001,1.0000000000,Solved
EQzw,10,2,2.0000000000,-0.0000000000,1.0000000000,Solved
EQ~o,10,2,2.0000000000,0.0000000000,1.0000000000,Solved
EQ~w,11,2,2.0000000000,-0.0000000000,1.0000000000,Solved
ETno,10,2,2.0000000001,0.0000000001,1.0000000001,Solved
ETnw,11,2,2.0000000000,-0.0000000000,1.0000000000,Solved
ETzg,10,2,2.0000000006,0.0000000006,1.0000000003,Solved
ETzo,10,2,2.0000000000,0.0000000000,1.0000000000,Solved
ETzw,11,2,2.0000000000,0.0000000000,1.0000000000,Solved
ET~w,12,2,2.0000000000,-0.0000000000,1.0000000000,Solved
EUZO,8,2,2.2360679779,0.2360679779,1.1180339890,Solved
EUZ_,8,3,2.9999999998,-0.0000000002,0.9999999999,Solved
EUZo,9,2,2.2360679775,0.2360679775,1.1180339888,Solved
EUZw,10,2,2.2360679775,0.2360679775,1.1180339887,Solved
EUxo,9,2,2.0000000001,0.0000000001,1.0000000001,Solved
EUzW,10,2,2.0000000001,0.0000000001,1.0000000000,Solved
EUzo,10,2,2.0000000004,0.0000000004,1.0000000002,Solved
EUzw,11,2,2.0000000000,0.0000000000,1.0000000000,Solved
EU~w,12,2,2.0000000000,0.0000000000,1.0000000000,Solved
EV~w,13,2,1.9999999999,-0.0000000001,1.0000000000,Solved
E]yw,11,2,2.0000000009,0.0000000009,1.0000000005,Solved
E]zg,11,2,1.9999999997,-0.0000000003,0.9999999998,Solved
E]zo,11,2,2.0000000000,0.0000000000,1.0000000000,Solved
E]zw,12,2,2.0000000000,-0.0000000000,1.0000000000,Solved
E]~o,12,2,2.0000000007,0.0000000007,1.0000000004,Solved
E]~w,13,2,1.9999999989,-0.0000000011,0.9999999994,Solved
E^~w,14,2,2.0000000000,-0.0000000000,1.0000000000,Solved
E~~w,15,1,1.0000000000,-0.0000000000,1.0000000000,Solved
