g6,alpha,theta_ub
J?`D@poFdg?,4,4.71768140
J?`D@pgd?{?,4,4.78322752
J?`D@pgd?t?,4,4.73081405
J?`D@pgd?|?,4,4.73083612
J?`D@roU`w?,4,4.71164967
