g6,alpha,theta_ub
K?AADAoM?wHg,5,5.70937987
K?AADAoMAwHg,5,5.71646617
K?AADAoFBoHg,5,5.70875753
K?AEF@oM?w@o,5,5.70423436
K?`FE`wl?{Dg,4,4.80972648
