g6,alpha,theta_ub
L?AA@AOTBoVOJg,5,5.77911555
L?AA@AOTBoVOIk,5,5.78328396
L?AA@AOTBoEouO,5,5.75232433
L?AA@AOTBoEoRW,5,5.75478709
L?AA@AOTBoEoic,5,5.80132282
L?AA@AOTBoDoic,5,5.82429707
L?AA@AOTBoXGm_,5,5.74151156
L?AA@AOTBoXGRW,5,5.81452131
L?AA@AOTBoXGic,5,5.74681382
L?AA@AOTBoXGas,5,5.74473547
L?AA@AOTBoXGL`,5,5.76425226
L?AA@AOTBoHgm_,5,5.75647072
L?AA@AOTBoBgm_,5,5.75409810
L?AA@AOTBoBgeo,5,5.76815007
L?AA@AOTBoBgFo,5,5.74973907
L?AA@AOTBoBgBw,5,5.75376873
L?AA@AOTBoPWm_,5,5.76362181
L?AA@AOTBoPWuO,5,5.75293085
L?AA@AOTBoPWic,5,5.74172528
L?AA@AOTBoBWm_,5,5.75885903
L?AA@AOTBoBWuO,5,5.74843068
L?AA@AOTBoBWFo,5,5.74663697
L?AA@AOTBoAwm_,5,5.75211194
L?AA@AOTBoAwVO,5,5.77027594
L?AA@AOTBoAweo,5,5.75362007
L?AA@AOTBoAwFo,5,5.75618385
L?AA@AOTBo@wFo,5,5.74065544
L?AA@AOTBoDSm_,5,5.82314152
L?AA@AOTBoHKuO,5,5.80328574
L?AA@AOTBoHKL`,5,5.75761317
L?AA@AOTBo@ki_,5,5.74683010
L?AA@AOTBo@kuO,5,5.79366105
L?AA@AOTBo@kJg,5,5.74399617
L?AA@AOTBo@kIK,5,5.82049384
L?AA@AOTBo@[RW,5,5.74257851
L?AA@AOTBoTQN_,5,5.76556998
L?AA@AOTBoTQJg,5,5.78543558
L?AA@AOTBoPYm_,5,5.74015306
L?AA@AOTBoDUN_,5,5.75449809
L?AA@AOTFoLcic,5,5.77037701
L?AA@AOTFoTQN_,5,5.74317938
L?AA@AOTFoTQJg,5,5.75180760
L?AA@AOTAwTOJg,5,5.81055659
L?AA@AOTAwROJg,5,5.77011631
L?AA@AOTAwROIk,5,5.75531158
L?AA@AOTAwFOeo,5,5.74415697
L?AA@AOTAwFOIk,5,5.81330668
L?AA@AOTAwVOJg,5,5.77684338
L?AA@AOTAwVOIk,5,5.76009098
L?AA@AOTAwEoic,5,5.75459169
L?AA@AOTAwFoic,5,5.76986890
L?AA@AOT@wTOeO,5,5.80391782
L?AA@AOT@wTOuO,5,5.75919012
L?AA@AOT@wTOVO,5,5.75753070
L?AA@AOT@wTOeo,5,5.74079875
L?AA@AOT@wTOJg,5,5.87113231
L?AA@AOT@wTOaS,5,5.74128311
L?AA@AOT@wTOas,5,5.75063840
L?AA@AOT@wFOuO,5,5.77017261
L?AA@AOT@wFOVO,5,5.77311048
L?AA@AOT@wFOeo,5,5.76975119
L?AA@AOT@wFORW,5,5.75611533
L?AA@AOT@wFOBw,5,5.75742774
L?AA@AOT@wFOas,5,5.75994253
L?AA@AOT@wFOA{,5,5.75166318
L?AA@AOT@wVOJg,5,5.84199358
L?AA@AOT@wEouO,5,5.77093867
L?AA@AOT@wEoVO,5,5.77577427
L?AA@AOT@wEoqP,5,5.75157624
L?AA@AOT@wZGRW,5,5.79013124
L?AA@AOT@wJgN_,5,5.74296216
L?AA@AOT@wPWm_,5,5.75633025
L?AA@AOT@wPWN_,5,5.74426306
L?AA@AOT@wPWuO,5,5.74360118
L?AA@AOT@wBWm_,5,5.74864082
L?AA@AOT@wBWN_,5,5.74130768
L?AA@AOT@wBWuO,5,5.74737402
L?AA@AOT@wBWFo,5,5.74298182
L?AA@AOT@wAwVO,5,5.74629686
L?AA@AOT@wAwFo,5,5.74418130
L?AA@AOT@wTQJg,5,5.83993430
L?AA@AOT@wPYm_,5,5.74047184
L?AA@AOTBwVOJg,5,5.76982232
L?AA@AOTBwTQN_,5,5.75003386
L?AA@AOTBwTQJg,5,5.76078896
L?AA@AOTDS^?ZG,5,5.77695105
L?AA@AOTDS^?Jg,5,5.78117271
L?AA@AOTDSEoeO,5,5.77124127
L?AA@AOTDSEouO,5,5.74019407
L?AA@AOTDSEoJg,5,5.83118229
L?AA@AOTDSEoas,5,5.74559189
L?AA@AOTDSPW}?,5,5.75768272
L?AA@AOTDSAwL_,5,5.77043330
L?AA@AOTDSAweO,5,5.75188697
L?AA@AOTDSAweo,5,5.75201317
L?AA@AOTDSAwFo,5,5.74193672
L?AA@AOTDSDs^?,5,5.80618744
L?AA@AOTDSDsN_,5,5.80730994
L?AA@AOTDSDsZG,5,5.76281247
L?AA@AOTCs\?VO,5,5.74209733
L?AA@AOTCs\?Dp,5,5.78698145
L?AA@AOTCsN?qO,5,5.76439680
L?AA@AOTCsN?VO,5,5.77556420
L?AA@AOTCsN?Fo,5,5.75003271
L?AA@AOTCsN?Jg,5,5.78586972
L?AA@AOTCsN?Ik,5,5.79136538
L?AA@AOTCs^?Ik,5,5.74324578
L?AA@AOTCsL_uO,5,5.74795471
L?AA@AOTCsL_VO,5,5.74174560
L?AA@AOTCsL_Ig,5,5.82563549
L?AA@AOTCsL_Jg,5,5.78599904
L?AA@AOTCsL_Ik,5,5.79414514
L?AA@AOTCsF_uO,5,5.77659419
L?AA@AOTCsF_VO,5,5.77532825
L?AA@AOTCsF_Jg,5,5.84647069
L?AA@AOTCsF_Ik,5,5.84537058
L?AA@AOTCsN_Jg,5,5.77802030
L?AA@AOTCsN_Ik,5,5.77031277
L?AA@AOTCsEoJg,5,5.81517507
L?AA@AOTCsEoIk,5,5.82704604
L?AA@AOTCsDouO,5,5.74426355
L?AA@AOTCsDoZG,5,5.77181018
L?AA@AOTCsBoZG,5,5.74612693
L?AA@AOTCsBoJg,5,5.78962828
L?AA@AOTCsBoIk,5,5.78941066
L?AA@AOTCsFoJg,5,5.79524952
L?AA@AOTCsFoIk,5,5.79031283
L?AA@AOTCsLCu?,5,5.74993787
L?AA@AOTCsLC}?,5,5.75362206
L?AA@AOTCsLCJ_,5,5.75590841
L?AA@AOTCsLCIk,5,5.76227712
L?AA@AOTCsDc}?,5,5.76472205
L?AA@AOTCsDcL_,5,5.81151954
L?AA@AOTCsDcN_,5,5.81437315
L?AA@AOTCsDS}?,5,5.77016858
L?AA@AOTCsDS^?,5,5.81143837
L?AA@AOTCsDSN_,5,5.81520993
L?AA@AOTCsDSZG,5,5.78275640
L?AA@AOTCs@s^?,5,5.78066906
L?AA@AOTCs@sN_,5,5.79417110
L?AA@AOTCsDUZG,5,5.75759008
L?AA@AOT@s^?Jg,5,5.75517614
L?AA@AOT@s^?Ik,5,5.74889166
L?AA@AOT@sN_Ik,5,5.80703871
L?AA@AOT@sEouO,5,5.75955489
L?AA@AOT@sEoVO,5,5.74388895
L?AA@AOT@sEoeo,5,5.75938987
L?AA@AOT@sEoBw,5,5.74303188
L?AA@AOT@sEoas,5,5.76112942
L?AA@AOT@sDoVO,5,5.75488192
L?AA@AOT@sDoas,5,5.74360691
L?AA@AOT@sPW}?,5,5.75560105
L?AA@AOT@sAw}?,5,5.74542704
L?AA@AOT@sDS}?,5,5.78663387
L?AA@AOT@sDSas,5,5.74222744
L?AA@AOT@sDUZG,5,5.79574740
L?AA@AOT?kT?eO,5,5.78627727
L?AA@AOT?kT?uO,5,5.75450539
L?AA@AOT?kT?FO,5,5.76585636
L?AA@AOT?kT?VO,5,5.75769406
L?AA@AOT?kT?ZG,5,5.80704864
L?AA@AOT?kT?aS,5,5.76438943
L?AA@AOT?kT?as,5,5.75505208
L?AA@AOT?kT?AU,5,5.76756836
L?AA@AOT?kT?aU,5,5.76068670
L?AA@AOT?kT?A],5,5.75483300
L?AA@AOT?k\?qO,5,5.74726360
L?AA@AOT?k\?eO,5,5.78041355
L?AA@AOT?k\?uO,5,5.74063823
L?AA@AOT?k\?FO,5,5.74278766
L?AA@AOT?k\?VO,5,5.74514803
L?AA@AOT?k\?JG,5,5.81484536
L?AA@AOT?k\?ZG,5,5.81129538
L?AA@AOT?k\?Ig,5,5.77718847
L?AA@AOT?kV?ZG,5,5.78866505
L?AA@AOT?kV?as,5,5.75327436
L?AA@AOT?kV?Ik,5,5.80502164
L?AA@AOT?kV?aU,5,5.76125318
L?AA@AOT?kV?IM,5,5.76170487
L?AA@AOT?kN?RO,5,5.76239474
L?AA@AOT?kN?eo,5,5.74941514
L?AA@AOT?kN?RW,5,5.75330151
L?AA@AOT?kN?ic,5,5.80483365
L?AA@AOT?kN?IM,5,5.77636600
L?AA@AOT?k^?ZG,5,5.78525257
L?AA@AOT?k^?ic,5,5.80026185
L?AA@AOT?kN_iE,5,5.75573233
L?AA@AOT@k^?ZG,5,5.77231977
L?AA@AOT@kN_ic,5,5.74120681
L?AA@AOT@kVOJg,5,5.80377540
L?AA@AOT@kAw}?,5,5.76831132
L?AA@AOT@kAw^?,5,5.77952622
L?AA@AOT@kAwm_,5,5.77851293
L?AA@AOT@kAwN_,5,5.77854416
L?AA@AOT@kAwic,5,5.76939836
L?AA@AOT@kTQ}?,5,5.80429323
L?AA@AOT@kTQJg,5,5.81615871
L?AA@AOT?{\?Do,5,5.75334477
L?AA@AOT?{\?Ig,5,5.74566701
L?AA@AOT?{\?ic,5,5.74866682
L?AA@AOT?{V?VO,5,5.74936731
L?AA@AOT?{V?Fo,5,5.76077593
L?AA@AOT?{V?Jg,5,5.80873457
L?AA@AOT?{V?Ik,5,5.80402806
L?AA@AOT?{N?Fo,5,5.74573188
L?AA@AOT?{N?Bw,5,5.74264233
L?AA@AOT?{N?ic,5,5.78211542
L?AA@AOT?{N?Ik,5,5.76203041
L?AA@AOT?{N_ic,5,5.76445353
L?AA@AOT?{TOeO,5,5.74955487
L?AA@AOT?{TOVO,5,5.74596338
L?AA@AOT?{TODo,5,5.76738884
L?AA@AOT?{TOZG,5,5.74722101
L?AA@AOT?{TOJg,5,5.81079288
L?AA@AOT?{FOVO,5,5.76958384
L?AA@AOT?{FOBw,5,5.75708194
L?AA@AOT?{VOJg,5,5.79392647
L?AA@AOT?{EouO,5,5.76112159
L?AA@AOT?{EoVO,5,5.77035814
L?AA@AOT?{Eoas,5,5.75372321
L?AA@AOT?{FoVO,5,5.74606402
L?AA@AOT?{TQ}?,5,5.75880096
L?AA@AOT?{TQJg,5,5.78704576
L?AA@AOT@{VOJg,5,5.79010373
L?AA@AOTDSfoJg,5,5.77737651
L?AAD@OyBgFODs,5,5.74911035
L?AAD@OyBgFOai,5,5.74912714
L?AAD@OyBgDoig,5,5.76186030
L?AAD@OyBgDoDs,5,5.74518870
L?AAD@OyBgDoai,5,5.74197479
L?AAD@OyBgBgDo,5,5.78451028
L?AAD@OyBgAwN_,5,5.75812169
L?AAD@OyBgAwFo,5,5.74371048
L?AAD@OyBgDcai,5,5.74452163
L?AAD@OyBgDSJg,5,5.74495785
L?AAD@OyBgCsig,5,5.76013174
L?AAD@OyBgCsJg,5,5.74102706
L?AAD@OyBgCsDs,5,5.80397461
L?AAD@OyBg@kVO,5,5.75859646
L?AAD@OyBWUORP,5,5.74196971
L?AAD@OyBWDoBw,5,5.78794424
L?AAD@OyBWBoFo,5,5.75327893
L?AAD@OyBWBoDs,5,5.74338171
L?AAD@OyBWBgFo,5,5.74109268
L?AAD@OyBWAwVO,5,5.76534059
L?AAD@OyBWAwFo,5,5.76161740
L?AAD@OyBW@wFo,5,5.74095203
L?AAD@OyBW@wJg,5,5.77926314
L?AAD@OyBWDSBw,5,5.78313036
L?AAD@OyBWCsVO,5,5.74578728
L?AAD@OyBWCsBw,5,5.75146808
L?AAD@OyBWCsUP,5,5.76806874
L?AAD@OyBWDsBw,5,5.75314237
L?AAD@OyBW@kig,5,5.78570822
L?AAD@OyBW@kJg,5,5.77589315
L?AAD@OyBW@kcb,5,5.75014006
L?AAD@OyBW@[ig,5,5.74575268
L?AAD@OyBW@[Jg,5,5.76924054
L?AAD@OyAwDoig,5,5.75982042
L?AAD@OyAwDoJg,5,5.74531644
L?AAD@OyAwDoDs,5,5.74100044
L?AAD@OyAwAwN_,5,5.76103962
L?AAD@OyAwDcJg,5,5.74306562
L?AAD@OyAwDSJg,5,5.75588425
L?AAD@OyAwCsJg,5,5.74739094
L?AAD@OyAw@sig,5,5.75643974
L?AAD@OyAw@sJg,5,5.74641032
L?AAD@Oy@wEoDs,5,5.74994017
L?AAD@Oy@wBoFo,5,5.78120417
L?AAD@Oy@wBoBw,5,5.74637233
L?AAD@Oy@wBoDs,5,5.76823726
L?AAD@Oy@wAwN_,5,5.76649174
L?AAD@Oy@wAwVO,5,5.76536830
L?AAD@Oy@wAwFo,5,5.78084506
L?AAD@Oy@wCsN_,5,5.74859180
L?AAD@Oy@wCsJg,5,5.75599406
L?AAD@Oy@wCsUP,5,5.75279894
L?AAD@OyDcM_Ds,5,5.79409076
L?AAD@OyDcF_RQ,5,5.75739485
L?AAD@OyDcEoDs,5,5.79720371
L?AAD@OyDcCsDs,5,5.76791648
L?AAD@OyDSDoBw,5,5.78035159
L?AAD@OyDSBoDs,5,5.74883329
L?AAD@OyDSJGFo,5,5.74540851
L?AAD@OyDSJGDs,5,5.74362205
L?AAD@OyDSHgBw,5,5.77230193
L?AAD@OyDSAwFo,5,5.74008612
L?AAD@OyDS@wJg,5,5.78161245
L?AAD@OyDSDcBw,5,5.75131338
L?AAD@OyDSCs^?,5,5.74420586
L?AAD@OyDSCsBw,5,5.75873438
L?AAD@OyDS@s^?,5,5.74223084
L?AAD@OyDSDsBw,5,5.75258174
L?AAD@OyDS@kJg,5,5.78015903
L?AAD@OyCsM_ah,5,5.74745389
L?AAD@OyCsJGig,5,5.76519763
L?AAD@OyCsBWig,5,5.79280243
L?AAD@OyCsAwFo,5,5.74458278
L?AAD@Oy@sEoDs,5,5.75558747
L?AAD@Oy@sBoFo,5,5.76709651
L?AAD@Oy@sBoBw,5,5.74423352
L?AAD@Oy@sBoDs,5,5.77448340
L?AAD@Oy@sAw\?,5,5.77866277
L?AAD@Oy@sAwN_,5,5.76804717
L?AAD@Oy@sAwFo,5,5.77359744
L?AAD@Oy@sAwig,5,5.74898825
L?AAD@Oy@sCsN_,5,5.74316437
L?AAD@Oy@sCsJg,5,5.74879642
L?AAD@Oy@[F_ig,5,5.76378690
L?AAD@Oy@[F_Jg,5,5.76664777
L?AAD@Oy@[FOJg,5,5.76280492
L?AAD@Oy@[Aw\?,5,5.77054494
L?AAD@Oy@[AwN_,5,5.74106524
L?AAD@Oy@[TSBw,5,5.75672919
L?AAD@Oy?{N_Ds,5,5.74601104
L?AAD@Oy?{Aw\?,5,5.79210363
L?AAD@Oy?{Aw^?,5,5.81028009
L?AAD@Oy?{Awm_,5,5.76032151
L?AAD@Oy?{AwN_,5,5.77979264
L?AAD@Oy?{Bw^?,5,5.75249415
L?AAD@OyAqFOFo,5,5.74333396
L?AAD@OyAqFOig,5,5.75236748
L?AAD@OyAqDoHi,5,5.74358931
L?AAD@OyAqBWig,5,5.77614132
L?AAD@OyAqAw^?,5,5.74094115
L?AAD@OyAqDc^?,5,5.77332942
L?AAD@OyAqDSm_,5,5.74836427
L?AAD@OyAq@k^?,5,5.74576034
L?AAD@OyAq@[ig,5,5.80629990
L?AAD@OyAq@[Ds,5,5.74907816
L?AAD@OyAYUO^?,5,5.74594934
L?AAD@OyAYDoJg,5,5.76230464
L?AAD@OyAYDcig,5,5.77502106
L?AAD@OyAYDcJg,5,5.79483896
L?AAD@OyAYDSJg,5,5.79238683
L?AAD@OyAYDSBw,5,5.79812622
L?AAD@OyAYTSBw,5,5.76983468
L?AAD@OyAYCsJg,5,5.79432484
L?AAD@OyAYDsJg,5,5.75553493
L?AAD@Oy?yF_Do,5,5.81917530
L?AAD@Oy?yF_Fo,5,5.75467594
L?AAD@Oy?yFOFo,5,5.74149931
L?AAD@Oy?yBo^?,5,5.75426716
L?AAD@Oy?uFODo,5,5.78626798
L?AAD@Oy?uFOig,5,5.75681938
L?AAD@Oy?uBo^?,5,5.74624760
L?AAD@Oy?mN_Fo,5,5.76241241
L?AAD@Oy?mEo^?,5,5.75537934
L?AAD@Oy?mEok_,5,5.81142079
L?AAD@Oy?mEoN_,5,5.75466212
L?AAD@Oy?]F_N_,5,5.76271620
L?AAD@Oy?]F_RO,5,5.74650171
L?AAD@Oy?]F_Fo,5,5.77626393
L?AAD@Oy?]N_Fo,5,5.74673730
L?AAD@Oy?]FON_,5,5.75596729
L?AAD@Oy?]FOFo,5,5.75826337
L?AAD@Oy?]DoZ?,5,5.79636160
L?AAD@Oy?]Doi_,5,5.79811189
L?AAD@Oy?]DoN_,5,5.74028762
L?AAD@Oy?]Doig,5,5.78079977
L?AAD@Oy?]Bo^?,5,5.79302682
L?AAD@Oy?]BoN_,5,5.77484511
L?AAD@Oy?]TSJg,5,5.75495103
L?AAD@Oy?]Csig,5,5.75239410
L?AAD@Oy@XF_VO,5,5.78451486
L?AAD@Oy@XBg^?,5,5.78697879
L?AAD@Oy@X@wRO,5,5.78152539
L?AAD@Oy@X@wig,5,5.76105447
L?AAD@Oy@TF_Jg,5,5.75059288
L?AAD@Oy@TBoDs,5,5.74572938
L?AAD@Oy@TBWm_,5,5.74807214
L?AAD@Oy@LAwk_,5,5.77235110
L?AAD@Oy@LAwUO,5,5.74338310
L?AAD@Oy?\F_N_,5,5.74912099
L?AAD@Oy?\F_JG,5,5.76533945
L?AAD@Oy?\F_Hg,5,5.75099850
L?AAD@Oy?\F_Jg,5,5.74482762
L?AAD@Oy?\FON_,5,5.75316995
L?AAD@Oy?\FOIg,5,5.76488799
L?AAD@Oy?\FOHg,5,5.75042798
L?AAD@Oy?\FOJg,5,5.74628815
L?AAD@Oy?\Do\?,5,5.76482719
L?AAD@Oy?\Do^?,5,5.75464353
L?AAD@Oy?\Dom_,5,5.77679948
L?AAD@Oy?\DoN_,5,5.76272333
L?AAD@Oy?\BoN_,5,5.74741037
L?AAD@Oy?ZF_VO,5,5.77542593
L?AAD@Oy?ZF_JG,5,5.78081933
L?AAD@Oy?VFOIg,5,5.75453101
L?AADBO\?mEo^?,5,5.75208231
L?AADBO\?mEoN_,5,5.75248659
L?AAD?oEAgEoBw,5,5.78976323
L?AAD?oEAgEoai,5,5.75072843
L?AAD?oEAgEoAy,5,5.78197820
L?AAD?oEAgEoqH,5,5.78474489
L?AAD?oEAgEoaJ,5,5.76834554
L?AAD?oEAgDoag,5,5.75675368
L?AAD?oEAgDoBw,5,5.80690011
L?AAD?oEAgDoHc,5,5.74430337
L?AAD?oEAgDoaI,5,5.74916824
L?AAD?oEAgDoAi,5,5.80983215
L?AAD?oEAgDoai,5,5.76672856
L?AAD?oEAgDoAY,5,5.77802938
L?AAD?oEAgDoAy,5,5.78357177
L?AAD?oEAgBoai,5,5.81231928
L?AAD?oEAgFoBw,5,5.80265959
L?AAD?oEAgFoai,5,5.75808724
L?AAD?oEAg@WqG,5,5.74366214
L?AAD?oEAgAwai,5,5.78569454
L?AAD?oEAgAwqH,5,5.77486780
L?AAD?oEAgAwaJ,5,5.76316901
L?AAD?oEAg@wag,5,5.80832657
L?AAD?oEAg@waI,5,5.80216243
L?AAD?oEAg@wai,5,5.81701980
L?AAD?oEAgBwai,5,5.78297439
L?AAD?oEAgXCL_,5,5.76817283
L?AAD?oEAgXCDo,5,5.76395392
L?AAD?oEAgXCHc,5,5.78245058
L?AAD?oEAgXCai,5,5.76248051
L?AAD?oEAgXCHd,5,5.79181263
L?AAD?oEAg@sL_,5,5.78580227
L?AAD?oEAg@sN_,5,5.80668437
L?AAD?oEBgEoRW,5,5.75567361
L?AAD?oEBgEoAy,5,5.76848815
L?AAD?oEBgEoAZ,5,5.74409442
L?AAD?oEBgFoRW,5,5.74322721
L?AAD?oEBgFoBw,5,5.76960268
L?AAD?oEBgFoAy,5,5.76871007
L?AAD?oEBgBwRW,5,5.74506901
L?AAD?oEBgHKL_,5,5.77501195
L?AAD?oEBgHKN_,5,5.74966558
L?AAD?oEBgHKFo,5,5.74652641
L?AAD?oEBg@kL_,5,5.79779721
L?AAD?oEBg@kN_,5,5.79448897
L?AAD?oEBg@[N_,5,5.78814399
L?AAD?oEBg@{RW,5,5.75257200
L?AAD?oEBgCqQX,5,5.76617278
L?AAD?oEBgCqaJ,5,5.75387353
L?AAD?oEBgCqAZ,5,5.75763673
L?AAD?oE?WXCHc,5,5.76349476
L?AAD?oE?WXCHd,5,5.78506460
L?AAD?oEAWEoqG,5,5.79114195
L?AAD?oEAWEoAw,5,5.79346569
L?AAD?oEAWEoBw,5,5.80270590
L?AAD?oEAWEoqH,5,5.79895950
L?AAD?oEAWDoBg,5,5.79043165
L?AAD?oEAWDoBw,5,5.79883966
L?AAD?oEAWDoHc,5,5.75487030
L?AAD?oEAWFoBw,5,5.79611619
L?AAD?oEAWBWXC,5,5.78562167
L?AAD?oEAWBWXD,5,5.79631884
L?AAD?oEAWXCN_,5,5.74785545
L?AAD?oEAWXCCq,5,5.74156037
L?AAD?oEAWPSBw,5,5.76100080
L?AAD?oEAWAXqH,5,5.76168911
L?AAD?oE@WXCBW,5,5.80403423
L?AAD?oE@WXCRW,5,5.81319493
