g6,alpha,theta_ub
L?AAD@Oi@gBoDo,5,5.81642728
L?AAD@Oi@gBoFo,5,5.75963761
L?AAD@Oi@gBoAw,5,5.77785016
L?AAD@Oi@gBoBw,5,5.77026358
L?AAD@Oi@gBoDc,5,5.78424823
L?AAD@Oi@gBoDs,5,5.77642208
L?AAD@Oi@gFoDs,5,5.78361243
L?AAD@Oi@gJGk_,5,5.76664964
L?AAD@Oi@gJGM_,5,5.77145239
L?AAD@Oi@gJGm_,5,5.74808118
L?AAD@Oi@gJGL_,5,5.77206018
L?AAD@Oi@gJGJG,5,5.77227233
L?AAD@Oi@gJGHg,5,5.77560959
L?AAD@Oi@gJGDc,5,5.76901122
L?AAD@Oi@gJGCs,5,5.74450894
L?AAD@Oi@gJGDs,5,5.75089494
L?AAD@Oi@gJGAY,5,5.84084225
L?AAD@Oi@gHgk_,5,5.76800972
L?AAD@Oi@gHge_,5,5.77093278
L?AAD@Oi@gHgm_,5,5.77325790
L?AAD@Oi@gHgDc,5,5.74509859
L?AAD@Oi@gHgAy,5,5.77119210
L?AAD@Oi@gBgk_,5,5.77023226
L?AAD@Oi@gBgM_,5,5.79153242
L?AAD@Oi@gBgm_,5,5.76725099
L?AAD@Oi@gBgDo,5,5.78902080
L?AAD@Oi@gBgFo,5,5.75111688
L?AAD@Oi@gBgBW,5,5.79245522
L?AAD@Oi@gBgDc,5,5.75322958
L?AAD@Oi@gBgCs,5,5.75503769
L?AAD@Oi@gBgDs,5,5.76560833
L?AAD@Oi@gBgAY,5,5.82677654
L?AAD@Oi@gBgAy,5,5.76884096
L?AAD@Oi@gAWk_,5,5.80226851
L?AAD@Oi@gAWe_,5,5.77134624
L?AAD@Oi@gAWM_,5,5.80757396
L?AAD@Oi@gAWm_,5,5.76285513
L?AAD@Oi@gAWF_,5,5.79361239
L?AAD@Oi@gAWN_,5,5.79313569
L?AAD@Oi@gAWUO,5,5.75361187
L?AAD@Oi@gAWFO,5,5.76899198
L?AAD@Oi@gAWVO,5,5.76053386
L?AAD@Oi@gAWEo,5,5.74524234
L?AAD@Oi@gAWBg,5,5.76416743
L?AAD@Oi@gAWJg,5,5.76625419
L?AAD@Oi@gAWAy,5,5.74049369
L?AAD@Oi@gAWHH,5,5.81888769
L?AAD@Oi@g@Wk_,5,5.74284122
L?AAD@Oi@g@We_,5,5.76201929
L?AAD@Oi@g@WM_,5,5.78726603
L?AAD@Oi@g@Wm_,5,5.76439958
L?AAD@Oi@g@WL_,5,5.76360353
L?AAD@Oi@g@WJ_,5,5.81145589
L?AAD@Oi@g@WF_,5,5.79635521
L?AAD@Oi@g@WN_,5,5.76378244
L?AAD@Oi@g@WUO,5,5.75838790
L?AAD@Oi@g@WRO,5,5.77658681
L?AAD@Oi@g@WVO,5,5.76554102
L?AAD@Oi@gAwk_,5,5.82595553
L?AAD@Oi@gAwM_,5,5.83139484
L?AAD@Oi@gAwm_,5,5.77998291
L?AAD@Oi@gAwN_,5,5.80617366
L?AAD@Oi@gAwRO,5,5.75211446
L?AAD@Oi@gAwVO,5,5.76651936
L?AAD@Oi@gAwFo,5,5.76099961
L?AAD@Oi@gAwJg,5,5.78052484
L?AAD@Oi@gAwAY,5,5.75518044
L?AAD@Oi@gAwAy,5,5.75381284
L?AAD@Oi@g@wN_,5,5.76232587
L?AAD@Oi@g@wFO,5,5.78613347
L?AAD@Oi@g@wFo,5,5.75316881
L?AAD@Oi@g@wJg,5,5.76541872
L?AAD@Oi@g@wDs,5,5.74063386
L?AAD@Oi@gDcVO,5,5.77585462
L?AAD@Oi@gDcBw,5,5.77529449
L?AAD@Oi@gDcDs,5,5.77055403
L?AAD@Oi@gDcAY,5,5.80892855
L?AAD@Oi@gDcAy,5,5.76932852
L?AAD@Oi@gCsAy,5,5.77180235
L?AAD@Oi@gCsUP,5,5.77469396
L?AAD@Oi@g@sDc,5,5.78333610
L?AAD@Oi@g@sDs,5,5.76522882
L?AAD@Oi@gDsBw,5,5.76073901
L?AAD@Oi@gDsDs,5,5.76053821
L?AAD@Oi@gDsAy,5,5.75447726
L?AAD@Oi@g@kVO,5,5.78571667
L?AAD@Oi@g@kJG,5,5.81161427
L?AAD@Oi@g@kJg,5,5.75919211
L?AAD@Oi@g@[k_,5,5.74923343
L?AAD@Oi@g@[e_,5,5.75510842
L?AAD@Oi@g@[m_,5,5.75630466
L?AAD@Oi@g@[L_,5,5.77292217
L?AAD@Oi@g@[N_,5,5.75785982
L?AAD@Oi@g@[VO,5,5.74600693
L?AAD@Oi@g@[JG,5,5.78436392
L?AAD@Oi@g@[Hg,5,5.76754836
L?AAD@Oi@g@[Jg,5,5.77163880
L?AAD@Oi@g@[Ds,5,5.75531438
L?AAD@Oi@gHHk_,5,5.74193549
L?AAD@Oi@gHHDc,5,5.75579499
L?AAD@Oi@g@Xe_,5,5.74401539
L?AAD@Oi@g@XVO,5,5.75745963
L?AAD@Oi@g@Lk_,5,5.76421415
L?AAD@Oi@g@LVO,5,5.82691143
L?AAD@Oi@g@LHg,5,5.78219938
L?AAD@Oi@g@LJg,5,5.77084671
L?AAD@Oi@g@LDc,5,5.78163529
L?AAD@Oi@g@LDs,5,5.74924677
L?AAD@Oi@g@\VO,5,5.74513344
L?AAD@Oi@g@\Ds,5,5.74231256
L?AAD@OiBgFoDs,5,5.74795012
L?AAD@OiBgJGk_,5,5.74120515
L?AAD@OiBgCsm_,5,5.76651507
L?AAD@OiBgCsDs,5,5.81796808
L?AAD@OiBgCsAy,5,5.74386499
L?AAD@OiBgDsAy,5,5.74282076
L?AAD@OiBg@[e_,5,5.74888496
L?AAD@OiBg@[m_,5,5.74522628
L?AAD@OiBg@[RO,5,5.77928962
L?AAD@OiBg@[VO,5,5.74797017
L?AAD@Oi@WBORO,5,5.77616652
L?AAD@Oi@WBOFO,5,5.80720369
L?AAD@Oi@WBOVO,5,5.79793819
L?AAD@Oi@WBODo,5,5.81927648
L?AAD@Oi@WBOFo,5,5.76907687
L?AAD@Oi@WBODc,5,5.79421299
L?AAD@Oi@WBOCs,5,5.76637038
L?AAD@Oi@WBODs,5,5.78174245
L?AAD@Oi@WROVO,5,5.76054206
L?AAD@Oi@WVOVO,5,5.76128544
L?AAD@Oi@WAoQO,5,5.74168810
L?AAD@Oi@WAoEO,5,5.78956158
L?AAD@Oi@WAoUO,5,5.77299202
L?AAD@Oi@WAoRO,5,5.74964218
L?AAD@Oi@WAoFO,5,5.80514908
L?AAD@Oi@WAoVO,5,5.77733955
L?AAD@Oi@WAoEo,5,5.77912711
L?AAD@Oi@WAoFo,5,5.80028113
L?AAD@Oi@WBoRO,5,5.75676782
L?AAD@Oi@WBoFO,5,5.81273345
L?AAD@Oi@WBoVO,5,5.77925706
L?AAD@Oi@WBoFo,5,5.77091516
L?AAD@Oi@WBoDs,5,5.79124870
L?AAD@Oi@WFoVO,5,5.76527013
L?AAD@Oi@WFoDs,5,5.76080175
L?AAD@Oi@WBGk_,5,5.75294422
L?AAD@Oi@WBGe_,5,5.74890648
L?AAD@Oi@WBGM_,5,5.77548062
L?AAD@Oi@WBGm_,5,5.76191767
L?AAD@Oi@WBGN_,5,5.77200454
L?AAD@Oi@WBGBo,5,5.81330204
L?AAD@Oi@WBGFo,5,5.75556879
L?AAD@Oi@WBGBW,5,5.84185864
L?AAD@Oi@WBGAw,5,5.74083042
L?AAD@Oi@WBGBw,5,5.77660526
L?AAD@Oi@WBGca,5,5.75587578
L?AAD@Oi@WJGk_,5,5.77202356
L?AAD@Oi@WJGM_,5,5.78120660
L?AAD@Oi@WJGm_,5,5.75400369
L?AAD@Oi@WJGN_,5,5.75608911
L?AAD@Oi@WJGBw,5,5.74651684
L?AAD@Oi@WJGca,5,5.75379114
L?AAD@Oi@W@gk_,5,5.78553181
L?AAD@Oi@W@ge_,5,5.77388829
L?AAD@Oi@W@gm_,5,5.77123230
L?AAD@Oi@WHgk_,5,5.78787023
L?AAD@Oi@WHgM_,5,5.78634014
L?AAD@Oi@WHgm_,5,5.77421850
L?AAD@Oi@WHgN_,5,5.74560047
L?AAD@Oi@WHgBw,5,5.83449523
L?AAD@Oi@WHgca,5,5.77465533
L?AAD@Oi@WBgk_,5,5.77450781
L?AAD@Oi@WBgM_,5,5.80596583
L?AAD@Oi@WBgm_,5,5.77240442
L?AAD@Oi@WBgN_,5,5.78595390
L?AAD@Oi@WBgBo,5,5.82287882
L?AAD@Oi@WBgFo,5,5.76373772
L?AAD@Oi@WBgBW,5,5.82564357
L?AAD@Oi@WBgBw,5,5.77530749
L?AAD@Oi@WJgBw,5,5.74717224
L?AAD@OiBWJGCs,5,5.77559504
L?AAD@OiBWJGDs,5,5.75821743
L?AAD@OiBWJGHh,5,5.77697320
L?AAD@OiBWHgk_,5,5.77656743
L?AAD@OiBWHgm_,5,5.74854383
L?AAD@OiBWHgJg,5,5.79266180
L?AAD@OiBWHgcb,5,5.75873695
L?AAD@OiBWCsVO,5,5.75202593
L?AAD@OiBWCsBw,5,5.76337029
L?AAD@OiBWDsBw,5,5.78176090
L?AAD@OiBW@kUO,5,5.81230085
L?AAD@OiBW@kVO,5,5.80698096
L?AAD@OiBW@kcb,5,5.75126817
L?AAD@OiBW@[RO,5,5.83399309
L?AAD@OiBW@[Hg,5,5.75755512
L?AAD@OiBW@[Jg,5,5.77621596
L?AAD@OiBWAyVO,5,5.76112092
L?AAD@Oi?wUOFo,5,5.76617470
L?AAD@Oi?wUOBw,5,5.75517628
L?AAD@Oi?wROFo,5,5.79437762
L?AAD@Oi?wROBw,5,5.76942871
L?AAD@Oi?wRODs,5,5.77071609
L?AAD@Oi?wFOEo,5,5.80863929
L?AAD@Oi?wFOFo,5,5.82346729
L?AAD@Oi?wFOBw,5,5.80292144
L?AAD@Oi?wFOCs,5,5.78903693
L?AAD@Oi?wFODs,5,5.81416686
L?AAD@Oi?wVOFo,5,5.78478501
L?AAD@Oi?wVOBw,5,5.76096433
L?AAD@Oi?wVODs,5,5.75107895
L?AAD@Oi?wEoFo,5,5.76430586
L?AAD@Oi?wEoBw,5,5.76286797
L?AAD@Oi?wEoDc,5,5.78052081
L?AAD@Oi?wEoCs,5,5.75083030
L?AAD@Oi?wEoDs,5,5.76835353
L?AAD@Oi?wDoBo,5,5.83780368
L?AAD@Oi?wDoFo,5,5.80779186
L?AAD@Oi?wDoBW,5,5.79813266
L?AAD@Oi?wDoBw,5,5.79881824
L?AAD@Oi?wDoCs,5,5.79093837
L?AAD@Oi?wDoDs,5,5.80662837
L?AAD@Oi?wFoFo,5,5.78390606
L?AAD@Oi?wDcFo,5,5.75716379
L?AAD@Oi?wDcBW,5,5.81957978
L?AAD@Oi?wDcBw,5,5.77537896
L?AAD@Oi?wDcCs,5,5.76863418
L?AAD@Oi?wDcDs,5,5.76985223
L?AAD@Oi?wCsEo,5,5.75025554
L?AAD@Oi?wCsFo,5,5.76466884
L?AAD@Oi?wCsBw,5,5.75158440
L?AAD@Oi?wCsCs,5,5.75409055
L?AAD@Oi?wCsDs,5,5.76951762
L?AAD@Oi?wDsFo,5,5.76836044
L?AAD@Oi?wDsBw,5,5.77426948
L?AAD@OiAwFOFo,5,5.76788213
L?AAD@OiAwFODs,5,5.76131636
L?AAD@OiAwEoDc,5,5.76747456
L?AAD@OiAwEoDs,5,5.74262037
L?AAD@OiAwDcBW,5,5.83329196
L?AAD@OiAwCsk_,5,5.74384500
L?AAD@OiAwCse_,5,5.74889711
L?AAD@OiAwCsm_,5,5.74888458
L?AAD@OiAwCsN_,5,5.74643119
L?AAD@OiAw@sk_,5,5.74588623
L?AAD@OiAw@sm_,5,5.74999882
L?AAD@Oi@wFOVO,5,5.80641716
L?AAD@Oi@wFOFo,5,5.74929483
L?AAD@Oi@wFOBw,5,5.75597532
L?AAD@Oi@wFODs,5,5.76645496
L?AAD@Oi@wVOVO,5,5.77394853
L?AAD@Oi@wEoVO,5,5.74509180
L?AAD@Oi@wEoDs,5,5.77547484
L?AAD@Oi@wDoVO,5,5.78322517
L?AAD@Oi@wDoFo,5,5.74921624
L?AAD@Oi@wDoDs,5,5.77513159
L?AAD@Oi@wFoVO,5,5.74744027
L?AAD@Oi@wFoDs,5,5.75649522
L?AAD@Oi@wJGk_,5,5.76326851
L?AAD@Oi@wJGe_,5,5.75822937
L?AAD@Oi@wJGm_,5,5.75953112
L?AAD@Oi@wJGCs,5,5.76187986
L?AAD@Oi@wJGDs,5,5.74201765
L?AAD@Oi@wHgk_,5,5.80461350
L?AAD@Oi@wHgm_,5,5.79324120
L?AAD@Oi@wHgJG,5,5.81690663
L?AAD@Oi@wHgCs,5,5.76294057
L?AAD@Oi@wHgDs,5,5.75187039
L?AAD@Oi@wBgk_,5,5.78790801
L?AAD@Oi@wBge_,5,5.78822649
L?AAD@Oi@wBgm_,5,5.78425500
L?AAD@Oi@wBgN_,5,5.76820250
L?AAD@Oi@wBgJG,5,5.79970703
L?AAD@Oi@wBgJg,5,5.74910694
L?AAD@Oi@wAwm_,5,5.74061940
L?AAD@Oi@wAwN_,5,5.78379404
L?AAD@Oi@wAwFO,5,5.80943721
L?AAD@Oi@wAwVO,5,5.77635572
L?AAD@Oi@wAwFo,5,5.77652602
L?AAD@Oi@wAwJg,5,5.74914189
L?AAD@Oi@w@wN_,5,5.77474370
L?AAD@Oi@w@wRO,5,5.75478086
L?AAD@Oi@w@wVO,5,5.75044838
L?AAD@Oi@wBwFo,5,5.74245048
L?AAD@Oi@wDcVO,5,5.79392911
L?AAD@Oi@wDcBw,5,5.75051888
L?AAD@Oi@wCsVO,5,5.75828241
L?AAD@Oi@wCsDs,5,5.76283399
L?AAD@Oi@wCsUP,5,5.77202466
L?AAD@Oi@w@sDs,5,5.74947639
L?AAD@Oi@wDsBw,5,5.74566974
L?AAD@Oi@w@kVO,5,5.79976541
L?AAD@Oi@w@kJG,5,5.77993166
L?AAD@Oi@w@kJg,5,5.74590568
L?AAD@Oi@w@[JG,5,5.74029097
L?AAD@Oi@wAyVO,5,5.75372961
L?AAD@Oi@cM_VO,5,5.75369035
L?AAD@Oi@cM_RQ,5,5.74833436
L?AAD@Oi@cM_Ax,5,5.74465978
L?AAD@Oi@cJ_Fo,5,5.75382091
L?AAD@Oi@cJ_Hg,5,5.74033150
L?AAD@Oi@cJ_Ds,5,5.76284852
L?AAD@Oi@cN_VO,5,5.76838561
L?AAD@Oi@cN_Ds,5,5.74115346
L?AAD@Oi@cBoVO,5,5.79483532
L?AAD@Oi@cBoFo,5,5.78776571
L?AAD@Oi@cBoDc,5,5.79070218
L?AAD@Oi@cBoCs,5,5.74543296
L?AAD@Oi@cBoDs,5,5.78152763
L?AAD@Oi@cFoVO,5,5.74688297
L?AAD@Oi@cFoDs,5,5.77914092
L?AAD@Oi@cJG\?,5,5.75494971
L?AAD@Oi@cJG^?,5,5.76503756
L?AAD@Oi@cJGL_,5,5.77089383
L?AAD@Oi@cJGFo,5,5.76162796
L?AAD@Oi@cJGHg,5,5.74866353
L?AAD@Oi@cJGCs,5,5.82775930
L?AAD@Oi@cJGDs,5,5.77099035
L?AAD@Oi@cJGAY,5,5.81335860
L?AAD@Oi@cHg\?,5,5.77364225
L?AAD@Oi@cHg^?,5,5.79443165
L?AAD@Oi@cHgF_,5,5.79042319
L?AAD@Oi@cHgN_,5,5.74534147
L?AAD@Oi@cBg\?,5,5.76694503
L?AAD@Oi@cBg^?,5,5.78315882
L?AAD@Oi@cBgN_,5,5.76139830
L?AAD@Oi@cBgFo,5,5.76593791
L?AAD@Oi@cBgBg,5,5.76238223
L?AAD@Oi@cBWVO,5,5.75213307
L?AAD@Oi@cBWDo,5,5.79877005
L?AAD@Oi@cBWFo,5,5.76416273
L?AAD@Oi@cBWCs,5,5.77077650
L?AAD@Oi@cBWQQ,5,5.76732681
L?AAD@Oi@cAw^?,5,5.77983704
L?AAD@Oi@cAwN_,5,5.81586290
L?AAD@Oi@cAwVO,5,5.75112052
L?AAD@Oi@cAwFo,5,5.78452663
L?AAD@Oi@cAwQQ,5,5.75126421
L?AAD@Oi@cBwFo,5,5.75859420
L?AAD@Oi@cAY^?,5,5.74856394
L?AAD@Oi@cAYN_,5,5.75224188
L?AAD@Oi@cHH\?,5,5.79156467
L?AAD@Oi@cHH^?,5,5.75409034
L?AAD@Oi@cHHDc,5,5.80237592
L?AAD@Oi@cHHCs,5,5.80131249
L?AAD@Oi@cHHDs,5,5.74651765
L?AAD@Oi@cHHL`,5,5.74674029
L?AAD@Oi@cHHHh,5,5.75592929
L?AAD@Oi@cHHDd,5,5.79907883
L?AAD@Oi@cHh^?,5,5.76496785
L?AAD@OiDcL_VO,5,5.75743516
L?AAD@OiDcL_RQ,5,5.75888436
L?AAD@OiDcF_VO,5,5.78176843
L?AAD@OiDcF_RQ,5,5.76456109
L?AAD@OiDcN_VO,5,5.75833232
L?AAD@OiDcN_RQ,5,5.74888305
L?AAD@OiDcEoDs,5,5.81175654
L?AAD@OiDcBoVO,5,5.74915099
L?AAD@OiDcBoFo,5,5.75467541
L?AAD@OiDcJGZ?,5,5.74798208
L?AAD@OiDcJG^?,5,5.74054848
L?AAD@OiDcJGCs,5,5.83116452
L?AAD@OiDcHg^?,5,5.79432456
L?AAD@OiDcBg^?,5,5.77409486
L?AAD@OiDcBgFo,5,5.74672273
L?AAD@OiDcBWFo,5,5.74977307
L?AAD@OiDcBWCs,5,5.77762549
L?AAD@OiDcAwFo,5,5.74932841
L?AAD@OiDcAYRB,5,5.76830846
L?AAD@Oi?sM_VO,5,5.76571216
L?AAD@Oi?sM_Fo,5,5.75193905
L?AAD@Oi?sM_Aw,5,5.76455260
L?AAD@Oi?sM_Cs,5,5.77569379
L?AAD@Oi?sM_Ds,5,5.76753963
L?AAD@Oi?sM_HI,5,5.75299736
L?AAD@Oi?sM_Ax,5,5.75879696
L?AAD@Oi?sL_VO,5,5.75730782
L?AAD@Oi?sL_Do,5,5.79000950
L?AAD@Oi?sL_Dc,5,5.75669698
L?AAD@Oi?sL_Cs,5,5.74473453
L?AAD@Oi?sL_Ds,5,5.74573864
L?AAD@Oi?sJ_Hg,5,5.74808680
L?AAD@Oi?sF_UO,5,5.78641936
L?AAD@Oi?sF_VO,5,5.80455633
L?AAD@Oi?sF_Eo,5,5.74802503
L?AAD@Oi?sF_Fo,5,5.77227489
L?AAD@Oi?sF_Bw,5,5.78800844
L?AAD@Oi?sF_Cs,5,5.76599236
L?AAD@Oi?sF_Ds,5,5.78548311
L?AAD@Oi?sN_VO,5,5.76706357
L?AAD@Oi?sN_Fo,5,5.74171900
L?AAD@Oi?sEoVO,5,5.77583418
L?AAD@Oi?sEoDo,5,5.81923555
L?AAD@Oi?sEoFo,5,5.75191844
L?AAD@Oi?sEoDc,5,5.79592436
L?AAD@Oi?sEoCs,5,5.74692664
L?AAD@Oi?sEoDs,5,5.77556269
L?AAD@Oi?sFoFo,5,5.77103994
L?AAD@Oi?sJG\?,5,5.76500729
L?AAD@Oi?sJG^?,5,5.75925830
L?AAD@Oi?sJGN_,5,5.76910102
L?AAD@Oi?sJGAw,5,5.84536742
L?AAD@Oi?sJGBw,5,5.74667867
L?AAD@Oi?sJGHI,5,5.76153869
L?AAD@Oi?sHg^?,5,5.77041568
L?AAD@Oi?sHgL_,5,5.76616415
L?AAD@Oi?sHgN_,5,5.77863473
L?AAD@Oi?sHgAw,5,5.74035151
L?AAD@Oi?sBg^?,5,5.77251349
L?AAD@Oi?sBgN_,5,5.80163377
L?AAD@Oi?sBgHg,5,5.76817712
L?AAD@Oi?sBgJg,5,5.76827345
L?AAD@Oi?sJgN_,5,5.78156465
L?AAD@Oi?sBW^?,5,5.74687281
L?AAD@Oi?sBWXA,5,5.74619965
L?AAD@Oi?sAw^?,5,5.79734274
L?AAD@Oi?sAwN_,5,5.82778774
L?AAD@Oi?sAq^?,5,5.76191613
L?AAD@Oi?sAqN_,5,5.80067802
L?AAD@Oi?sAY^?,5,5.74264575
L?AAD@Oi?sAYN_,5,5.75662549
L?AAD@Oi?sAYXA,5,5.75524323
L?AAD@Oi?sAy^?,5,5.74713238
L?AAD@Oi?sAyN_,5,5.78184864
L?AAD@Oi?sK`Ep,5,5.74523815
L?AAD@Oi?sK`Ax,5,5.76394182
L?AAD@Oi?sK`Ct,5,5.75966367
L?AAD@OiCsM_VO,5,5.74844335
L?AAD@OiCsM_Ax,5,5.74754988
L?AAD@OiCsL_VO,5,5.74633811
L?AAD@OiCsJ_Fo,5,5.75063298
L?AAD@OiCsF_VO,5,5.78403195
L?AAD@OiCsBoVO,5,5.77859201
L?AAD@OiCsBoFo,5,5.77693083
L?AAD@OiCsBoDs,5,5.77089504
L?AAD@OiCsJGFo,5,5.75909416
L?AAD@OiCsJGDs,5,5.75877699
L?AAD@OiCsHg^?,5,5.77057865
L?AAD@OiCsBg^?,5,5.76644226
L?AAD@OiCsBgFo,5,5.76481746
L?AAD@OiCsJg^?,5,5.74840397
L?AAD@OiCsBWVO,5,5.76412213
L?AAD@OiCsBWFo,5,5.76766389
L?AAD@OiCsBWDs,5,5.78745271
L?AAD@OiCsAwN_,5,5.74367523
L?AAD@OiCsAwFo,5,5.78590997
L?AAD@OiCsBwFo,5,5.75179864
L?AAD@OiCsAYXB,5,5.75945414
L?AAD@Oi@sM_VO,5,5.75163051
L?AAD@Oi@sM_Ds,5,5.76614497
L?AAD@Oi@sM_Ax,5,5.74803251
L?AAD@Oi@sL_VO,5,5.75564275
L?AAD@Oi@sN_VO,5,5.76363275
L?AAD@Oi@sFoVO,5,5.75641097
L?AAD@Oi@sFoFo,5,5.74910605
L?AAD@Oi@sJG\?,5,5.74805417
L?AAD@Oi@sJGN?,5,5.78677986
L?AAD@Oi@sJG^?,5,5.76462205
L?AAD@Oi@sJGN_,5,5.74792886
L?AAD@Oi@sJGFo,5,5.77159674
L?AAD@Oi@sJGCs,5,5.80850976
L?AAD@Oi@sJGDs,5,5.75177935
L?AAD@Oi@sHg\?,5,5.76683992
L?AAD@Oi@sHgZ?,5,5.75323784
L?AAD@Oi@sHg^?,5,5.77714115
L?AAD@Oi@sHgN_,5,5.75787315
L?AAD@Oi@sBWVO,5,5.76530199
L?AAD@Oi@sBWFo,5,5.78695861
L?AAD@Oi@sBWCs,5,5.82213467
L?AAD@Oi@sBWDs,5,5.77197663
L?AAD@Oi@sAw^?,5,5.75905755
L?AAD@Oi@sAwN_,5,5.81079164
L?AAD@Oi@sBwFo,5,5.78057160
L?AAD@Oi@sAyN_,5,5.77243215
L?AAD@Oi@sAyFo,5,5.74623919
L?AAD@Oi@kFOVO,5,5.74982940
L?AAD@Oi@kFODs,5,5.79898444
L?AAD@Oi@kFoDs,5,5.76016293
L?AAD@Oi?{M_Dc,5,5.76424242
L?AAD@Oi?{M_Ds,5,5.75364205
L?AAD@Oi?{L_Cs,5,5.74764683
L?AAD@Oi?{L_Ds,5,5.75231854
L?AAD@Oi?{F_FO,5,5.78596393
L?AAD@Oi?{F_VO,5,5.75994627
L?AAD@Oi?{F_Fo,5,5.78653866
L?AAD@Oi?{F_Bw,5,5.78496803
L?AAD@Oi?{F_Ds,5,5.78643832
L?AAD@Oi?{N_Ds,5,5.75217714
L?AAD@Oi?{FOVO,5,5.81118535
L?AAD@Oi?{FOEo,5,5.78953554
L?AAD@Oi?{FOFo,5,5.81255713
L?AAD@Oi?{FODs,5,5.81829641
L?AAD@Oi?{VODs,5,5.75281923
L?AAD@Oi?{EoVO,5,5.74113587
L?AAD@Oi?{EoDc,5,5.75934572
L?AAD@Oi?{EoDs,5,5.75204269
L?AAD@Oi?{FoVO,5,5.75337806
L?AAD@Oi?{FoFo,5,5.75620001
L?AAD@Oi?{FoDs,5,5.76977134
L?AAD@Oi@{FoDs,5,5.74163212
L?AAD@OJFOUORP,5,5.75750877
L?AAD@OJFOTOVO,5,5.74308783
L?AAD@OJFOTOBw,5,5.78167435
L?AAD@OJFOJGJg,5,5.75390123
L?AAD@OJFOJGCs,5,5.76554919
L?AAD@OJFOJGHh,5,5.81324354
L?AAD@OJFOHgig,5,5.79528899
L?AAD@OJFOHgJg,5,5.80886135
L?AAD@OJFOHgcc,5,5.76378448
L?AAD@OJFOHgCf,5,5.75475531
L?AAD@OJFOTSBw,5,5.76772667
L?AAD@OJFO@kUO,5,5.83297091
L?AAD@OJFO@kVO,5,5.81280606
L?AAD@OJFO@kcc,5,5.77514741
L?AAD@OJFO@kCf,5,5.76948226
L?AAD@OJEoUOJg,5,5.74188548
L?AAD@OJEoUOHi,5,5.75988585
L?AAD@OJEoUORP,5,5.76565997
L?AAD@OJEoVOJg,5,5.74344705
L?AAD@OJEoEoHg,5,5.78381742
L?AAD@OJEoFoHi,5,5.74182757
L?AAD@OJEoJgHi,5,5.78358170
L?AAD@OJEoAwFo,5,5.74902628
L?AAD@OJEoTCVO,5,5.80193174
L?AAD@OJEoDck_,5,5.75473553
L?AAD@OJEoDcVO,5,5.82528977
L?AAD@OJEoCsk_,5,5.80004423
L?AAD@OJEoCsm_,5,5.80262178
L?AAD@OJEoCsN_,5,5.80141685
L?AAD@OJEoCsVO,5,5.79000156
L?AAD@OJEo@kVO,5,5.75334050
L?AAD@OJEo@kiG,5,5.79830992
L?AAD@OJ@oROBw,5,5.77642217
