g6,alpha,theta_ub
L?AA@BOT@cTOA{,5,5.75761434
L?AA@BOT@cTOqA,5,5.82717754
L?AA@BOT@cTOaQ,5,5.77178608
L?AA@BOT@cTOqQ,5,5.74279225
L?AA@BOT@cTOBI,5,5.74356111
L?AA@BOT@cTOAY,5,5.74757751
L?AA@BOT@cTOAU,5,5.76652418
L?AA@BOT@cTOaU,5,5.77123449
L?AA@BOT@cTOA],5,5.74958182
L?AA@BOT@cROJg,5,5.84845359
L?AA@BOT@cROas,5,5.78045949
L?AA@BOT@cROqA,5,5.81016557
L?AA@BOT@cROqQ,5,5.77092508
L?AA@BOT@cROaU,5,5.76898167
L?AA@BOT@cVOJg,5,5.83871293
L?AA@BOT@c@We_,5,5.76619616
L?AA@BOT@c@WM_,5,5.75761880
L?AA@BOT@c@Wco,5,5.81307626
L?AA@BOT@c@WJG,5,5.75503034
L?AA@BOT@c@WIg,5,5.76234782
L?AA@BOT@c@WJg,5,5.75716249
L?AA@BOT@c@WIk,5,5.75667288
L?AA@BOT@cPWu?,5,5.74464156
L?AA@BOT@cPWe_,5,5.78330620
L?AA@BOT@cPWm_,5,5.74452782
L?AA@BOT@cPWco,5,5.81433953
L?AA@BOT@cPWDo,5,5.76730495
L?AA@BOT@cPWic,5,5.74874984
L?AA@BOT@cPWIk,5,5.74063898
L?AA@BOT@cPWQQ,5,5.74133817
L?AA@BOT@cPWqQ,5,5.74386203
L?AA@BOT@cDsic,5,5.81481089
L?AA@BOT@cDU}?,5,5.76230692
L?AA@BOT@c@l^?,5,5.74513147
L?AA@BOTDcN_Jg,5,5.79466910
L?AA@BOTDcVOJg,5,5.80188973
L?AA@BOTDcQW}?,5,5.75363223
L?AA@BOTDcQW^?,5,5.74743541
L?AA@BOTDcQWm_,5,5.77218325
L?AA@BOTDcQWN_,5,5.74666070
L?AA@BOTDcQWJg,5,5.74457561
L?AA@BOTDcQWic,5,5.75786714
L?AA@BOTDcQWIk,5,5.75731156
L?AA@BOTDcQWRQ,5,5.77109857
L?AA@BOTDcQWBY,5,5.76872440
L?AA@BOTDcQWA],5,5.75185890
L?AA@BOTDcQWRB,5,5.75020732
L?AA@BOTDcQWBJ,5,5.75976432
L?AA@BOTDcQWAN,5,5.74691007
L?AA@BOTDcAwJg,5,5.74246616
L?AA@BOTDcAwBw,5,5.80708764
L?AA@BOTDcAwIk,5,5.77677394
L?AA@BOTDcAwRQ,5,5.80347890
L?AA@BOTDcAwBY,5,5.81037011
L?AA@BOTDcAwA],5,5.76397302
L?AA@BOTDcAwAN,5,5.77729847
L?AA@BOTDcDsN_,5,5.82004268
L?AA@BOTDcTQ^?,5,5.74680293
L?AA@BOTDcTQN_,5,5.78145444
L?AA@BOTDcTQJg,5,5.78413523
L?AA@BOTDcDUN_,5,5.79291528
L?AA@BOT@SZ?as,5,5.74641271
L?AA@BOT@SV?uO,5,5.77961503
L?AA@BOT@SV?VO,5,5.77732586
L?AA@BOT@SV?aS,5,5.81346854
L?AA@BOT@SV?As,5,5.79393891
L?AA@BOT@SV?as,5,5.77698801
L?AA@BOT@SV?A[,5,5.76651325
L?AA@BOT@SV?A{,5,5.77405505
L?AA@BOT@SUOaS,5,5.77351174
L?AA@BOT@SUOas,5,5.74549782
L?AA@BOT@SUOA[,5,5.78205390
L?AA@BOT@SUOA{,5,5.77140220
L?AA@BOT@SROuO,5,5.77201685
L?AA@BOT@SROVO,5,5.74136195
L?AA@BOT@SROco,5,5.76603400
L?AA@BOT@SROaS,5,5.77485773
L?AA@BOT@SFOuO,5,5.75742088
L?AA@BOT@SFOBw,5,5.74461916
L?AA@BOT@SFOA[,5,5.74237099
L?AA@BOT@SFOA{,5,5.74701976
L?AA@BOT@SRGy?,5,5.76363993
L?AA@BOT@SRGm?,5,5.78279257
L?AA@BOT@SRG]?,5,5.74959424
L?AA@BOT@SRG^?,5,5.74411107
L?AA@BOT@SRGm_,5,5.74268213
L?AA@BOT@SRGeo,5,5.74700154
L?AA@BOT@SRGAs,5,5.78386913
L?AA@BOT@SRGas,5,5.78683601
L?AA@BOT@SQWk_,5,5.78818685
L?AA@BOT@SQWaS,5,5.75762892
L?AA@BOT@SQWas,5,5.76418180
L?AA@BOT@S@Wy?,5,5.78083499
L?AA@BOT@S@We?,5,5.80200626
L?AA@BOT@S@Wu?,5,5.74619838
L?AA@BOT@S@Wm?,5,5.79421368
L?AA@BOT@S@W]?,5,5.74121330
L?AA@BOT@SPWy?,5,5.75726240
L?AA@BOT@SPWu?,5,5.74916644
L?AA@BOT@SPWN?,5,5.74474400
L?AA@BOT@SPWk_,5,5.75549740
L?AA@BOTDS^?Jg,5,5.78830969
L?AA@BOTDSUOJg,5,5.82842967
L?AA@BOTDSUOA{,5,5.75742122
L?AA@BOTDSEoco,5,5.75817462
L?AA@BOTDSEoJg,5,5.80846829
L?AA@BOTDSAwk_,5,5.80116795
L?AA@BOTDSAwL_,5,5.74563321
L?AA@BOTDSDs^?,5,5.80082879
L?AA@BOTDSDsm_,5,5.79657670
L?AA@BOTDSDsN_,5,5.78315831
L?AA@BOT?sT?qO,5,5.74135005
L?AA@BOT?sT?eO,5,5.77120092
L?AA@BOT?sT?UO,5,5.76923857
L?AA@BOT?sT?uO,5,5.75452668
L?AA@BOT?sT?VO,5,5.75852909
L?AA@BOT?sT?co,5,5.76085875
L?AA@BOT?sT?Bo,5,5.75378467
L?AA@BOT?sT?Fo,5,5.74504800
L?AA@BOT?sT?Jg,5,5.83996051
L?AA@BOT?sT?aS,5,5.76303559
L?AA@BOT?sT?as,5,5.77265744
L?AA@BOT?sT?A[,5,5.74458613
L?AA@BOT?sT?A{,5,5.76178405
L?AA@BOT?sT?D`,5,5.81324727
L?AA@BOT?sT?Cp,5,5.76232538
L?AA@BOT?sT?Dp,5,5.76905044
L?AA@BOT?s^?Jg,5,5.77394034
L?AA@BOT?s^?as,5,5.75355878
L?AA@BOT?sDOUO,5,5.80299646
L?AA@BOT?sDOuO,5,5.79030176
L?AA@BOT?sDOco,5,5.77575559
L?AA@BOT?sDOEo,5,5.75404801
L?AA@BOT?sDOeo,5,5.74583860
L?AA@BOT?sDOBW,5,5.78071954
L?AA@BOT?sDOAw,5,5.74617269
L?AA@BOT?sDOBw,5,5.75024673
L?AA@BOT?sDOA{,5,5.74089788
L?AA@BOT?sTOqO,5,5.75457107
L?AA@BOT?sTOeO,5,5.78199725
L?AA@BOT?sTOUO,5,5.77071408
L?AA@BOT?sTOuO,5,5.76240687
L?AA@BOT?sTOVO,5,5.74834302
L?AA@BOT?sTOco,5,5.74476587
L?AA@BOT?sTODo,5,5.76352870
L?AA@BOT?sTOBg,5,5.81214401
L?AA@BOT?sTOJg,5,5.81806547
L?AA@BOT?sTOaS,5,5.75223257
L?AA@BOT?sVOJg,5,5.80120658
L?AA@BOT?s@s}?,5,5.77809454
L?AA@BOT?s@sm_,5,5.79590051
L?AA@BOT?s@siC,5,5.79616400
L?AA@BOT?s@sic,5,5.77765689
L?AA@BOT?sDsic,5,5.77966381
L?AA@BOT?sDU}?,5,5.77666945
L?AA@BOTCs^?Ik,5,5.75764576
L?AA@BOTCsF_Jg,5,5.82391561
L?AA@BOTCsF_ic,5,5.80978080
L?AA@BOTCsF_Ik,5,5.79771346
L?AA@BOTCsN_Jg,5,5.75922685
L?AA@BOTCsUOuO,5,5.74554609
L?AA@BOTCsUOJg,5,5.80533297
L?AA@BOTCsTOUO,5,5.77552707
L?AA@BOTCsTOJg,5,5.80469168
L?AA@BOTCsFOJg,5,5.81101116
L?AA@BOTCsVOJg,5,5.76537319
L?AA@BOTCsEoJg,5,5.80094468
L?AA@BOTCsEoic,5,5.82985429
L?AA@BOTCsEoIk,5,5.79900823
L?AA@BOTCsDoiC,5,5.79892877
L?AA@BOTCsDoic,5,5.79111272
L?AA@BOTCsBoJg,5,5.77166303
L?AA@BOTCsBoIk,5,5.75711710
L?AA@BOTCsDsN_,5,5.77057971
L?AA@BOTCsTQ^?,5,5.76238706
L?AA@BOTCsTQN_,5,5.76428157
L?AA@BOTCsTQJg,5,5.75872164
L?AA@BOTCsDUN_,5,5.75596870
L?AA@BOT@s^?Jg,5,5.77619283
L?AA@BOT@sUOJg,5,5.85452500
L?AA@BOT@sTOJg,5,5.81603165
L?AA@BOT@sTOaS,5,5.74784501
L?AA@BOT@sVOJg,5,5.79826964
L?AA@BOT@sDsic,5,5.77809927
L?AA@BOT@sDU}?,5,5.77876877
L?AA@BOT@T\?m_,5,5.75137939
L?AA@BOT@T\?N_,5,5.78194500
L?AA@BOT@TZ?m_,5,5.78290352
L?AA@BOT@TZ?N_,5,5.78371850
L?AA@BOT@TV?N_,5,5.83841919
L?AA@BOT@TN?m_,5,5.81193070
L?AA@BOT@T^?m_,5,5.76862395
L?AA@BOT@T^?N_,5,5.77544000
L?AA@BOT@TL_m_,5,5.78581312
L?AA@BOT@TL_VO,5,5.74259152
L?AA@BOT@TL_Bw,5,5.74440786
L?AA@BOT@TL_A{,5,5.74303265
L?AA@BOT@TF_m_,5,5.84879493
L?AA@BOT@TF_uO,5,5.74777585
L?AA@BOT@TF_VO,5,5.76173755
L?AA@BOT@TF_Bw,5,5.75650671
L?AA@BOT@TF_As,5,5.76972806
L?AA@BOT@TF_A{,5,5.76575478
L?AA@BOT@TN_m_,5,5.78631421
L?AA@BOT@TUO}?,5,5.75275427
L?AA@BOT@TUO^?,5,5.81263689
L?AA@BOT@TUON_,5,5.84724066
L?AA@BOT@TRO}?,5,5.78060012
L?AA@BOT@TRO^?,5,5.79097680
L?AA@BOT@TRON_,5,5.80560693
L?AA@BOT@TROco,5,5.75219027
L?AA@BOT@TFO}?,5,5.81615911
L?AA@BOT@TVON_,5,5.78917340
L?AA@BOT@TEo}?,5,5.77601697
L?AA@BOT@TEom_,5,5.81772192
L?AA@BOT@TBo}?,5,5.78175257
L?AA@BOT@TBom_,5,5.79865047
L?AA@BOT@TBoVO,5,5.75869161
L?AA@BOT@TXGas,5,5.75610785
L?AA@BOT@TRGas,5,5.77109419
L?AA@BOT@THgBw,5,5.76211187
L?AA@BOT@TBgFo,5,5.74241852
L?AA@BOT@TBgBw,5,5.77124788
L?AA@BOT@TQWk_,5,5.78291754
L?AA@BOT@TQWas,5,5.75417393
L?AA@BOT@\VOm_,5,5.76500469
L?AA@BOT@\VON_,5,5.75671120
L?AA@BOT@\TQm_,5,5.74826777
L?AA@BOT@TvON_,5,5.74898877
L?AA@BOJNOPWBw,5,5.78531368
L?AA@BOJMoF_m_,5,5.76753206
L?AA@BOJMoUO^?,5,5.77581514
L?AA@BOJMoUON_,5,5.76275008
L?AA@BOJMoTO^?,5,5.78639774
L?AA@BOJMoTON_,5,5.74931560
L?AA@BOJMoVON_,5,5.74461278
L?AA@BOJMoEo^?,5,5.75410596
L?AA@BOJMoEom_,5,5.75500470
L?AA@BOJLoJ_m_,5,5.78904011
L?AA@BOJLoJ_N_,5,5.74840167
L?AA@BOJLoUO^?,5,5.80547148
L?AA@BOJLoUOcs,5,5.74639099
L?AA@BOJLoTO^?,5,5.83664163
L?AA@BOJLoTOcs,5,5.74779875
L?AA@BOJLoXG^?,5,5.74698167
L?AA@BOJLoIg\?,5,5.80251681
L?AA@BOJLoIg^?,5,5.78791948
L?AA@BOJLoIgVO,5,5.78438495
L?AA@BOJLoHg^?,5,5.77844737
L?AA@BOJLoHguO,5,5.77738245
L?AA@BOJLoHgVO,5,5.78588526
L?AA@BOJLoJgVO,5,5.74658330
L?AA@BOJLc\?N_,5,5.75256238
L?AA@BOJLc\?Ct,5,5.74551192
L?AA@BOJLcTO^?,5,5.78642015
L?AA@BOJLcTOBw,5,5.74025526
L?AA@BOJLcTOcs,5,5.75315039
L?AA@BOJLS\?cs,5,5.76168031
L?AA@BOJLS\?Ct,5,5.74280671
L?AA@BOJLSHgy?,5,5.76796757
L?AA@BOJKs\?N_,5,5.74967762
L?AA@BOJKs\?cs,5,5.74649363
L?AA@BOJKsN?N_,5,5.76979134
L?AA@BOJKs^?N_,5,5.74696844
L?AA@BOJKsM_}?,5,5.74057698
L?AA@BOJKsM_m_,5,5.77419402
L?AA@BOJKsM_N_,5,5.76598496
L?AA@BOJKsJ_u?,5,5.74783002
L?AA@BOJKsJ_}?,5,5.74230557
L?AA@BOJKsJ_m_,5,5.75191553
L?AA@BOJKsF_}?,5,5.76823080
L?AA@BOJKsUO^?,5,5.78231348
L?AA@BOJKsUOcs,5,5.74156584
L?AA@BOJKsTO^?,5,5.77932763
L?AA@BOJKsTOcs,5,5.75289874
L?AA@BOJKsVO^?,5,5.74289577
L?AA@BOJKsVOcs,5,5.74011940
L?AA@BOJKsEo}?,5,5.75245872
L?AA@BOJKsQWm_,5,5.75263101
L?AA@BOJHsZ?^?,5,5.76528024
L?AA@BOJHsJ_}?,5,5.76289145
L?AA@BOJHsJ_m_,5,5.78179786
L?AA@BOJHsRO^?,5,5.78285538
L?AA@BOJHsROuO,5,5.74263521
L?AA@BOJHsVOcs,5,5.74246692
L?AA@BOJHsRGm?,5,5.75659319
L?AA@BOJHsQWk_,5,5.76764021
L?AA@BOJHsQWm_,5,5.74396899
L?AA@BOJHsQWeo,5,5.74676617
L?AA@BOJHkAwcs,5,5.74936489
L?AA@BOJG{Z?^?,5,5.76250398
L?AA@BOJG{Z?m_,5,5.77480361
L?AA@BOJG{V?^?,5,5.74810776
L?AA@BOJG{N?m_,5,5.75952367
L?AA@BOJG{^?m_,5,5.74104803
L?AA@BOJG{M_m_,5,5.75994558
L?AA@BOJG{UO}?,5,5.76086860
L?AA@BOJG{UO^?,5,5.77333777
L?AA@BOJG{TO}?,5,5.74240808
L?AA@BOJG{RO}?,5,5.76908996
L?AA@BOJG{RGeo,5,5.74465040
L?AA@BOJG{QWeo,5,5.74453681
L?AA@BOJG{Awcs,5,5.75756397
L?AA@BOJKeUOm_,5,5.74070696
L?AA@BOJKeEok_,5,5.77225685
L?AA@BOJKUHgqO,5,5.75949601
L?AA@BOJKUQWBw,5,5.76402599
L?AA@BOJGuBoeo,5,5.74769250
L?AA@BOJGuQWFo,5,5.74504211
L?AA@AW\@sEoeo,5,5.74162181
L?AA@AW\@sEoas,5,5.79287953
L?AA@AW\@sEoaT,5,5.76059913
L?AA@AW\@sFoas,5,5.74681465
L?AAD?oeBGEoFo,5,5.74798114
L?AAD?oeBGEoqG,5,5.74704377
L?AAD?oeBGEoag,5,5.75182827
L?AAD?oeBGEoEq,5,5.75522613
L?AAD?oeBGEoaI,5,5.76725434
L?AAD?oeBGEoai,5,5.75278163
L?AAD?oeBGEoqH,5,5.74852528
L?AAD?oeBGBoFo,5,5.77697903
