g6,alpha,theta_ub
L?AAD?oqDS@{RW,5,5.80322271
L?AAD?oq?sJGCs,5,5.82464644
L?AAD?oq@sJGCs,5,5.80819263
L?AAD?oq@s@kDc,5,5.80728482
L?AAD?oq@s@[Cs,5,5.81477166
L?AAD?oq?kJ_TO,5,5.81346202
L?AAD?oq?kJ_Fo,5,5.80032090
L?AAD?oq?kF_TO,5,5.81045367
L?AAD?oq?kF_VO,5,5.80057138
L?AAD?oq?kJGTO,5,5.80554825
L?AAD?oq?kJGFO,5,5.82914051
L?AAD?oq?kHgM_,5,5.80579646
L?AAD?oq?kHgFO,5,5.82622333
L?AAD?oq?kBg^?,5,5.80390011
L?AAD?oq?kBgVO,5,5.80352183
L?AAD?oq?k@kM_,5,5.81712883
L?AAD?oq?[J_FO,5,5.80872394
L?AAD?oq?[TORW,5,5.85745625
L?AAD?oq?[DoRO,5,5.82657404
L?AAD?oq?[DoRW,5,5.82375323
L?AAD?oq?[Hgi_,5,5.85418670
L?AAD?oq?[HgHc,5,5.81334787
L?AAD?oq?[Aw^?,5,5.80493101
L?AAD?oq?[Awm_,5,5.80022358
L?AAD?oq?[Hcm_,5,5.80738074
L?AAD?oq?[HcHc,5,5.83048322
L?AAD?oq?[HcCs,5,5.80038469
L?AAD?oq?[CqRW,5,5.80107922
L?AAD?oq@[HcHc,5,5.81861678
L?AAD?oq@[@ki_,5,5.81972541
L?AAD?oq?{Aw^?,5,5.81300926
L?AAD?oq?{Awm_,5,5.81318120
L?AAD?oqAaD_HE,5,5.80450658
L?AAD?oqAaL_HE,5,5.82230126
L?AAD?oqAaB_L_,5,5.80790002
L?AAD?oqAaB_HE,5,5.83754028
L?AAD?oqAaF_L_,5,5.80933123
L?AAD?oqAaF_HE,5,5.82916609
L?AAD?oqAaCoN?,5,5.83736150
L?AAD?oqAaCoM_,5,5.82112968
L?AAD?oq?yM_RW,5,5.80792730
L?AAD?oq?yJ_Dc,5,5.81020025
L?AAD?oq?yJ_Cs,5,5.80406229
L?AAD?oq?yF_RW,5,5.80413869
L?AAD?oq?yAw^?,5,5.80882440
L?AAD?oq?eFOAw,5,5.83087773
L?AAD?oq?eBoZ?,5,5.80878224
L?AAD?oq?eBo^?,5,5.80355029
L?AAD?oq?UBORO,5,5.80698720
L?AAD?oq?UBORW,5,5.81598158
L?AAD?oq?UBOHE,5,5.82379978
L?AAD?oq?UBODE,5,5.81030920
L?AAD?oq?UBOHD,5,5.80462125
L?AAD?oq?UBOHF,5,5.80747825
L?AAD?oq?UAoe_,5,5.80548097
L?AAD?oq?UHgHE,5,5.81953201
L?AAD?oq?UHcHE,5,5.82033491
L?AAD?oq?UCqi_,5,5.84454190
L?AAD?oq?UCqe_,5,5.81591240
L?AAD?oq?UCqm_,5,5.80091592
L?AAD?oq?UAqi_,5,5.81991560
L?AAD?oq?UAqe_,5,5.82462526
L?AAD?oq?UAqm_,5,5.81362550
L?AAD?oq?UK`RO,5,5.85213400
L?AAD?oq?UK`RW,5,5.85170015
L?AAD?oq?UI`RO,5,5.80913546
L?AAD?oq?u@[m_,5,5.81318494
L?AAD?oqAXM_VO,5,5.80155403
L?AAD?oqAXIg^?,5,5.81651472
L?AAD?oqCTAYm_,5,5.82700899
L?AAD?oq?ZM_UO,5,5.80252483
L?AAD?oq?ZM_VO,5,5.81181301
L?AAD?oq?ZL_ag,5,5.80025319
L?AAD?oq?ZL_LC,5,5.86226735
L?AAD?oq?ZL_Hc,5,5.83429271
L?AAD?oq?ZL_DS,5,5.82051513
L?AAD?oq@gl_RW,5,5.85223287
L?AAD?oq@gj_RW,5,5.84117736
L?AAD?oq@gf_RW,5,5.80120075
L?AAD?oq@gn_RW,5,5.80209642
L?AAD?oq@ghc^?,5,5.81809821
L?AAD?oq@g`k^?,5,5.81084406
L?AAD?oq@Kl_RW,5,5.81150767
L?AAD?oq@K`kag,5,5.81381053
L?AAD?oq@K`[i_,5,5.84586129
L?AAD?oq?khgTO,5,5.80392196
L?AAD?oq?il_RW,5,5.82138942
L?AAD?oq?ihc^?,5,5.81949508
L?AAD?oqJoJ_RW,5,5.84715076
L?AAD?oqJoIgRW,5,5.81084465
L?AAD?oqIwM_RW,5,5.83133839
L?AAD?oqKs@[}?,5,5.82247930
L?AADAoTBoHgm_,5,5.81621338
L?AADAoTBoBgi_,5,5.81047934
L?AADAoTBoBgBw,5,5.82472775
L?AADAoT@sHg]?,5,5.82474827
L?AADAoT@sHgN?,5,5.83910532
L?AADAoT@kAw^?,5,5.80596891
L?AADAoT@kAwic,5,5.80966213
L?AAD?WkBGEoCq,5,5.82364426
L?AAD?WkBGIgCq,5,5.83494930
L?AAD?WkBGIgAe,5,5.81036885
L?AAD?WkBGHgAs,5,5.81767315
L?AAD?WkBGHgEq,5,5.80191719
L?AAD?WkBGHgAe,5,5.81666523
L?AAD?WkBGHgAu,5,5.81362990
L?AAD?WkBG@WL_,5,5.80799216
L?AAD?WkBG@WJ_,5,5.81458079
L?AAD?WkBG@WN_,5,5.82183701
L?AAD?WkBG@WUO,5,5.80152516
L?AAD?WkBG@WTO,5,5.81860564
L?AAD?WkBG@WRO,5,5.84249647
L?AAD?WkBG@WVO,5,5.81341745
L?AAD?WkBG@WRC,5,5.82397011
L?AAD?WkBG@WRS,5,5.81291681
L?AAD?WkBGAwL_,5,5.81440012
L?AAD?WkBG@wN_,5,5.80716342
L?AAD?WkAW@wN_,5,5.82189970
L?AAD?WkAW@qN_,5,5.80214804
L?AAD?Wk@WJGXG,5,5.80583654
L?AAD?Wk@WHgBo,5,5.81613820
L?AAD?Wk@WHgBc,5,5.80577273
L?AAD?WkAw@wN_,5,5.80022836
L?AAD?Wk@wKcRS,5,5.80426040
L?AAD?WkAaD_XG,5,5.81005021
L?AAD?WkAaD_HI,5,5.82768713
L?AAD?WkAaD_BE,5,5.84463899
L?AAD?WkAaL_HI,5,5.84021720
L?AAD?WkAaL_BE,5,5.82212799
L?AAD?WkAaKcZ?,5,5.81853723
L?AAD?WkAaKc^?,5,5.81765101
L?AAD?WkAQL_HI,5,5.87637015
L?AAD?WkAQF_Bs,5,5.80222371
L?AAD?WkAQF_HI,5,5.84785169
L?AAD?WkAQF_Hi,5,5.81228027
L?AAD?WkAQEoFo,5,5.81120495
L?AAD?WkAQEoBc,5,5.80537817
L?AAD?WkAQDoBo,5,5.81623381
L?AAD?WkAQKc^?,5,5.86493944
L?AAD?WkAQ@qN_,5,5.80101675
L?AAD?WkAQCpBs,5,5.80327274
L?AAD?WkAQCd^?,5,5.84976489
L?AAD?Wk?qL_HI,5,5.81762176
L?AAD?Wk?qL_XI,5,5.82462411
L?AAD?Wk?qF_XI,5,5.80255401
L?AAD?Wk?qN_XI,5,5.81513670
L?AAD?WkAqKc^?,5,5.81004336
L?AAD?Wk?YK_L_,5,5.81386485
L?AAD?Wk?YK_N_,5,5.82709241
L?AAD?Wk?YM_L_,5,5.81282100
L?AAD?Wk?YM_N_,5,5.81540854
L?AAD?Wk?YN_N_,5,5.81689372
L?AAD?Wk?YKcN?,5,5.86151541
L?AAD?Wk?YKc^?,5,5.86368423
L?AAD?WkAYM_As,5,5.82265078
L?AAD?WkAYM_Bs,5,5.80036168
L?AAD?WkAYF_Do,5,5.80171611
L?AAD?WkAYF_Bo,5,5.82681413
L?AAD?WkAYF_Bc,5,5.81457729
L?AAD?WkAYKc^?,5,5.85004329
L?AAD?Wk?yKc^?,5,5.80118779
L?AAD?WkBHIgN?,5,5.80310328
L?AAD?WkBHIg^?,5,5.80143814
L?AAD?WkBHAwL_,5,5.81967749
L?AAD?WkBHHi^?,5,5.80226140
L?AAD?Wk?Ykc^?,5,5.81428596
L?AAD?WX@cM_Cs,5,5.82460701
L?AAD?WX@cIgCs,5,5.82878446
L?AAD?WX@cHgCs,5,5.80153045
L?AAD?WX@KY?TO,5,5.83287356
L?AAD?WX@L]?TO,5,5.82861365
L?AAD@WLFOTOTP,5,5.80661156
L?AAD@WLDoTOTP,5,5.82296878
L?AAD@WLDoHgk_,5,5.83382107
L?AAD@WLDoHgi_,5,5.80972615
L?AAD@WLDcHgN_,5,5.81598405
L?AAD@WLDSIgy?,5,5.80726264
L?AAD@WLDSIgm?,5,5.85045737
L?AAD@WLDSIgm_,5,5.80778558
L?AAD@WL@sTOTP,5,5.80091748
L?AAD@WL@sHgk_,5,5.85218598
L?AAD@WHf_EoTO,5,5.80870458
L?AAD@WHdcHgN?,5,5.80569761
L?AAD@WHe_eo\?,5,5.80861788
L?AAD@WHe_dom_,5,5.82097110
L?AAD?wFQiTON_,5,5.83280022
L?AAD?wFQiDoia,5,5.81360768
L?AAD?wFQiBoia,5,5.83606474
L?AAD?wFQiFoia,5,5.80316945
L?AAFAw{@wBoBs,5,5.81627522
L?AAFAw{@sBoBs,5,5.83528675
L?AAFAw{@[BoBo,5,5.83419041
L?AAFAw{?uFOFo,5,5.80424302
L?AAFAw{?uFOBs,5,5.81333871
L?AAFAw{?mFOFo,5,5.81477255
L?AAFAw{?]Bom_,5,5.80836973
L?AAFAw{?]BoN_,5,5.84101261
L?AA@b_DfON_Fg,5,5.80497789
L?AA@b_DdoFOBw,5,5.80571688
L?AA@b_DbWBoyC,5,5.80950216
L?AA@b_DeQF_]?,5,5.81276706
L?AE@b_LBoBoBw,5,5.83744159
L?AE@b_LBo@wF_,5,5.83527059
L?AE@b_LBo@wFG,5,5.80619763
L?AE@b_DfON_Fg,5,5.82002237
L?AE@b_DboJ_Bw,5,5.80242659
L?AE@b_DboF_Bw,5,5.82163407
L?AE@b_DeQF_]?,5,5.82563963
L?AE@`HHeoF_m?,5,5.81447595
L?AE@`HHeoF_]?,5,5.83798953
L?AE@`HHdoZ?M_,5,5.80507154
L?AE@`HH`sZ?]?,5,5.80454128
L?ABAaQFEoL_HY,5,5.80655451
L?ABAaQFEoCkZ?,5,5.80944169
L?ABAaQFAwPWBW,5,5.80097971
