g6,alpha,theta_ub
L?AADb_J?sN?Fg,5,5.81050312
L?AADb_J?s@wm?,5,5.84577114
L?AADb_J?sAs}?,5,5.82929218
L?AADb_J?s@s}?,5,5.85055547
L?AADb_J?kBS}?,5,5.80929828
L?AADb_J?kBs}?,5,5.81399980
L?AADb_J?[BSy?,5,5.81566746
L?AADb_J?[BS}?,5,5.80765908
L?AADb_J?[Bs}?,5,5.80939372
L?AADb_M`w@s}?,5,5.80121442
L?AEB?oNBg@[Do,5,5.80506583
L?AEB?oNBg@[Fo,5,5.84358872
L?AE@`gTF_PIDh,5,5.80852606
L?AE@`gTBoPIDh,5,5.81088184
L?AE@poJBg@ssD,5,5.83066933
L?AE@poJ?\N_sE,5,5.81840349
L?AE@poJ?\YA\?,5,5.82798762
L?AE@poJ?\YAV?,5,5.80292145
L?AE@poJ?\YA^?,5,5.82413797
L?AB?qQq@WN?PW,5,5.82152876
L?AB?qQq@WN?HW,5,5.85340723
L?AB?qQq@WN?HS,5,5.81919698
L?AB?qQq@WN?G[,5,5.81892198
L?AB?qQq@WN?H[,5,5.82907041
L?AB?qQq@WJ_HS,5,5.80176853
L?AB?qQq@WJ_G[,5,5.82284429
L?AB?qQq@WJ_H[,5,5.81761633
L?AB?qQqBWN?H[,5,5.83459739
L?AB?qQqBWJ_H[,5,5.81968928
L?AB?qQqAJ^?ZG,5,5.80179308
L?AB?qQqAJL_m?,5,5.83851718
L?AB?qQqAJL_}?,5,5.82451808
L?AB?oY{EoCkwO,5,5.80151212
