g6,alpha,theta_ub
L?AA@?Ws@WQWBo,5,5.81574164
L?AA@?Ws@WQWFo,5,5.80008644
L?AA@?WsBWUOBc,5,5.85258383
L?AA@?WsBWUOJc,5,5.86171971
L?AA@?WsBWTOJc,5,5.85577089
L?AA@?WsBWROJc,5,5.85777181
L?AA@?WsBWQWBc,5,5.81294996
L?AA@?WsBWDqm_,5,5.83759707
L?AA@?WsAwUOJc,5,5.85090013
L?AA@?WsAwROJc,5,5.83302466
L?AA@?WsAwDqm_,5,5.82605746
L?AA@?Ws?kH_k`,5,5.85562802
L?AA@?Ws?kL_co,5,5.82118897
L?AA@?Ws?kL_cp,5,5.81478464
L?AA@?Ws?[M_ao,5,5.84265794
L?AA@?Ws?[M_eo,5,5.81884158
L?AA@?Ws?[M_ap,5,5.83503280
L?AA@?Ws?[N_eo,5,5.80178569
L?AA@?Ws@[M_As,5,5.80204001
L?AA@?Ws?{M_eo,5,5.80730969
L?AA@?Ws?{M_ap,5,5.80934365
L?AA@?Ws?[m_m_,5,5.83256818
L?AA@?Ws?[m_ap,5,5.81146504
L?AA@?Ws?[j_m_,5,5.82688886
L?AA@?Ws?[n_m_,5,5.81053396
L?AA@?Ws@[n_m_,5,5.81167935
L?AA@AWs@gDOao,5,5.82265164
L?AA@AWs@gDOAs,5,5.81481981
L?AA@AWs@gDOaq,5,5.83436907
L?AA@AWs@gDOAU,5,5.81116472
L?AA@AWs@gDOAu,5,5.80556276
L?AA@AWs@gDODP,5,5.80991427
L?AA@AWs@gDOTP,5,5.82112130
L?AA@AWs@g@oFO,5,5.81179546
L?AA@AWs@g@oco,5,5.80425032
L?AA@AWs@g@oeo,5,5.81856252
L?AA@AWs@g@oFo,5,5.80399429
L?AA@AWs@g@oaa,5,5.86801996
L?AA@AWs@g@oaq,5,5.82920529
L?AA@AWs@gDoaa,5,5.87610503
L?AA@AWs@g@gF_,5,5.81262949
L?AA@AWs@g@WI_,5,5.82129160
L?AA@AWs@g@WM_,5,5.83078776
L?AA@AWs@g@Wm_,5,5.80163302
L?AA@AWs@g@WJ_,5,5.82215985
L?AA@AWs@g@WF_,5,5.86531011
L?AA@AWs@g@WN_,5,5.81584727
L?AA@AWs@g@WFO,5,5.82335387
L?AA@AWs@g@WDo,5,5.81566939
L?AA@AWs@g@WFo,5,5.81964294
L?AA@AWs@gDaaa,5,5.85333640
L?AA@AWsAWEOBc,5,5.84499408
L?AA@AWsAWEOJc,5,5.84415873
L?AA@AWsAWBOJc,5,5.84031811
L?AA@AWsAWROJc,5,5.80021800
L?AA@AWsAWFOJc,5,5.84421404
L?AA@AWsAW@oka,5,5.81540282
L?AA@AWsAWDoca,5,5.80517191
L?AA@AWsAWDoka,5,5.81934395
L?AA@AWsAWDqm_,5,5.80264790
L?AA@AWs@WFOeo,5,5.80797240
L?AA@AWs@WFOcq,5,5.81583691
L?AA@AWs@WEoca,5,5.81361859
L?AA@AWs@WBoca,5,5.80883553
L?AA@AWs@WBgBS,5,5.81781987
L?AA@AWs@W@WK_,5,5.80713704
L?AA@AWs@W@WM_,5,5.83601469
L?AA@AWs@W@WD_,5,5.80477989
L?AA@AWs@W@WF_,5,5.83504878
L?AA@AWs@W@WN_,5,5.80601160
L?AA@AWs@W@WFO,5,5.80448318
L?AA@AWs@WBWM_,5,5.81298221
L?AA@AWs@WBWF_,5,5.82386730
L?AA@AWs@W@wFO,5,5.81253582
L?AA@AWs@W@iVO,5,5.81965334
L?AA@AWs?wDOBS,5,5.81165390
L?AA@AWs?wDoEo,5,5.80359447
L?AA@AWs@wHgJC,5,5.81820169
L?AA@AWs@cL_Jc,5,5.83071037
L?AA@AWs@c@oRO,5,5.80524323
L?AA@AWs@c@oao,5,5.80661184
L?AA@AWs@c@oEo,5,5.82737620
L?AA@AWs@c@oFo,5,5.80605115
L?AA@AWs@c@oRA,5,5.83712375
L?AA@AWs@cDoAs,5,5.80771132
L?AA@AWs@cDoRA,5,5.83973949
L?AA@AWs@c@gJ_,5,5.81266749
L?AA@AWs@c@gEo,5,5.83122185
L?AA@AWs@c@gFo,5,5.80241737
L?AA@AWs@c@WJ_,5,5.82509338
L?AA@AWs@c@WF_,5,5.81703858
L?AA@AWs@c@WJc,5,5.82240479
L?AA@AWs@cPW\@,5,5.80741044
L?AA@AWs@c@wEo,5,5.82814774
L?AA@AWs@cH`N_,5,5.80460778
L?AA@AWsDcL_Jc,5,5.80501087
L?AA@AWsDcBWBs,5,5.80179955
L?AA@AWs@SF_TQ,5,5.80536431
L?AA@AWs@SBoEo,5,5.80365764
L?AA@AWs@SBoFo,5,5.80426888
L?AA@AWs@SBoTQ,5,5.80301787
L?AA@AWs@SBWFo,5,5.80178695
L?AA@AWs@SBWBs,5,5.83295814
L?AA@AWs@S@wEo,5,5.84398173
L?AA@AWs@SI`N_,5,5.84844538
L?AA@AWsDSM_Jc,5,5.83931147
L?AA@AWsDSL_Jc,5,5.84826006
L?AA@AWsDSJ_Jc,5,5.82565486
L?AA@AWsDSBWBs,5,5.80035850
L?AA@AWsDSDq^?,5,5.80973329
L?AA@AWs?sD_BS,5,5.80042932
L?AA@AWs?sD_Bs,5,5.82401100
L?AA@AWs?sL_Jc,5,5.85022751
L?AA@AWs?sDoFO,5,5.80340017
L?AA@AWs?sDoBo,5,5.83815230
L?AA@AWs?sDoFo,5,5.80588129
L?AA@AWs?sDoBs,5,5.81906183
L?AA@AWs?s@q^?,5,5.81466977
L?AA@AWs?sDq^?,5,5.80930330
L?AA@AWsCsL_Jc,5,5.80995768
L?AA@AWs@sM_Jc,5,5.83625532
L?AA@AWs@sL_Jc,5,5.83261764
L?AA@AWs@sJ_Jc,5,5.81271468
L?AA@AWs?kDOEo,5,5.80083783
L?AA@AWs?kDOT@,5,5.85724018
L?AA@AWs?kDOTP,5,5.82001897
L?AA@AWs?[F_FO,5,5.81568497
L?AA@AWs?[F_co,5,5.80308122
L?AA@AWs?[F_eo,5,5.80566246
L?AA@AWs?[F_Fo,5,5.80131582
L?AA@AWs?[FOco,5,5.80836458
L?AA@AWs?[FOao,5,5.81991972
L?AA@AWs?[FOEo,5,5.84062438
L?AA@AWs?[FOeo,5,5.81046260
L?AA@AWs?[FOFo,5,5.81570954
L?AA@AWs@[FOco,5,5.81372502
L?AA@AWs@[FOao,5,5.81179246
L?AA@AWs@[FOeo,5,5.80113810
L?AA@AWs@[FOAs,5,5.81896171
L?AA@AWs@[FOBs,5,5.80045020
L?AA@AWs@[BoEo,5,5.82367725
L?AA@AWs@[BWM_,5,5.81622297
L?AA@AWs?{M_Jc,5,5.80385108
L?AA@AWs?{FOBs,5,5.80008668
L?AA@AWs@Wm_m_,5,5.80569254
L?AA@AWs@WuO^?,5,5.80900988
L?AA@AWs@WtO^?,5,5.84065347
L?AA@AWs@WrO^?,5,5.80153362
L?AA@AWs@WfO^?,5,5.80839195
L?AA@AWs@Wig\?,5,5.80081644
L?AA@AWs@Wig^?,5,5.80608779
L?AA@AWs@Whg^?,5,5.80463005
L?AA@AWs@Sm_N_,5,5.81764456
L?AA@AWs?[m_N_,5,5.81126990
L?AA@AWs?[tO^?,5,5.81006192
L?AA@AWs?[fO^?,5,5.80515501
L?AA@AWs?[fOco,5,5.80356980
L?AA@AWs?[fOao,5,5.81537215
L?AA@AWs?[fOEo,5,5.82274203
L?AADAoNBoBoBw,5,5.80464029
L?AADAoNBoBgBw,5,5.81184529
L?AADAoNBo@wFO,5,5.83388699
L?AADAoNBo@wFo,5,5.80263817
L?AADAoNAYJ_m_,5,5.83422859
L?AADAoN?y^?RW,5,5.81422563
L?AAD?WHM_L_TO,5,5.85187896
L?AAD?WHM_L_VO,5,5.84528188
L?AAD?WHM_L_AU,5,5.81927294
L?AAD?WHM_J_As,5,5.80680018
L?AAD?WHM_J_JA,5,5.80131051
L?AAD?WHM_F_VO,5,5.82157688
L?AAD?WHM_F_BQ,5,5.81079998
L?AAD?WHM_DOAs,5,5.81985041
L?AAD?WHM_Ig^?,5,5.84736766
L?AAD?WHM_IgCs,5,5.83898058
L?AAD?WHM_IgAs,5,5.82821786
L?AAD?WHM_Hg^?,5,5.86609704
L?AAD?WHM_HgAs,5,5.81079738
L?AAD?WHM_Bg^?,5,5.82920255
L?AAD?WHM_Jg^?,5,5.82399828
L?AAD?WHM_@WV?,5,5.80571151
L?AAD?WHM_@Wk_,5,5.80599274
L?AAD?WHM_@Wi_,5,5.80852660
L?AAD?WHM_@h^?,5,5.81656107
L?AAD?WHJ_J_aE,5,5.80661911
L?AAD?WHJ_UOSS,5,5.80660147
L?AAD?WHJ_Aocc,5,5.82458210
L?AAD?WHJ_Eocc,5,5.80626840
L?AAD?WHJ_JGcc,5,5.80351363
L?AAD?WHJ_JGAs,5,5.81177616
L?AAD?WHJ_JGAe,5,5.80475255
L?AAD?WHJ_JGAu,5,5.80302307
L?AAD?WHJ_@WV?,5,5.81272588
L?AAD?WHJ_@WUO,5,5.80481439
L?AAD?WHJ_AwSS,5,5.82185569
L?AAD?WHJ_@h^?,5,5.82876989
L?AAD?WHN_IgZ?,5,5.80772784
L?AAD?WHN_IgN?,5,5.81662240
L?AAD?WHN_Ig^?,5,5.81085618
L?AAD?WHN_Hg^?,5,5.84135720
L?AAD?WHN_JI^?,5,5.80231384
L?AAD?WHIoM_ac,5,5.82408301
L?AAD?WHIoQQZ@,5,5.80287564
L?AAD?WHMoM_VO,5,5.83080243
L?AAD?WHMoIg^?,5,5.82667184
L?AAD?WHHoI_AT,5,5.81441701
L?AAD?WHLoIgZ?,5,5.81491271
L?AAD?WHLoIgN?,5,5.80154943
L?AAD?WHLoIg^?,5,5.80505467
L?AAD?WHLoBg\?,5,5.80721844
L?AAD?WHJg\?VO,5,5.80863722
L?AAD?WHJg\?US,5,5.82236219
L?AAD?WHJgV?VO,5,5.80327753
L?AAD?WHJgV?US,5,5.81404767
L?AAD?WHJgZAVO,5,5.80684583
L?AAD?WHHw]?US,5,5.80748596
L?AAD?WHKom_VO,5,5.82183483
L?AAD?WHKoig^?,5,5.81752372
L?AAD?cmF_IgUW,5,5.80697774
L?AAD?cmEoIgUW,5,5.80675677
L?AAD?cmEoIKVO,5,5.80924346
L?AAD?cmBgJGUW,5,5.80656123
L?AAD?cmBgXCVO,5,5.81099623
L?AAD?cmBgJCUW,5,5.80763256
L?AAD?cmBgIKuG,5,5.83124621
L?AAD?cmBgIKUW,5,5.80807524
L?AAD?cmBgHKVO,5,5.81005079
L?AAD?cmBgHKuG,5,5.81206440
L?AAD?cmBgHKUW,5,5.80161248
L?AAD?cmAwIKqG,5,5.80800433
L?AA@aoXEoXGRW,5,5.82460133
L?AA@aoX?k\?QI,5,5.80374934
L?AEB?oT@wBWA{,5,5.80746807
L?AEB?oT@w@[FO,5,5.83175026
L?AEB?oT@w@[Fo,5,5.82522995
L?AEB?WHN_AwcS,5,5.81782299
L?AEB?WHHoM_aT,5,5.80934338
L?AEB?WHJgAwsC,5,5.83371252
L?AEB?WHKan?ZA,5,5.80615923
L?AEB?WHKa~?ZA,5,5.80130064
L?AEB?WHKam_]?,5,5.80177341
L?AEB?WHKal_}?,5,5.82774959
L?AE@b_U?wFOAw,5,5.80225513
L?AE@b_U?wFOBw,5,5.80589176
L?AE@b_U?wDoBo,5,5.81668578
L?AE@b_U?wDoAw,5,5.81270410
L?AE@b_U?wDoBw,5,5.80782880
L?AE@b_U@wDoBw,5,5.81666383
L?AE@b_U?{F_Bw,5,5.83729769
L?AE@b_U?{N_Bw,5,5.81953170
L?AE@b_U?]F_J_,5,5.82614104
L?AE@b_U?]F_F_,5,5.84165166
L?AE@b_U?]F_FG,5,5.80926459
L?AE@b_U?]Bo\?,5,5.82617447
L?AE@b_U?]Bo^?,5,5.82345207
L?AE@`gMBWAsqP,5,5.80259317
L?AE@`HHmoF_m?,5,5.81894313
L?AE@`HHmoF_]?,5,5.84596775
L?AE@`HHmoF_V?,5,5.81877443
L?AE@`HHhsZ?m?,5,5.80288360
L?AE@`HHhsZ?]?,5,5.80087106
L?AEB_k]F_BoBq,5,5.81490585
L?ABAaGYB`ROCk,5,5.81896542
L?ABAaIBSsJ_SK,5,5.80058920
