g6,alpha,theta_ub
L?AA@AOT@kTQ}?,5,5.80429323
L?AA@AOT@kTQJg,5,5.81615871
L?AA@AOT?{V?Jg,5,5.80873457
L?AA@AOT?{V?Ik,5,5.80402806
L?AA@AOT?{TOJg,5,5.81079288
L?AAD@OyBgCsDs,5,5.80397461
L?AAD@Oy?{Aw^?,5,5.81028009
L?AAD@OyAq@[ig,5,5.80629990
L?AAD@Oy?yF_Do,5,5.81917530
L?AAD@Oy?mEok_,5,5.81142079
L?AAD?oEAgDoBw,5,5.80690011
L?AAD?oEAgDoAi,5,5.80983215
L?AAD?oEAgBoai,5,5.81231928
L?AAD?oEAgFoBw,5,5.80265959
L?AAD?oEAg@wag,5,5.80832657
L?AAD?oEAg@waI,5,5.80216243
L?AAD?oEAg@wai,5,5.81701980
L?AAD?oEAg@sN_,5,5.80668437
L?AAD?oEAWEoBw,5,5.80270590
L?AAD?oE@WXCBW,5,5.80403423
L?AAD?oE@WXCRW,5,5.81319493
L?AAD?oEBWXCRW,5,5.80454660
L?AAD?oEEPM_RW,5,5.82571873
L?AAD?oEEPF_RW,5,5.83186489
L?AAD?oEEP@k^?,5,5.80591152
L?AAD?oEEPHk^?,5,5.80496474
L?AAD@oRFOAwFO,5,5.83541112
L?AAD@oRFO@wFO,5,5.81746814
L?AAD@oRDoTOTP,5,5.80174944
L?AAD@oRBoBoBw,5,5.80120902
L?AAD@oRDcBgm?,5,5.81448908
L?AAD@oRDcAw\?,5,5.80074565
L?AAD@oRDcAwTO,5,5.80341428
L?AAD@oR?sN?Aw,5,5.81077576
L?AAD@oR?sN?Bw,5,5.80346953
L?AAD@oR?sTOTO,5,5.81056133
L?AAD@oRCTL_Bw,5,5.82103956
L?AAD@oRCT@wy?,5,5.84207472
L?AAD@oRCT@wZ?,5,5.82101652
L?AAD@oR?VM_Fo,5,5.80663425
L?AAD@oR?VTOy?,5,5.81230711
L?AAD@W[@gBwBs,5,5.80509587
L?AAD@W[BgBoBs,5,5.81526795
L?AAD@W[Bg@yFo,5,5.80091551
L?AAD@W[@WBoBc,5,5.81927732
L?AAD@W[@WBoBs,5,5.82554473
L?AAD@W[?wDoBc,5,5.80896344
L?AAD@W[?wDoBs,5,5.80148875
L?AAD@W[?sD_Bc,5,5.81380141
L?AAD@W[?sD_Bs,5,5.81388302
L?AAD@W[?sDoBc,5,5.80012681
L?AAD@W[?s@Y^?,5,5.80836105
L?AAD@W[@KEoSQ,5,5.83208166
L?AAD@W[@KEoQQ,5,5.82121085
L?AAD@W[@KAwSQ,5,5.82863024
L?AAD@W[?k@Y^?,5,5.80478950
L?AAD@W[?[UORO,5,5.81188913
L?AAD@W[@[F_Bs,5,5.80446866
L?AAD@W[?{F_BS,5,5.81098631
L?AAD@W[?{F_Bs,5,5.83873658
L?AAD@W[?{@y^?,5,5.81126206
L?AAD@W[?uF_Bs,5,5.80108880
L?AAD@W[?Um_Fo,5,5.82656194
L?AAD@W[?Uf_Eo,5,5.80133664
L?AAD@W[?Uf_Fo,5,5.81865158
L?AAD@W[?Un_Fo,5,5.81088945
L?AAD@W[?UuOUO,5,5.81481084
L?AAD@W[?UtOUO,5,5.82161113
L?AAD@W[?UfOEo,5,5.80069171
L?AAD@W[?Ubo^?,5,5.81967509
L?AAD?w\F_@wFO,5,5.83964597
L?AAD?w\F_@wFo,5,5.80698038
L?AAD?w\FOIgi`,5,5.80075018
L?AAD?w\FOBgDo,5,5.82313715
L?AAD?w\FO@wFO,5,5.80143257
L?AAD?cUDcM_sG,5,5.81734588
L?AAD?cUDcHgm?,5,5.81378675
L?AAD?cUDcAw\?,5,5.83472590
L?AAD?cU?s]?Bo,5,5.81312989
L?AAD@cHf_BITO,5,5.81307522
L?AAD@cHcoA[k_,5,5.84352787
L?AAF@cEf_EoDo,5,5.80206975
L?AADb_]AwBoBw,5,5.80002703
L?AADb_]@wBoBW,5,5.80589064
L?AADb_]@wBoBw,5,5.82953565
L?AADb_]@wAsFg,5,5.80356079
L?AADb_]@w@sN_,5,5.81360703
L?AADb_]@w@sFg,5,5.82458584
L?AADb_]@sBoBw,5,5.80859853
L?AADb_]@s@sN_,5,5.80629358
L?AADb_]@s@sFg,5,5.81406708
L?AADb_]@[BoBo,5,5.80439998
L?AADb_]@[BoDg,5,5.80421755
L?AE@bGYBWFoDk,5,5.81388485
L?AE@bGY?{N_Dk,5,5.80986129
L?AE@bGY?kl_N_,5,5.82168378
L?AE@`HX@oZ?Hg,5,5.80597571
L?AE@`HX@oAsy?,5,5.81859357
L?ABAaQHRoZ?ZG,5,5.82339162
L?ABBb_u?\BoN?,5,5.80190154
L?AB?rO\BoCkad,5,5.80811708
