g6,alpha,theta_ub
L?AAD?oFAgPOBg,5,5.84639720
L?AAD?oFAgPOBw,5,5.83410070
L?AAD?oFAgDOBg,5,5.85389701
L?AAD?oFAgDOAw,5,5.86730804
L?AAD?oFAgDOBw,5,5.85112145
L?AAD?oFAgTODo,5,5.82441201
L?AAD?oFAgTOFo,5,5.82654735
L?AAD?oFAgTOAw,5,5.82360131
L?AAD?oFAgTOAY,5,5.82029496
L?AAD?oFAgTOAy,5,5.81002773
L?AAD?oFAgPSm_,5,5.80152750
L?AAD?oFAgT@Fo,5,5.80363033
L?AAD?oFAgT@Ay,5,5.80818906
L?AAD?oFBWXCRW,5,5.80549903
L?AAD?oFBWHKL_,5,5.80561864
L?AAD?oFEPV?RW,5,5.83056145
L?AAD?oFEP^?RW,5,5.82565012
L?AAD?oFEPM_RW,5,5.83200506
L?AAD?oFEPF_RW,5,5.81731488
L?AAD?W\DSIgy?,5,5.80587276
L?AAD?wLEOJGHa,5,5.81348072
L?AAD?wLEOIgHa,5,5.80498152
L?AAD?wLEOAwi_,5,5.80673767
L?AAD?wLEOAwm_,5,5.80416904
L?AAD?wLEOAhk_,5,5.80081288
L?AAD?wLEOAhm_,5,5.80188445
L?AAD?wLAgPODo,5,5.80813412
L?AAD?wLAg@Wi_,5,5.83239709
L?AAD?wLAg@WiA,5,5.81470575
L?AAD?wLAg@Wia,5,5.80345844
L?AAD?wLAQZ?Ha,5,5.81254685
L?AAD?wLAQ}?VO,5,5.80647476
L?AAD?wLAQ|?VO,5,5.82317540
L?AAD?wLAQz?TO,5,5.80612886
L?AAD?sXCoBOFO,5,5.80113463
L?AAD?sXCoBODo,5,5.82585234
L?AAD?sXCoBOBo,5,5.80475141
L?AAD?sXCo@WF_,5,5.80388913
L?AAD?sXCo@WFO,5,5.80791583
L?AAD?sXCoAYk_,5,5.84417339
L?AAD?sXAoUODo,5,5.84253604
L?AAD?sXAoUOac,5,5.80426282
L?AAD?sXAoPOeC,5,5.80571649
L?AAD?sXAoBOcc,5,5.80651014
L?AAD?sXAoROcc,5,5.80493897
L?AAD?sXAoROac,5,5.82673719
L?AAD?sXCcN?Do,5,5.86513066
L?AAD?sXCcRODo,5,5.87364206
L?AAD?sXCcFOFO,5,5.80481921
L?AAD?sXCcFODo,5,5.86262512
L?AAD?sXCcFORA,5,5.80999347
L?AAD?sXCcJGDo,5,5.84115556
L?AAD?sXCcBWN?,5,5.81336003
L?AAD?sXCcBWF_,5,5.81359753
L?AAD?sXCcBWFO,5,5.82019697
L?AAD?sXCcBWDo,5,5.86427203
L?AAD?sXCcAwm?,5,5.87879497
L?AAD?sXCcAw}?,5,5.85733015
L?AAD?sXCcAwi_,5,5.85902055
L?AAD?sXCcAwm_,5,5.86960262
L?AAD?sXCcAwac,5,5.87702377
L?AAD?sXCcAwEc,5,5.86917895
L?AAD?sXCcAwec,5,5.87588537
L?AAD?sXCcAwEs,5,5.86420350
L?AAD?sXCcAwYA,5,5.87931129
L?AAD?sXCc@[Do,5,5.86900532
L?AAD?sXCcBIDo,5,5.85951706
L?AAD?sXCc@YM_,5,5.80164682
L?AAD?sXCc@YFo,5,5.80232431
L?AAD?sXDcJGDo,5,5.82438952
L?AAD?sXDcJGCs,5,5.82630306
L?AAD?sXDcBWDo,5,5.84583989
L?AAD?sXDcBWCs,5,5.85776597
L?AAD?sXDcAw^?,5,5.83570329
L?AAD?sXDcAwN_,5,5.82695470
L?AAD?sXDcAwec,5,5.84572825
L?AAD?sXDcAwRQ,5,5.84476618
L?AAD?sXDcAYVO,5,5.83074564
L?AAD?sXDcAYFo,5,5.85301663
L?AAD?sXDcAYec,5,5.84288570
L?AAD?sXDcAYEs,5,5.84659827
L?AAD?sXDcAYak,5,5.84303531
L?AAD?sXDcAYA{,5,5.82434287
L?AAD?sXDcAYA],5,5.83477643
L?AAD?sXDcAYy@,5,5.83824449
L?AAD?sXDcAYZ@,5,5.84127024
L?AAD?sXDcAYRB,5,5.84932166
L?AAD?sXDcAYQJ,5,5.83949959
L?AAD?sXCSBODo,5,5.83921421
L?AAD?sXCSBOBo,5,5.80855586
L?AAD?sXCSBOFo,5,5.81283272
L?AAD?sXCSBWN?,5,5.80331303
L?AAD?sXCSAYm?,5,5.80271856
L?AAD?sXCSAYk_,5,5.85254636
L?AAD?sXCSAYM_,5,5.80877186
L?AAD?sX?sZ?ac,5,5.80284342
L?AAD?sX?sV?Cs,5,5.82007999
L?AAD?sX?sN?cc,5,5.81104536
L?AAD?sX?sUOFO,5,5.82001238
L?AAD?sX?sUODo,5,5.85442589
L?AAD?sX?sUOFo,5,5.80259849
L?AAD?sX?sUOCs,5,5.85980352
L?AAD?sX?sUOAs,5,5.83891345
L?AAD?sX?sUOEs,5,5.80349182
L?AAD?sX?sTODo,5,5.81526431
L?AAD?sX?sTOCs,5,5.81126923
L?AAD?sX?sTOAs,5,5.80784174
L?AAD?sX?sROFO,5,5.80640240
L?AAD?sX?sRODo,5,5.81833260
L?AAD?sX?sRADo,5,5.80184680
L?AAD?sX?sQQ^?,5,5.80381554
L?AAD?sX?sQQFo,5,5.80375581
L?AAD?sX?sPQy?,5,5.80865439
L?AAD?sX?sPQ}?,5,5.80068457
L?AAD?sX?sPQ^?,5,5.81105136
L?AAD?sX?sPQFo,5,5.80782218
L?AAD?sX@sQQDo,5,5.84452727
L?AAD?sXCcbWDo,5,5.84864049
L?AAD?sX?suODo,5,5.85079876
L?AA@bGyBWAsN_,5,5.81074230
L?AADb_m@sBoAw,5,5.82562047
L?AADb_m@sBoBw,5,5.85408955
L?AADb_m?]FOFg,5,5.82215220
L?AADbGLFOFODg,5,5.85741196
L?AADbGLFOBoHg,5,5.80670999
L?AADbGLFOBoDg,5,5.83157433
L?AADbGLFOAsm_,5,5.81188636
L?AADbGLFOAsN_,5,5.83494688
L?AADbGHfOFOLg,5,5.83674307
L?AADbGHfOAsN_,5,5.80276124
L?AADbGH`wEouC,5,5.82784023
L?AADbGH`sF_sC,5,5.81219207
L?AADbGH`sEouC,5,5.84536445
L?AA@qoZF_Hccd,5,5.80394976
L?AEB?WU@HM_Aq,5,5.84616473
L?AEB?WU@HM_Eq,5,5.80896073
L?AEB?WU@HM_Ar,5,5.81430689
L?AEB?WU@HF_Cq,5,5.80843905
L?AEB?WU@HEoCq,5,5.81809232
L?AEB?WU@HEoAq,5,5.80270901
L?AEB@wDpwFoyC,5,5.80372756
L?AE@`gFEQN?Di,5,5.80454980
L?AE@`gFEQEou?,5,5.80306366
L?AEB`gFF_DoBq,5,5.80202550
L?AEB`gFF_@wM_,5,5.80858366
L?AEB`gFF_@wJ_,5,5.82425254
L?AEB`gFF_@wN_,5,5.81093857
L?ABA_wkAW@qgR,5,5.80118328
L?AB?rOL?\WI\?,5,5.80138933
