g6,alpha,theta_ub
L?AA@aHwAgF?BS,5,5.86425643
L?AA@aHwAgD_BS,5,5.84857775
L?AA@aHwAgB_Bs,5,5.80144603
L?AA@aHwAgF_BS,5,5.84768285
L?AA@aHw@gJ_BS,5,5.84384340
L?AA@aHw@gBOm?,5,5.80722823
L?AA@aHwBgJ_BS,5,5.84401237
L?AA@aHwAW@wXG,5,5.83696276
L?AA@aHw@W@o]?,5,5.80630586
L?AA@aHw@W@o\?,5,5.81469271
L?AA@aHw@W@oXG,5,5.86050783
L?AA@aHw@WIcBS,5,5.83872179
L?AA@aHw?wV?FC,5,5.81398864
L?AA@aHw?wV?BS,5,5.82363992
L?AA@aHw?wN?BS,5,5.85754763
L?AA@aHw?wM_BS,5,5.84317469
L?AA@aHw?wHg\G,5,5.80197140
L?AA@aHw?wEcRO,5,5.80912871
L?AA@aHw?wEcBS,5,5.80996419
L?AA@aHw?wBa}?,5,5.81567732
L?AA@aHw@wL_BS,5,5.81392660
L?AA@aHw@wJ_BS,5,5.80240290
L?AA@aHw@cBOXG,5,5.80527374
L?AA@aHw@cBOBs,5,5.80637340
L?AA@aHw?sZ?Ck,5,5.83608289
L?AA@aHw?sV?Dk,5,5.82062795
L?AA@aHw?sV?HI,5,5.80212204
L?AA@aHw?sN?Ck,5,5.83788354
L?AA@aHw?sAqk_,5,5.80268389
L?AA@aHw?kN?\?,5,5.81944101
L?AA@aHw?kM_u?,5,5.80402550
L?AA@aHw?kM_m?,5,5.80522527
L?AA@aHw?kM_}?,5,5.80470766
L?AA@aHw?kF_]?,5,5.81298475
L?AA@aHw?kFOm?,5,5.80689083
L?AA@aHw?[L_XG,5,5.80754809
L?AA@aHw?[TOHg,5,5.81208312
L?AA@aHw?[DoXG,5,5.81649533
L?AA@aHw?[HgXG,5,5.81037957
L?AA@aHwAYN?\G,5,5.80164548
L?AA@aHwAYF_XG,5,5.80288000
L?AA@aHwAYIc}?,5,5.83733992
L?AA@aHwAYIc^?,5,5.82051260
L?AA@aHwAY@qXG,5,5.81778091
L?AA@aHw?]L_XG,5,5.81407141
L?AA@aHwBHJ_BS,5,5.81204518
L?AA@aHwBHUODk,5,5.84648070
L?AA@aHwAhL_BS,5,5.84596293
L?AA@aHwAhF_BS,5,5.81428003
L?AA@aHwAhUODk,5,5.83597084
L?AA@aHw@hJ_BS,5,5.82306035
L?AA@aHw@LM_u?,5,5.80004722
L?AA@aHw?lN?\?,5,5.80824383
L?AA@aHw?lM_m?,5,5.80468832
L?AA@aHw?lM_}?,5,5.80408478
L?AA@aHw?lFOm?,5,5.80447499
L?AA@aHw?km_]?,5,5.80786238
L?AA@aHw?kuO\G,5,5.81985643
L?AA@aHw?[l_XG,5,5.80627336
L?AA@aHRFOM_kC,5,5.83425461
L?AA@aHR@LZ?\?,5,5.80040683
L?AEF?wDvOJ_L_,5,5.84332674
L?AEF?wDvOJ_J_,5,5.80214448
L?AEF?wDvOJ_F_,5,5.87828688
L?AEF?wDvOJ_N_,5,5.80879311
L?AEF?wDvOJ_Fo,5,5.80863205
L?AEF?wDvOBo\?,5,5.86449709
L?AEF?wDvOBo^?,5,5.87535234
L?AB?qQ\AwCku@,5,5.80786144
