g6,alpha,theta_ub
L?AAFBOM?[L_Fo,5,5.80208952
L?AAFBOM?[L_JG,5,5.81905848
L?AAFBOM?[L_Jg,5,5.81032624
L?AAFBOM?[N_Fo,5,5.81419097
L?AA@bGHmoDo^?,5,5.81437444
L?AA@agYAgFOCk,5,5.80396636
L?AA@agYAgEoaa,5,5.80865421
L?AA@agYAgPPCk,5,5.80878421
L?AADb_DawN?Fg,5,5.80460490
L?AADb_D`wN?Bw,5,5.80420590
L?AADb_D_{F_yC,5,5.82279334
L?AEBAoFFOAwL_,5,5.81575135
L?AEBAoFFOAwN_,5,5.82815011
L?AEBAoFFO@wM_,5,5.82914733
L?AEBAoFFO@wJ_,5,5.81532044
L?AEBAoFFO@wN_,5,5.82237875
L?AEBAoFEoDoBg,5,5.80321285
L?AEBAoFEo@wM_,5,5.82072506
L?AEBAoFEo@wL_,5,5.80017577
L?AEBAoFEo@wJ_,5,5.81710918
L?AEBAoFEo@wN_,5,5.81235843
L?AEBAoFDo@sM_,5,5.80911576
L?AEBAoFDo@sN_,5,5.80270740
L?AEBAoFDo@[M_,5,5.80237286
L?AEBAoFBoEoBw,5,5.80681957
L?AEBAoFBoDoDo,5,5.80902230
L?AEBAoFBoDoBw,5,5.83625476
L?AEBAoFBoAwN_,5,5.81319417
L?AEBAoFBo@wM_,5,5.85170939
L?AEBAoFBo@wL_,5,5.82775873
L?AEBAoFBo@wN_,5,5.84622201
L?AEBAoFBo@{N_,5,5.82544817
L?AEBAoF@sN?Bw,5,5.82241351
L?AEBAoF@sM_Bw,5,5.80150608
L?AEB?wLF_BoAu,5,5.80416575
L?AEF@oFDoDoBo,5,5.85737449
L?AEF@oFBoDoBg,5,5.86162260
L?AEF@oFBoDoBw,5,5.85079462
L?AEF@oFBoFoBw,5,5.84363781
L?AE@b_Bo{N?\?,5,5.80684278
L?AE@b_Bo{N?^?,5,5.80326001
L?AE@`HM@LZ?\?,5,5.82362286
L?AE@`HM@LZ?Z?,5,5.80578482
L?AE@`HM@LZ?^?,5,5.81389350
L?AE@`HM@LJ_u?,5,5.81146684
L?AE@poBh[]?^?,5,5.80927088
L?ABAaG[?sTGGY,5,5.82373174
L?ABAaG[?sCLV?,5,5.81243410
