g6,alpha,theta_ub
L?AEF@o]?{@{^?,5,5.81134924
L?AEF@o]?uF_Bw,5,5.80035804
L?AEF@o]?\Bo^?,5,5.81356490
L?AE@b_]BgBoBw,5,5.80046418
L?AE@b_]AwBoBw,5,5.83258982
L?AE@b_]Aw@wF_,5,5.83304327
L?AE@b_]@wBoBw,5,5.84833909
L?AE@b_]?{@{^?,5,5.80254609
L?AE@`H[FOAs^?,5,5.80851348
L?AE@`H[@WZ?Hg,5,5.81471574
L?AE@`H[@WAsy?,5,5.82188159
L?AE@bHyBoF_Lg,5,5.80451352
L?AB?qQRBgZ?HX,5,5.81799172
L?AB?qQRBWZ?G\,5,5.80041945
L?AB?qQRBHSIF`,5,5.81062238
L?AB?qQRAJV?]?,5,5.86789838
L?AB?qQRAJV?}?,5,5.80775850
L?AB?qQRAJV?\?,5,5.80820729
L?AB?qQRAJV?N?,5,5.84149711
L?AB?qQRAJV?^?,5,5.81660545
L?AB?qQRAJN?}?,5,5.80517214
L?AB?qQRAJN?mA,5,5.83868038
L?AB?qQR@J\?u?,5,5.82976619
L?AB?qQR@JZ?]?,5,5.86127146
L?AB?qQR@JZ?\?,5,5.83427456
L?AB?qQR@JZ?N?,5,5.82471793
L?AB?qQR@JZ?^?,5,5.84126196
L?AB?qQR@JV?y?,5,5.81891174
L?AB?qQR@JN?}?,5,5.80360747
L?AB?qQR@JN?uA,5,5.82940484
L?AB?qQR@JF_uA,5,5.80457586
L?AB?qQR@JN_uA,5,5.81761850
L?AB?qQRDAboPW,5,5.81048999
L?ABCdKedoKg]?,5,5.82736570
L?`@C`oY?ZQaN?,5,5.83942644
L?`@C`oJ?NWQMB,5,5.80785876
