g6,alpha,theta_ub
L?AA@BOTDoTQN_,5,5.81402864
L?AA@BOTDoTQJg,5,5.81444398
L?AA@BOTBoTOJg,5,5.81565062
L?AA@BOTCcD_ac,5,5.81168589
L?AA@BOTCcD_ic,5,5.82589805
L?AA@BOTCcL_Jg,5,5.81081535
L?AA@BOTCcF_Jg,5,5.84830106
L?AA@BOTCcF_Ik,5,5.80795242
L?AA@BOTCcFoJg,5,5.82424539
L?AA@BOT@cTODo,5,5.80922791
L?AA@BOT@cTOJg,5,5.84772008
L?AA@BOT@cTOqA,5,5.82717754
L?AA@BOT@cROJg,5,5.84845359
L?AA@BOT@cROqA,5,5.81016557
L?AA@BOT@cVOJg,5,5.83871293
L?AA@BOT@c@Wco,5,5.81307626
L?AA@BOT@cPWco,5,5.81433953
L?AA@BOT@cDsic,5,5.81481089
L?AA@BOTDcVOJg,5,5.80188973
L?AA@BOTDcAwBw,5,5.80708764
L?AA@BOTDcAwRQ,5,5.80347890
L?AA@BOTDcAwBY,5,5.81037011
L?AA@BOTDcDsN_,5,5.82004268
L?AA@BOT@SV?aS,5,5.81346854
L?AA@BOT@S@We?,5,5.80200626
L?AA@BOTDSUOJg,5,5.82842967
L?AA@BOTDSEoJg,5,5.80846829
L?AA@BOTDSAwk_,5,5.80116795
L?AA@BOTDSDs^?,5,5.80082879
L?AA@BOT?sT?Jg,5,5.83996051
L?AA@BOT?sT?D`,5,5.81324727
L?AA@BOT?sDOUO,5,5.80299646
L?AA@BOT?sTOBg,5,5.81214401
L?AA@BOT?sTOJg,5,5.81806547
L?AA@BOT?sVOJg,5,5.80120658
L?AA@BOTCsF_Jg,5,5.82391561
L?AA@BOTCsF_ic,5,5.80978080
L?AA@BOTCsUOJg,5,5.80533297
L?AA@BOTCsTOJg,5,5.80469168
L?AA@BOTCsFOJg,5,5.81101116
L?AA@BOTCsEoJg,5,5.80094468
L?AA@BOTCsEoic,5,5.82985429
L?AA@BOT@sUOJg,5,5.85452500
L?AA@BOT@sTOJg,5,5.81603165
L?AA@BOT@TV?N_,5,5.83841919
L?AA@BOT@TN?m_,5,5.81193070
L?AA@BOT@TF_m_,5,5.84879493
L?AA@BOT@TUO^?,5,5.81263689
L?AA@BOT@TUON_,5,5.84724066
L?AA@BOT@TRON_,5,5.80560693
L?AA@BOT@TFO}?,5,5.81615911
L?AA@BOT@TEom_,5,5.81772192
L?AA@BOJLoUO^?,5,5.80547148
L?AA@BOJLoTO^?,5,5.83664163
L?AA@BOJLoIg\?,5,5.80251681
L?AAD?oeBGHgqG,5,5.81479964
L?AAD?oeBGHgaI,5,5.83178744
L?AAD?oeBGBgEQ,5,5.81377454
L?AAD?oeBGHcaI,5,5.82054319
L?AAD?oeBGHKVO,5,5.80304451
L?AAD?oeBGBHVO,5,5.81891859
L?AAD?oeBG@LVO,5,5.81741178
L?AAD?oeAg@oFO,5,5.80998844
L?AAD?oeAg@oDo,5,5.80042578
L?AAD?oeAgJGai,5,5.80969737
L?AAD?oeAgHgag,5,5.80341523
L?AAD?oeAgHgaI,5,5.87225883
L?AAD?oeAgHgAi,5,5.81733036
L?AAD?oeAgHgai,5,5.80172650
L?AAD?oeAgBgaI,5,5.84928638
L?AAD?oeAgBgai,5,5.80305431
L?AAD?oeAgBgAy,5,5.80028745
L?AAD?oeAg@WF_,5,5.81500827
L?AAD?oeAg@WUO,5,5.80289109
L?AAD?oeAg@WFO,5,5.85275599
L?AAD?oeAg@WVO,5,5.80678331
L?AAD?oeAg@wFO,5,5.80747724
L?AAD?oeAgHcaI,5,5.85938937
L?AAD?oeAg@SQO,5,5.82778067
L?AAD?oeAg@SUO,5,5.81240417
L?AAD?oeAg@SRO,5,5.82525115
L?AAD?oeAg@SFO,5,5.83780692
L?AAD?oeAg@SVO,5,5.81199329
L?AAD?oeAgPSUO,5,5.80917931
L?AAD?oeAg@kaI,5,5.84229972
L?AAD?oeAg@kai,5,5.80603437
L?AAD?oeAg@[FO,5,5.82816041
L?AAD?oeAg@LVO,5,5.86244187
L?AAD?oeBgHKVO,5,5.81348143
L?AAD?oNBoBoBw,5,5.80432756
L?AAD?oNBoXCRW,5,5.80681193
L?AAD?oNBg@[Fo,5,5.81658551
L?AAD?oNBWXCRW,5,5.80276302
L?AADAoFFOFODq,5,5.80869614
L?AADAoFFOAwM_,5,5.83918954
L?AADAoFFOAwL_,5,5.81292807
L?AADAoFFOAwN_,5,5.81955677
L?AADAoFFO@wN_,5,5.81325663
L?AADAoFEo@wN_,5,5.80716934
L?AADAoFBoJGAw,5,5.81112716
L?AADAoFBoJGBw,5,5.81463988
L?AADAoFBoHgi_,5,5.83413813
L?AADAoFBoHge_,5,5.82788993
L?AADAoFBoHgm_,5,5.82845028
L?AADAoFBoHgL_,5,5.80554907
L?AADAoFBoHgF_,5,5.81778634
L?AADAoFBoAwN_,5,5.80029632
L?AADAoFBo@wM_,5,5.84086125
L?AADAoFBo@wL_,5,5.80634716
L?AADAoFBo@wN_,5,5.82412602
L?AADAoFBo@{VO,5,5.80811526
L?AADAoFAgDOAo,5,5.84028519
L?AADAoFAgDOEo,5,5.80561387
L?AADAoFAgDODo,5,5.81130040
L?AADAoFAgDOBo,5,5.84564978
L?AADAoFAgDOFo,5,5.81050875
L?AADAoFAgDOBg,5,5.84182052
L?AADAoFAgDOBw,5,5.81527913
L?AADAoFAgDOAq,5,5.81134776
L?AAD@oM_]Bo}?,5,5.83491843
L?AAD@W{Bg@wFO,5,5.83951882
L?AAD?cuF_HgUW,5,5.83282710
L?AAD?cuF_BgUW,5,5.80608298
L?AAD?cuF_HKVO,5,5.84212099
L?AAD?cuF_BKVO,5,5.80922247
L?AAD?cuBoIgUW,5,5.81681729
L?AAD?cuBgHKVO,5,5.83673309
L?AA@b_NBgBoBw,5,5.82248962
L?AA@b_NBg@wFg,5,5.80302309
L?AA@b_DnOBo\?,5,5.80133331
L?AA@b_DnOBo^?,5,5.83936623
L?AA@b_DjgUO}?,5,5.80516789
L?AA@b_DjgUO^?,5,5.81882149
L?AA@b_DjgUOFg,5,5.81319877
L?AA@b_DjgUOAy,5,5.81519159
L?AA@b_DjgUOAZ,5,5.81580225
L?AA@b_DiYM_ka,5,5.81259304
L?AA@b_DiYUO\?,5,5.81639988
L?AAD`omDS@[TB,5,5.80184248
L?AADbGR@oEOHg,5,5.81503800
L?AADbGR@cCsm?,5,5.80119698
L?AADbGR@SDogc,5,5.80970180
L?AADbGR@SCsi_,5,5.81385062
L?AE@b_FDo@wM_,5,5.80872052
L?AE@b_FDo@wJ_,5,5.80571931
L?AE@b_FBo@{N_,5,5.81788970
L?AE@b_F@[N?Aw,5,5.83168927
L?AE@b_F@[N?Bw,5,5.83334171
L?AE@b_F@[M_Bw,5,5.81500006
L?AE@b_F?]N?M_,5,5.83001362
L?AE@b_F?]N?L_,5,5.80676553
L?AE@b_F?]N?J_,5,5.83655129
L?AE@b_F?]N?N_,5,5.82674862
L?AE@b_F?]M_M_,5,5.80258204
L?AE@b_F?]M_N_,5,5.80690410
L?AE@b_F?ZN?J_,5,5.81936730
L?AE@b_F?ZN?N_,5,5.81577606
L?AE@b_F?ZM_N_,5,5.80527444
L?AE@b_F?ZFO]?,5,5.82077734
L?AE@b_F?VN?M_,5,5.81948368
L?AE@b_F?VN?L_,5,5.80809876
L?AE@b_F?VN?N_,5,5.82937829
L?AE@b_F?VM_M_,5,5.83224809
L?AE@b_F?VM_L_,5,5.83872059
L?AE@b_F?VM_J_,5,5.84581039
L?AE@b_F?VM_N_,5,5.84841693
L?AE@b_F?VFo\A,5,5.80667575
L?AE@bGyBWAsN_,5,5.82821505
L?AE@bGyAwBoDg,5,5.82266406
L?AE@bGyAwAsN_,5,5.81285282
L?AE@bGy?lM_N_,5,5.80156613
L?AE@bGy?lN_N_,5,5.81635165
L?AE@`gNF_BoBq,5,5.80186991
L?AE@`gNF_@wF_,5,5.80921895
L?AE@`gN@kZ?qQ,5,5.80176443
L?AE@`gN@kXGu?,5,5.81212978
L?AB?qQ]EoLcHY,5,5.81777027
L?AB?qQ]EoCkZG,5,5.84695329
L?ABCeWUBON_H[,5,5.82533560
L?ABCeWUAWN_H[,5,5.83418240
L?ABCeWU@WN_H[,5,5.81183601
L?ABCeWUBWN_H[,5,5.81663141
L?`@Cb_LAE`wFI,5,5.80004612
L?`@Cb_FDgGYBW,5,5.80514040
L?`@Cb_F?\GYl@,5,5.81559977
L?`@Cb_D_\HIl@,5,5.81686497
L?`@Cb_HQoBO@w,5,5.80291098
L?`@Cb_HQcBOBg,5,5.83347566
L?`@Cb_HQcBOBw,5,5.81012817
L?`@Cb_HQc@oEg,5,5.81421149
L?`@Cb_HQc@oEk,5,5.80322329
L?`@Cb_HOsYOBg,5,5.81544626
L?`@Cb_HOsBcoc,5,5.81176110
L?`@Cb_HOsBcsc,5,5.80721123
L?`@Cb_HOs@soc,5,5.80875122
L?`@Cb_HOs@sSc,5,5.84659228
L?`@Cb_HOs@ssc,5,5.82358756
