g6,alpha,theta_ub
L?AA@BOi?sM_Jg,5,5.82903336
L?AA@BOi?sL_Jg,5,5.81623589
L?AA@BOi?sJ_Jg,5,5.80344793
L?AA@BOi?sDoTC,5,5.83227230
L?AA@BOi?sBGJg,5,5.81428019
L?AA@BOi?s@sco,5,5.81660625
L?AA@BOi?s@[uO,5,5.82068521
L?AA@BOi?sIaN_,5,5.81386255
L?AA@BOiCsM_JG,5,5.82763464
L?AA@BOiCsM_Jg,5,5.81517866
L?AA@BOiCsL_Jg,5,5.83443335
L?AA@BOiCs@[uO,5,5.80875003
L?AA@BOi?kM_Jg,5,5.80261360
L?AA@BOi?kF_TC,5,5.81063642
L?AA@BOi?kUOTS,5,5.86819852
L?AA@BOi?kROTS,5,5.80063848
L?AA@BOi?kFOTC,5,5.87191844
L?AA@BOi?kFOTS,5,5.81201595
L?AA@BOi?kIgk_,5,5.86381704
L?AA@BOi?[L_TC,5,5.83821686
L?AA@BOi?[J_TC,5,5.80736373
L?AA@BOi?[FOTC,5,5.83921884
L?AA@BOi?[JGDS,5,5.80215576
L?AA@BOi?[AgV?,5,5.81840488
L?AA@BOi?[AgM_,5,5.82494851
L?AA@BOi?[HgqO,5,5.80677699
L?AA@BOi?[AWe_,5,5.82471141
L?AA@BOi?[AWM_,5,5.81135726
L?AA@BOi?[BWe_,5,5.80244494
L?AA@BOi?[Ia^?,5,5.81411124
L?AA@BOi?[IaN_,5,5.81849341
L?AA@BOi?[Aqm_,5,5.80254476
L?AA@BOi?{M_Jg,5,5.80269156
L?AA@BOi?{FOBw,5,5.80101060
L?AA@BOi?eUOTS,5,5.83821972
L?AA@BOi?eFOBg,5,5.80868711
L?AA@BOi?eJGAw,5,5.80358583
L?AA@BOi?eIgRA,5,5.80172673
L?AA@BOi?e@se_,5,5.84223865
L?AA@BOi?e@[uO,5,5.80557182
L?AA@BOi?eIak_,5,5.83671663
L?AA@BOi?uFOCs,5,5.82270635
L?AA@BOi?mJGTO,5,5.80131839
L?AA@BOi?mBWeO,5,5.80267688
L?AA@BOi@XM_TS,5,5.83630123
L?AA@BOi@XJ_m_,5,5.80570958
L?AA@BOi@XJ_VO,5,5.81080528
L?AA@BOi@XJ_TS,5,5.84536818
L?AA@BOi@XJGVO,5,5.81130963
L?AA@BOi@XIg^?,5,5.80552054
L?AA@BOi@XIgVO,5,5.81369572
L?AA@BOi@XHguO,5,5.83439839
L?AA@BOi@XHgVO,5,5.81263237
L?AA@BOi@XHgTS,5,5.80520018
L?AA@BOi@XAi^?,5,5.80664013
L?AA@BOi@XIi^?,5,5.80018475
L?AA@BOi?\M_m_,5,5.81167857
L?AA@BOi?\M_N_,5,5.81150342
L?AA@BOi?\L_m_,5,5.83446076
L?AA@BOi?\HgqO,5,5.81182528
L?AA@BOi?ZXGTS,5,5.80417098
L?AA@BOi?VJGm_,5,5.80266803
L?AA@BOi?VJGeo,5,5.80028507
L?AA@BOi?VBWuO,5,5.80086951
L?AADBOKeoDoHg,5,5.80790364
L?AADBOKdoDoBw,5,5.81977908
L?AADBOKbWIgL_,5,5.80292581
L?AADBOKdSIgL_,5,5.81301886
L?AADBOKdSAwTQ,5,5.82052799
L?AADBOK`[IgL_,5,5.82576103
L?AADBOK_{@wm_,5,5.80142003
L?AADBOKaiFOHg,5,5.80224893
L?AADBOKaiEoJg,5,5.82090833
L?AADBOKaiEoBw,5,5.82770195
L?AADBOKaiEoRS,5,5.80644884
L?AADBOKaiEoB[,5,5.80923227
L?AADBOKaiAwBw,5,5.80060170
L?AADBOKaiAwqC,5,5.80127717
L?AADBOKaiAwRS,5,5.80404640
L?AADBOKaiAwB[,5,5.81247303
L?AADBOKaiAwiB,5,5.81274006
L?AADBOKaiAwAN,5,5.80404869
L?AADBOKaYEoTO,5,5.82319685
L?AADBOK_]IgL_,5,5.81870656
L?AAD?oXAwBWCs,5,5.80593204
L?AAD?oXAwXCRW,5,5.82095752
L?AAD?oXAw@[Fo,5,5.80835501
L?AAD?oX?sN?Es,5,5.80069591
L?AAD?oX?sJ_Aw,5,5.81493558
L?AAD?oX?sJ_Cs,5,5.81716411
L?AAD?oX?sJ_As,5,5.83362530
L?AAD?oX?sF_Bw,5,5.80213705
L?AAD?oX?sF_A{,5,5.82210207
L?AAD?oX?sEoAk,5,5.82415681
L?AAD?oX?sEoA{,5,5.81781482
L?AAD?oX?sHgCs,5,5.81003819
L?AAD?oX?sHgAs,5,5.83664926
L?AAD?oXCsAwN?,5,5.81198644
L?AAD?oX?kROAs,5,5.85192205
L?AAD?oX?kROEs,5,5.80228518
L?AAD?oX?kROyA,5,5.80631330
L?AAD?oX?kJGBW,5,5.81283327
L?AAD?oX?kHgBw,5,5.82282263
L?AAD?oX?kHgA{,5,5.80664090
L?AAD?oX?kBWac,5,5.83548440
L?AAD?oX?kBWec,5,5.80432101
L?AAD?oX?k@wRW,5,5.84365080
L?AAD?oX?k@wQY,5,5.80404784
L?AAD?oX?k@kVO,5,5.80939172
L?AAD?oXAYPSy?,5,5.80746174
L?AAD?oXEPHgak,5,5.80085564
L?AAD?oXEPHgA{,5,5.83027227
L?AADAoMAg@oQO,5,5.81690701
L?AADAoMAg@oRO,5,5.84488566
L?AADAoMAg@oFO,5,5.84900629
L?AADAoMAg@oVO,5,5.81264146
L?AADAoMAg@oEo,5,5.80805926
L?AADAoMAg@oDo,5,5.82019050
L?AADAoMAg@oFo,5,5.82101800
L?AADAoMAg@oRG,5,5.80547430
L?AADAoMAgHgL_,5,5.80539594
L?AADAoMAgHgN_,5,5.81172258
L?AADAoMAgHgBw,5,5.81798105
L?AADAoMAgHgAi,5,5.80698608
L?AADAoMAg@WF_,5,5.84614026
L?AADAoMAg@WUO,5,5.80181317
L?AADAoMAg@WFO,5,5.86417153
L?AADAoMAg@WVO,5,5.81594791
L?AADAoMAg@wFO,5,5.84002709
L?AADAoMAW@oSO,5,5.81000837
L?AADAoMAW@oFO,5,5.83655151
L?AADAoMAW@oVO,5,5.81809519
L?AADAoMAWBoFO,5,5.83082490
L?AADAoMAWBoVO,5,5.81301956
L?AADAoMAWBoBo,5,5.85716626
L?AADAoMAWBoFo,5,5.80368876
L?AADAoMAWBoBg,5,5.82211707
L?AADAoMAWBoBw,5,5.81085648
L?AADAoMAWJGBw,5,5.80047242
L?AADAoMAWBgL_,5,5.81357592
L?AADAoMAWBgJ_,5,5.80567502
L?AADAoMAWBgN_,5,5.81039050
L?AADAoMAWBgFo,5,5.81180858
L?AADAoMAWBgCq,5,5.81785478
L?AADAoMAWBWFO,5,5.82754111
L?AADAoM?wHGEo,5,5.81687665
L?AADAoM?wHGDo,5,5.84422502
L?AADAoM?wHGBo,5,5.86467381
L?AADAoM?wHGFo,5,5.82908604
L?AADAoM?wHgEo,5,5.83442927
L?AADAoM?wHgDo,5,5.84422098
L?AADAoM?wHgBo,5,5.86487263
L?AADAoM?wHgFo,5,5.83274506
L?AADAoM?wJgBw,5,5.80410370
L?AADAoMAwBoBW,5,5.81511500
L?AADAoMAwHgL_,5,5.82938099
L?AADAoMAwHgN_,5,5.81953831
L?AADAoMAwBgBw,5,5.81543313
L?AADAoMAw@wFO,5,5.83738750
L?AADAoMAa@oFO,5,5.86496356
L?AADAoMAa@oVO,5,5.81120116
L?AADAoMAa@oEo,5,5.81966801
L?AADAoMAa@oFo,5,5.82311373
L?AAD@oEo]V?M_,5,5.81693261
L?AADBokboJ_RS,5,5.81711431
L?AADBW{?{@wV?,5,5.81324393
L?AAD?c{BWJGUW,5,5.81592192
L?AAD?c{@kIgN_,5,5.80474914
L?AAD?c{@kIgqI,5,5.80724418
L?AAD?sYF_BgDo,5,5.81767961
L?AAD?sYCcM_Ds,5,5.84180377
L?AAD?sYCcHgm?,5,5.81106937
L?AAD?sYCcAw{?,5,5.81724638
L?AAD?sYCcAw\?,5,5.82981317
L?AAD?sYCcAwXA,5,5.86179416
L?AAD?sYCcAi{?,5,5.82960030
L?AAD?sYCcAiRA,5,5.81512987
L?AAD?sYCcAiZA,5,5.80068948
L?AAD?sYCcH`m_,5,5.81280315
L?AAD?sYCSL_CU,5,5.80002699
L?AAD?sYCSIgm?,5,5.82132149
L?AAD?sYCSIg}?,5,5.80446703
L?AAD?sYCS@wZ?,5,5.82484093
L?AAD?sYCSI`m_,5,5.81279455
L?AAD?sYCSAh}?,5,5.80244720
L?AAD?sY?sZ?Dc,5,5.80347878
L?AAD?sY?sV?Cs,5,5.81043778
L?AAD?sY?sV?Ds,5,5.82024782
L?AAD?sY?sN?Dc,5,5.82476162
L?AAD?sY?sN?Cs,5,5.82583348
L?AAD?sY?sN?Ds,5,5.82541971
L?AAD?sY?sL_DS,5,5.80454028
L?AAD?sY?sL_Ds,5,5.81891760
L?AAD?sY?sTOCs,5,5.80100972
L?AAD?sY?sTODs,5,5.80112041
L?AAD?sY?sHgk_,5,5.80405988
L?AAD?sY?sAw{?,5,5.82325949
L?AAD?sY?sAwm?,5,5.84050211
L?AAD?sY?sAw}?,5,5.83426929
L?AAD?sY?s@w{?,5,5.83380027
L?AAD?sY?s@wm?,5,5.80937993
L?AAD?sY?s@w}?,5,5.81882264
L?AAD?sY?sAq}?,5,5.81154084
L?AAD?sY?sAim?,5,5.80490432
L?AAD?sY?k]?FO,5,5.80602027
L?AAD?sY?k]?Fo,5,5.80802161
L?AAD?sY?kIg{?,5,5.80448756
L?AAD?sY?kBW{?,5,5.80655455
L?AAD?sY?k@w{?,5,5.82011721
L?AAD?sY?k@w}?,5,5.80932404
L?AAD?sY?[]?FO,5,5.81964762
L?AAD?sY?[]?Fo,5,5.82291243
L?AAD?sY?[Z?Do,5,5.81174760
L?AAD?sY?[N?Dc,5,5.80298111
L?AAD?sY?[N?Ds,5,5.80885741
L?AAD?sY?[TORO,5,5.81427039
L?AAD?sY?[AYZ?,5,5.80972147
L?AAD?sY?{Aw}?,5,5.82823188
L?AAD?sY?{@w}?,5,5.81409390
L?AAD?sY?eUOTO,5,5.80780712
L?AAD?sY?eBo{?,5,5.81451823
L?AAD?sY?eBo}?,5,5.81905302
L?AAD?sY?eBoXA,5,5.80726490
L?AAD?sY?eBoJA,5,5.80811928
L?AAD?sY?eBoZA,5,5.81166072
L?AAD?sY?UTORO,5,5.82911485
L?AAD?sY?UBo}?,5,5.80406029
L?AAD?sY?UBo[A,5,5.82119668
L?AAD?sYCcaw{?,5,5.80834834
L?AAD?sYCcaw\?,5,5.83642738
L?AAD?sY?k}?TO,5,5.80624968
L?AAD?sY?kfO}?,5,5.80478141
L?AA@_gkAgXGRS,5,5.81084866
L?AA@_gkAgHgaQ,5,5.84710216
L?AA@_gkAgPHRS,5,5.82449859
L?AA@_gkBgXGRS,5,5.80830148
L?AA@_gk?wXGRS,5,5.80994793
L?AA@_gk@wXGBS,5,5.81627799
L?AA@_gk@wXGRS,5,5.82084058
L?AA@_gkCQI_BS,5,5.81859895
L?AA@_gkCQI_RS,5,5.82160768
L?AA@_gkCQH_DG,5,5.80000721
L?AA@_gkCQH_DI,5,5.82839325
L?AA@_gkCQH_TI,5,5.81560813
L?AA@_gkCQF_RS,5,5.81302260
L?AA@_gkCQHi^?,5,5.80290751
L?AA@_gkEQHi^?,5,5.80023878
L?AA@_gaU_M_BQ,5,5.82985571
L?AA@_gaU_L_DK,5,5.80269992
L?AA@_gaU_J_BQ,5,5.80092741
L?AA@_gaU_F_BQ,5,5.81766337
L?AA@_gaU_FOCk,5,5.81011009
L?AA@_gaU_HgTC,5,5.81714663
L?AA@_gaU_Hg\C,5,5.81105629
L?AA@_gaU_IaBQ,5,5.81211734
L?AA@_gaU_EaBQ,5,5.81694996
L?AA@_gaU_AUm_,5,5.80456848
L?AA@_gaToYCCk,5,5.81470058
L?AA@_gaRGZ?CM,5,5.84402495
L?AA@_gaRGV?Dc,5,5.81058513
L?AA@_gaRGV?cI,5,5.84202010
L?AA@_gaRGV?ci,5,5.80645711
L?AA@_gaRGV?CM,5,5.84295400
L?AA@_gaRGV?Cm,5,5.80308045
L?AA@_gaRGQOL_,5,5.80255977
L?AA@_gaRGQODc,5,5.81141797
L?AA@_gaRGQOLc,5,5.80426617
L?AA@_gaRGROCk,5,5.80861943
L?AA@_gaRGROCM,5,5.80247697
L?AA@_gaRGAom?,5,5.80989930
L?AA@_gaRGAoe_,5,5.80111880
L?AA@_gaRGYCm?,5,5.82362758
L?AA@_gaRGYC}?,5,5.84179916
L?AA@_gaRGQSm?,5,5.80440715
L?AA@_gaRGAUea,5,5.80872285
L?AA@_gaRGR@Ck,5,5.81697308
L?AA@_gaRGR@Cm,5,5.80661740
L?AA@_gaRGBPCm,5,5.80317084
L?AA@_gaRGQD}?,5,5.84274223
L?AA@_gaQgZ?Hc,5,5.81698673
L?AA@_gaQgZ?Dc,5,5.80395326
L?AA@_gaQgV?Hc,5,5.80014974
L?AA@_gaQgV?Dc,5,5.80179365
L?AA@_gaQgYC}?,5,5.80822091
L?AA@_gaRgZ?Hc,5,5.81838394
L?AA@_gaQWCoTK,5,5.81263197
L?AA@_gaQWCoca,5,5.81099300
L?AA@_gaQWQD}?,5,5.81428637
L?AA@_gaQY]?\C,5,5.80400686
L?AA@_gaQYN?TK,5,5.80157340
L?AA@_gaQ`V?Ck,5,5.81593233
L?AA@_gaQ`V?JA,5,5.80595747
L?AA@_gaQ`V?HE,5,5.85350204
L?AA@_gaQ`V?He,5,5.80727852
L?AA@_gaQ`Com?,5,5.82378314
L?AA@_gaQ`EQ}?,5,5.81941024
L?AA@_gaOhJ?Ge,5,5.82242879
L?AA@_gaOhJ?GF,5,5.84366269
L?AA@_gaOhJ?Gf,5,5.81409820
L?AA@_gaQ`l_}?,5,5.80273694
L?AA@_gaOhv?^?,5,5.80112807
L?AA@_gaOhv?sG,5,5.81176278
L?AA@ags?sDoBs,5,5.81470696
L?AA@ags?s@YqO,5,5.80648928
L?AA@ags?kM_aQ,5,5.80021584
L?AA@ags@[FOBs,5,5.81925005
L?AA@ags@[@ym_,5,5.80151917
L?AA@agsEQ@Ym_,5,5.82295936
L?AA@ags?UK`e_,5,5.81751541
L?AA@ags?]FOJ_,5,5.82762312
L?AA@ags?]BoM_,5,5.80701232
L?AA@agJE_BOBQ,5,5.80152982
L?AA@agJE_BOBq,5,5.80887158
L?AA@agJE_@wM_,5,5.81405103
L?AA@agJE_@hTG,5,5.80517713
L?AA@_wiAg@oaq,5,5.80257521
L?AA@_wiAgHgaQ,5,5.86296129
L?AA@_wiAgPHL_,5,5.81701690
L?AADb_E`[N?Dg,5,5.82716054
L?AADb_E_l\?L_,5,5.84316018
L?AADb_E_l\?N_,5,5.85207845
L?AADb_E_lDo}?,5,5.82243317
L?AADb_E_lKak_,5,5.80809165
L?AADb_E_\\?N_,5,5.84131897
L?AADb_E_\Z?N_,5,5.82661091
L?AADb_E_\N?V?,5,5.82812735
L?AADb_E_\N?L_,5,5.83632191
L?AADb_E_\N?N_,5,5.85377155
L?AADb_E_\^?N_,5,5.83703159
L?AADbGK`LF_u?,5,5.84498189
L?AAD`gD`sBoyC,5,5.81943609
L?AAD`gDf?f_N_,5,5.80928507
L?AAD`gDf?fON_,5,5.81297467
L?AAD`gDf?boN?,5,5.87205226
L?AAD`gDf?boM_,5,5.87505223
L?AAD`gDf?bom_,5,5.81193550
L?AAD`gDf?boN_,5,5.81923137
L?AAD`gDeOf_N_,5,5.80263324
L?AAD`gDeOfON_,5,5.80948291
L?AAD`gDeOfOLa,5,5.80108354
L?AAD`gDeOeo\?,5,5.80092408
L?AAD`gDeOeoe_,5,5.82135801
L?AAD`gDeOeom_,5,5.83506982
L?AAD`gDeOeoN_,5,5.80227756
L?AAD`gDeOdoM_,5,5.80267238
L?AAD`gDeOboN?,5,5.83721016
L?AAD`gDeOboM_,5,5.84373560
L?AAD`gDbOboM_,5,5.80024914
L?AEB?oyAwBoDo,5,5.84474688
L?AEB?oyAwAwN_,5,5.81065431
L?AEB?oy@[Aw^?,5,5.80278981
L?AEB?oy?{N_Ds,5,5.80538698
L?AEB?WLCQ}?Hi,5,5.80790159
L?AEB?WLCQn?Hi,5,5.80581736
L?ABAaITCoD_GY,5,5.81206060
L?ABAaITCoF_GY,5,5.81160699
L?ABAaITCoF_HY,5,5.80253245
L?AB?rOBjoF_oT,5,5.81936325
L?AB?qQ[EOCgZ?,5,5.83549215
L?AB?qQ[EOCgV?,5,5.80357770
L?AB?qQ[EOCg^?,5,5.80688829
L?AB?qQ[EoCkZ?,5,5.85793767
L?AB?qQ[EoCk^?,5,5.82773999
L?AB?qQ[AWV?PW,5,5.85334878
L?AB?qQ[AWV?HW,5,5.81923083
L?AB?qQ[AWV?PX,5,5.82056068
L?AB?qQFBOGkm?,5,5.82413243
L?AB?qQFEoCkZ?,5,5.82471368
L?ABCdWJCsKg}?,5,5.80922390
