g6,alpha,theta_ub
L?AADbGY@cBoHg,5,5.80618613
L?AADbGY@cBoDg,5,5.83595033
L?AADbGY@cBoDc,5,5.81655350
L?AADbGY@cAqN_,5,5.80947982
L?AADbGY@SAoLG,5,5.81445870
L?AADbGY@SAoKg,5,5.82570223
L?AADbGY@SAoLg,5,5.82787867
L?AADbGY?sE_Hg,5,5.82075389
L?AADbGY?sE_Dg,5,5.84677793
L?AADbGY?sEoHg,5,5.82867380
L?AADbGY?sEoDg,5,5.85489570
L?AADbGY?sEoDc,5,5.82969957
L?AADbGY?sAqN_,5,5.81977619
L?AADbGY@KBOLG,5,5.80474028
L?AADbGY@KBOKg,5,5.80475584
L?AADbGY@KBODg,5,5.84037373
L?AADbGY@KBOLg,5,5.81725722
L?AADbGY@KBODc,5,5.81085179
L?AADbGY?kF_LG,5,5.82036583
L?AADbGY?kF_Kg,5,5.81545185
L?AADbGY?kF_Hg,5,5.83657940
L?AADbGY?kF_Lg,5,5.82349886
L?AADbGY?kTOKg,5,5.81671182
L?AADbGY?kFOLG,5,5.82735622
L?AADbGY?kFOKg,5,5.83612595
L?AADbGY?kFOHg,5,5.84466595
L?AADbGY?kFOLg,5,5.83464120
L?AADbGY?kEcm_,5,5.80015058
L?AADbGY?kESe_,5,5.80508891
L?AADbGY?kESm_,5,5.81710535
L?AADbGY?kCsm_,5,5.80708759
L?AADbGY?kEsm_,5,5.80954563
L?AADbGY@kF_Dg,5,5.85241838
L?AADbGY@kFOLg,5,5.80189091
L?AADbGY@kFODk,5,5.81685117
L?AADbGY?[Csi_,5,5.80190792
L?AADbGY?{EoDg,5,5.80367414
L?AADbGY?ktOKg,5,5.80942174
L?AADbGY?kfOL_,5,5.84205357
L?AADbGY?kfOKg,5,5.81071829
L?AADbGY?keom_,5,5.81116816
L?AADbGY?kboe_,5,5.80298844
L?AADbGY?keSm_,5,5.80410912
L?AEB?W[@W@wcQ,5,5.80028294
L?AEB?W[@W@qcQ,5,5.81547306
L?AEB?W[@w@weO,5,5.80677698
L?AEB?W[@KAwcQ,5,5.81581849
L?AE@b_K_w@g]?,5,5.80079438
L?AE@b_K_w@w]?,5,5.80079846
L?ABA`oc`W@iy?,5,5.80527658
L?ABAaQT@QDcaS,5,5.82464325
L?ABAaQT@QDcas,5,5.80136172
