g6,alpha,theta_ub
L?AAD@OXCTDoBw,5,5.82959966
L?AAD@OXCT@wJg,5,5.82236401
L?AAD@OXCTDcBw,5,5.86700839
L?AAD@OXCT@kJg,5,5.84023674
L?AAD@OX@TAwHg,5,5.81929858
L?AAD@OX@LUO}?,5,5.83651381
L?AAD@OX@LUO^?,5,5.81897322
L?AAD@OX@LUOm_,5,5.83711298
L?AAD@OX@LUON_,5,5.81469461
L?AAD@OX@LUOig,5,5.80080465
L?AAD@OX@LUOJg,5,5.82573980
L?AAD@OX@LUOBw,5,5.80219552
L?AAD@OX@LUOec,5,5.83057202
L?AAD@OX@LUOak,5,5.81959581
L?AAD@OX@LUOA{,5,5.81222071
L?AAD@OX@LUORP,5,5.82447065
L?AAD@OX@LUOBX,5,5.83802599
L?AAD@OX@LUOA\,5,5.82934908
L?AAD@OX@LUOQR,5,5.80473943
L?AAD@OX@LUOAV,5,5.80693809
L?AAD@OX@LROk_,5,5.84620549
L?AAD@OX@LROcc,5,5.80109659
L?AAD@OXCcaw}?,5,5.80755611
L?AAD@OXCcaw^?,5,5.80809001
L?AAD@OXCcawA{,5,5.80838870
L?AAD?oDFOJGM_,5,5.80380181
L?AAD?oDFOJGQ[,5,5.87762359
L?AAD?oDFOJgQ[,5,5.84981384
L?AAD?oDEoJgqK,5,5.84885303
L?AAD?oDEoJgQ[,5,5.84863367
L?AAD?oDEoHcqK,5,5.86863391
L?AAD?oDDoJGqK,5,5.84605062
L?AAD?oDDoJGQ[,5,5.84925088
L?AAD?oDDoHgqK,5,5.85324455
L?AAD?oDDoBgqK,5,5.80914485
L?AAD?oDDoJgqK,5,5.82308114
L?AAD?oDDoJgQ[,5,5.81581692
L?AAD?oDDoHcqK,5,5.85927131
L?AAD?oDDo@kqK,5,5.81628968
L?AAD?oDFoHkqK,5,5.81989588
L?AADAom@wJGRW,5,5.81003022
L?AADAom@wIgRW,5,5.80807530
L?AADAom@wBgRW,5,5.82940210
L?AADAom@wJgRW,5,5.82160655
L?AADAom?yN_RW,5,5.82240846
L?AAD@WEf_@w^?,5,5.81546278
L?AAD@WE`g\?Do,5,5.83676567
L?AAD@WEbgTOTO,5,5.81668573
L?AAD?wU?kTOTO,5,5.83333649
L?AAD?wU?kTOFO,5,5.80134558
L?AAD?wU?kTOTP,5,5.80217098
L?AAD?wU?kHgk_,5,5.83133754
L?AAD?wU@kHgk_,5,5.82934631
L?AAD?wUAiTOF_,5,5.83919321
L?AAD?wUAiTON_,5,5.82400497
L?AAD?wU?mTOF_,5,5.80054267
L?AAD?syBoBoDs,5,5.80933865
L?AAD?syBoBgDo,5,5.83476609
L?AAD?syBoAwFo,5,5.80716383
L?AAF@Sa`oM_iG,5,5.82768349
L?AAF@Sa`oM_gg,5,5.81166696
L?AAF@Sa`oM_ig,5,5.81996110
L?AAF@Sa`oJ_ig,5,5.80123292
L?AAF@Sa`oDS[C,5,5.81120590
L?AAF@Sa`gN?iG,5,5.81972932
L?AAF@Sa`gN?ig,5,5.80265548
L?AAF@Sa`gEOgg,5,5.82872041
L?AAF@Sa`gEogg,5,5.80708264
L?AAF@Sa`WTOXC,5,5.80292823
L?AAF@Sa`WDSXC,5,5.81591163
L?AAF@Sa_wF?gg,5,5.81168280
L?AA@bGw@gBOAe,5,5.80555236
L?AA@bGw@WPWBs,5,5.80028260
L?AA@bGw?wEcBS,5,5.84904621
L?AA@bGw?wAqe_,5,5.80732044
L?AA@bGw?wAqm_,5,5.81210547
L?AA@bGw?kBa^?,5,5.80719877
L?AA@bGw?[CsZ?,5,5.80134174
L?AA@bGw?[Aq^?,5,5.81613211
L?AA@bGw?YE_FC,5,5.82537806
L?AA@bGw?YF_LG,5,5.83566002
L?AA@bGw?YF_FC,5,5.80396274
L?AA@bGw?YF_DK,5,5.82388574
L?AA@bGw?YF_CM,5,5.80220157
L?AA@bGw?YBOCi,5,5.81283153
L?AA@bGw?YCoga,5,5.81736494
L?AA@bGw?YAoN?,5,5.80403734
L?AA@bGw?YAok_,5,5.80076409
L?AA@bGwAYF_DK,5,5.81337195
L?AA@bGwAYEc^?,5,5.81578469
L?AA@bGw?lBo^?,5,5.81288447
L?AA@bGRDOAogc,5,5.81588651
L?AA@bGRDOAocc,5,5.80806434
L?AA@bGRDOAokc,5,5.80245817
L?AA@bGRDOEogc,5,5.80287510
L?AA@bGR@oUOHg,5,5.80291438
L?AA@bGRDCF?Hg,5,5.80633997
L?AA@bGRDCF?Dg,5,5.80908669
L?AA@bGRDCCsy?,5,5.80219693
L?AA@bGRDCCsZ?,5,5.82035041
L?AA@bGRDCCsi_,5,5.80518392
L?AA@bGRCSCogc,5,5.81147958
L?AA@bGR@SCsi_,5,5.80625664
L?AA@bGR@LPWZ?,5,5.80208200
L?AA@agkAgXGRC,5,5.82671970
L?AA@agkAgXGRS,5,5.81314768
L?AA@agkAgHgaQ,5,5.85123752
L?AA@agk?wHGDH,5,5.83845753
L?AADb_R@oBOBo,5,5.80493514
L?AADb_R@oBOFG,5,5.80067547
L?AADb_R@oBOBg,5,5.84466599
L?AADb_R@oBoBg,5,5.82474578
L?AADb_RBoBoBg,5,5.81846096
L?AADb_R?wEODg,5,5.80607390
L?AADb_R@cAoBg,5,5.81058854
L?AADb_R@cAs\?,5,5.83168074
L?AADb_R@S@wgc,5,5.84179102
L?AADb_R?sN?Bg,5,5.82256205
L?AADb_R?sFOBg,5,5.80570802
L?AADb_R?s@scc,5,5.81091822
L?AADb_R?]N?FG,5,5.80149868
L?AAD_sYCSROXA,5,5.85485312
L?AAD_sYCSROTA,5,5.82743384
L?AAD_sYCSFOTA,5,5.80066646
L?AAD_sYCSI`i_,5,5.85280704
L?AAD_sYCSI`m_,5,5.80137397
L?AA@r_DnOJ_Fg,5,5.80368932
L?AA@r_DnOBo\?,5,5.84029213
L?AA@r_DnOBoZ?,5,5.85987157
L?AA@r_DnOBo^?,5,5.85371625
L?AEB?oVBg@[Fo,5,5.81384501
L?AEB?W\F_DoBq,5,5.81513100
L?AEB?W\F_FoBq,5,5.80107464
L?AEB?W\F_@wJ_,5,5.83430875
L?AEB?W\F_@wN_,5,5.82565256
L?AEB?W\FOAwL_,5,5.80803229
L?AEB?W\FOAwN_,5,5.80431207
L?AEB?wLfOJ_Dq,5,5.81994529
L?AEB?wLfOAw^?,5,5.82941008
L?AEB?wLbWAwy@,5,5.82211088
L?AEB?wL_mN_yA,5,5.81287424
L?AEB?syBoBoFo,5,5.80663971
L?AEB?syBoBoDs,5,5.84210750
L?AEB?syBoBgFo,5,5.80137749
L?AE@`HY?wCs}?,5,5.80097422
L?AE@`HY?wAsu?,5,5.80204373
L?AE@`HY?wAs}?,5,5.80055232
L?AE@`HY?kF_u?,5,5.81826037
L?AE@`HY?kF_m?,5,5.81266706
L?AE@`HY?kF_}?,5,5.80609534
L?ABAaG]?lTG\?,5,5.80799652
L?ABAagLBoPIDh,5,5.81440899
L?ABAaIL@JZ?]?,5,5.80127953
L?ABCeWRDoM_PW,5,5.82195190
