g6,alpha,theta_ub
L?AADAoX?kBQTO,5,5.80115705
L?AADAoX@kBWDo,5,5.80547087
L?AADAoX@kBWCs,5,5.83201405
L?AADAoX@kAwec,5,5.81792315
L?AADAoX@kAwEs,5,5.81469846
L?AADAoX@kAwA{,5,5.80530053
L?AADAoX@kAwy@,5,5.80185107
L?AADAoX@kAwQJ,5,5.81046280
L?AADAoX@kAYFo,5,5.82289102
L?AADAoX@kAYRW,5,5.81098384
L?AADAoX@kAYBw,5,5.80866507
L?AADAoX@kAYec,5,5.81966681
L?AADAoX@kAYEs,5,5.81856455
L?AADAoX@kAYA],5,5.80173025
L?AADAoX@kAYy@,5,5.80005509
L?AADAoX@kAYZ@,5,5.80797574
L?AADAoX@kAYqB,5,5.80793382
L?AADAoX@kAYQJ,5,5.81882552
L?AADAoX?[AYL_,5,5.82165948
L?AADAoX?eZ?L_,5,5.80187626
L?AADAoX?eZ?TO,5,5.81903694
L?AADAoX?eJ_L_,5,5.81223039
L?AADAoX?eJ_TO,5,5.82424526
L?AADAoX?eROL_,5,5.83394417
L?AADAoX?eEoEo,5,5.83624435
L?AADAoX?eEoFo,5,5.82474126
L?AADAoX?eEoRW,5,5.83800158
L?AADAoX?eEoBw,5,5.83211252
L?AADAoX?eEoeC,5,5.83406173
L?AADAoX?eEoac,5,5.82563217
L?AADAoX?eEoec,5,5.83797778
L?AADAoX?eEoAs,5,5.83989217
L?AADAoX?eEoEs,5,5.84356661
L?AADAoX?eEoAk,5,5.80307374
L?AADAoX?eEoA{,5,5.81350169
L?AADAoX?eEoqA,5,5.83544005
L?AADAoX?eEoBI,5,5.83343467
L?AADAoX?eEoRI,5,5.84236311
L?AADAoX?eEoaE,5,5.81263101
L?AADAoX?ej_TO,5,5.82257216
L?AAD@oX?wUOac,5,5.80654285
L?AAD@oX?wBOcc,5,5.82545610
L?AAD@oX?wBOec,5,5.80160990
L?AAD@oX?wROcc,5,5.80686933
L?AAD@oX?wROac,5,5.82682147
L?AAD@oX?w@We_,5,5.80196516
L?AAD@oX@wROac,5,5.82938005
L?AAD@oX@w@[Fo,5,5.81960301
L?AAD@oX@w@YFo,5,5.81982832
L?AAD@oXCc@oDo,5,5.82619305
L?AAD@oXCcAwy?,5,5.82209078
L?AAD@oXCcAwu?,5,5.82692466
L?AAD@oXCcAwm?,5,5.83697677
L?AAD@oXCcAw]?,5,5.83400742
L?AAD@oXCcAw}?,5,5.82534835
L?AAD@oXCcAwV?,5,5.84675048
L?AAD@oXCcAw^?,5,5.84299251
L?AAD@oXCcAwi_,5,5.81576415
L?AAD@oXCcAwe_,5,5.84896609
L?AAD@oXCcAwM_,5,5.82821388
L?AAD@oXCcAwm_,5,5.82927627
L?AAD@oXCcAwJ_,5,5.80831250
L?AAD@oXCcAwF_,5,5.84183985
L?AAD@oXCcAwN_,5,5.82534539
L?AAD@oXCcAwFo,5,5.84127436
L?AAD@oXDcBgDo,5,5.80489740
L?AAD@oXDcBWCs,5,5.80699559
L?AAD@oXDcAwFo,5,5.80904943
L?AAD@oXDcAwak,5,5.80002488
L?AAD@oXDcAwA{,5,5.80126244
L?AAD@oXDc@wDo,5,5.80727483
L?AAD@oXDcAYVO,5,5.80863195
L?AAD@oX?sZ?ak,5,5.81004023
L?AAD@oX?sV?A{,5,5.81121019
L?AAD@oX?s^?ak,5,5.80790560
L?AAD@oX?sF_Bw,5,5.80752873
L?AAD@oX?sF_cc,5,5.81326345
L?AAD@oX?sUOCs,5,5.80858513
L?AAD@oX?sUOA{,5,5.80437520
L?AAD@oX?sEoCs,5,5.80206464
L?AAD@oX?sAwk_,5,5.81220808
L?AAD@oX?kZ?cc,5,5.84168255
L?AAD@oX?kROcc,5,5.82813361
L?AAD@oX?kROac,5,5.80102334
L?AAD@oX?kFOcc,5,5.82321052
L?AAD@oX?kBocc,5,5.84660915
L?AAD@oX?kBWcc,5,5.82535160
L?AAD@oX?kPScc,5,5.80991372
L?AAD@oX?k@[cc,5,5.84641875
L?AAD@oX@[@wak,5,5.81544149
L?AAD@oX?mBok_,5,5.80329704
L?AAF@SBv_Bo^?,5,5.80573891
L?AA@b_HagZ?ga,5,5.85762743
L?AA@b_HagTOaa,5,5.80558691
L?AA@b_HagROga,5,5.83867937
L?AA@b_HagXGga,5,5.84031849
L?AA@_omBWXGRW,5,5.81020593
L?AA@_omBWHgqW,5,5.81523317
L?AA@agqAgFODc,5,5.82429326
L?AA@agqAgEoga,5,5.81089280
L?AA@agq?wHgLC,5,5.81561038
L?AA@agqDSBoDk,5,5.80617389
L?AA@agq@ghgV?,5,5.80868243
L?AADb_FFOFOEg,5,5.80339954
L?AADb_FFOFOFg,5,5.82271760
L?AADb_FFOAsN_,5,5.84967918
L?AADb_FFO@sJ_,5,5.83295261
L?AADb_FFO@sN_,5,5.84054566
L?AADb_FBoFoBw,5,5.80300640
L?AADb_F@sN?Bw,5,5.81204351
L?AADb_F@s@{m_,5,5.80508374
L?AADb_F@[N?Dg,5,5.82937474
L?AADb_F@[N?Bw,5,5.81067587
L?AADb_F?\Z?N_,5,5.82671390
L?AADb_F?\N?L_,5,5.84100634
L?AADb_F?\N?N_,5,5.85838416
L?AADb_F?\^?N_,5,5.83909548
L?AAD`gFDSJ_gc,5,5.80515253
L?AAD`gFAYUOm?,5,5.80804553
L?AAD`gFAYUOM_,5,5.81500047
L?AAD`KZBoROck,5,5.81123677
L?AA@r_LfOAsV?,5,5.81783985
L?AEB?ouBWBoDo,5,5.80310628
L?AEB?ouAw@wF_,5,5.80166148
L?AEB?wFf_N_Bq,5,5.83109458
L?AEB?wF_m]?^?,5,5.81863116
L?AEB?wF_m\?\?,5,5.84690914
L?AEB?wF_m\?Z?,5,5.86822852
L?AEB?wF_m\?^?,5,5.85864321
L?AEB?wF_mL_yA,5,5.84025381
L?AEB?suBo@wF_,5,5.80466200
L?AE@b_TBo@wFG,5,5.80844160
L?AE@b_T@wDoA{,5,5.80115886
L?AE@b_T?{@w^?,5,5.81290883
L?AE@b_T?VF_F_,5,5.85459251
L?AE@b_T?VF_N_,5,5.80709133
L?AE@`g\BoAsqP,5,5.80252703
L?ABAaIRCoM_GY,5,5.84488830
L?ABAaIRCoM_HY,5,5.81139348
L?ABAaIRCoCh\?,5,5.80316839
L?ABAaIRCoCl^?,5,5.80189906
L?AB?qQYAJZ?^?,5,5.80693669
L?AB?qQYAJV?\?,5,5.84360973
L?AB?qQYAJV?V?,5,5.82856614
L?AB?qQYAJV?^?,5,5.84421436
L?AB?qQYAJM_mA,5,5.82009862
L?AB?qQYAJF_u?,5,5.80438986
L?AB?qQYAJF_m?,5,5.84324910
L?AB?qQYAJF_mA,5,5.81800114
L?AB?qQYAJN_mA,5,5.81085114
L?ABAr_{?\BoN?,5,5.82878084
L?ABAr_{?\Bo^?,5,5.81548387
